actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
39,PT08M31.00S,2021-11-11T00:45:42.7Z,1,REGULAR,turnover,out-of-bounds,[],202689,,,1610612752,7,8,2021-11-11T00:45:47Z,390000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (1 TO),[202689],1610612752.0,NYK,bad pass,,,Walker,K. Walker,,,,,1.0,,,202058.0,,,,,,,,,,,,,,,,,
40,PT08M19.00S,2021-11-11T00:46:01.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201950,85.89027595269383,42.8921568627451,1610612749,7,10,2021-11-11T00:46:08Z,400000,-36.0,80.0,1,right,J. Holiday 8' pullup Jump Shot (2 PTS),[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,,,,,,,,,8.76,Made,,,,,2.0,,,,,,
41,PT08M05.00S,2021-11-11T00:46:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,9.280551905387648,53.92156862745098,1610612752,7,10,2021-11-11T00:46:26Z,410000,-20.0,35.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,,,,,,,,,3.99,Missed,,,,,,,,,,,
43,PT08M03.00S,2021-11-11T00:46:19.1Z,1,REGULAR,rebound,defensive,[],201588,,,1610612749,7,10,2021-11-11T00:46:26Z,430000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,41.0,2.0,2.0,0.0,,,,,,,
44,PT07M53.00S,2021-11-11T00:46:27.4Z,1,REGULAR,3pt,Jump Shot,[],1628960,70.51576872536137,71.81372549019608,1610612749,7,13,2021-11-11T00:46:31Z,440000,109.0,225.0,1,right,G. Allen 24' 3PT  (6 PTS) (G. Antetokounmpo 1 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,24.98,Made,,,,,6.0,G. Antetokounmpo,203507.0,1.0,,,
46,PT07M33.00S,2021-11-11T00:46:48.0Z,1,REGULAR,2pt,Jump Shot,[],203944,16.245072273324574,74.01960784313727,1610612752,9,13,2021-11-11T00:46:52Z,460000,-120.0,100.0,1,left,J. Randle 15' step back Jump Shot (7 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,,,,,,,,,15.64,Made,,,,,7.0,,,,,,
47,PT07M21.00S,2021-11-11T00:47:00.9Z,1,REGULAR,turnover,lost ball,[],201950,,,1610612749,9,13,2021-11-11T00:47:07Z,470000,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 1629628]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,1.0,Barrett,1629628.0,,,,,,,,,,,,,,,,,,
48,PT07M21.00S,2021-11-11T00:47:00.9Z,1,REGULAR,steal,,[],1629628,,,1610612752,9,13,2021-11-11T00:47:03Z,480000,,,0,,R. Barrett STEAL (1 STL),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M18.00S,2021-11-11T00:47:05.3Z,1,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612752,9,13,2021-11-11T00:47:13Z,490000,,,0,,G. Allen shooting personal FOUL (1 PF) (Randle 2 FT),"[1628960, 203944]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,1627963.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,
52,PT07M18.00S,2021-11-11T00:47:21.3Z,1,REGULAR,substitution,out,[],201588,,,1610612752,9,13,2021-11-11T00:47:46Z,505000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M18.00S,2021-11-11T00:47:21.3Z,1,REGULAR,substitution,out,[],1626171,,,1610612752,9,13,2021-11-11T00:47:46Z,507500,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M18.00S,2021-11-11T00:47:21.3Z,1,REGULAR,substitution,in,[],1628400,,,1610612752,9,13,2021-11-11T00:47:46Z,508750,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M18.00S,2021-11-11T00:47:21.3Z,1,REGULAR,substitution,in,[],1626192,,,1610612752,9,13,2021-11-11T00:47:46Z,509375,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M18.00S,2021-11-11T00:47:37.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612752,10,13,2021-11-11T00:48:07Z,510000,,,0,,J. Randle Free Throw 1 of 2 (8 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,Made,,,,,8.0,,,,,,
56,PT07M18.00S,2021-11-11T00:47:37.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612752,10,13,2021-11-11T00:48:07Z,520000,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,Missed,,,,,,,,,,,
57,PT07M16.00S,2021-11-11T00:47:39.3Z,1,REGULAR,rebound,defensive,[],201950,,,1610612749,10,13,2021-11-11T00:48:07Z,530000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,
58,PT06M59.00S,2021-11-11T00:48:23.2Z,1,REGULAR,2pt,Jump Shot,[],203507,76.5604467805519,26.96078431372549,1610612749,10,13,2021-11-11T00:52:34Z,540000,-115.0,168.0,1,right,MISS G. Antetokounmpo 20' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,20.35,Missed,,,,,,,,,,,
59,PT06M57.00S,2021-11-11T00:48:25.2Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,10,13,2021-11-11T00:48:29Z,550000,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,
60,PT06M44.00S,2021-11-11T00:48:37.9Z,1,REGULAR,3pt,Jump Shot,[],203095,34.247700394218136,33.82352941176471,1610612752,10,13,2021-11-11T00:48:42Z,560000,81.0,269.0,1,left,MISS E. Fournier 28' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,28.13,Missed,,,,,,,,,,,
61,PT06M42.00S,2021-11-11T00:48:39.9Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,10,13,2021-11-11T00:48:42Z,570000,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,
62,PT06M35.00S,2021-11-11T00:48:46.3Z,1,REGULAR,turnover,lost ball,[],203507,,,1610612749,10,13,2021-11-11T00:48:49Z,580000,,,0,,G. Antetokounmpo lost ball TURNOVER (1 TO),"[203507, 202689]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,1.0,Walker,202689.0,,,,,,,,,,,,,,,,,,
63,PT06M35.00S,2021-11-11T00:48:46.3Z,1,REGULAR,steal,,[],202689,,,1610612752,10,13,2021-11-11T00:48:47Z,590000,,,0,,K. Walker STEAL (1 STL),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M31.00S,2021-11-11T00:48:51.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203944,28.597240473061763,74.01960784313727,1610612752,13,13,2021-11-11T00:48:56Z,600000,-120.0,216.0,1,left,J. Randle 24' 3PT  (11 PTS) (K. Walker 2 AST),"[203944, 202689]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,24.74,Made,,,,,11.0,K. Walker,202689.0,2.0,,,
66,PT06M21.00S,2021-11-11T00:49:02.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612749,13,13,2021-11-11T00:49:02Z,620000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M21.00S,2021-11-11T00:49:02.2Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,13,13,2021-11-11T00:52:03Z,630000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M21.00S,2021-11-11T00:49:02.2Z,1,REGULAR,substitution,in,[],1629670,,,1610612749,13,13,2021-11-11T00:52:03Z,640000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2021-11-11T00:52:18.9Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,13,13,2021-11-11T00:52:24Z,650000,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 203095]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2.0,Fournier,203095.0,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2021-11-11T00:52:18.9Z,1,REGULAR,steal,,[],203095,,,1610612752,13,13,2021-11-11T00:52:20Z,660000,,,0,,E. Fournier STEAL (1 STL),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M04.00S,2021-11-11T00:52:23.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203095,7.30946123521682,47.05882352941176,1610612752,15,13,2021-11-11T00:52:28Z,670000,15.0,16.0,1,left,E. Fournier running DUNK (2 PTS),[203095],1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,,,,,,,,,2.19,Made,,,,,2.0,,,,,,
72,PT05M50.00S,2021-11-11T00:52:37.8Z,1,REGULAR,2pt,Jump Shot,[],201950,90.62089356110381,90.44117647058823,1610612749,15,15,2021-11-11T00:52:45Z,680000,202.0,36.0,1,right,J. Holiday 20' step back Jump Shot (4 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,,,,,,,,,20.53,Made,,,,,4.0,,,,,,
73,PT05M32.00S,2021-11-11T00:52:55.0Z,1,REGULAR,3pt,Jump Shot,[],1629628,28.33442838370565,75.24509803921569,1610612752,18,15,2021-11-11T00:52:59Z,690000,-126.0,214.0,1,left,R. Barrett 24' 3PT  (5 PTS) (E. Fournier 2 AST),"[1629628, 203095]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,24.83,Made,,,,,5.0,E. Fournier,203095.0,2.0,,,
75,PT05M14.00S,2021-11-11T00:53:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,85.89027595269383,36.76470588235294,1610612749,18,15,2021-11-11T00:53:20Z,710000,-66.0,80.0,1,right,MISS J. Holiday 10' fadeaway Shot - blocked,"[201950, 1629011]",1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,,,,,,,,,10.39,Missed,,,,,,,,,Robinson,1629011.0,
76,PT05M14.00S,2021-11-11T00:53:13.5Z,1,REGULAR,block,,[],1629011,,,1610612749,18,15,2021-11-11T00:53:15Z,720000,,,0,,M. Robinson BLOCK (2 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M12.00S,2021-11-11T00:53:15.5Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,18,15,2021-11-11T00:53:20Z,730000,,,0,,M. Robinson REBOUND (Off:0 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,75.0,4.0,4.0,0.0,,,,,,,
78,PT05M04.00S,2021-11-11T00:53:27.2Z,1,REGULAR,foul,personal,[],201950,,,1610612752,18,15,2021-11-11T00:53:38Z,740000,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 1629011]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,101283.0,1.0,0.0,Robinson,1629011.0,,,,,,,,,,,,,
80,PT04M59.00S,2021-11-11T00:53:45.8Z,1,REGULAR,3pt,Jump Shot,[],203944,30.831143232588698,26.47058823529412,1610612752,18,15,2021-11-11T00:53:52Z,760000,118.0,237.0,1,left,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,26.48,Missed,,,,,,,,,,,
81,PT04M57.00S,2021-11-11T00:53:47.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,18,15,2021-11-11T00:53:52Z,770000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,,
82,PT04M49.00S,2021-11-11T00:53:55.8Z,1,REGULAR,3pt,Jump Shot,[],1628400,77.21747700394218,12.009803921568627,1610612749,18,18,2021-11-11T00:54:01Z,780000,-190.0,162.0,1,right,S. Ojeleye 24' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1628400, 203507]",1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,24.95,Made,,,,,3.0,G. Antetokounmpo,203507.0,2.0,,,
84,PT04M37.00S,2021-11-11T00:54:15.8Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612752,18,18,2021-11-11T00:54:15Z,800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M30.00S,2021-11-11T00:55:06.6Z,1,REGULAR,3pt,Jump Shot,[],202689,31.61957950065703,67.40196078431373,1610612752,18,18,2021-11-11T00:56:38Z,810000,-87.0,245.0,1,left,MISS K. Walker 25' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,,,,,,,,,25.97,Missed,,,,,,,,,,,
86,PT04M28.00S,2021-11-11T00:55:08.6Z,1,REGULAR,rebound,defensive,[],1629670,,,1610612749,18,18,2021-11-11T00:55:12Z,820000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,
87,PT04M21.00S,2021-11-11T00:55:18.0Z,1,REGULAR,turnover,out-of-bounds,[],1628400,,,1610612749,18,18,2021-11-11T00:55:23Z,830000,,,0,,S. Ojeleye lost ball out-of-bounds TURNOVER (1 TO),[1628400],1610612749.0,MIL,lost ball,,,Ojeleye,S. Ojeleye,,,,,1.0,,,101283.0,,,,,,,,,,,,,,,,,
88,PT04M21.00S,2021-11-11T00:55:18.1Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,18,18,2021-11-11T00:55:36Z,840000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M21.00S,2021-11-11T00:55:18.1Z,1,REGULAR,substitution,out,[],201950,,,1610612752,18,18,2021-11-11T00:55:36Z,850000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M21.00S,2021-11-11T00:55:18.1Z,1,REGULAR,substitution,in,[],201959,,,1610612752,18,18,2021-11-11T00:55:36Z,860000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
