actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
89,PT04M29.00S,2021-11-20T22:24:24.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,8,9,2021-11-20T22:24:24Z,890000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M29.00S,2021-11-20T22:24:24.1Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,8,9,2021-11-20T22:26:53Z,900000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M29.00S,2021-11-20T22:24:24.1Z,1,REGULAR,substitution,in,[],203457,,,1610612752,8,9,2021-11-20T22:26:53Z,910000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M13.00S,2021-11-20T22:27:32.9Z,1,REGULAR,3pt,Jump Shot,[],203095,68.28186596583443,37.254901960784316,1610612752,11,9,2021-11-20T22:27:37Z,920000,-64.0,246.0,1,right,E. Fournier 25' 3PT  (3 PTS) (J. Randle 1 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.38,Made,,,,,,,,,,,,,3.0,J. Randle,203944.0,1.0,,,
94,PT03M59.00S,2021-11-20T22:27:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,7.30946123521682,94.85294117647058,1610612745,11,9,2021-11-20T22:27:51Z,940000,-224.0,16.0,1,left,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,22.49,Missed,,,,,,,,,,,,,,,,,,,
95,PT03M57.00S,2021-11-20T22:27:47.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,11,9,2021-11-20T22:27:51Z,950000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,94.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
96,PT03M57.00S,2021-11-20T22:27:58.1Z,1,REGULAR,foul,personal,['2freethrow'],203457,,,1610612752,11,9,2021-11-20T22:30:16Z,960000,,,0,,N. Noel flagrant-type-1 personal FOUL (1 PF) (Sengun 2 FT),"[203457, 1630578]",1610612752.0,NYK,flagrant-type-1,,,Noel,N. Noel,,,,,,,,,,,,,,200832.0,1.0,0.0,Sengun,1630578.0,,,,,,,
98,PT03M57.00S,2021-11-20T22:27:58.1Z,1,REGULAR,turnover,,[],203457,,,1610612752,11,9,2021-11-20T22:30:08Z,980000,,,0,,N. Noel TURNOVER (1 TO),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,1.0,,,200832.0,,,,,,,,,,,
99,PT03M57.00S,2021-11-20T22:28:30.6Z,1,REGULAR,instantreplay,request,[],0,,,1610612745,11,9,2021-11-20T22:30:00Z,990000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,1363.0,,,,,,,,,Common Foul to Flagrant 1,,
100,PT03M57.00S,2021-11-20T22:30:25.5Z,1,REGULAR,freethrow,1 of 2,[],1630578,,,1610612745,11,10,2021-11-20T22:30:45Z,1000000,,,0,,A. Sengun flagrant Free Throw 1 of 2 (1 PTS),[1630578],1610612745.0,HOU,flagrant,,,Sengun,A. Sengun,,,,,,Made,,,,,,,,,,,,,1.0,,,,,,
101,PT03M57.00S,2021-11-20T22:30:25.5Z,1,REGULAR,freethrow,2 of 2,[],1630578,,,1610612745,11,10,2021-11-20T22:30:45Z,1010000,,,0,,MISS A. Sengun flagrant Free Throw 2 of 2,[1630578],1610612745.0,HOU,flagrant,,,Sengun,A. Sengun,,,,,,Missed,,,,,,,,,,,,,,,,,,,
102,PT03M57.00S,2021-11-20T22:30:25.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,11,10,2021-11-20T22:30:45Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,
103,PT03M50.00S,2021-11-20T22:31:13.7Z,1,REGULAR,foul,personal,['2freethrow'],203457,,,1610612745,11,10,2021-11-20T22:31:24Z,1030000,,,0,,N. Noel shooting personal FOUL (2 PF) (Gordon 2 FT),"[203457, 201569]",1610612752.0,NYK,shooting,,,Noel,N. Noel,,,,,,,,,,,,,,1363.0,2.0,0.0,Gordon,201569.0,,,,,,,
107,PT03M50.00S,2021-11-20T22:31:28.8Z,1,REGULAR,substitution,out,[],202689,,,1610612745,11,10,2021-11-20T22:31:56Z,1045000,,,0,,SUB out: K. Walker,[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M50.00S,2021-11-20T22:31:28.8Z,1,REGULAR,substitution,in,[],201565,,,1610612745,11,10,2021-11-20T22:31:56Z,1047500,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M50.00S,2021-11-20T22:31:43.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201569,,,1610612745,11,10,2021-11-20T22:31:43Z,1050000,,,0,,MISS E. Gordon Free Throw 1 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M50.00S,2021-11-20T22:31:43.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,11,10,2021-11-20T22:31:43Z,1060000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,,,,
109,PT03M50.00S,2021-11-20T22:32:12.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201569,,,1610612745,11,11,2021-11-20T22:32:12Z,1070000,,,0,,E. Gordon Free Throw 2 of 2 (4 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,,,,,,4.0,,,,,,
110,PT03M35.00S,2021-11-20T22:32:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.80354796320631,49.754901960784316,1610612752,11,11,2021-11-20T22:32:36Z,1080000,-1.0,25.0,1,right,MISS R. Barrett driving Layup - blocked,"[1629628, 1630231]",1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,Martin Jr.,1630231.0
111,PT03M35.00S,2021-11-20T22:32:28.8Z,1,REGULAR,block,,[],1630231,,,1610612752,11,11,2021-11-20T22:39:37Z,1090000,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M33.00S,2021-11-20T22:32:30.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,11,11,2021-11-20T22:32:36Z,1100000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,110.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
113,PT03M27.00S,2021-11-20T22:32:37.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201569,27.808804204993432,9.313725490196079,1610612745,11,11,2021-11-20T22:32:45Z,1110000,203.0,209.0,1,left,MISS E. Gordon 29' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,29.16,Missed,,,,,,,,,,,,,,,,,,,
114,PT03M25.00S,2021-11-20T22:32:39.0Z,1,REGULAR,rebound,defensive,[],203457,,,1610612752,11,11,2021-11-20T22:32:45Z,1120000,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
115,PT03M12.00S,2021-11-20T22:32:50.5Z,1,REGULAR,2pt,Jump Shot,[],201565,78.53153745072274,75.73529411764706,1610612752,11,11,2021-11-20T22:32:55Z,1130000,129.0,149.0,1,right,MISS D. Rose 19' pullup Shot,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,19.71,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M09.00S,2021-11-20T22:32:53.5Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,11,11,2021-11-20T22:32:55Z,1140000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,115.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
117,PT03M09.00S,2021-11-20T22:32:56.3Z,1,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612745,11,11,2021-11-20T22:33:01Z,1150000,,,0,,C. Wood bad pass out-of-bounds TURNOVER (2 TO),[1626174],1610612745.0,HOU,bad pass,,,Wood,C. Wood,,,,,,,,,,,2.0,,,200832.0,,,,,,,,,,,
118,PT02M45.00S,2021-11-20T22:33:25.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629628,92.59198423127464,50.73529411764706,1610612752,11,11,2021-11-20T22:33:32Z,1160000,4.0,17.0,1,right,MISS R. Barrett cutting DUNK - blocked,"[1629628, 1626174]",1610612752.0,NYK,cutting,,,Barrett,R. Barrett,,,,,1.75,Missed,,,,,,,,,,,,,,,,,,Wood,1626174.0
119,PT02M45.00S,2021-11-20T22:33:25.8Z,1,REGULAR,block,,[],1626174,,,1610612752,11,11,2021-11-20T22:33:28Z,1170000,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M43.00S,2021-11-20T22:33:27.8Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,11,11,2021-11-20T22:33:32Z,1180000,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,118.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
121,PT02M37.00S,2021-11-20T22:33:33.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,9.937582128777924,53.67647058823529,1610612745,11,13,2021-11-20T22:33:43Z,1190000,-18.0,41.0,1,left,J. Green driving Layup (4 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,4.48,Made,,,,,,,,,,,,,4.0,,,,,,
122,PT02M23.00S,2021-11-20T22:33:50.7Z,1,REGULAR,foul,personal,[],1630578,,,1610612752,11,13,2021-11-20T22:34:08Z,1200000,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 203457]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,1363.0,1.0,0.0,Noel,203457.0,,,,,,,
132,PT02M23.00S,2021-11-20T22:34:12.6Z,1,REGULAR,substitution,out,[],203095,,,1610612752,11,13,2021-11-20T22:35:35Z,1215000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M23.00S,2021-11-20T22:34:12.6Z,1,REGULAR,substitution,out,[],201569,,,1610612752,11,13,2021-11-20T22:35:35Z,1217500,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M23.00S,2021-11-20T22:34:12.6Z,1,REGULAR,substitution,out,[],1630224,,,1610612752,11,13,2021-11-20T22:35:35Z,1218750,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M23.00S,2021-11-20T22:34:12.6Z,1,REGULAR,substitution,in,[],202692,,,1610612752,11,13,2021-11-20T22:35:35Z,1219375,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M23.00S,2021-11-20T22:34:12.6Z,1,REGULAR,substitution,in,[],1629726,,,1610612752,11,13,2021-11-20T22:35:35Z,1219687,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M23.00S,2021-11-20T22:34:12.6Z,1,REGULAR,substitution,in,[],201571,,,1610612752,11,13,2021-11-20T22:35:35Z,1219843,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M09.00S,2021-11-20T22:34:34.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,11,13,2021-11-20T22:34:49Z,1220000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,200832.0,,,,,,,,,,,
125,PT01M50.00S,2021-11-20T22:35:04.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201571,27.414586070959263,22.794117647058822,1610612745,11,13,2021-11-20T22:36:28Z,1230000,136.0,205.0,1,left,MISS D. Augustin 24' pullup 3PT,[201571],1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,,
126,PT01M48.00S,2021-11-20T22:35:06.6Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,11,13,2021-11-20T22:35:42Z,1240000,,,0,,A. Sengun REBOUND (Off:2 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,125.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
127,PT01M39.00S,2021-11-20T22:35:14.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630578,5.590000152587891,50.0,1610612745,11,15,2021-11-20T22:37:12Z,1250000,0.0,0.0,1,left,A. Sengun tip Layup (3 PTS),[1630578],1610612745.0,HOU,tip,,,Sengun,A. Sengun,,,,,0.0,Made,,,,,,,,,,,,,3.0,,,,,,
128,PT01M35.00S,2021-11-20T22:35:20.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,86.41590013140605,49.50980392156863,1610612752,11,15,2021-11-20T22:35:53Z,1260000,-2.0,75.0,1,right,MISS D. Rose 7' Jump Shot,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,,
129,PT01M32.00S,2021-11-20T22:35:23.2Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,11,15,2021-11-20T22:35:53Z,1270000,,,0,,C. Wood REBOUND (Off:0 Def:6),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,128.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
130,PT01M26.00S,2021-11-20T22:35:28.7Z,1,REGULAR,3pt,Jump Shot,[],1629726,28.33442838370565,77.45098039215686,1610612745,11,18,2021-11-20T22:35:56Z,1280000,-137.0,214.0,1,left,G. Mathews 25' 3PT  (3 PTS) (D. Augustin 1 AST),"[1629726, 201571]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,25.41,Made,,,,,,,,,,,,,3.0,D. Augustin,201571.0,1.0,,,
138,PT01M06.00S,2021-11-20T22:35:48.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,94.95729303547962,49.754901960784316,1610612752,13,18,2021-11-20T22:35:59Z,1300000,-1.0,-5.0,1,right,J. Randle cutting DUNK (5 PTS) (D. Rose 1 AST),"[203944, 201565]",1610612752.0,NYK,cutting,,,Randle,J. Randle,,,,,0.52,Made,,,,,,,,,,,,,5.0,D. Rose,201565.0,1.0,,,
140,PT00M58.40S,2021-11-20T22:36:00.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612745,13,18,2021-11-20T22:36:12Z,1320000,,,0,,R. Barrett personal FOUL (1 PF) (Augustin 2 FT),"[1629628, 201571]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,200832.0,1.0,0.0,Augustin,201571.0,,,,,,,
143,PT00M58.40S,2021-11-20T22:36:15.5Z,1,REGULAR,substitution,out,[],1629628,,,1610612745,13,18,2021-11-20T22:36:36Z,1335000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M58.40S,2021-11-20T22:36:15.5Z,1,REGULAR,substitution,out,[],203944,,,1610612745,13,18,2021-11-20T22:36:36Z,1337500,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M58.40S,2021-11-20T22:36:15.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612745,13,18,2021-11-20T22:36:36Z,1338750,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M58.40S,2021-11-20T22:36:15.5Z,1,REGULAR,substitution,in,[],1630193,,,1610612745,13,18,2021-11-20T22:36:36Z,1339375,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M58.40S,2021-11-20T22:36:31.0Z,1,REGULAR,freethrow,1 of 2,[],201571,,,1610612745,13,19,2021-11-20T22:36:31Z,1340000,,,0,,D. Augustin Free Throw 1 of 2 (1 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Made,,,,,,,,,,,,,1.0,,,,,,
147,PT00M58.40S,2021-11-20T22:37:03.4Z,1,REGULAR,freethrow,2 of 2,[],201571,,,1610612745,13,20,2021-11-20T22:37:03Z,1350000,,,0,,D. Augustin Free Throw 2 of 2 (2 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Made,,,,,,,,,,,,,2.0,,,,,,
148,PT00M37.60S,2021-11-20T22:37:23.9Z,1,REGULAR,turnover,bad pass,[],203457,,,1610612752,13,20,2021-11-20T22:37:27Z,1360000,,,0,,N. Noel bad pass TURNOVER (2 TO),"[203457, 201571]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,2.0,Augustin,201571.0,,,,,,,,,,,,
149,PT00M37.60S,2021-11-20T22:37:23.9Z,1,REGULAR,steal,,[],201571,,,1610612745,13,20,2021-11-20T22:37:25Z,1370000,,,0,,D. Augustin STEAL (1 STL),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M34.10S,2021-11-20T22:37:29.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630193,,,1610612745,13,20,2021-11-20T22:37:38Z,1380000,,,0,,I. Quickley personal FOUL (1 PF) (Augustin 2 FT),"[1630193, 201571]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,1363.0,1.0,0.0,Augustin,201571.0,,,,,,,
152,PT00M34.10S,2021-11-20T22:37:58.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201571,,,1610612745,13,20,2021-11-20T22:37:58Z,1400000,,,0,,MISS D. Augustin Free Throw 1 of 2,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M34.10S,2021-11-20T22:37:58.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,13,20,2021-11-20T22:37:58Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,
154,PT00M34.10S,2021-11-20T22:38:15.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201571,,,1610612745,13,21,2021-11-20T22:38:15Z,1420000,,,0,,D. Augustin Free Throw 2 of 2 (3 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Made,,,,,,,,,,,,,3.0,,,,,,
155,PT00M25.40S,2021-11-20T22:38:31.0Z,1,REGULAR,2pt,Jump Shot,[],201565,77.87450722733246,55.63725490196079,1610612752,13,21,2021-11-20T22:38:39Z,1430000,28.0,155.0,1,right,MISS D. Rose 15' pullup Shot,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,15.8,Missed,,,,,,,,,,,,,,,,,,,
156,PT00M22.80S,2021-11-20T22:38:33.6Z,1,REGULAR,rebound,defensive,[],1629726,,,1610612745,13,21,2021-11-20T22:38:39Z,1440000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
157,PT00M02.80S,2021-11-20T22:38:53.5Z,1,REGULAR,3pt,Jump Shot,[],1629726,4.02431011826544,1.715686274509804,1610612745,13,21,2021-11-20T22:39:05Z,1450000,241.0,-15.0,1,left,MISS G. Mathews 24' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M01.80S,2021-11-20T22:38:54.5Z,1,REGULAR,rebound,offensive,[],1629726,,,1610612745,13,21,2021-11-20T22:39:05Z,1460000,,,0,,G. Mathews REBOUND (Off:1 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
159,PT00M00.70S,2021-11-20T22:38:56.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629726,4.28712220762155,3.1862745098039214,1610612745,13,21,2021-11-20T22:39:10Z,1470000,234.0,-12.0,1,left,MISS G. Mathews 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
160,PT00M00.10S,2021-11-20T22:38:57.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,13,21,2021-11-20T22:39:10Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2021-11-20T22:39:02.8Z,1,REGULAR,period,end,[],0,,,1610612745,13,21,2021-11-20T22:39:02Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-20T22:40:01.3Z,2,REGULAR,substitution,out,['startperiod'],1626174,,,1610612745,13,21,2021-11-20T22:41:40Z,1500000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-20T22:40:01.3Z,2,REGULAR,substitution,in,['startperiod'],1630256,,,1610612745,13,21,2021-11-20T22:41:40Z,1510000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-20T22:41:41.0Z,2,REGULAR,period,start,[],0,,,1610612745,13,21,2021-11-20T22:41:41Z,1520000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M35.00S,2021-11-20T22:42:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.1268068331143235,60.29411764705882,1610612745,13,21,2021-11-20T22:42:10Z,1530000,-51.0,5.0,1,left,MISS J. Tate Layup,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,5.18,Missed,,,,,,,,,,,,,,,,,,,
166,PT11M33.00S,2021-11-20T22:42:07.0Z,2,REGULAR,rebound,defensive,[],203457,,,1610612752,13,21,2021-11-20T22:42:10Z,1540000,,,0,,N. Noel REBOUND (Off:0 Def:2),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
167,PT11M16.00S,2021-11-20T22:42:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630193,82.60512483574244,96.56862745098039,1610612752,13,21,2021-11-20T22:42:31Z,1550000,233.0,111.0,1,right,MISS I. Quickley 25' step back 3PT,[1630193],1610612752.0,NYK,step back,,,Quickley,I. Quickley,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
168,PT11M14.00S,2021-11-20T22:42:26.0Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,13,21,2021-11-20T22:42:31Z,1560000,,,0,,J. Tate REBOUND (Off:2 Def:2),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,167.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
169,PT11M05.00S,2021-11-20T22:42:34.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,4.812746386333772,48.03921568627451,1610612745,13,23,2021-11-20T22:42:39Z,1570000,10.0,-7.0,1,left,J. Tate driving Layup (2 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,1.22,Made,,,,,,,,,,,,,2.0,,,,,,
170,PT10M47.00S,2021-11-20T22:42:52.7Z,2,REGULAR,3pt,Jump Shot,[],201565,74.19513797634691,16.666666666666664,1610612752,13,23,2021-11-20T22:42:58Z,1580000,-167.0,190.0,1,right,MISS D. Rose 25' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M45.00S,2021-11-20T22:42:54.7Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,13,23,2021-11-20T22:42:58Z,1590000,,,0,,J. Tate REBOUND (Off:2 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,170.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
172,PT10M39.00S,2021-11-20T22:43:01.3Z,2,REGULAR,3pt,Jump Shot,[],1629726,25.312089356110377,85.5392156862745,1610612745,13,23,2021-11-20T22:43:08Z,1600000,-178.0,185.0,1,left,MISS G. Mathews 25' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
173,PT10M37.00S,2021-11-20T22:43:03.3Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,13,23,2021-11-20T22:43:08Z,1610000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
174,PT10M14.00S,2021-11-20T22:43:26.0Z,2,REGULAR,3pt,Jump Shot,[],202692,88.25558475689881,98.52941176470588,1610612752,16,23,2021-11-20T22:43:31Z,1620000,243.0,58.0,1,right,A. Burks 24' 3PT  (3 PTS) (N. Noel 1 AST),"[202692, 203457]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,24.94,Made,,,,,,,,,,,,,3.0,N. Noel,203457.0,1.0,,,
176,PT10M07.00S,2021-11-20T22:43:40.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,16,23,2021-11-20T22:43:40Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
