actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
87,PT05M40.00S,2022-12-24T03:54:28.7Z,1,REGULAR,steal,,[],1629023,,,1610612766,14,8,2022-12-24T03:54:30Z,870000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
88,PT05M36.00S,2022-12-24T03:54:33.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626179,6.093955321944804,49.754901960784316,1610612766,14,10,2022-12-24T03:54:38Z,880000,False,1.0,5.0,1,left,T. Rozier running Layup (2 PTS) (P. Washington 2 AST),"[1626179, 1629023]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,0.49,2.0,,,,,,P. Washington,1629023.0,2.0
90,PT05M20.00S,2022-12-24T03:54:49.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630559,93.2161629434954,46.81372549019608,1610612747,16,10,2022-12-24T03:54:55Z,900000,False,-16.0,11.0,1,right,A. Reaves driving DUNK (2 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,1.95,2.0,,,,,,,,
91,PT05M07.00S,2022-12-24T03:55:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,8.590670170827863,40.931372549019606,1610612766,16,10,2022-12-24T03:57:16Z,910000,False,45.0,28.0,1,left,MISS K. Oubre Jr. pullup bank Shot,[1626162],1610612766.0,CHA,pullup bank,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,5.34,,,,,,,,,
92,PT05M03.00S,2022-12-24T03:55:06.4Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,16,10,2022-12-24T03:57:16Z,920000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,91.0,2.0,1.0,1.0,,,,,,,,,,
93,PT05M00.00S,2022-12-24T03:55:09.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,13.32128777923785,3.9215686274509807,1610612766,16,10,2022-12-24T03:57:38Z,930000,False,230.0,73.0,1,left,MISS L. Ball 24' step back 3PT,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,24.16,,,,,,,,,
94,PT04M58.00S,2022-12-24T03:55:11.4Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,16,10,2022-12-24T03:55:12Z,940000,False,,,0,,T. Bryant REBOUND (Off:0 Def:5),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Right Corner 3,24+ Right,,,,,,,93.0,5.0,5.0,0.0,,,,,,,,,,
95,PT04M52.00S,2022-12-24T03:55:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,91.90210249671485,52.205882352941174,1610612747,18,10,2022-12-24T03:58:01Z,950000,False,11.0,24.0,1,right,L. Walker IV cutting Layup (5 PTS) (L. James 2 AST),"[1629022, 2544]",1610612747.0,LAL,cutting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,2.6,5.0,,,,,,L. James,2544.0,2.0
97,PT04M32.00S,2022-12-24T03:55:37.0Z,1,REGULAR,3pt,Jump Shot,[],1626179,33.163600525624176,59.068627450980394,1610612766,18,10,2022-12-24T03:58:22Z,970000,False,-45.0,259.0,1,left,MISS T. Rozier 26' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,26.31,,,,,,,,,
98,PT04M31.00S,2022-12-24T03:55:38.0Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,18,10,2022-12-24T03:55:40Z,980000,False,,,0,,T. Bryant REBOUND (Off:0 Def:6),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,,,,,,,97.0,6.0,6.0,0.0,,,,,,,,,,
99,PT04M25.00S,2022-12-24T03:55:44.7Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,18,10,2022-12-24T03:55:48Z,990000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1629023]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,Washington,1629023.0,,,,,
100,PT04M25.00S,2022-12-24T03:55:44.7Z,1,REGULAR,steal,,[],1629023,,,1610612766,18,10,2022-12-24T03:55:46Z,1000000,False,,,0,,P. Washington STEAL (2 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
101,PT04M22.00S,2022-12-24T03:55:49.3Z,1,REGULAR,foul,personal,['2freethrow'],201566,,,1610612766,18,10,2022-12-24T03:56:02Z,1010000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Washington 2 FT),"[201566, 1629023]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,202053.0,1.0,0.0,Washington,1629023.0,,,,,,,,,,,,,,,
103,PT04M22.00S,2022-12-24T03:56:22.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629023,,,1610612766,18,11,2022-12-24T03:56:47Z,1030000,False,,,0,,P. Washington Free Throw 1 of 2 (3 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,
104,PT04M22.00S,2022-12-24T03:56:23.5Z,1,REGULAR,substitution,out,[],2544,,,1610612766,18,11,2022-12-24T03:56:31Z,1040000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M22.00S,2022-12-24T03:56:23.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,18,11,2022-12-24T03:56:31Z,1050000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M22.00S,2022-12-24T03:56:23.5Z,1,REGULAR,substitution,in,[],1629117,,,1610612766,18,11,2022-12-24T03:56:31Z,1060000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M22.00S,2022-12-24T03:56:23.5Z,1,REGULAR,substitution,in,[],1630177,,,1610612766,18,11,2022-12-24T03:56:31Z,1070000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M22.00S,2022-12-24T03:56:22.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629023,,,1610612766,18,11,2022-12-24T03:56:47Z,1080000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
109,PT04M19.00S,2022-12-24T03:56:25.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,18,11,2022-12-24T03:56:47Z,1090000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,
110,PT04M07.00S,2022-12-24T03:56:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629117,91.63929040735874,54.65686274509804,1610612747,20,11,2022-12-24T03:57:01Z,1100000,False,23.0,26.0,1,right,W. Gabriel Layup (2 PTS) (R. Westbrook 1 AST),"[1629117, 201566]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,3.5,2.0,,,,,,R. Westbrook,201566.0,1.0
112,PT03M53.00S,2022-12-24T03:57:11.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,6.4881734559789805,4.656862745098039,1610612766,20,14,2022-12-24T03:57:17Z,1120000,False,227.0,8.0,1,left,P. Washington 3PT  (6 PTS) (M. Plumlee 1 AST),"[1629023, 203486]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,Made,,,,,22.69,6.0,,,,,,M. Plumlee,203486.0,1.0
114,PT03M37.00S,2022-12-24T03:57:28.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,89.14257555847568,95.58823529411765,1610612747,23,14,2022-12-24T03:57:33Z,1140000,False,228.0,50.0,1,right,A. Reaves 3PT  (5 PTS) (R. Westbrook 2 AST),"[1630559, 201566]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,Made,,,,,23.32,5.0,,,,,,R. Westbrook,201566.0,2.0
116,PT03M22.00S,2022-12-24T03:57:43.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,12.13863337713535,55.88235294117647,1610612766,23,16,2022-12-24T04:00:41Z,1160000,False,-29.0,62.0,1,left,T. Rozier 6' driving floating Jump Shot (4 PTS) (T. Maledon 1 AST),"[1626179, 1630177]",1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,,,,6.83,4.0,,,,,,T. Maledon,1630177.0,1.0
119,PT03M11.00S,2022-12-24T03:58:03.0Z,1,REGULAR,substitution,out,[],1629022,,,1610612747,23,16,2022-12-24T03:58:17Z,1190000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M11.00S,2022-12-24T03:58:03.0Z,1,REGULAR,substitution,out,[],1628418,,,1610612747,23,16,2022-12-24T03:58:17Z,1200000,False,,,0,,SUB out: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M11.00S,2022-12-24T03:58:03.0Z,1,REGULAR,substitution,out,[],203486,,,1610612747,23,16,2022-12-24T03:58:17Z,1210000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M11.00S,2022-12-24T03:58:03.0Z,1,REGULAR,substitution,out,[],1629023,,,1610612747,23,16,2022-12-24T03:58:17Z,1220000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M11.00S,2022-12-24T03:58:03.0Z,1,REGULAR,substitution,in,[],1628972,,,1610612747,23,16,2022-12-24T03:58:17Z,1230000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M11.00S,2022-12-24T03:58:03.0Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,23,16,2022-12-24T03:58:17Z,1240000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M11.00S,2022-12-24T03:58:03.0Z,1,REGULAR,substitution,in,[],1629667,,,1610612747,23,16,2022-12-24T03:58:17Z,1250000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M11.00S,2022-12-24T03:58:03.0Z,1,REGULAR,substitution,in,[],1630208,,,1610612747,23,16,2022-12-24T03:58:17Z,1260000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M03.00S,2022-12-24T03:58:24.8Z,1,REGULAR,3pt,Jump Shot,[],1628972,88.35413929040736,95.34313725490196,1610612747,23,16,2022-12-24T03:58:30Z,1270000,False,227.0,57.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,23.38,,,,,,,,,
128,PT02M59.00S,2022-12-24T03:58:28.8Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,23,16,2022-12-24T03:58:30Z,1280000,False,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,,
129,PT02M55.00S,2022-12-24T03:58:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630559,90.98226018396846,43.872549019607845,1610612747,23,16,2022-12-24T04:02:01Z,1290000,False,-31.0,32.0,1,right,MISS A. Reaves driving Layup,[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,4.45,,,,,,,,,
130,PT02M51.00S,2022-12-24T03:58:36.5Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,23,16,2022-12-24T03:58:36Z,1300000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,129.0,1.0,0.0,1.0,,,,,,,,,,
131,PT02M48.00S,2022-12-24T03:58:39.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631108,69.4316688567674,75.0,1610612747,23,16,2022-12-24T03:58:47Z,1310000,False,125.0,235.0,1,right,MISS M. Christie 26' 3PT,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,26.6,,,,,,,,,
132,PT02M44.00S,2022-12-24T03:58:43.6Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,23,16,2022-12-24T04:14:33Z,1320000,False,,,0,,W. Gabriel REBOUND (Off:2 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Right Center,,,,,,,131.0,2.0,0.0,2.0,,,,,,,,,,
211,PT02M42.00S,2022-12-24T03:58:47.7Z,1,REGULAR,turnover,bad pass,[],1629117,,,1610612747,23,16,2022-12-24T04:15:08Z,1325000,False,,,0,,W. Gabriel bad pass TURNOVER (1 TO),"[1629117, 1630208]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Richards,1630208.0,,,,,
212,PT02M42.00S,2022-12-24T03:58:47.7Z,1,REGULAR,steal,,[],1630208,,,1610612766,23,16,2022-12-24T04:15:08Z,1327500,False,,,0,,N. Richards STEAL (1 STL),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
133,PT02M32.00S,2022-12-24T03:58:55.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626162,10.82457293035479,43.38235294117647,1610612766,23,18,2022-12-24T04:15:08Z,1330000,False,33.0,49.0,1,left,K. Oubre Jr. driving floating Jump Shot (2 PTS),[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,,,,5.94,2.0,,,,,,,,
134,PT02M23.00S,2022-12-24T03:59:06.6Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612747,23,18,2022-12-24T03:59:20Z,1340000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1626162, 201566]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,2882.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
136,PT02M23.00S,2022-12-24T03:59:22.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,23,18,2022-12-24T03:59:22Z,1360000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M23.00S,2022-12-24T04:01:40.7Z,1,REGULAR,substitution,out,[],1626179,,,1610612747,23,18,2022-12-24T04:01:51Z,1370000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M23.00S,2022-12-24T04:01:40.7Z,1,REGULAR,substitution,in,[],202330,,,1610612747,23,18,2022-12-24T04:01:51Z,1380000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M23.00S,2022-12-24T04:02:12.6Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,24,18,2022-12-24T04:02:12Z,1390000,False,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Made,,,,,,1.0,,,,,,,,
140,PT02M23.00S,2022-12-24T04:02:28.9Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,25,18,2022-12-24T04:02:28Z,1400000,False,,,0,,R. Westbrook Free Throw 2 of 2 (2 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,Made,,,,,,2.0,,,,,,,,
141,PT02M13.00S,2022-12-24T04:02:40.0Z,1,REGULAR,turnover,out-of-bounds,[],1626162,,,1610612766,25,18,2022-12-24T04:02:48Z,1410000,False,,,0,,K. Oubre Jr. lost ball out-of-bounds TURNOVER (1 TO),[1626162],1610612766.0,CHA,lost ball,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Left,2882.0,,,,,,,,,,,,1.0,,,,,,,
142,PT01M56.00S,2022-12-24T04:03:02.5Z,1,REGULAR,foul,personal,[],1630177,,,1610612747,25,18,2022-12-24T04:03:07Z,1420000,False,,,0,,T. Maledon personal FOUL (1 PF),"[1630177, 1630559]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Center,2882.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
144,PT01M41.00S,2022-12-24T04:03:37.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201566,92.42772667542707,3.67647058823529,1610612747,25,18,2022-12-24T04:03:41Z,1440000,False,-232.0,19.0,1,right,MISS R. Westbrook 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.24,,,,,,,,,
145,PT01M39.00S,2022-12-24T04:03:39.6Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,25,18,2022-12-24T04:03:41Z,1450000,False,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,,,,,,,144.0,3.0,3.0,0.0,,,,,,,,,,
146,PT01M35.00S,2022-12-24T04:03:43.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630208,9.247700394218143,43.38235294117647,1610612766,25,18,2022-12-24T04:04:05Z,1460000,False,33.0,34.0,1,left,MISS N. Richards running Layup,[1630208],1610612766.0,CHA,running,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,4.77,,,,,,,,,
147,PT01M32.00S,2022-12-24T04:03:46.3Z,1,REGULAR,rebound,offensive,[],1629667,,,1610612766,25,18,2022-12-24T04:03:50Z,1470000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,146.0,1.0,0.0,1.0,,,,,,,,,,
148,PT01M31.00S,2022-12-24T04:03:47.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202330,13.715505913272011,42.892156862745104,1610612766,25,20,2022-12-24T04:10:10Z,1480000,False,36.0,76.0,1,left,G. Hayward 8' driving floating Jump Shot (2 PTS) (J. McDaniels 1 AST),"[202330, 1629667]",1610612766.0,CHA,driving floating,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,,,,8.42,2.0,,,,,,J. McDaniels,1629667.0,1.0
150,PT01M17.00S,2022-12-24T04:04:04.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612747,25,20,2022-12-24T04:04:10Z,1500000,False,,,0,,N. Richards personal FOUL (1 PF) (Gabriel 2 FT),"[1630208, 1629117]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,202053.0,1.0,0.0,Gabriel,1629117.0,,,,,,,,,,,,,,,
152,PT01M17.00S,2022-12-24T04:04:30.5Z,1,REGULAR,freethrow,1 of 2,[],1629117,,,1610612747,26,20,2022-12-24T04:04:30Z,1520000,False,,,0,,W. Gabriel Free Throw 1 of 2 (3 PTS),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,
153,PT01M17.00S,2022-12-24T04:04:42.6Z,1,REGULAR,freethrow,2 of 2,[],1629117,,,1610612747,27,20,2022-12-24T04:04:42Z,1530000,False,,,0,,W. Gabriel Free Throw 2 of 2 (4 PTS),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,
154,PT01M04.00S,2022-12-24T04:04:59.5Z,1,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612766,27,20,2022-12-24T04:05:04Z,1540000,False,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Hayward 2 FT),"[1628972, 202330]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,202053.0,1.0,0.0,Hayward,202330.0,,,,,,,,,,,,,,,
156,PT01M04.00S,2022-12-24T04:05:25.3Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,27,21,2022-12-24T04:05:25Z,1560000,False,,,0,,G. Hayward Free Throw 1 of 2 (3 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,Made,,,,,,3.0,,,,,,,,
157,PT01M04.00S,2022-12-24T04:05:38.5Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,27,22,2022-12-24T04:05:38Z,1570000,False,,,0,,G. Hayward Free Throw 2 of 2 (4 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,Made,,,,,,4.0,,,,,,,,
158,PT00M53.00S,2022-12-24T04:05:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.24507227332458,52.69607843137255,1610612747,27,22,2022-12-24T04:05:57Z,1580000,False,13.0,30.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.27,,,,,,,,,
160,PT00M50.50S,2022-12-24T04:05:53.9Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,27,22,2022-12-24T04:05:57Z,1600000,False,,,0,,W. Gabriel REBOUND (Off:3 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,158.0,3.0,0.0,3.0,,,,,,,,,,
161,PT00M50.50S,2022-12-24T04:05:55.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629117,94.40999984741211,50.0,1610612747,29,22,2022-12-24T04:05:59Z,1610000,False,0.0,0.0,1,right,W. Gabriel tip DUNK (6 PTS),[1629117],1610612747.0,LAL,tip,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,0.0,6.0,,,,,,,,
162,PT00M45.00S,2022-12-24T04:06:01.3Z,1,REGULAR,2pt,Jump Shot,[],202330,22.651116951379763,42.40196078431373,1610612766,29,24,2022-12-24T04:16:55Z,1620000,False,38.0,160.0,1,left,G. Hayward 16' pullup Jump Shot (6 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,,,,,,Made,,,,,16.48,6.0,,,,,,,,
163,PT00M34.20S,2022-12-24T04:06:18.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630177,,,1610612747,29,24,2022-12-24T04:06:39Z,1630000,False,,,0,,T. Maledon shooting personal FOUL (2 PF) (Reaves 2 FT),"[1630177, 1630559]",1610612766.0,CHA,shooting,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,202053.0,2.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
165,PT00M34.20S,2022-12-24T04:06:40.6Z,1,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,29,24,2022-12-24T04:06:40Z,1650000,False,,,0,,MISS A. Reaves Free Throw 1 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
166,PT00M34.20S,2022-12-24T04:06:40.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,29,24,2022-12-24T04:06:40Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,
167,PT00M34.20S,2022-12-24T04:06:50.8Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,30,24,2022-12-24T04:06:50Z,1670000,False,,,0,,A. Reaves Free Throw 2 of 2 (6 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,,,,,,6.0,,,,,,,,
168,PT00M23.80S,2022-12-24T04:07:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,19.8915900131406,38.48039215686274,1610612766,30,26,2022-12-24T04:18:04Z,1680000,False,58.0,134.0,1,left,K. Oubre Jr. 14' pullup Jump Shot (4 PTS),[1626162],1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,,,,14.63,4.0,,,,,,,,
