actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-26T19:41:02.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-26T19:41:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-26T19:41:05.7Z,1,REGULAR,jumpball,recovered,[],203471,,,1610612747,0,0,2023-03-26T19:41:05Z,40000,False,,,0,,Jump Ball A. Davis vs. N. Vucevic: Tip to D. Schroder,"[203471, 203076, 202696]",1610612747.0,LAL,startperiod,D. Schroder,203471.0,Schroder,D. Schroder,Davis,203076.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-03-26T19:41:18.1Z,1,REGULAR,3pt,Jump Shot,[],1628972,9.904730617608408,97.54901960784314,1610612747,3,0,2023-03-26T19:41:22Z,70000,False,-238.0,41.0,1,left,T. Brown Jr. 24' 3PT  (3 PTS) (A. Reaves 1 AST),"[1628972, 1630559]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,24.11,Made,3.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-03-26T19:41:37.5Z,1,REGULAR,3pt,Jump Shot,[],201976,72.05978975032852,15.196078431372555,1610612741,3,0,2023-03-26T19:41:41Z,90000,False,-174.0,210.0,1,right,MISS P. Beverley 27' 3PT,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,27.28,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2023-03-26T19:41:40.5Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,3,0,2023-03-26T19:41:41Z,100000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M08.00S,2023-03-26T19:41:55.4Z,1,REGULAR,turnover,traveling,[],1629020,,,1610612747,3,0,2023-03-26T19:42:00Z,110000,False,,,0,,J. Vanderbilt traveling TURNOVER (1 TO),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,1.0,,,,,,,,
12,PT10M55.00S,2023-03-26T19:42:19.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201976,86.38304862023654,96.07843137254902,1610612741,3,0,2023-03-26T19:42:25Z,120000,False,230.0,75.0,1,right,MISS P. Beverley 24' 3PT,[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,24.25,Missed,,,,,,,,,,,,,,,,,,
13,PT10M53.00S,2023-03-26T19:42:21.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,3,0,2023-03-26T19:42:25Z,130000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,12.0,,,,,,,,,,,,,
15,PT10M46.00S,2023-03-26T19:42:43.2Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201942,78.36727989487517,73.2843137254902,1610612741,3,0,2023-03-26T19:42:47Z,150000,False,116.0,151.0,1,right,MISS D. DeRozan 19' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,19.05,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2023-03-26T19:42:45.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,3,0,2023-03-26T19:42:47Z,160000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
