actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
171,PT00M00.70S,2022-10-21T02:30:58.2Z,1,REGULAR,3pt,Jump Shot,[],1629134,29.878449408672807,71.56862745098039,1610612747,23,35,2022-10-21T02:33:15Z,1700000,-108.0,228.0,1,left,MISS K. Nunn 25' pullup 3PT,[1629134],1610612747.0,LAL,pullup,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
172,PT00M00.10S,2022-10-21T02:30:58.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,23,35,2022-10-21T02:31:06Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,171.0,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2022-10-21T02:31:01.6Z,1,REGULAR,period,end,[],0,,,1610612747,23,35,2022-10-21T02:31:01Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-10-21T02:34:34.1Z,2,REGULAR,substitution,out,['startperiod'],1630559,,,1610612747,23,35,2022-10-21T02:34:52Z,1730000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-10-21T02:34:34.1Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612747,23,35,2022-10-21T02:34:52Z,1740000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-10-21T02:34:34.1Z,2,REGULAR,substitution,out,['startperiod'],202331,,,1610612747,23,35,2022-10-21T02:34:52Z,1750000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-10-21T02:34:34.1Z,2,REGULAR,substitution,in,['startperiod'],1627745,,,1610612747,23,35,2022-10-21T02:34:52Z,1760000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-10-21T02:34:34.1Z,2,REGULAR,substitution,in,['startperiod'],201976,,,1610612747,23,35,2022-10-21T02:34:52Z,1770000,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-10-21T02:34:34.1Z,2,REGULAR,substitution,in,['startperiod'],1629611,,,1610612747,23,35,2022-10-21T02:34:52Z,1780000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-10-21T02:34:50.1Z,2,REGULAR,period,start,[],0,,,1610612747,23,35,2022-10-21T02:34:53Z,1790000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT11M36.00S,2022-10-21T02:35:12.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,6.750985545335084,46.07843137254902,1610612747,25,35,2022-10-21T02:35:17Z,1800000,20.0,11.0,1,left,D. Jones Layup (2 PTS) (K. Nunn 1 AST),"[1627745, 1629134]",1610612747.0,LAL,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,2.0,K. Nunn,1629134.0,1.0,,,,,,,,,,
183,PT11M13.00S,2022-10-21T02:35:37.6Z,2,REGULAR,2pt,Jump Shot,[],202322,74.37582128777923,39.85523897058824,1610612746,25,35,2022-10-21T02:35:45Z,1820000,-51.0,188.0,1,right,MISS J. Wall 19' pullup Shot - blocked,"[202322, 1629134]",1610612746.0,LAC,pullup,,,Wall,J. Wall,,,,,Mid-Range,16-24 Center,19.51,Missed,,,,,,,,,,,,Nunn,1629134.0,,,,,
184,PT11M13.00S,2022-10-21T02:35:37.6Z,2,REGULAR,block,,[],1629134,,,1610612746,25,35,2022-10-21T02:35:40Z,1830000,,,0,,K. Nunn BLOCK (1 BLK),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
185,PT11M13.00S,2022-10-21T02:35:37.6Z,2,REGULAR,rebound,offensive,[],201587,,,1610612746,25,35,2022-10-21T02:35:45Z,1840000,,,0,,N. Batum REBOUND (Off:1 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Center,,,183.0,4.0,3.0,1.0,,,,,,,,,,,,,,
186,PT11M13.00S,2022-10-21T02:35:50.4Z,2,REGULAR,foul,personal,['2freethrow'],1630346,,,1610612746,25,35,2022-10-21T02:36:03Z,1850000,,,0,,M. Ryan shooting personal FOUL (1 PF) (Batum 2 FT),"[1630346, 201587]",1610612747.0,LAL,shooting,,,Ryan,M. Ryan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Batum,201587.0
188,PT11M13.00S,2022-10-21T02:36:13.0Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201587,,,1610612746,25,35,2022-10-21T02:36:13Z,1870000,,,0,,MISS N. Batum Free Throw 1 of 2,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
189,PT11M13.00S,2022-10-21T02:36:13.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,25,35,2022-10-21T02:36:13Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,
190,PT11M13.00S,2022-10-21T02:36:15.2Z,2,REGULAR,substitution,out,[],202322,,,1610612746,25,35,2022-10-21T02:36:19Z,1890000,,,0,,SUB out: J. Wall,[202322],1610612746.0,LAC,,,,Wall,J. Wall,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT11M13.00S,2022-10-21T02:36:15.2Z,2,REGULAR,substitution,in,[],202704,,,1610612746,25,35,2022-10-21T02:36:19Z,1900000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT11M13.00S,2022-10-21T02:36:35.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201587,,,1610612746,25,36,2022-10-21T02:36:35Z,1910000,,,0,,N. Batum Free Throw 2 of 2 (1 PTS),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
193,PT10M58.00S,2022-10-21T02:36:50.4Z,2,REGULAR,3pt,Jump Shot,[],2544,34.477660972404735,59.80392156862745,1610612747,28,36,2022-10-21T02:37:12Z,1920000,-49.0,272.0,1,left,L. James 27' 3PT pullup (8 PTS) (K. Nunn 2 AST),"[2544, 1629134]",1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,27.6,Made,,,,,8.0,K. Nunn,1629134.0,2.0,,,,,,,,,,
195,PT10M44.00S,2022-10-21T02:37:04.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,89.48751642575559,65.29564950980392,1610612746,28,36,2022-10-21T02:37:17Z,1940000,76.0,46.0,1,right,MISS R. Covington 8' driving bank Shot,[203496],1610612746.0,LAC,driving bank,,,Covington,R. Covington,,,,,In The Paint (Non-RA),8-16 Right,8.94,Missed,,,,,,,,,,,,,,,,,,
196,PT10M42.00S,2022-10-21T02:37:06.2Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,28,36,2022-10-21T02:37:17Z,1950000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Right,,,195.0,4.0,4.0,0.0,,,,,,,,,,,,,,
197,PT10M26.00S,2022-10-21T02:37:22.4Z,2,REGULAR,3pt,Jump Shot,[],201976,31.84954007884363,38.970588235294116,1610612747,31,36,2022-10-21T02:37:29Z,1960000,55.0,247.0,1,left,P. Beverley 25' 3PT  (3 PTS) (D. Jones 1 AST),"[201976, 1627745]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,25.3,Made,,,,,3.0,D. Jones,1627745.0,1.0,,,,,,,,,,
199,PT10M02.00S,2022-10-21T02:37:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,91.37647831800263,52.450980392156865,1610612746,31,38,2022-10-21T02:37:52Z,1980000,12.0,29.0,1,right,L. Kennard driving Layup (2 PTS) (R. Jackson 2 AST),"[1628379, 202704]",1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,2.0,R. Jackson,202704.0,2.0,,,,,,,,,,
201,PT09M48.00S,2022-10-21T02:38:01.2Z,2,REGULAR,3pt,Jump Shot,[],2544,33.295006570302235,63.72549019607843,1610612747,31,38,2022-10-21T02:38:48Z,2000000,-69.0,260.0,1,left,MISS L. James 26' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,26.94,Missed,,,,,,,,,,,,,,,,,,
202,PT09M43.00S,2022-10-21T02:38:06.2Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,31,38,2022-10-21T02:38:06Z,2010000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,,,201.0,1.0,1.0,0.0,,,,,,,,,,,,,,
203,PT09M36.00S,2022-10-21T02:38:11.9Z,2,REGULAR,3pt,Jump Shot,[],203496,70.08869908015768,27.941176470588232,1610612746,31,38,2022-10-21T02:38:16Z,2020000,-110.0,229.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
204,PT09M33.00S,2022-10-21T02:38:15.0Z,2,REGULAR,rebound,defensive,[],1629134,,,1610612747,31,38,2022-10-21T02:38:15Z,2030000,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,
205,PT09M27.00S,2022-10-21T02:38:20.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.590670170827863,50.98039215686275,1610612747,31,38,2022-10-21T02:38:28Z,2040000,-5.0,28.0,1,left,MISS L. James cutting Layup,[2544],1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,2.87,Missed,,,,,,,,,,,,,,,,,,
206,PT09M25.00S,2022-10-21T02:38:22.9Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,31,38,2022-10-21T02:38:28Z,2050000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,
207,PT09M22.00S,2022-10-21T02:38:26.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,66.5407358738502,41.42156862745098,1610612746,31,41,2022-10-21T02:40:04Z,2060000,-43.0,262.0,1,right,L. Kennard 26' 3PT running pullup (5 PTS) (R. Covington 1 AST),"[1628379, 203496]",1610612746.0,LAC,running pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,26.55,Made,,,,,5.0,R. Covington,203496.0,1.0,,,,,,,,,,
209,PT09M05.00S,2022-10-21T02:38:43.4Z,2,REGULAR,3pt,Jump Shot,[],1630346,26.461892247043366,87.99019607843137,1610612747,31,41,2022-10-21T02:38:48Z,2080000,-190.0,196.0,1,left,MISS M. Ryan 27' 3PT,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,27.31,Missed,,,,,,,,,,,,,,,,,,
210,PT09M01.00S,2022-10-21T02:38:47.4Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,31,41,2022-10-21T02:38:48Z,2090000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT08M46.00S,2022-10-21T02:39:01.7Z,2,REGULAR,3pt,Jump Shot,[],202704,69.95729303547964,22.303921568627445,1610612746,31,41,2022-10-21T02:39:05Z,2100000,-138.0,230.0,1,right,MISS R. Jackson 26' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
212,PT08M44.00S,2022-10-21T02:39:03.7Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612747,31,41,2022-10-21T02:39:05Z,2110000,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,,
213,PT08M38.00S,2022-10-21T02:39:09.7Z,2,REGULAR,2pt,Jump Shot,[],1630346,23.176741130091983,74.01960784313725,1610612747,33,41,2022-10-21T02:39:13Z,2120000,-120.0,165.0,1,left,M. Ryan 20' pullup Jump Shot (2 PTS) (L. James 2 AST),"[1630346, 2544]",1610612747.0,LAL,pullup,,,Ryan,M. Ryan,,,,,Mid-Range,16-24 Left Center,20.44,Made,,,,,2.0,L. James,2544.0,2.0,,,,,,,,,,
215,PT08M16.00S,2022-10-21T02:39:32.4Z,2,REGULAR,3pt,Jump Shot,[],202704,66.01511169513799,59.55882352941176,1610612746,33,41,2022-10-21T02:39:36Z,2140000,48.0,267.0,1,right,MISS R. Jackson 27' pullup 3PT,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,27.12,Missed,,,,,,,,,,,,,,,,,,
216,PT08M14.00S,2022-10-21T02:39:34.4Z,2,REGULAR,rebound,defensive,[],1630346,,,1610612747,33,41,2022-10-21T02:39:36Z,2150000,,,0,,M. Ryan REBOUND (Off:0 Def:1),[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Center,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,,,
217,PT08M10.00S,2022-10-21T02:39:38.9Z,2,REGULAR,3pt,Jump Shot,[],1630346,32.11235216819975,74.26470588235294,1610612747,36,41,2022-10-21T02:42:26Z,2160000,-121.0,249.0,1,left,M. Ryan 27' 3PT  (5 PTS) (D. Jones 2 AST),"[1630346, 1627745]",1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,27.73,Made,,,,,5.0,D. Jones,1627745.0,2.0,,,,,,,,,,
219,PT08M08.00S,2022-10-21T02:39:47.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,36,41,2022-10-21T02:39:47Z,2180000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M08.00S,2022-10-21T02:43:04.7Z,2,REGULAR,substitution,out,[],201587,,,1610612746,36,41,2022-10-21T02:43:20Z,2190000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M08.00S,2022-10-21T02:43:04.7Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,36,41,2022-10-21T02:43:20Z,2200000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M57.00S,2022-10-21T02:43:30.2Z,2,REGULAR,3pt,Jump Shot,[],1628379,67.46057818659658,66.42156862745098,1610612746,36,44,2022-10-21T02:43:34Z,2210000,82.0,253.0,1,right,L. Kennard 26' 3PT  (8 PTS) (I. Zubac 1 AST),"[1628379, 1627826]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,26.64,Made,,,,,8.0,I. Zubac,1627826.0,1.0,,,,,,,,,,
224,PT07M40.00S,2022-10-21T02:43:48.0Z,2,REGULAR,3pt,Jump Shot,[],1629134,27.513140604467807,78.67647058823529,1610612747,36,44,2022-10-21T02:43:53Z,2230000,-143.0,206.0,1,left,MISS K. Nunn 25' 3PT - blocked,"[1629134, 203496]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,25.11,Missed,,,,,,,,,,,,Covington,203496.0,,,,,
225,PT07M40.00S,2022-10-21T02:43:48.0Z,2,REGULAR,block,,[],203496,,,1610612747,36,44,2022-10-21T02:43:51Z,2240000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
226,PT07M36.00S,2022-10-21T02:43:52.0Z,2,REGULAR,rebound,defensive,[],202704,,,1610612746,36,44,2022-10-21T02:43:53Z,2250000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,,,224.0,1.0,1.0,0.0,,,,,,,,,,,,,,
227,PT07M23.00S,2022-10-21T02:44:04.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.63929040735874,55.3921568627451,1610612746,36,46,2022-10-21T02:44:13Z,2260000,27.0,26.0,1,right,I. Zubac turnaround bank Hook (6 PTS),[1627826],1610612746.0,LAC,turnaround bank,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.76,Made,,,,,6.0,,,,,,,,,,,,,
228,PT07M06.00S,2022-10-21T02:44:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629134,17.65768725361366,56.127450980392155,1610612747,36,46,2022-10-21T02:44:29Z,2270000,-31.0,113.0,1,left,MISS K. Nunn 11' driving floating Shot - blocked,"[1629134, 1627826]",1610612747.0,LAL,driving floating,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,11.76,Missed,,,,,,,,,,,,Zubac,1627826.0,,,,,
229,PT07M06.00S,2022-10-21T02:44:21.7Z,2,REGULAR,block,,[],1627826,,,1610612747,36,46,2022-10-21T02:44:24Z,2280000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
230,PT07M03.00S,2022-10-21T02:44:24.7Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,36,46,2022-10-21T02:44:29Z,2290000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,228.0,1.0,1.0,0.0,,,,,,,,,,,,,,
231,PT07M00.00S,2022-10-21T02:44:28.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203496,65.62089356110381,44.36274509803921,1610612746,36,46,2022-10-21T02:44:36Z,2300000,-28.0,271.0,1,right,MISS R. Covington 27' running 3PT,[203496],1610612746.0,LAC,running,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
232,PT06M56.00S,2022-10-21T02:44:32.5Z,2,REGULAR,rebound,defensive,[],1629134,,,1610612747,36,46,2022-10-21T02:44:36Z,2310000,,,0,,K. Nunn REBOUND (Off:0 Def:2),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,231.0,2.0,2.0,0.0,,,,,,,,,,,,,,
233,PT06M43.00S,2022-10-21T02:44:44.4Z,2,REGULAR,3pt,Jump Shot,[],1627745,34.346254927726676,46.32352941176471,1610612747,36,46,2022-10-21T02:44:49Z,2320000,18.0,270.0,1,left,MISS D. Jones 27' 3PT,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Center,27.1,Missed,,,,,,,,,,,,,,,,,,
234,PT06M41.00S,2022-10-21T02:44:46.4Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,36,46,2022-10-21T02:44:49Z,2330000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Above the Break 3,24+ Center,,,233.0,3.0,3.0,0.0,,,,,,,,,,,,,,
235,PT06M27.00S,2022-10-21T02:45:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.29632063074901,52.450980392156865,1610612746,36,48,2022-10-21T02:45:08Z,2340000,12.0,20.0,1,right,I. Zubac reverse Layup (8 PTS) (R. Covington 2 AST),"[1627826, 203496]",1610612746.0,LAC,reverse,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,8.0,R. Covington,203496.0,2.0,,,,,,,,,,
237,PT06M25.00S,2022-10-21T02:45:10.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,36,48,2022-10-21T02:45:10Z,2360000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,out,[],2544,,,1610612747,36,48,2022-10-21T02:48:35Z,2370000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,out,[],1629134,,,1610612747,36,48,2022-10-21T02:48:35Z,2380000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,out,[],201976,,,1610612747,36,48,2022-10-21T02:48:35Z,2390000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,out,[],1627745,,,1610612747,36,48,2022-10-21T02:48:35Z,2400000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,out,[],1630346,,,1610612747,36,48,2022-10-21T02:48:35Z,2410000,,,0,,SUB out: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,out,[],1629611,,,1610612747,36,48,2022-10-21T02:48:35Z,2420000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,out,[],203496,,,1610612747,36,48,2022-10-21T02:48:35Z,2430000,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,in,[],203076,,,1610612747,36,48,2022-10-21T02:48:35Z,2440000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,in,[],201566,,,1610612747,36,48,2022-10-21T02:48:35Z,2450000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,in,[],1630559,,,1610612747,36,48,2022-10-21T02:48:35Z,2460000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,in,[],1629308,,,1610612747,36,48,2022-10-21T02:48:35Z,2470000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,in,[],1629022,,,1610612747,36,48,2022-10-21T02:48:35Z,2480000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,in,[],202331,,,1610612747,36,48,2022-10-21T02:48:35Z,2490000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M25.00S,2022-10-21T02:48:19.5Z,2,REGULAR,substitution,in,[],202695,,,1610612747,36,48,2022-10-21T02:48:35Z,2500000,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M07.00S,2022-10-21T02:48:58.3Z,2,REGULAR,2pt,Jump Shot,[],203076,9.641918528252305,84.06862745098039,1610612747,36,48,2022-10-21T02:49:04Z,2510000,-170.0,38.0,1,left,MISS A. Davis 17' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left,17.45,Missed,,,,,,,,,,,,,,,,,,
253,PT06M04.00S,2022-10-21T02:49:01.3Z,2,REGULAR,rebound,defensive,[],202695,,,1610612746,36,48,2022-10-21T02:49:04Z,2520000,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left,,,252.0,1.0,1.0,0.0,,,,,,,,,,,,,,
254,PT05M58.00S,2022-10-21T02:49:07.8Z,2,REGULAR,2pt,Jump Shot,[],202695,79.54993429697765,35.78431372549019,1610612746,36,50,2022-10-21T02:50:34Z,2530000,-71.0,140.0,1,right,K. Leonard 15' fadeaway Jump Shot (2 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,15.68,Made,,,,,2.0,,,,,,,,,,,,,
