actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
173,PT01M51.00S,2022-10-23T20:07:05.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631101,5.305519053876466,49.50980392156863,1610612757,20,28,2022-10-23T20:07:16Z,1730000,2.0,-3.0,1,left,S. Sharpe running alley-oop DUNK (2 PTS) (J. Winslow 2 AST),"[1631101, 1626159]",1610612757.0,POR,running alley-oop,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,2.0,J. Winslow,1626159.0,2.0,,,,,,,,,,
175,PT01M35.00S,2022-10-23T20:07:20.9Z,1,REGULAR,3pt,Jump Shot,[],1629134,78.23587385019711,92.15686274509804,1610612747,20,28,2022-10-23T20:07:25Z,1750000,211.0,152.0,1,right,MISS K. Nunn 25' 3PT,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
176,PT01M32.00S,2022-10-23T20:07:23.9Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,20,28,2022-10-23T20:07:25Z,1760000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT01M21.00S,2022-10-23T20:07:38.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629134,,,1610612757,20,28,2022-10-23T20:07:46Z,1770000,,,0,,K. Nunn personal FOUL (2 PF) (Simons 2 FT),"[1629134, 1629014]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1204.0,2.0,0.0,Simons,1629014.0,,,
179,PT01M21.00S,2022-10-23T20:08:06.4Z,1,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,20,29,2022-10-23T20:08:06Z,1790000,,,0,,A. Simons Free Throw 1 of 2 (1 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
180,PT01M21.00S,2022-10-23T20:08:20.6Z,1,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,20,30,2022-10-23T20:08:20Z,1800000,,,0,,A. Simons Free Throw 2 of 2 (2 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
181,PT01M12.00S,2022-10-23T20:08:35.7Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,20,30,2022-10-23T20:08:42Z,1810000,,,0,,L. James bad pass out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1204.0,,,,,1.0,,
182,PT00M54.90S,2022-10-23T20:09:06.8Z,1,REGULAR,turnover,lost ball,[],1631101,,,1610612757,20,30,2022-10-23T20:09:11Z,1820000,,,0,,S. Sharpe lost ball TURNOVER (1 TO),"[1631101, 1629308]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Toscano-Anderson,1629308.0
183,PT00M54.90S,2022-10-23T20:09:06.8Z,1,REGULAR,steal,,[],1629308,,,1610612747,20,30,2022-10-23T20:09:09Z,1830000,,,0,,J. Toscano-Anderson STEAL (1 STL),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
184,PT00M49.40S,2022-10-23T20:09:12.4Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,20,30,2022-10-23T20:09:16Z,1840000,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1629014]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Simons,1629014.0
185,PT00M49.40S,2022-10-23T20:09:12.4Z,1,REGULAR,steal,,[],1629014,,,1610612757,20,30,2022-10-23T20:09:14Z,1850000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
186,PT00M36.70S,2022-10-23T20:09:25.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626159,10.036136662286467,35.78431372549019,1610612757,20,30,2022-10-23T20:09:31Z,1860000,71.0,42.0,1,left,MISS J. Winslow 8' fadeaway Shot,[1626159],1610612757.0,POR,fadeaway,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Right,8.25,Missed,,,,,,,,,,,,,,,,,,
187,PT00M32.70S,2022-10-23T20:09:29.1Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,20,30,2022-10-23T20:09:31Z,1870000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),8-16 Right,,,186.0,1.0,1.0,0.0,,,,,,,,,,,,,,
188,PT00M27.20S,2022-10-23T20:09:35.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,89.01116951379764,50.245098039215684,1610612747,22,30,2022-10-23T20:15:43Z,1880000,1.0,51.0,1,right,L. James turnaround Jump Shot (3 PTS),[2544],1610612747.0,LAL,turnaround,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,,,,,3.0,,,,,,,,,,,,,
189,PT00M07.60S,2022-10-23T20:10:03.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629134,,,1610612757,22,30,2022-10-23T20:10:08Z,1890000,,,0,,K. Nunn personal FOUL (3 PF) (Eubanks 2 FT),"[1629134, 1629234]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2005.0,3.0,0.0,Eubanks,1629234.0,,,
191,PT00M07.60S,2022-10-23T20:10:32.2Z,1,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,22,31,2022-10-23T20:10:32Z,1910000,,,0,,D. Eubanks Free Throw 1 of 2 (1 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
192,PT00M07.60S,2022-10-23T20:10:48.1Z,1,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,22,32,2022-10-23T20:10:48Z,1920000,,,0,,D. Eubanks Free Throw 2 of 2 (2 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
193,PT00M00.50S,2022-10-23T20:11:01.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,91.37647831800263,53.67647058823529,1610612747,24,32,2022-10-23T20:16:33Z,1930000,18.0,29.0,1,right,D. Jones cutting Layup (2 PTS) (A. Reaves 1 AST),"[1627745, 1630559]",1610612747.0,LAL,cutting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,3.4,Made,,,,,2.0,A. Reaves,1630559.0,1.0,,,,,,,,,,
195,PT00M00.00S,2022-10-23T20:11:05.1Z,1,REGULAR,period,end,[],0,,,1610612757,24,32,2022-10-23T20:11:05Z,1950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-10-23T20:13:25.9Z,2,REGULAR,substitution,out,['startperiod'],1629134,,,1610612757,24,32,2022-10-23T20:13:47Z,1960000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-10-23T20:13:25.9Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612757,24,32,2022-10-23T20:13:47Z,1970000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-10-23T20:13:25.9Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612757,24,32,2022-10-23T20:13:47Z,1980000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-10-23T20:13:25.9Z,2,REGULAR,substitution,in,['startperiod'],201976,,,1610612757,24,32,2022-10-23T20:13:47Z,1990000,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2022-10-23T20:13:25.9Z,2,REGULAR,substitution,in,['startperiod'],1628972,,,1610612757,24,32,2022-10-23T20:13:47Z,2000000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2022-10-23T20:13:25.9Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,24,32,2022-10-23T20:13:47Z,2010000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2022-10-23T20:14:02.6Z,2,REGULAR,period,start,[],0,,,1610612747,24,32,2022-10-23T20:14:02Z,2020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M46.00S,2022-10-23T20:14:16.5Z,2,REGULAR,3pt,Jump Shot,[],1630559,69.82588699080158,24.509803921568633,1610612747,24,32,2022-10-23T20:14:22Z,2030000,-127.0,231.0,1,right,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
204,PT11M41.00S,2022-10-23T20:14:21.5Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,24,32,2022-10-23T20:14:22Z,2040000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,,,203.0,2.0,2.0,0.0,,,,,,,,,,,,,,
205,PT11M31.00S,2022-10-23T20:14:30.2Z,2,REGULAR,3pt,Jump Shot,[],1629642,7.276609724047319,5.14705882352942,1610612757,24,32,2022-10-23T20:14:37Z,2050000,224.0,16.0,1,left,MISS N. Little 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Right Corner 3,24+ Right,22.49,Missed,,,,,,,,,,,,,,,,,,
206,PT11M25.00S,2022-10-23T20:14:36.2Z,2,REGULAR,rebound,offensive,[],1631101,,,1610612757,24,32,2022-10-23T20:14:37Z,2060000,,,0,,S. Sharpe REBOUND (Off:2 Def:0),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,205.0,2.0,0.0,2.0,,,,,,,,,,,,,,
207,PT11M25.00S,2022-10-23T20:14:36.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631101,5.590000152587891,50.0,1610612757,24,32,2022-10-23T20:14:42Z,2070000,0.0,0.0,1,left,MISS S. Sharpe tip DUNK,[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
208,PT11M25.00S,2022-10-23T20:14:36.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,24,32,2022-10-23T20:14:42Z,2080000,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,207.0,3.0,2.0,1.0,,,,,,,,,,,,,,
209,PT11M19.00S,2022-10-23T20:14:48.3Z,2,REGULAR,foul,personal,[],1626159,,,1610612747,24,32,2022-10-23T20:14:56Z,2090000,,,0,,J. Winslow personal FOUL (1 PF),"[1626159, 2544]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,1.0,0.0,James,2544.0,,,
212,PT11M09.00S,2022-10-23T20:15:25.3Z,2,REGULAR,3pt,Jump Shot,[],201976,93.2161629434954,4.901960784313729,1610612747,24,32,2022-10-23T20:15:30Z,2120000,-225.0,11.0,1,right,MISS P. Beverley 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,,
213,PT11M04.00S,2022-10-23T20:15:30.3Z,2,REGULAR,rebound,offensive,[],1627745,,,1610612747,24,32,2022-10-23T20:15:30Z,2130000,,,0,,D. Jones REBOUND (Off:1 Def:0),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Left Corner 3,24+ Left,,,212.0,1.0,0.0,1.0,,,,,,,,,,,,,,
214,PT11M03.00S,2022-10-23T20:15:32.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2544,61.28449408672799,61.27450980392157,1610612747,24,32,2022-10-23T20:15:41Z,2140000,56.0,311.0,1,right,MISS L. James 31' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,31.65,Missed,,,,,,,,,,,,,,,,,,
215,PT11M03.00S,2022-10-23T20:15:32.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,24,32,2022-10-23T20:15:41Z,2150000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,214.0,,,,,,,,,,,,,,,,,
217,PT10M44.00S,2022-10-23T20:15:58.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626159,12.401445466491452,52.94117647058824,1610612757,24,32,2022-10-23T20:16:38Z,2170000,-15.0,64.0,1,left,MISS J. Winslow 6' driving Hook,[1626159],1610612757.0,POR,driving,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,6.58,Missed,,,,,,,,,,,,,,,,,,
218,PT10M41.00S,2022-10-23T20:16:01.6Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,24,32,2022-10-23T20:16:45Z,2180000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,,,217.0,4.0,3.0,1.0,,,,,,,,,,,,,,
219,PT10M38.00S,2022-10-23T20:16:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,7.670827858081481,47.79411764705882,1610612757,24,32,2022-10-23T20:17:19Z,2190000,11.0,20.0,1,left,MISS J. Nurkic putback Layup,[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
220,PT10M36.00S,2022-10-23T20:16:06.9Z,2,REGULAR,rebound,defensive,[],1627745,,,1610612747,24,32,2022-10-23T20:16:06Z,2200000,,,0,,D. Jones REBOUND (Off:1 Def:1),[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,219.0,2.0,1.0,1.0,,,,,,,,,,,,,,
221,PT10M35.00S,2022-10-23T20:16:11.9Z,2,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612747,24,32,2022-10-23T20:16:17Z,2210000,,,0,,A. Simons shooting personal FOUL (2 PF) (Beverley 2 FT),"[1629014, 201976]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,2.0,0.0,Beverley,201976.0,,,
223,PT10M35.00S,2022-10-23T20:16:33.8Z,2,REGULAR,freethrow,1 of 2,[],201976,,,1610612747,25,32,2022-10-23T20:16:33Z,2230000,,,0,,P. Beverley Free Throw 1 of 2 (1 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
224,PT10M35.00S,2022-10-23T20:16:46.7Z,2,REGULAR,freethrow,2 of 2,[],201976,,,1610612747,26,32,2022-10-23T20:16:46Z,2240000,,,0,,P. Beverley Free Throw 2 of 2 (2 PTS),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
225,PT10M26.00S,2022-10-23T20:16:57.4Z,2,REGULAR,2pt,Jump Shot,[],1629014,9.116294349540084,77.69607843137254,1610612757,26,34,2022-10-23T20:20:14Z,2250000,-138.0,33.0,1,left,A. Simons 14' pullup Jump Shot (4 PTS) (J. Nurkic 1 AST),"[1629014, 203994]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,14.24,Made,,,,,4.0,J. Nurkic,203994.0,1.0,,,,,,,,,,
227,PT10M05.00S,2022-10-23T20:17:18.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,93.2161629434954,47.79411764705882,1610612747,28,34,2022-10-23T20:17:25Z,2270000,-11.0,11.0,1,right,D. Jones cutting DUNK (4 PTS) (L. James 4 AST),"[1627745, 2544]",1610612747.0,LAL,cutting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,4.0,L. James,2544.0,4.0,,,,,,,,,,
229,PT09M52.00S,2022-10-23T20:17:33.8Z,2,REGULAR,foul,personal,[],1627745,,,1610612757,28,34,2022-10-23T20:17:40Z,2290000,,,0,,D. Jones personal FOUL (1 PF),"[1627745, 203994]",1610612747.0,LAL,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,1.0,0.0,Nurkic,203994.0,,,
231,PT09M48.00S,2022-10-23T20:18:00.6Z,2,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612757,28,34,2022-10-23T20:18:13Z,2310000,,,0,,D. Jones shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1627745, 203994]",1610612747.0,LAL,shooting,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1204.0,2.0,0.0,Nurkic,203994.0,,,
233,PT09M48.00S,2022-10-23T20:18:33.4Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,28,35,2022-10-23T20:18:33Z,2330000,,,0,,J. Nurkic Free Throw 1 of 2 (1 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
234,PT09M48.00S,2022-10-23T20:18:46.1Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,28,36,2022-10-23T20:18:46Z,2340000,,,0,,J. Nurkic Free Throw 2 of 2 (2 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
235,PT09M32.00S,2022-10-23T20:19:06.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,91.90210249671485,51.22549019607843,1610612747,28,36,2022-10-23T20:19:11Z,2350000,6.0,24.0,1,right,MISS D. Jones cutting Layup,[1627745],1610612747.0,LAL,cutting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
236,PT09M29.00S,2022-10-23T20:19:09.5Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,28,36,2022-10-23T20:19:11Z,2360000,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,235.0,5.0,4.0,1.0,,,,,,,,,,,,,,
237,PT09M25.00S,2022-10-23T20:19:17.5Z,2,REGULAR,turnover,out-of-bounds,[],1629014,,,1610612757,28,36,2022-10-23T20:19:23Z,2370000,,,0,,A. Simons bad pass out-of-bounds TURNOVER (2 TO),[1629014],1610612757.0,POR,bad pass,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1204.0,,,,,2.0,,
238,PT09M06.00S,2022-10-23T20:19:44.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627745,91.90210249671485,54.90196078431372,1610612747,28,36,2022-10-23T20:22:14Z,2380000,25.0,24.0,1,right,MISS D. Jones reverse Layup,[1627745],1610612747.0,LAL,reverse,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
239,PT09M04.00S,2022-10-23T20:19:46.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,28,36,2022-10-23T20:19:51Z,2390000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,238.0,6.0,5.0,1.0,,,,,,,,,,,,,,
240,PT08M55.00S,2022-10-23T20:19:56.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,8.722076215505908,47.549019607843135,1610612757,28,38,2022-10-23T20:20:02Z,2400000,12.0,29.0,1,left,J. Nurkic turnaround bank Hook (4 PTS) (A. Simons 1 AST),"[203994, 1629014]",1610612757.0,POR,turnaround bank,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,3.2,Made,,,,,4.0,A. Simons,1629014.0,1.0,,,,,,,,,,
242,PT08M40.00S,2022-10-23T20:20:14.8Z,2,REGULAR,foul,personal,[],1631101,,,1610612747,28,38,2022-10-23T20:20:21Z,2420000,,,0,,S. Sharpe personal FOUL (2 PF),"[1631101, 1627745]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1204.0,2.0,0.0,Jones,1627745.0,,,
244,PT08M40.00S,2022-10-23T20:20:20.7Z,2,REGULAR,substitution,out,[],1627745,,,1610612747,28,38,2022-10-23T20:20:29Z,2440000,,,0,,SUB out: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M40.00S,2022-10-23T20:20:20.7Z,2,REGULAR,substitution,in,[],203076,,,1610612747,28,38,2022-10-23T20:20:29Z,2450000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M40.00S,2022-10-23T20:20:30.7Z,2,REGULAR,substitution,out,[],1629014,,,1610612747,28,38,2022-10-23T20:20:41Z,2460000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M40.00S,2022-10-23T20:20:30.7Z,2,REGULAR,substitution,out,[],1629642,,,1610612747,28,38,2022-10-23T20:20:41Z,2470000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M40.00S,2022-10-23T20:20:30.7Z,2,REGULAR,substitution,out,[],1631101,,,1610612747,28,38,2022-10-23T20:20:41Z,2480000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M40.00S,2022-10-23T20:20:30.7Z,2,REGULAR,substitution,in,[],203081,,,1610612747,28,38,2022-10-23T20:20:41Z,2490000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M40.00S,2022-10-23T20:20:30.7Z,2,REGULAR,substitution,in,[],203924,,,1610612747,28,38,2022-10-23T20:20:41Z,2500000,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M40.00S,2022-10-23T20:20:30.7Z,2,REGULAR,substitution,in,[],1628404,,,1610612747,28,38,2022-10-23T20:20:41Z,2510000,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M35.00S,2022-10-23T20:20:53.7Z,2,REGULAR,3pt,Jump Shot,[],1628972,93.2161629434954,5.392156862745097,1610612747,28,38,2022-10-23T20:20:58Z,2520000,-223.0,11.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,22.33,Missed,,,,,,,,,,,,,,,,,,
253,PT08M33.00S,2022-10-23T20:20:55.6Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,28,38,2022-10-23T20:20:55Z,2530000,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,252.0,5.0,4.0,1.0,,,,,,,,,,,,,,
254,PT08M27.00S,2022-10-23T20:21:01.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203081,7.013797634691201,54.411764705882355,1610612757,28,40,2022-10-23T20:21:14Z,2540000,-22.0,13.0,1,left,D. Lillard cutting Layup (16 PTS) (J. Hart 2 AST),"[203081, 1628404]",1610612757.0,POR,cutting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,16.0,J. Hart,1628404.0,2.0,,,,,,,,,,
256,PT08M18.00S,2022-10-23T20:21:10.7Z,2,REGULAR,3pt,Jump Shot,[],2544,74.4250985545335,13.480392156862735,1610612747,28,40,2022-10-23T20:21:17Z,2560000,-183.0,188.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
257,PT08M18.00S,2022-10-23T20:21:10.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,28,40,2022-10-23T20:21:17Z,2570000,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,256.0,6.0,5.0,1.0,,,,,,,,,,,,,,
258,PT08M07.00S,2022-10-23T20:21:21.7Z,2,REGULAR,3pt,Jump Shot,[],203081,33.6892247043364,68.87254901960785,1610612757,28,40,2022-10-23T20:21:27Z,2580000,-94.0,264.0,1,left,MISS D. Lillard 28' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,28.06,Missed,,,,,,,,,,,,,,,,,,
259,PT08M05.00S,2022-10-23T20:21:23.7Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,28,40,2022-10-23T20:21:27Z,2590000,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,258.0,1.0,1.0,0.0,,,,,,,,,,,,,,
