actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-08T02:41:06.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-08T02:41:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-04-08T02:41:09.4Z,1,REGULAR,jumpball,recovered,[],1626166,,,1610612756,0,0,2023-04-08T02:41:09Z,40000,False,,,0,,Jump Ball B. Biyombo vs. A. Davis: Tip to C. Payne,"[1626166, 202687, 203076]",1610612756.0,PHX,startperiod,C. Payne,1626166.0,Payne,C. Payne,Biyombo,202687.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-04-08T02:41:20.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202687,87.69710906701708,52.69607843137255,1610612756,0,0,2023-04-08T02:41:50Z,70000,False,13.0,63.0,1,right,MISS B. Biyombo 6' floating Shot - blocked,"[202687, 203076]",1610612756.0,PHX,floating,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,Davis,203076.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2023-04-08T02:41:20.6Z,1,REGULAR,block,,[],203076,,,1610612756,0,0,2023-04-08T02:41:22Z,80000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2023-04-08T02:41:23.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,0,0,2023-04-08T02:41:25Z,90000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M39.00S,2023-04-08T02:41:27.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203076,6.4881734559789805,50.0,1610612747,2,0,2023-04-08T02:41:33Z,100000,False,0.0,8.0,1,left,A. Davis running Layup (2 PTS),[203076],1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,,,2.0,,,,,,,,,,,
11,PT11M20.00S,2023-04-08T02:41:46.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202687,93.08475689881735,49.26470588235294,1610612756,2,2,2023-04-08T02:41:50Z,110000,False,-4.0,13.0,1,right,B. Biyombo cutting DUNK (2 PTS) (T. Craig 1 AST),"[202687, 1628470]",1610612756.0,PHX,cutting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,2.0,T. Craig,1628470.0,1.0,,,,,,,,
13,PT10M59.00S,2023-04-08T02:42:06.4Z,1,REGULAR,2pt,Jump Shot,[],203076,21.59986859395532,70.83333333333333,1610612747,2,2,2023-04-08T02:42:11Z,130000,False,-104.0,151.0,1,left,MISS A. Davis 18' step back Shot - blocked,"[203076, 202687]",1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,18.31,Missed,Biyombo,202687.0,,,,,,,,,,,,,,,,
14,PT10M59.00S,2023-04-08T02:42:06.4Z,1,REGULAR,block,,[],202687,,,1610612747,2,2,2023-04-08T02:42:09Z,140000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2023-04-08T02:42:09.4Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,2,2,2023-04-08T02:42:11Z,150000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Left Center,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
