actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
21,PT09M56.00S,2022-11-05T02:43:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,92.95335085413929,48.774509803921575,1610612762,7,5,2022-11-05T02:44:46Z,210000,-6.0,14.0,1,right,J. Vanderbilt Layup (2 PTS) (L. Markkanen 2 AST),"[1629020, 1628374]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,L. Markkanen,1628374.0,2.0,,,,,,,,,,,,,,
23,PT09M36.00S,2022-11-05T02:44:04.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,11.613009198423129,39.70588235294118,1610612747,7,5,2022-11-05T02:44:09Z,230000,51.0,57.0,1,left,MISS A. Davis 7' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.66,Missed,,,,,,,,,,,,,,,,,,
24,PT09M32.00S,2022-11-05T02:44:08.1Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,7,5,2022-11-05T02:44:09Z,240000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M26.00S,2022-11-05T02:44:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,91.63929040735874,48.0392156862745,1610612762,7,7,2022-11-05T02:44:20Z,250000,-10.0,26.0,1,right,J. Vanderbilt cutting Layup (4 PTS) (K. Olynyk 1 AST),"[1629020, 203482]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,2.79,Made,4.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,,,,
27,PT09M06.00S,2022-11-05T02:44:33.9Z,1,REGULAR,3pt,Jump Shot,[],1628972,8.065045992115643,3.4313725490196134,1610612747,7,7,2022-11-05T02:44:39Z,270000,233.0,23.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,,
28,PT09M01.00S,2022-11-05T02:44:38.9Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612747,7,7,2022-11-05T02:44:39Z,280000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:0),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Right Corner 3,24+ Right,,,,,,,27.0,1.0,0.0,1.0,,,,,,,,,,
29,PT09M00.00S,2022-11-05T02:44:39.9Z,1,REGULAR,turnover,bad pass,[],1628972,,,1610612747,7,7,2022-11-05T02:44:43Z,290000,,,0,,T. Brown Jr. bad pass TURNOVER (1 TO),"[1628972, 201144]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1.0,Conley,201144.0,,,,,,,
30,PT09M00.00S,2022-11-05T02:44:39.9Z,1,REGULAR,steal,,[],201144,,,1610612762,7,7,2022-11-05T02:46:28Z,300000,,,0,,M. Conley STEAL (1 STL),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
31,PT08M59.00S,2022-11-05T02:44:45.3Z,1,REGULAR,foul,personal,[],201976,,,1610612762,7,7,2022-11-05T02:44:50Z,310000,,,0,,P. Beverley personal FOUL (1 PF),"[201976, 1628374]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1627541.0,1.0,0.0,Markkanen,1628374.0,,
34,PT08M47.00S,2022-11-05T02:45:29.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628374,92.95335085413929,49.754901960784316,1610612762,7,9,2022-11-05T02:45:33Z,340000,-1.0,14.0,1,right,L. Markkanen cutting DUNK (2 PTS) (M. Conley 1 AST),"[1628374, 201144]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,M. Conley,201144.0,1.0,,,,,,,,,,,,,,
36,PT08M38.00S,2022-11-05T02:45:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,5.831143232588701,44.607843137254896,1610612747,7,9,2022-11-05T02:48:48Z,370000,27.0,2.0,1,left,MISS A. Davis driving Layup - blocked,"[203076, 1628374]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.71,Missed,,,,,,,,,,,,,,,,,Markkanen,1628374.0
37,PT08M38.00S,2022-11-05T02:45:40.9Z,1,REGULAR,block,,[],1628374,,,1610612747,7,9,2022-11-05T02:51:30Z,380000,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M37.00S,2022-11-05T02:45:41.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,7,9,2022-11-05T02:48:48Z,385000,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,36.0,2.0,1.0,1.0,,,,,,,,,,
39,PT08M35.00S,2022-11-05T02:45:44.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,6.225361366622863,48.774509803921575,1610612747,9,9,2022-11-05T02:48:48Z,390000,6.0,6.0,1,left,A. Davis putback Layup (4 PTS),[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.86,Made,4.0,,,,,,,,,,,,,,,,,
40,PT08M35.00S,2022-11-05T02:45:52.1Z,1,REGULAR,foul,personal,['1freethrow'],203482,,,1610612747,9,9,2022-11-05T02:45:57Z,400000,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Davis 1 FT),"[203482, 203076]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627534.0,1.0,0.0,Davis,203076.0,,
42,PT08M35.00S,2022-11-05T02:46:24.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],203076,,,1610612747,10,9,2022-11-05T02:48:48Z,450000,,,0,,A. Davis Free Throw 1 of 1 (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
43,PT08M16.00S,2022-11-05T02:46:45.6Z,1,REGULAR,3pt,Jump Shot,[],201144,69.03745072273324,72.54901960784314,1610612762,10,12,2022-11-05T02:46:51Z,460000,113.0,239.0,1,right,M. Conley 26' 3PT step back (3 PTS),[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,26.38,Made,3.0,,,,,,,,,,,,,,,,,
44,PT08M02.00S,2022-11-05T02:46:58.6Z,1,REGULAR,3pt,Jump Shot,[],2544,29.61563731931669,26.225490196078425,1610612747,10,12,2022-11-05T02:47:05Z,470000,119.0,226.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
45,PT07M58.00S,2022-11-05T02:47:02.6Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,10,12,2022-11-05T02:47:05Z,480000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,
46,PT07M54.00S,2022-11-05T02:47:07.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,93.34756898817345,48.529411764705884,1610612762,10,14,2022-11-05T02:47:23Z,490000,-7.0,10.0,1,right,L. Markkanen cutting DUNK (4 PTS) (M. Conley 2 AST),"[1628374, 201144]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.24,Made,4.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
48,PT07M54.00S,2022-11-05T02:47:15.3Z,1,REGULAR,foul,personal,['1freethrow'],203076,,,1610612762,10,14,2022-11-05T02:47:23Z,510000,,,0,,A. Davis shooting personal FOUL (1 PF) (Markkanen 1 FT),"[203076, 1628374]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201639.0,1.0,0.0,Markkanen,1628374.0,,
50,PT07M54.00S,2022-11-05T02:47:28.0Z,1,REGULAR,substitution,out,[],1629022,,,1610612762,10,14,2022-11-05T02:47:32Z,530000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M54.00S,2022-11-05T02:47:28.0Z,1,REGULAR,substitution,in,[],201566,,,1610612762,10,14,2022-11-05T02:47:32Z,540000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M54.00S,2022-11-05T02:47:39.2Z,1,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,10,15,2022-11-05T02:47:39Z,550000,,,0,,L. Markkanen Free Throw 1 of 1 (5 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
53,PT07M42.00S,2022-11-05T02:47:53.2Z,1,REGULAR,3pt,Jump Shot,[],201976,25.673455978975028,15.931372549019613,1610612747,13,15,2022-11-05T02:47:59Z,560000,170.0,189.0,1,left,P. Beverley 25' 3PT  (3 PTS) (L. James 2 AST),"[201976, 2544]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,25.43,Made,3.0,L. James,2544.0,2.0,,,,,,,,,,,,,,
55,PT07M22.00S,2022-11-05T02:48:12.9Z,1,REGULAR,turnover,lost ball,[],1629020,,,1610612762,13,15,2022-11-05T02:48:17Z,580000,,,0,,J. Vanderbilt lost ball TURNOVER (1 TO),"[1629020, 201566]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,,,
56,PT07M22.00S,2022-11-05T02:48:12.9Z,1,REGULAR,steal,,[],201566,,,1610612747,13,15,2022-11-05T02:48:14Z,590000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M17.00S,2022-11-05T02:48:17.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628972,5.699737187910642,50.0,1610612747,15,15,2022-11-05T02:48:24Z,600000,0.0,1.0,1,left,T. Brown Jr. running DUNK (7 PTS) (R. Westbrook 1 AST),"[1628972, 201566]",1610612747.0,LAL,running,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,0.11,Made,7.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
59,PT07M04.00S,2022-11-05T02:48:31.2Z,1,REGULAR,3pt,Jump Shot,[],1629020,88.48554533508542,95.58823529411765,1610612762,15,18,2022-11-05T02:48:36Z,620000,228.0,56.0,1,right,J. Vanderbilt 3PT  (7 PTS) (J. Clarkson 1 AST),"[1629020, 203903]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,23.46,Made,7.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,,,
61,PT06M50.00S,2022-11-05T02:48:45.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,12.927069645203687,54.65686274509804,1610612747,17,18,2022-11-05T02:48:50Z,640000,-23.0,69.0,1,left,A. Davis 7' driving floating Jump Shot (7 PTS),[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.28,Made,7.0,,,,,,,,,,,,,,,,,
62,PT06M32.00S,2022-11-05T02:49:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.29632063074901,56.127450980392155,1610612762,17,20,2022-11-05T02:49:13Z,650000,31.0,20.0,1,right,J. Clarkson driving Layup (2 PTS),[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,3.65,Made,2.0,,,,,,,,,,,,,,,,,
63,PT06M19.00S,2022-11-05T02:49:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.276609724047319,46.81372549019608,1610612747,19,20,2022-11-05T02:49:21Z,660000,16.0,16.0,1,left,R. Westbrook Layup (2 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.25,Made,2.0,,,,,,,,,,,,,,,,,
64,PT06M19.00S,2022-11-05T02:49:23.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612762,19,20,2022-11-05T02:49:29Z,670000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,1627541.0,,,,,,
65,PT06M08.00S,2022-11-05T02:49:42.3Z,1,REGULAR,3pt,Jump Shot,[],203903,61.28449408672799,30.637254901960787,1610612762,19,20,2022-11-05T02:49:46Z,680000,-97.0,311.0,1,right,MISS J. Clarkson 32' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,32.61,Missed,,,,,,,,,,,,,,,,,,
66,PT06M05.00S,2022-11-05T02:49:45.3Z,1,REGULAR,rebound,defensive,[],201976,,,1610612747,19,20,2022-11-05T02:49:46Z,690000,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,,,,,,,65.0,2.0,2.0,0.0,,,,,,,,,,
67,PT05M54.00S,2022-11-05T02:49:58.8Z,1,REGULAR,foul,personal,[],203903,,,1610612747,19,20,2022-11-05T02:50:12Z,700000,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 203076]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627534.0,1.0,0.0,Davis,203076.0,,
69,PT05M54.00S,2022-11-05T02:50:11.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,20,2022-11-05T02:50:11Z,720000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M54.00S,2022-11-05T02:52:42.0Z,1,REGULAR,substitution,out,[],203903,,,1610612747,19,20,2022-11-05T02:53:03Z,730000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M54.00S,2022-11-05T02:52:42.0Z,1,REGULAR,substitution,out,[],1629020,,,1610612747,19,20,2022-11-05T02:53:03Z,740000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M54.00S,2022-11-05T02:52:42.0Z,1,REGULAR,substitution,in,[],1629012,,,1610612747,19,20,2022-11-05T02:53:03Z,750000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M54.00S,2022-11-05T02:52:42.0Z,1,REGULAR,substitution,in,[],1631117,,,1610612747,19,20,2022-11-05T02:53:03Z,760000,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M47.00S,2022-11-05T02:53:12.7Z,1,REGULAR,3pt,Jump Shot,[],2544,29.878449408672807,30.637254901960787,1610612747,19,20,2022-11-05T02:53:17Z,770000,97.0,228.0,1,left,MISS L. James 24' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
75,PT05M43.00S,2022-11-05T02:53:16.7Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,19,20,2022-11-05T02:53:17Z,780000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,74.0,1.0,1.0,0.0,,,,,,,,,,
76,PT05M19.00S,2022-11-05T02:53:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,92.16491458607096,50.245098039215684,1610612762,19,22,2022-11-05T02:53:43Z,790000,1.0,21.0,1,right,C. Sexton driving Layup (2 PTS) (M. Conley 3 AST),"[1629012, 201144]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,M. Conley,201144.0,3.0,,,,,,,,,,,,,,
78,PT05M07.00S,2022-11-05T02:53:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.4881734559789805,46.81372549019608,1610612747,19,22,2022-11-05T02:54:10Z,810000,16.0,8.0,1,left,MISS A. Davis driving Layup - blocked,"[203076, 1631117]",1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.8,Missed,,,,,,,,,,,,,,,,,Kessler,1631117.0
79,PT05M07.00S,2022-11-05T02:53:52.7Z,1,REGULAR,block,,[],1631117,,,1610612747,19,22,2022-11-05T02:53:55Z,820000,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M07.00S,2022-11-05T02:53:52.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,19,22,2022-11-05T02:54:10Z,830000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,78.0,,,,,,,,,,,,,
116,PT05M07.00S,2022-11-05T02:54:13.7Z,1,REGULAR,substitution,out,[],2544,,,1610612747,19,22,2022-11-05T02:57:40Z,855000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT05M07.00S,2022-11-05T02:54:13.7Z,1,REGULAR,substitution,in,[],1629022,,,1610612747,19,22,2022-11-05T02:57:40Z,862500,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M57.00S,2022-11-05T02:54:28.9Z,1,REGULAR,turnover,bad pass,[],1628972,,,1610612747,19,22,2022-11-05T02:54:32Z,870000,,,0,,T. Brown Jr. bad pass TURNOVER (2 TO),"[1628972, 203482]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2.0,Olynyk,203482.0,,,,,,,
85,PT04M57.00S,2022-11-05T02:54:28.9Z,1,REGULAR,steal,,[],203482,,,1610612762,19,22,2022-11-05T02:54:30Z,880000,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
86,PT04M47.00S,2022-11-05T02:54:39.3Z,1,REGULAR,turnover,bad pass,[],201144,,,1610612762,19,22,2022-11-05T02:54:43Z,890000,,,0,,M. Conley bad pass TURNOVER (1 TO),"[201144, 1628972]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Brown Jr.,1628972.0,,,,,,,
87,PT04M47.00S,2022-11-05T02:54:39.3Z,1,REGULAR,steal,,[],1628972,,,1610612747,19,22,2022-11-05T02:54:41Z,900000,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
88,PT04M38.00S,2022-11-05T02:54:48.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203076,6.225361366622863,50.245098039215684,1610612747,21,22,2022-11-05T03:03:34Z,910000,-1.0,6.0,1,left,A. Davis DUNK (9 PTS) (R. Westbrook 2 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.61,Made,9.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
