actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
171,PT11M44.00S,2023-01-25T03:38:54.6Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,33,37,2023-01-25T03:38:54Z,1690000,False,,,0,,L. James Free Throw 1 of 1 (9 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
172,PT11M29.00S,2023-01-25T03:39:09.4Z,2,REGULAR,turnover,bad pass,[],201587,,,1610612746,33,37,2023-01-25T03:39:14Z,1700000,False,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 1631108]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,Christie,1631108.0,,
173,PT11M29.00S,2023-01-25T03:39:09.4Z,2,REGULAR,steal,,[],1631108,,,1610612747,33,37,2023-01-25T03:39:11Z,1710000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT11M25.00S,2023-01-25T03:39:12.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,6.750985545335084,48.28431372549019,1610612747,33,37,2023-01-25T03:39:22Z,1720000,False,9.0,11.0,1,left,MISS R. Westbrook running Layup - blocked,"[201566, 203496]",1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.4,Missed,,,,,,,,,,,,,,,,,Covington,203496.0
175,PT11M25.00S,2023-01-25T03:39:12.5Z,2,REGULAR,block,,[],203496,,,1610612747,33,37,2023-01-25T03:39:18Z,1730000,False,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
176,PT11M19.00S,2023-01-25T03:39:18.5Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,33,37,2023-01-25T03:39:22Z,1740000,False,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,,
177,PT11M18.00S,2023-01-25T03:39:20.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202704,88.74835742444152,3.4313725490196134,1610612746,33,40,2023-01-25T03:39:31Z,1750000,False,-233.0,53.0,1,right,R. Jackson 3PT running (6 PTS) (N. Batum 3 AST),"[202704, 201587]",1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,23.88,Made,6.0,,,,,N. Batum,201587.0,3.0,,,,,,,,,,
179,PT10M56.00S,2023-01-25T03:39:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.670827858081481,51.96078431372549,1610612747,33,40,2023-01-25T03:39:51Z,1770000,False,-10.0,20.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,,,,,,,,,,,,,
180,PT10M53.00S,2023-01-25T03:39:45.9Z,2,REGULAR,rebound,offensive,[],1629117,,,1610612747,33,40,2023-01-25T03:39:51Z,1780000,False,,,0,,W. Gabriel REBOUND (Off:3 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,179.0,4.0,1.0,3.0,,,,,,,,,,,,,
181,PT10M50.00S,2023-01-25T03:39:47.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201976,12.795663600525614,46.32352941176471,1610612747,33,40,2023-01-25T03:39:57Z,1790000,False,18.0,68.0,1,left,MISS P. Beverley 7' floating Shot,[201976],1610612747.0,LAL,floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,7.03,Missed,,,,,,,,,,,,,,,,,,
182,PT10M47.00S,2023-01-25T03:39:50.8Z,2,REGULAR,rebound,offensive,[],1629117,,,1610612747,33,40,2023-01-25T03:39:57Z,1800000,False,,,0,,W. Gabriel REBOUND (Off:4 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,,,,181.0,5.0,1.0,4.0,,,,,,,,,,,,,
183,PT10M46.00S,2023-01-25T03:39:52.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629117,8.722076215505908,51.22549019607843,1610612747,33,40,2023-01-25T03:39:59Z,1810000,False,-6.0,29.0,1,left,MISS W. Gabriel putback Layup,[1629117],1610612747.0,LAL,putback,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
184,PT10M43.00S,2023-01-25T03:39:55.0Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,33,40,2023-01-25T03:39:59Z,1820000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,183.0,3.0,3.0,0.0,,,,,,,,,,,,,
185,PT10M28.00S,2023-01-25T03:40:10.3Z,2,REGULAR,3pt,Jump Shot,[],201587,95.97568988173455,97.05882352941177,1610612746,33,43,2023-01-25T03:40:14Z,1830000,False,235.0,-15.0,1,right,N. Batum 3PT  (3 PTS) (P. George 2 AST),"[201587, 202331]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,23.58,Made,3.0,,,,,P. George,202331.0,2.0,,,,,,,,,,
187,PT10M13.00S,2023-01-25T03:40:25.6Z,2,REGULAR,turnover,lost ball,[],201976,,,1610612747,33,43,2023-01-25T03:40:31Z,1850000,False,,,0,,P. Beverley lost ball TURNOVER (1 TO),"[201976, 1629611]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,,,,,,Mann,1629611.0,,
188,PT10M13.00S,2023-01-25T03:40:25.6Z,2,REGULAR,steal,,[],1629611,,,1610612746,33,43,2023-01-25T03:40:27Z,1860000,False,,,0,,T. Mann STEAL (2 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
189,PT10M11.00S,2023-01-25T03:40:29.0Z,2,REGULAR,foul,personal,['2freethrow'],201566,,,1610612746,33,43,2023-01-25T03:40:37Z,1870000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Mann 2 FT),"[201566, 1629611]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2882.0,1.0,0.0,Mann,1629611.0,,,,
191,PT10M11.00S,2023-01-25T03:40:57.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629611,,,1610612746,33,44,2023-01-25T03:41:27Z,1890000,False,,,0,,T. Mann Free Throw 1 of 2 (4 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
192,PT10M11.00S,2023-01-25T03:41:00.4Z,2,REGULAR,substitution,out,[],203496,,,1610612746,33,44,2023-01-25T03:41:06Z,1900000,False,,,0,,SUB out: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M11.00S,2023-01-25T03:41:00.4Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,33,44,2023-01-25T03:41:06Z,1910000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M11.00S,2023-01-25T03:40:57.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629611,,,1610612746,33,44,2023-01-25T03:41:27Z,1920000,False,,,0,,MISS T. Mann Free Throw 2 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
195,PT10M09.00S,2023-01-25T03:40:59.7Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,33,44,2023-01-25T03:41:27Z,1930000,False,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,194.0,5.0,5.0,0.0,,,,,,,,,,,,,
196,PT10M02.00S,2023-01-25T03:41:26.9Z,2,REGULAR,3pt,Jump Shot,[],2544,27.11892247043363,84.55882352941177,1610612747,36,44,2023-01-25T03:41:31Z,1940000,False,-173.0,202.0,1,left,L. James 26' 3PT  (12 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.61,Made,12.0,,,,,R. Westbrook,201566.0,2.0,,,,,,,,,,
198,PT09M46.00S,2023-01-25T03:41:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202331,91.63929040735874,52.69607843137255,1610612746,36,46,2023-01-25T03:41:47Z,1960000,False,13.0,26.0,1,right,P. George driving Layup (14 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,2.94,Made,14.0,,,,,,,,,,,,,,,,,
199,PT09M34.00S,2023-01-25T03:41:55.1Z,2,REGULAR,3pt,Jump Shot,[],201566,27.644546649145866,17.64705882352942,1610612747,36,46,2023-01-25T03:41:59Z,1970000,False,162.0,207.0,1,left,MISS R. Westbrook 26' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
200,PT09M34.00S,2023-01-25T03:41:55.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612746,36,46,2023-01-25T03:41:59Z,1980000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,199.0,,,,,,,,,,,,,,,,
202,PT09M20.00S,2023-01-25T03:42:18.4Z,2,REGULAR,turnover,bad pass,[],201587,,,1610612746,36,46,2023-01-25T03:42:23Z,2000000,False,,,0,,N. Batum bad pass TURNOVER (2 TO),"[201587, 201976]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,,,,Beverley,201976.0,,
203,PT09M20.00S,2023-01-25T03:42:18.4Z,2,REGULAR,steal,,[],201976,,,1610612747,36,46,2023-01-25T03:42:21Z,2010000,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
204,PT09M15.00S,2023-01-25T03:42:23.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,7.013797634691201,48.774509803921575,1610612747,36,46,2023-01-25T03:42:29Z,2020000,False,6.0,13.0,1,left,MISS R. Westbrook running reverse Layup - blocked,"[201566, 201587]",1610612747.0,LAL,running reverse,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,Batum,201587.0
205,PT09M15.00S,2023-01-25T03:42:23.2Z,2,REGULAR,block,,[],201587,,,1610612747,36,46,2023-01-25T03:42:25Z,2030000,False,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
206,PT09M12.00S,2023-01-25T03:42:26.2Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,36,46,2023-01-25T03:42:29Z,2040000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,204.0,4.0,4.0,0.0,,,,,,,,,,,,,
207,PT09M11.00S,2023-01-25T03:42:29.3Z,2,REGULAR,foul,personal,[],201976,,,1610612746,36,46,2023-01-25T03:42:39Z,2050000,False,,,0,,P. Beverley personal FOUL (1 PF),"[201976, 202331]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,201246.0,1.0,0.0,George,202331.0,,,,
209,PT09M11.00S,2023-01-25T03:42:37.1Z,2,REGULAR,substitution,out,[],201566,,,1610612746,36,46,2023-01-25T03:42:45Z,2070000,False,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M11.00S,2023-01-25T03:42:37.1Z,2,REGULAR,substitution,out,[],1629117,,,1610612746,36,46,2023-01-25T03:42:45Z,2080000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M11.00S,2023-01-25T03:42:37.1Z,2,REGULAR,substitution,in,[],1628418,,,1610612746,36,46,2023-01-25T03:42:45Z,2090000,False,,,0,,SUB in: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M11.00S,2023-01-25T03:42:37.1Z,2,REGULAR,substitution,in,[],203471,,,1610612746,36,46,2023-01-25T03:42:45Z,2100000,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M50.00S,2023-01-25T03:43:14.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,92.42772667542707,56.372549019607845,1610612746,36,48,2023-01-25T03:43:19Z,2110000,False,32.0,19.0,1,right,I. Zubac driving Hook (2 PTS) (N. Batum 4 AST),"[1627826, 201587]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,,,,,N. Batum,201587.0,4.0,,,,,,,,,,
214,PT08M39.00S,2023-01-25T03:43:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,13.058475689881732,50.73529411764706,1610612747,36,48,2023-01-25T03:43:30Z,2120000,False,-4.0,70.0,1,left,MISS T. Bryant 7' cutting Layup,[1628418],1610612747.0,LAL,cutting,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,7.03,Missed,,,,,,,,,,,,,,,,,,
215,PT08M37.00S,2023-01-25T03:43:28.2Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,36,48,2023-01-25T03:43:30Z,2130000,False,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),0-8 Center,,,,214.0,3.0,3.0,0.0,,,,,,,,,,,,,
216,PT08M32.00S,2023-01-25T03:43:32.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629611,90.8508541392904,5.637254901960787,1610612746,36,51,2023-01-25T03:43:40Z,2140000,False,-222.0,34.0,1,right,T. Mann 3PT running (7 PTS) (P. George 3 AST),"[1629611, 202331]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,22.43,Made,7.0,,,,,P. George,202331.0,3.0,,,,,,,,,,
219,PT08M30.00S,2023-01-25T03:44:13.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,36,51,2023-01-25T03:44:13Z,2160000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M18.00S,2023-01-25T03:47:14.9Z,2,REGULAR,3pt,Jump Shot,[],203471,9.904730617608408,96.07843137254902,1610612747,39,51,2023-01-25T03:47:19Z,2170000,False,-230.0,41.0,1,left,D. Schroder 3PT  (7 PTS) (P. Beverley 1 AST),"[203471, 201976]",1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,23.39,Made,7.0,,,,,P. Beverley,201976.0,1.0,,,,,,,,,,
222,PT07M50.00S,2023-01-25T03:47:45.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,39,51,2023-01-25T03:47:51Z,2190000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,201246.0,,,,,,,,
223,PT07M31.00S,2023-01-25T03:48:14.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,9.116294349540084,50.0,1610612747,39,51,2023-01-25T03:48:19Z,2200000,False,0.0,33.0,1,left,MISS L. James driving Layup - blocked,"[2544, 1627826]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,3.32,Missed,,,,,,,,,,,,,,,,,Zubac,1627826.0
224,PT07M31.00S,2023-01-25T03:48:14.7Z,2,REGULAR,block,,[],1627826,,,1610612747,39,51,2023-01-25T03:48:17Z,2210000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT07M31.00S,2023-01-25T03:48:14.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,39,51,2023-01-25T03:48:19Z,2220000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,223.0,,,,,,,,,,,,,,,,
227,PT07M31.00S,2023-01-25T03:48:22.3Z,2,REGULAR,substitution,out,[],201587,,,1610612747,39,51,2023-01-25T03:48:24Z,2240000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M31.00S,2023-01-25T03:48:22.3Z,2,REGULAR,substitution,in,[],202695,,,1610612747,39,51,2023-01-25T03:48:24Z,2250000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M27.00S,2023-01-25T03:48:36.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201976,8.853482260183966,96.81372549019608,1610612747,39,51,2023-01-25T03:48:41Z,2260000,False,-234.0,31.0,1,left,MISS P. Beverley 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,23.61,Missed,,,,,,,,,,,,,,,,,,
230,PT07M23.00S,2023-01-25T03:48:40.8Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,39,51,2023-01-25T03:48:41Z,2270000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Left Corner 3,24+ Left,,,,229.0,3.0,3.0,0.0,,,,,,,,,,,,,
231,PT07M08.00S,2023-01-25T03:48:55.8Z,2,REGULAR,3pt,Jump Shot,[],1629611,72.7168199737188,82.84313725490196,1610612746,39,51,2023-01-25T03:49:01Z,2280000,False,164.0,204.0,1,right,MISS T. Mann 26' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
232,PT07M05.00S,2023-01-25T03:48:58.8Z,2,REGULAR,rebound,offensive,[],202695,,,1610612746,39,51,2023-01-25T03:49:01Z,2290000,False,,,0,,K. Leonard REBOUND (Off:1 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,,231.0,3.0,2.0,1.0,,,,,,,,,,,,,
233,PT06M57.00S,2023-01-25T03:49:07.0Z,2,REGULAR,turnover,lost ball,[],202331,,,1610612746,39,51,2023-01-25T03:49:13Z,2300000,False,,,0,,P. George lost ball TURNOVER (2 TO),"[202331, 2544]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,,,,,,James,2544.0,,
234,PT06M57.00S,2023-01-25T03:49:07.0Z,2,REGULAR,steal,,[],2544,,,1610612747,39,51,2023-01-25T03:57:24Z,2310000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT06M53.00S,2023-01-25T03:49:12.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628418,8.590670170827863,50.73529411764706,1610612747,41,51,2023-01-25T03:49:19Z,2320000,False,-4.0,28.0,1,left,T. Bryant finger roll Layup (4 PTS) (L. James 2 AST),"[1628418, 2544]",1610612747.0,LAL,finger roll,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.85,Made,4.0,,,,,L. James,2544.0,2.0,,,,,,,,,,
237,PT06M53.00S,2023-01-25T03:49:17.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,41,51,2023-01-25T03:49:17Z,2340000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M53.00S,2023-01-25T03:52:06.4Z,2,REGULAR,substitution,out,[],1631108,,,1610612746,41,51,2023-01-25T03:52:41Z,2350000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M53.00S,2023-01-25T03:52:06.4Z,2,REGULAR,substitution,in,[],1628972,,,1610612746,41,51,2023-01-25T03:52:41Z,2360000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M38.00S,2023-01-25T03:52:52.9Z,2,REGULAR,3pt,Jump Shot,[],202331,91.63929040735874,97.54901960784314,1610612746,41,54,2023-01-25T03:52:57Z,2370000,False,238.0,26.0,1,right,P. George 3PT  (17 PTS) (T. Mann 2 AST),"[202331, 1629611]",1610612746.0,LAC,,,,George,P. George,,,,,Right Corner 3,24+ Right,23.91,Made,17.0,,,,,T. Mann,1629611.0,2.0,,,,,,,,,,
242,PT06M15.00S,2023-01-25T03:53:15.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628418,15.160972404730614,50.98039215686275,1610612747,41,54,2023-01-25T03:53:19Z,2390000,False,-5.0,90.0,1,left,MISS T. Bryant 9' floating Shot,[1628418],1610612747.0,LAL,floating,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,,,,,,,,,,,,,,
243,PT06M13.00S,2023-01-25T03:53:17.5Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,41,54,2023-01-25T03:53:19Z,2400000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,242.0,4.0,4.0,0.0,,,,,,,,,,,,,
244,PT06M08.00S,2023-01-25T03:53:22.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629611,92.29632063074901,52.94117647058824,1610612746,41,56,2023-01-25T03:53:27Z,2410000,False,15.0,20.0,1,right,T. Mann DUNK (9 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.47,Made,9.0,,,,,,,,,,,,,,,,,
245,PT05M58.00S,2023-01-25T03:53:32.0Z,2,REGULAR,3pt,Jump Shot,[],201976,8.722076215505908,4.166666666666657,1610612747,41,56,2023-01-25T03:53:39Z,2420000,False,229.0,29.0,1,left,MISS P. Beverley 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,23.11,Missed,,,,,,,,,,,,,,,,,,
246,PT05M57.00S,2023-01-25T03:53:35.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,41,56,2023-01-25T03:53:35Z,2430000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Right Corner 3,24+ Right,,,,245.0,,,,,,,,,,,,,,,,
248,PT05M57.00S,2023-01-25T03:53:41.3Z,2,REGULAR,substitution,out,[],1629611,,,1610612747,41,56,2023-01-25T03:53:43Z,2450000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M57.00S,2023-01-25T03:53:41.3Z,2,REGULAR,substitution,in,[],1626181,,,1610612747,41,56,2023-01-25T03:53:43Z,2460000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M57.00S,2023-01-25T03:53:47.1Z,2,REGULAR,substitution,out,[],2544,,,1610612747,41,56,2023-01-25T03:54:00Z,2470000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M57.00S,2023-01-25T03:53:47.1Z,2,REGULAR,substitution,in,[],201566,,,1610612747,41,56,2023-01-25T03:54:00Z,2480000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M52.00S,2023-01-25T03:54:25.3Z,2,REGULAR,foul,personal,[],202704,,,1610612747,41,56,2023-01-25T03:54:30Z,2490000,False,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 203471]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,2882.0,1.0,0.0,Schroder,203471.0,,,,
254,PT05M44.00S,2023-01-25T03:54:44.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628418,9.116294349540084,47.79411764705882,1610612747,43,56,2023-01-25T03:54:48Z,2510000,False,11.0,33.0,1,left,T. Bryant Layup (6 PTS) (R. Westbrook 3 AST),"[1628418, 201566]",1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,3.5,Made,6.0,,,,,R. Westbrook,201566.0,3.0,,,,,,,,,,
256,PT05M44.00S,2023-01-25T03:54:48.2Z,2,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612747,43,56,2023-01-25T03:54:55Z,2530000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Bryant 1 FT),"[1627826, 1628418]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1626301.0,1.0,0.0,Bryant,1628418.0,,,,
