actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
25,PT09M34.00S,2023-01-13T03:05:23.4Z,1,REGULAR,block,,[],203915,,,1610612747,2,4,2023-01-13T03:05:29Z,240000,False,,,0,,S. Dinwiddie BLOCK (1 BLK),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M32.00S,2023-01-13T03:05:25.4Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,2,4,2023-01-13T03:07:25Z,250000,False,,,0,,L. James REBOUND (Off:1 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,24.0,2.0,1.0,1.0,,,,,,,,,,
27,PT09M31.00S,2023-01-13T03:05:32.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,90.45663600525624,50.0,1610612747,4,4,2023-01-13T03:07:40Z,260000,False,0.0,37.0,1,right,L. James putback Layup (4 PTS),[2544],1610612747.0,LAL,putback,,,James,L. James,,,,,Restricted Area,0-8 Center,3.72,Made,4.0,,,,,,,,,,,,,,,,,
28,PT09M21.00S,2023-01-13T03:05:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,7.539421813403408,50.0,1610612742,4,6,2023-01-13T03:05:55Z,270000,False,0.0,18.0,1,left,L. Doncic bank Jump Shot (2 PTS),[1629029],1610612742.0,DAL,bank,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M21.00S,2023-01-13T03:05:44.3Z,1,REGULAR,foul,personal,['1freethrow'],1629308,,,1610612742,4,6,2023-01-13T03:05:52Z,280000,False,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Doncic 1 FT),"[1629308, 1629029]",1610612747.0,LAL,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201639.0,,,1.0,0.0,Doncic,1629029.0
31,PT09M21.00S,2023-01-13T03:06:09.5Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,4,6,2023-01-13T03:06:15Z,300000,False,,,0,,MISS L. Doncic Free Throw 1 of 1,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
32,PT09M18.00S,2023-01-13T03:06:12.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,4,6,2023-01-13T03:06:15Z,310000,False,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,31.0,3.0,2.0,1.0,,,,,,,,,,
33,PT09M11.00S,2023-01-13T03:06:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,92.95335085413929,47.05882352941176,1610612747,4,6,2023-01-13T03:08:30Z,320000,False,-15.0,14.0,1,right,MISS T. Bryant cutting Layup - blocked,"[1628418, 1626174]",1610612747.0,LAL,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,Wood,1626174.0,,,,
34,PT09M11.00S,2023-01-13T03:06:18.8Z,1,REGULAR,block,,[],1626174,,,1610612747,4,6,2023-01-13T03:06:22Z,330000,False,,,0,,C. Wood BLOCK (1 BLK),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT09M07.00S,2023-01-13T03:06:22.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,4,6,2023-01-13T03:06:23Z,340000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,
36,PT09M05.00S,2023-01-13T03:06:24.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203493,25.147831800262807,16.42156862745098,1610612742,4,6,2023-01-13T03:08:59Z,350000,False,168.0,184.0,1,left,MISS R. Bullock 24' running 3PT,[203493],1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
37,PT09M02.00S,2023-01-13T03:06:27.7Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,4,6,2023-01-13T03:06:32Z,360000,False,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Right Center,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT08M56.00S,2023-01-13T03:06:33.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631108,90.98226018396846,50.0,1610612747,4,6,2023-01-13T03:06:39Z,370000,False,0.0,32.0,1,right,MISS M. Christie running Layup,[1631108],1610612747.0,LAL,running,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
39,PT08M54.00S,2023-01-13T03:06:35.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,4,6,2023-01-13T03:06:39Z,380000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT08M50.00S,2023-01-13T03:06:39.3Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.43298291721419,84.31372549019608,1610612742,4,6,2023-01-13T03:06:45Z,390000,False,-172.0,215.0,1,left,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,
41,PT08M46.00S,2023-01-13T03:06:43.3Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612747,4,6,2023-01-13T03:06:45Z,400000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,
42,PT08M42.00S,2023-01-13T03:06:48.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628418,93.08475689881735,49.26470588235294,1610612747,6,6,2023-01-13T03:06:54Z,410000,False,-4.0,13.0,1,right,T. Bryant running DUNK (2 PTS) (L. James 1 AST),"[1628418, 2544]",1610612747.0,LAL,running,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.3,Made,2.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
44,PT08M16.00S,2023-01-13T03:07:13.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,15.423784494086718,50.49019607843137,1610612742,6,8,2023-01-13T03:09:51Z,430000,False,-2.0,92.0,1,left,C. Wood 9' driving floating Jump Shot (6 PTS),[1626174],1610612742.0,DAL,driving floating,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,9.25,Made,6.0,,,,,,,,,,,,,,,,,
45,PT08M09.00S,2023-01-13T03:07:20.7Z,1,REGULAR,3pt,Jump Shot,[],203471,74.95072273324573,83.57843137254902,1610612747,6,8,2023-01-13T03:10:53Z,440000,False,168.0,183.0,1,right,MISS D. Schroder 24' pullup 3PT,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,,
46,PT08M06.00S,2023-01-13T03:07:23.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,6,8,2023-01-13T03:07:24Z,450000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,
47,PT07M53.00S,2023-01-13T03:07:36.7Z,1,REGULAR,3pt,Jump Shot,[],203493,28.56438896189225,80.3921568627451,1610612742,6,11,2023-01-13T03:07:41Z,460000,False,-152.0,216.0,1,left,R. Bullock 26' 3PT  (3 PTS) (L. Doncic 2 AST),"[203493, 1629029]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Above the Break 3,24+ Left Center,26.41,Made,3.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
49,PT07M27.00S,2023-01-13T03:08:02.1Z,1,REGULAR,3pt,Jump Shot,[],203471,70.48291721419186,19.607843137254903,1610612747,6,11,2023-01-13T03:08:08Z,480000,False,-152.0,225.0,1,right,MISS D. Schroder 27' pullup 3PT,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,27.15,Missed,,,,,,,,,,,,,,,,,,
50,PT07M25.00S,2023-01-13T03:08:04.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,6,11,2023-01-13T03:08:08Z,490000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,49.0,,,,,,,,,,,,,
52,PT07M10.00S,2023-01-13T03:08:27.3Z,1,REGULAR,2pt,Jump Shot,[],1629029,20.54862023653088,30.392156862745097,1610612742,6,13,2023-01-13T03:08:34Z,510000,False,98.0,141.0,1,left,L. Doncic 17' turnaround fadeaway Jump Shot (4 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right Center,17.15,Made,4.0,,,,,,,,,,,,,,,,,
53,PT06M49.00S,2023-01-13T03:08:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629308,85.06898817345598,96.56862745098039,1610612747,6,13,2023-01-13T03:08:52Z,520000,False,233.0,88.0,1,right,MISS J. Toscano-Anderson 24' 3PT,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Right Corner 3,24+ Right,24.88,Missed,,,,,,,,,,,,,,,,,,
54,PT06M47.00S,2023-01-13T03:08:50.3Z,1,REGULAR,rebound,defensive,[],203493,,,1610612742,6,13,2023-01-13T03:08:52Z,530000,False,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Right Corner 3,24+ Right,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,
55,PT06M39.00S,2023-01-13T03:08:58.7Z,1,REGULAR,3pt,Jump Shot,[],203915,10.298948751642584,95.83333333333333,1610612742,6,13,2023-01-13T03:09:03Z,540000,False,-229.0,44.0,1,left,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,23.34,Missed,,,,,,,,,,,,,,,,,,
56,PT06M39.00S,2023-01-13T03:08:58.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,6,13,2023-01-13T03:09:03Z,550000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,55.0,,,,,,,,,,,,,
57,PT06M39.00S,2023-01-13T03:09:03.5Z,1,REGULAR,foul,personal,[],1626174,,,1610612747,6,13,2023-01-13T03:09:15Z,560000,False,,,0,,C. Wood loose ball personal FOUL (1 PF),"[1626174, 1629308]",1610612742.0,DAL,loose ball,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Toscano-Anderson,1629308.0
59,PT06M39.00S,2023-01-13T03:09:13.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,6,13,2023-01-13T03:09:13Z,580000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M39.00S,2023-01-13T03:12:20.0Z,1,REGULAR,substitution,out,[],1629308,,,1610612747,6,13,2023-01-13T03:12:22Z,590000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M39.00S,2023-01-13T03:12:20.0Z,1,REGULAR,substitution,in,[],201566,,,1610612747,6,13,2023-01-13T03:12:22Z,600000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M29.00S,2023-01-13T03:12:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,90.8508541392904,50.0,1610612747,8,13,2023-01-13T03:13:51Z,610000,False,0.0,34.0,1,right,R. Westbrook driving Layup (2 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.35,Made,2.0,,,,,,,,,,,,,,,,,
63,PT06M12.00S,2023-01-13T03:12:58.4Z,1,REGULAR,3pt,Jump Shot,[],1626174,32.90078843626807,57.59803921568628,1610612742,8,13,2023-01-13T03:13:02Z,620000,False,-38.0,257.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Center,25.96,Missed,,,,,,,,,,,,,,,,,,
64,PT06M10.00S,2023-01-13T03:13:00.4Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,8,13,2023-01-13T03:13:02Z,630000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,
65,PT06M04.00S,2023-01-13T03:13:06.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,90.32522996057818,49.754901960784316,1610612747,10,13,2023-01-13T03:13:13Z,640000,False,-1.0,38.0,1,right,R. Westbrook running Layup (4 PTS),[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.84,Made,4.0,,,,,,,,,,,,,,,,,
66,PT05M43.00S,2023-01-13T03:13:27.4Z,1,REGULAR,3pt,Jump Shot,[],203501,21.0742444152431,92.15686274509804,1610612742,10,16,2023-01-13T03:13:32Z,650000,False,-211.0,146.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (L. Doncic 3 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.62,Made,3.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,,,
68,PT05M22.00S,2023-01-13T03:13:48.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.55913272010513,44.11764705882353,1610612747,10,16,2023-01-13T03:13:52Z,670000,False,-29.0,17.0,1,right,MISS R. Westbrook Layup,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
69,PT05M20.00S,2023-01-13T03:13:50.9Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,10,16,2023-01-13T03:13:52Z,680000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,
70,PT05M19.00S,2023-01-13T03:13:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203501,7.670827858081481,52.205882352941174,1610612742,10,18,2023-01-13T03:14:00Z,690000,False,-11.0,20.0,1,left,T. Hardaway Jr. running Layup (5 PTS),[203501],1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,2.25,Made,5.0,,,,,,,,,,,,,,,,,
71,PT05M19.00S,2023-01-13T03:13:59.3Z,1,REGULAR,foul,personal,['1freethrow'],1631108,,,1610612742,10,18,2023-01-13T03:14:05Z,700000,False,,,0,,M. Christie shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[1631108, 203501]",1610612747.0,LAL,shooting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Hardaway Jr.,203501.0
73,PT05M19.00S,2023-01-13T03:14:07.6Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,10,18,2023-01-13T03:14:46Z,720000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M19.00S,2023-01-13T03:14:07.6Z,1,REGULAR,substitution,in,[],1628972,,,1610612742,10,18,2023-01-13T03:14:46Z,730000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M19.00S,2023-01-13T03:14:19.0Z,1,REGULAR,substitution,out,[],203493,,,1610612742,10,18,2023-01-13T03:14:46Z,740000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M19.00S,2023-01-13T03:14:19.0Z,1,REGULAR,substitution,in,[],203939,,,1610612742,10,18,2023-01-13T03:14:46Z,750000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M19.00S,2023-01-13T03:14:29.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203501,,,1610612742,10,19,2023-01-13T03:14:29Z,760000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (6 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
78,PT05M07.00S,2023-01-13T03:14:43.6Z,1,REGULAR,3pt,Jump Shot,[],201566,69.03745072273324,74.75490196078431,1610612747,10,19,2023-01-13T03:14:48Z,770000,False,124.0,239.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
79,PT05M04.00S,2023-01-13T03:14:46.6Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612747,10,19,2023-01-13T03:14:48Z,780000,False,,,0,,T. Bryant REBOUND (Off:1 Def:1),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,
80,PT04M54.00S,2023-01-13T03:14:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,92.55913272010513,57.1078431372549,1610612747,10,19,2023-01-13T03:16:31Z,790000,False,36.0,17.0,1,right,MISS L. James driving Layup - blocked,"[2544, 1626174]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,3.95,Missed,,,,,,,,,,,,,Wood,1626174.0,,,,
