actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
26,PT09M25.00S,2022-11-21T02:43:47.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201976,83.36070959264126,60.294117647058826,1610612747,2,4,2022-11-21T02:44:54Z,260000,False,51.0,104.0,1,right,MISS P. Beverley 11' driving floating Shot - blocked,"[201976, 1630170]",1610612747.0,LAL,driving floating,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,11.6,Missed,,,,,,,,,,,Vassell,1630170.0,,,,,,
27,PT09M25.00S,2022-11-21T02:43:47.6Z,1,REGULAR,block,,[],1630170,,,1610612747,2,4,2022-11-21T02:43:50Z,270000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M24.00S,2022-11-21T02:43:48.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,2,4,2022-11-21T02:44:54Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,26.0,,,,,,,,,,,,,,,,,
30,PT09M15.00S,2022-11-21T02:44:18.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201976,93.34756898817345,3.67647058823529,1610612747,2,4,2022-11-21T02:44:22Z,300000,False,-232.0,10.0,1,right,MISS P. Beverley 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
31,PT09M13.00S,2022-11-21T02:44:20.4Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,2,4,2022-11-21T02:44:22Z,310000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,30.0,2.0,1.0,1.0,,,,,,,,,,,,,,
32,PT09M07.00S,2022-11-21T02:44:26.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631110,6.8823915900131425,42.892156862745104,1610612759,2,4,2022-11-21T02:44:35Z,320000,False,36.0,12.0,1,left,MISS J. Sochan running Layup - blocked,"[1631110, 203076]",1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,Davis,203076.0,,,,,,
34,PT09M07.00S,2022-11-21T02:44:26.3Z,1,REGULAR,block,,[],203076,,,1610612759,2,4,2022-11-21T02:44:35Z,325000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
33,PT09M04.00S,2022-11-21T02:44:29.3Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612747,2,4,2022-11-21T02:44:47Z,330000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M57.00S,2022-11-21T02:44:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,92.42772667542707,50.0,1610612747,4,4,2022-11-21T02:44:40Z,340000,False,0.0,19.0,1,right,L. Walker IV driving Layup (2 PTS),[1629022],1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,2.0,,,,,,,,,,,
36,PT08M44.00S,2022-11-21T02:44:49.6Z,1,REGULAR,3pt,Jump Shot,[],1629640,27.38173455978975,19.607843137254903,1610612759,4,4,2022-11-21T02:44:56Z,350000,False,152.0,205.0,1,left,MISS K. Johnson 25' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.51,Missed,,,,,,,,,,,,,,,,,,
37,PT08M41.00S,2022-11-21T02:44:52.6Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,4,4,2022-11-21T02:44:56Z,360000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,36.0,3.0,3.0,0.0,,,,,,,,,,,,,,
38,PT08M35.00S,2022-11-21T02:45:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,85.5946123521682,53.431372549019606,1610612747,6,4,2022-11-21T02:45:07Z,370000,False,17.0,83.0,1,right,A. Davis 8' turnaround fadeaway Jump Shot (2 PTS),[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,8.47,Made,,,,,,,2.0,,,,,,,,,,,
39,PT08M35.00S,2022-11-21T02:45:04.0Z,1,REGULAR,foul,personal,['1freethrow'],1630200,,,1610612747,6,4,2022-11-21T02:45:15Z,380000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Davis 1 FT),"[1630200, 203076]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628484.0,,,,,,,,1.0,0.0,Davis,203076.0,,
41,PT08M35.00S,2022-11-21T02:45:32.1Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,7,4,2022-11-21T02:45:32Z,400000,False,,,0,,A. Davis Free Throw 1 of 1 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
42,PT08M24.00S,2022-11-21T02:45:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,8.327858081471746,49.50980392156863,1610612759,7,4,2022-11-21T02:45:49Z,410000,False,2.0,26.0,1,left,MISS T. Jones driving Layup,[1630200],1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,,
43,PT08M21.00S,2022-11-21T02:45:48.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,7,4,2022-11-21T02:45:49Z,420000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,,
44,PT08M18.00S,2022-11-21T02:45:52.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630559,92.55913272010513,45.34313725490197,1610612747,9,4,2022-11-21T02:45:59Z,430000,False,-23.0,17.0,1,right,A. Reaves running Layup (2 PTS) (A. Davis 1 AST),"[1630559, 203076]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.91,Made,,,,,,,2.0,A. Davis,203076.0,1.0,,,,,,,,
46,PT08M10.00S,2022-11-21T02:45:59.1Z,1,REGULAR,turnover,bad pass,[],1630200,,,1610612759,9,4,2022-11-21T02:46:05Z,450000,False,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 203076]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,,,Davis,203076.0
47,PT08M10.00S,2022-11-21T02:45:59.1Z,1,REGULAR,steal,,[],203076,,,1610612747,9,4,2022-11-21T02:46:03Z,460000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
48,PT08M03.00S,2022-11-21T02:46:06.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201976,95.31865965834429,3.67647058823529,1610612747,9,4,2022-11-21T02:50:18Z,470000,False,-232.0,-8.0,1,right,MISS P. Beverley running 3PT,[201976],1610612747.0,LAL,running,,,Beverley,P. Beverley,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
49,PT08M00.00S,2022-11-21T02:46:09.2Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,9,4,2022-11-21T02:46:15Z,480000,False,,,0,,J. Sochan REBOUND (Off:1 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,48.0,3.0,2.0,1.0,,,,,,,,,,,,,,
50,PT07M45.00S,2022-11-21T02:46:23.9Z,1,REGULAR,3pt,Jump Shot,[],1631110,30.66688567674113,26.470588235294116,1610612759,9,4,2022-11-21T02:46:28Z,490000,False,118.0,236.0,1,left,MISS J. Sochan 26' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,26.35,Missed,,,,,,,,,,,,,,,,,,
51,PT07M43.00S,2022-11-21T02:46:25.9Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,9,4,2022-11-21T02:46:25Z,500000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:4),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,50.0,4.0,4.0,0.0,,,,,,,,,,,,,,
53,PT07M29.00S,2022-11-21T02:46:40.4Z,1,REGULAR,2pt,Jump Shot,[],203076,81.65243101182654,75.0,1610612747,9,4,2022-11-21T02:46:46Z,520000,False,125.0,120.0,1,right,MISS A. Davis 17' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,17.33,Missed,,,,,,,,,,,,,,,,,,
54,PT07M25.00S,2022-11-21T02:46:44.4Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,9,4,2022-11-21T02:46:46Z,530000,False,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,,,53.0,1.0,0.0,1.0,,,,,,,,,,,,,,
55,PT07M22.00S,2022-11-21T02:46:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,92.42772667542707,53.67647058823529,1610612747,11,4,2022-11-21T02:46:52Z,540000,False,18.0,19.0,1,right,A. Davis driving finger roll Layup (5 PTS),[203076],1610612747.0,LAL,driving finger roll,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,5.0,,,,,,,,,,,
57,PT07M11.00S,2022-11-21T02:46:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203476,6.356767411300922,48.28431372549019,1610612759,11,6,2022-11-21T02:47:04Z,560000,False,9.0,7.0,1,left,G. Dieng cutting DUNK (2 PTS) (T. Jones 1 AST),"[203476, 1630200]",1610612759.0,SAS,cutting,,,Dieng,G. Dieng,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,2.0,T. Jones,1630200.0,1.0,,,,,,,,
59,PT06M54.00S,2022-11-21T02:47:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,91.37647831800263,50.73529411764706,1610612747,13,6,2022-11-21T02:47:19Z,580000,False,4.0,29.0,1,right,A. Reaves driving Layup (4 PTS) (A. Davis 2 AST),"[1630559, 203076]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,4.0,A. Davis,203076.0,2.0,,,,,,,,
60,PT06M54.00S,2022-11-21T02:47:22.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,13,6,2022-11-21T02:47:22Z,590000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M54.00S,2022-11-21T02:50:05.0Z,1,REGULAR,substitution,out,[],1628972,,,1610612759,13,6,2022-11-21T02:50:20Z,600000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M54.00S,2022-11-21T02:50:05.0Z,1,REGULAR,substitution,out,[],203476,,,1610612759,13,6,2022-11-21T02:50:20Z,610000,False,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M54.00S,2022-11-21T02:50:05.0Z,1,REGULAR,substitution,in,[],201566,,,1610612759,13,6,2022-11-21T02:50:20Z,620000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2022-11-21T02:50:05.0Z,1,REGULAR,substitution,in,[],1629646,,,1610612759,13,6,2022-11-21T02:50:20Z,630000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M39.00S,2022-11-21T02:50:42.5Z,1,REGULAR,violation,kicked ball,[],203076,,,1610612759,13,6,2022-11-21T02:50:49Z,640000,False,,,0,,A. Davis kicked ball VIOLATION,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,202058.0,,,,,,,,,,,,,
67,PT06M35.00S,2022-11-21T02:51:01.3Z,1,REGULAR,2pt,Jump Shot,[],1630170,22.125492772667542,46.81372549019608,1610612759,13,8,2022-11-21T02:51:14Z,650000,False,16.0,155.0,1,left,D. Vassell 15' pullup Jump Shot (4 PTS) (C. Bassey 1 AST),"[1630170, 1629646]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,15.63,Made,,,,,,,4.0,C. Bassey,1629646.0,1.0,,,,,,,,
68,PT06M35.00S,2022-11-21T02:51:07.5Z,1,REGULAR,foul,personal,['1freethrow'],201976,,,1610612759,13,8,2022-11-21T02:51:16Z,660000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Vassell 1 FT),"[201976, 1630170]",1610612747.0,LAL,shooting,,,Beverley,P. Beverley,,,,,Mid-Range,16-24 Center,,,,,,,202027.0,,,,,,,,1.0,0.0,Vassell,1630170.0,,
71,PT06M35.00S,2022-11-21T02:51:30.3Z,1,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,13,8,2022-11-21T02:51:32Z,680000,False,,,0,,MISS D. Vassell Free Throw 1 of 1,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
72,PT06M33.00S,2022-11-21T02:51:32.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,13,8,2022-11-21T02:51:32Z,690000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,,
73,PT06M22.00S,2022-11-21T02:51:45.8Z,1,REGULAR,turnover,traveling,[],1629022,,,1610612747,13,8,2022-11-21T02:51:50Z,700000,False,,,0,,L. Walker IV traveling TURNOVER (1 TO),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Mid-Range,8-16 Left,,,,,,,202027.0,1.0,,,,,,,,,,,,
74,PT05M58.00S,2022-11-21T02:52:24.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631110,14.0604467805519,85.51623774509804,1610612759,13,10,2022-11-21T02:52:42Z,710000,False,-178.0,80.0,1,left,J. Sochan 19' Jump Shot (2 PTS) (D. Vassell 1 AST),"[1631110, 1630170]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left,19.47,Made,,,,,,,2.0,D. Vassell,1630170.0,1.0,,,,,,,,
76,PT05M45.00S,2022-11-21T02:52:37.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,73.76806833114324,84.06862745098039,1610612747,13,10,2022-11-21T02:52:45Z,730000,False,170.0,194.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.82,Missed,,,,,,,,,,,,,,,,,,
77,PT05M45.00S,2022-11-21T02:52:37.3Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,13,10,2022-11-21T02:52:45Z,740000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Above the Break 3,24+ Right Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M40.00S,2022-11-21T02:52:46.4Z,1,REGULAR,foul,offensive,[],1629646,,,1610612759,13,10,2022-11-21T02:56:10Z,750000,False,,,0,,C. Bassey offensive FOUL (1 PF),"[1629646, 1630559]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628484.0,,,,,,,,1.0,0.0,Reaves,1630559.0,,
80,PT05M40.00S,2022-11-21T02:52:46.4Z,1,REGULAR,turnover,offensive foul,[],1629646,,,1610612759,13,10,2022-11-21T02:53:23Z,770000,False,,,0,,C. Bassey offensive foul TURNOVER (1 TO),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628484.0,1.0,,,,,,,,,,,,
81,PT05M40.00S,2022-11-21T02:53:06.4Z,1,REGULAR,substitution,out,[],1630200,,,1610612747,13,10,2022-11-21T02:53:13Z,780000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M40.00S,2022-11-21T02:53:06.4Z,1,REGULAR,substitution,in,[],1626196,,,1610612747,13,10,2022-11-21T02:53:13Z,790000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
