shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
05:17,85,PT05M17.00S,2022-12-14T03:25:25.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,32.769382391590014,61.029411764705884,1610612738,11,21,2022-12-14T03:25:30Z,850000,False,-55.0,256.0,1,left,J. Brown 26' 3PT step back (5 PTS),[1627759],7,1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,26.14,Made,5.0,,,,,,,,,,,,,,
05:02,86,PT05M02.00S,2022-12-14T03:25:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.98226018396846,51.71568627450981,1610612747,13,21,2022-12-14T03:25:45Z,860000,False,9.0,32.0,1,right,L. James Layup (2 PTS) (A. Davis 1 AST),"[2544, 203076]",6,1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,3.34,Made,2.0,A. Davis,203076.0,1.0,,,,,,,,,,,
04:57,89,PT04M57.00S,2022-12-14T03:25:53.5Z,1,REGULAR,substitution,out,[],2544,,,1610612738,13,21,2022-12-14T03:26:02Z,890000,False,,,0,,SUB out: L. James,[2544],6,1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
04:57,90,PT04M57.00S,2022-12-14T03:25:53.5Z,1,REGULAR,substitution,in,[],1628972,,,1610612738,13,21,2022-12-14T03:26:02Z,900000,False,,,0,,SUB in: T. Brown Jr.,[1628972],7,1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
04:51,91,PT04M51.00S,2022-12-14T03:26:18.6Z,1,REGULAR,3pt,Jump Shot,[],203935,16.737844940867276,6.127450980392155,1610612738,13,21,2022-12-14T03:26:21Z,910000,False,219.0,105.0,1,left,MISS M. Smart 24' 3PT,[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,24.31,Missed,,,,,,,,,,,,,,,
04:49,92,PT04M49.00S,2022-12-14T03:26:20.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,13,21,2022-12-14T03:26:21Z,920000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,91.0,4.0,3.0,1.0,,,,,,,
04:40,93,PT04M40.00S,2022-12-14T03:26:29.0Z,1,REGULAR,3pt,Jump Shot,[],201566,72.32260183968462,15.931372549019613,1610612747,13,21,2022-12-14T03:26:34Z,930000,False,-170.0,208.0,1,right,MISS R. Westbrook 26' 3PT,[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,26.86,Missed,,,,,,,,,,,,,,,
04:36,94,PT04M36.00S,2022-12-14T03:26:33.0Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,13,21,2022-12-14T03:26:34Z,940000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],13,1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,
04:24,95,PT04M24.00S,2022-12-14T03:26:45.0Z,1,REGULAR,3pt,Jump Shot,[],203935,30.929697766097235,71.32352941176471,1610612738,13,21,2022-12-14T03:26:51Z,950000,False,-107.0,238.0,1,left,MISS M. Smart 26' 3PT,[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,26.1,Missed,,,,,,,,,,,,,,,
04:20,96,PT04M20.00S,2022-12-14T03:26:49.0Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,13,21,2022-12-14T03:26:51Z,960000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],15,1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,
04:11,97,PT04M11.00S,2022-12-14T03:26:58.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.47897503285151,50.0,1610612747,15,21,2022-12-14T03:27:02Z,970000,False,0.0,9.0,1,right,A. Davis DUNK (10 PTS) (A. Reaves 1 AST),"[203076, 1630559]",3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,0.88,Made,10.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,
03:48,99,PT03M48.00S,2022-12-14T03:27:21.1Z,1,REGULAR,2pt,Jump Shot,[],1627759,23.702365308804204,66.66666666666667,1610612738,15,21,2022-12-14T03:27:27Z,990000,False,-83.0,170.0,1,left,MISS J. Brown 18' pullup Shot,[1627759],7,1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,18.96,Missed,,,,,,,,,,,,,,,
03:45,100,PT03M45.00S,2022-12-14T03:27:24.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,15,21,2022-12-14T03:27:27Z,1000000,False,,,0,,A. Davis REBOUND (Off:1 Def:4),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,99.0,5.0,4.0,1.0,,,,,,,
03:38,101,PT03M38.00S,2022-12-14T03:27:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,90.06241787122208,53.92156862745098,1610612747,15,21,2022-12-14T03:27:38Z,1010000,False,20.0,41.0,1,right,MISS R. Westbrook driving Layup,[201566],0,1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,4.54,Missed,,,,,,,,,,,,,,,
03:37,102,PT03M37.00S,2022-12-14T03:27:32.6Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,15,21,2022-12-14T03:27:38Z,1020000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],13,1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,,
03:26,103,PT03M26.00S,2022-12-14T03:27:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,12.00722733245729,53.18627450980392,1610612738,15,23,2022-12-14T03:27:47Z,1030000,False,-16.0,60.0,1,left,D. White 6' finger roll Layup (8 PTS) (M. Brogdon 1 AST),"[1628401, 1627763]",9,1610612738.0,BOS,finger roll,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,6.25,Made,8.0,M. Brogdon,1627763.0,1.0,,,,,,,,,,,
03:14,105,PT03M14.00S,2022-12-14T03:27:58.4Z,1,REGULAR,turnover,out-of-bounds,[],1628972,,,1610612747,15,23,2022-12-14T03:28:04Z,1050000,False,,,0,,T. Brown Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628972],7,1610612747.0,LAL,bad pass,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,,,,,202901.0,,,,,,
03:14,106,PT03M14.00S,2022-12-14T03:28:03.3Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,15,23,2022-12-14T03:28:23Z,1060000,False,,,0,,SUB out: J. Brown,[1627759],7,1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
03:14,107,PT03M14.00S,2022-12-14T03:28:03.3Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,15,23,2022-12-14T03:28:23Z,1070000,False,,,0,,SUB out: D. White,[1628401],9,1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
03:14,108,PT03M14.00S,2022-12-14T03:28:03.3Z,1,REGULAR,substitution,out,[],203935,,,1610612738,15,23,2022-12-14T03:28:23Z,1080000,False,,,0,,SUB out: M. Smart,[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
03:14,109,PT03M14.00S,2022-12-14T03:28:03.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,15,23,2022-12-14T03:28:23Z,1090000,False,,,0,,SUB in: J. Tatum,[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
03:14,110,PT03M14.00S,2022-12-14T03:28:03.3Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,15,23,2022-12-14T03:28:23Z,1100000,False,,,0,,SUB in: G. Williams,[1629684],12,1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
03:14,111,PT03M14.00S,2022-12-14T03:28:03.3Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,15,23,2022-12-14T03:28:23Z,1110000,False,,,0,,SUB in: S. Hauser,[1630573],30,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
02:59,112,PT02M59.00S,2022-12-14T03:28:34.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,14.109724047306173,49.50980392156863,1610612738,15,25,2022-12-14T03:28:38Z,1120000,False,2.0,80.0,1,left,J. Tatum 8' driving floating Jump Shot (5 PTS) (M. Brogdon 2 AST),"[1628369, 1627763]",0,1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,8.01,Made,5.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,
02:42,114,PT02M42.00S,2022-12-14T03:28:54.0Z,1,REGULAR,foul,personal,[],1630573,,,1610612747,15,25,2022-12-14T03:29:03Z,1140000,False,,,0,,S. Hauser personal FOUL (1 PF),"[1630573, 203076]",30,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,101284.0,1.0,0.0,Davis,203076.0,,
02:42,116,PT02M42.00S,2022-12-14T03:29:00.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,15,25,2022-12-14T03:29:00Z,1160000,False,,,0,,BOS Timeout,[],,1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:42,117,PT02M42.00S,2022-12-14T03:31:36.2Z,1,REGULAR,substitution,out,[],1629022,,,1610612747,15,25,2022-12-14T03:31:53Z,1170000,False,,,0,,SUB out: L. Walker IV,[1629022],4,1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
02:42,118,PT02M42.00S,2022-12-14T03:31:36.2Z,1,REGULAR,substitution,in,[],1629134,,,1610612747,15,25,2022-12-14T03:31:53Z,1180000,False,,,0,,SUB in: K. Nunn,[1629134],12,1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
02:34,119,PT02M34.00S,2022-12-14T03:32:28.2Z,1,REGULAR,3pt,Jump Shot,[],1630559,74.81931668856767,13.725490196078425,1610612747,15,25,2022-12-14T03:33:20Z,1190000,False,-181.0,184.0,1,right,MISS A. Reaves 25' step back 3PT,[1630559],15,1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,25.85,Missed,,,,,,,,,,,,,,,
02:31,120,PT02M31.00S,2022-12-14T03:32:31.2Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,15,25,2022-12-14T03:32:34Z,1200000,False,,,0,,J. Tatum REBOUND (Off:1 Def:1),[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,119.0,2.0,1.0,1.0,,,,,,,
02:12,121,PT02M12.00S,2022-12-14T03:32:50.0Z,1,REGULAR,3pt,Jump Shot,[],1630573,33.163600525624176,48.774509803921575,1610612738,15,28,2022-12-14T03:32:53Z,1210000,False,6.0,259.0,1,left,S. Hauser 25' 3PT  (3 PTS) (L. Kornet 1 AST),"[1630573, 1628436]",30,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,25.93,Made,3.0,L. Kornet,1628436.0,1.0,,,,,,,,,,,
01:54,123,PT01M54.00S,2022-12-14T03:33:10.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612747,15,28,2022-12-14T03:33:15Z,1230000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Davis 2 FT),"[1629684, 203076]",12,1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,203591.0,1.0,0.0,Davis,203076.0,,
01:54,125,PT01M54.00S,2022-12-14T03:33:37.6Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,16,28,2022-12-14T03:34:04Z,1250000,False,,,0,,A. Davis Free Throw 1 of 2 (11 PTS),[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
01:54,126,PT01M54.00S,2022-12-14T03:33:37.6Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,16,28,2022-12-14T03:34:04Z,1260000,False,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
01:51,127,PT01M51.00S,2022-12-14T03:33:40.6Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,16,28,2022-12-14T03:34:04Z,1270000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],12,1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,
01:33,128,PT01M33.00S,2022-12-14T03:34:13.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.904730617608408,53.67647058823529,1610612738,16,28,2022-12-14T03:34:20Z,1280000,False,-18.0,41.0,1,left,MISS J. Tatum driving Layup,[1628369],0,1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,4.46,Missed,,,,,,,,,,,,,,,
01:32,129,PT01M32.00S,2022-12-14T03:34:16.2Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,16,28,2022-12-14T03:34:16Z,1290000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],40,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,128.0,1.0,0.0,1.0,,,,,,,
01:26,131,PT01M26.00S,2022-12-14T03:34:33.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627763,17.789093298291732,70.09803921568627,1610612738,16,30,2022-12-14T03:34:38Z,1310000,False,-100.0,115.0,1,left,M. Brogdon 15' step back Jump Shot (2 PTS),[1627763],13,1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Left,,,,15.25,Made,2.0,,,,,,,,,,,,,,
01:17,133,PT01M17.00S,2022-12-14T03:34:44.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612747,16,30,2022-12-14T03:34:51Z,1330000,False,,,0,,J. Tatum personal FOUL (1 PF) (Westbrook 2 FT),"[1628369, 201566]",0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,101284.0,1.0,0.0,Westbrook,201566.0,,
01:17,135,PT01M17.00S,2022-12-14T03:35:07.8Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,16,30,2022-12-14T03:35:07Z,1350000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
01:17,136,PT01M17.00S,2022-12-14T03:35:07.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,16,30,2022-12-14T03:35:07Z,1360000,False,,,0,,TEAM offensive REBOUND,[],,1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,
01:17,137,PT01M17.00S,2022-12-14T03:35:19.0Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,17,30,2022-12-14T03:35:19Z,1370000,False,,,0,,R. Westbrook Free Throw 2 of 2 (1 PTS),[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
01:04,138,PT01M04.00S,2022-12-14T03:35:32.9Z,1,REGULAR,3pt,Jump Shot,[],1627763,31.147339027595265,81.59466911764706,1610612738,17,33,2022-12-14T03:35:40Z,1380000,False,-158.0,240.0,1,left,M. Brogdon 28' 3PT  (5 PTS) (J. Tatum 4 AST),"[1627763, 1628369]",13,1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,28.76,Made,5.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,
00:52,140,PT00M52.20S,2022-12-14T03:35:48.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,90.19382391590013,51.71568627450981,1610612747,19,33,2022-12-14T03:35:53Z,1400000,False,9.0,40.0,1,right,A. Davis alley-oop Layup (13 PTS) (R. Westbrook 1 AST),"[203076, 201566]",3,1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,4.06,Made,13.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,
00:41,142,PT00M41.30S,2022-12-14T03:35:59.1Z,1,REGULAR,3pt,Jump Shot,[],1630573,28.827201051248352,20.833333333333343,1610612738,19,33,2022-12-14T03:36:03Z,1420000,False,146.0,218.0,1,left,MISS S. Hauser 26' 3PT,[1630573],30,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,26.27,Missed,,,,,,,,,,,,,,,
00:37,143,PT00M37.70S,2022-12-14T03:36:02.7Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,19,33,2022-12-14T03:36:02Z,1430000,False,,,0,,L. Kornet REBOUND (Off:2 Def:0),[1628436],40,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,142.0,2.0,0.0,2.0,,,,,,,
00:37,144,PT00M37.70S,2022-12-14T03:36:02.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612738,19,33,2022-12-14T03:36:10Z,1440000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],40,1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
00:37,145,PT00M37.20S,2022-12-14T03:36:03.2Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,19,33,2022-12-14T03:36:10Z,1450000,False,,,0,,L. Kornet REBOUND (Off:3 Def:0),[1628436],40,1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,144.0,3.0,0.0,3.0,,,,,,,
00:35,146,PT00M35.80S,2022-12-14T03:36:05.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,7.670827858081481,51.96078431372549,1610612738,19,35,2022-12-14T03:36:09Z,1460000,False,-10.0,20.0,1,left,J. Tatum driving Layup (7 PTS) (M. Brogdon 3 AST),"[1628369, 1627763]",0,1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.19,Made,7.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,
00:30,148,PT00M30.70S,2022-12-14T03:36:14.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,80.46977660972405,34.803921568627445,1610612747,21,35,2022-12-14T03:36:17Z,1480000,False,-76.0,131.0,1,right,R. Westbrook 15' pullup Jump Shot (3 PTS),[201566],0,1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,15.15,Made,3.0,,,,,,,,,,,,,,
00:17,149,PT00M17.00S,2022-12-14T03:36:33.0Z,1,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612738,21,35,2022-12-14T03:36:39Z,1490000,False,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628972, 1628369]",7,1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Tatum,1628369.0,,
00:17,151,PT00M17.00S,2022-12-14T03:37:00.9Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,21,36,2022-12-14T03:37:00Z,1510000,False,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
00:17,152,PT00M17.00S,2022-12-14T03:37:02.0Z,1,REGULAR,substitution,out,[],1630573,,,1610612738,21,36,2022-12-14T03:37:06Z,1520000,False,,,0,,SUB out: S. Hauser,[1630573],30,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
00:17,153,PT00M17.00S,2022-12-14T03:37:02.0Z,1,REGULAR,substitution,in,[],203935,,,1610612738,21,36,2022-12-14T03:37:06Z,1530000,False,,,0,,SUB in: M. Smart,[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
00:17,154,PT00M17.00S,2022-12-14T03:37:25.4Z,1,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,21,37,2022-12-14T03:37:25Z,1540000,False,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
00:02,155,PT00M02.20S,2022-12-14T03:37:43.7Z,1,REGULAR,3pt,Jump Shot,[],1629134,66.27792378449408,46.07843137254902,1610612747,24,37,2022-12-14T03:37:47Z,1550000,False,-20.0,264.0,1,right,K. Nunn 26' 3PT  (3 PTS) (R. Westbrook 2 AST),"[1629134, 201566]",12,1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,26.52,Made,3.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,
00:00,157,PT00M00.00S,2022-12-14T03:37:53.6Z,1,REGULAR,period,end,[],0,,,1610612738,24,37,2022-12-14T03:37:53Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,159,PT12M00.00S,2022-12-14T03:41:12.3Z,2,REGULAR,substitution,out,['startperiod'],201566,,,1610612738,24,37,2022-12-14T03:41:39Z,1590000,False,,,0,,SUB out: R. Westbrook,[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,160,PT12M00.00S,2022-12-14T03:41:12.3Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612738,24,37,2022-12-14T03:41:39Z,1600000,False,,,0,,SUB out: A. Davis,[203076],3,1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,161,PT12M00.00S,2022-12-14T03:41:12.3Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,24,37,2022-12-14T03:41:39Z,1610000,False,,,0,,SUB out: M. Smart,[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,162,PT12M00.00S,2022-12-14T03:41:12.3Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612738,24,37,2022-12-14T03:41:39Z,1620000,False,,,0,,SUB in: L. James,[2544],6,1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,163,PT12M00.00S,2022-12-14T03:41:12.3Z,2,REGULAR,substitution,in,['startperiod'],1628418,,,1610612738,24,37,2022-12-14T03:41:39Z,1630000,False,,,0,,SUB in: T. Bryant,[1628418],31,1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,164,PT12M00.00S,2022-12-14T03:41:12.3Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,24,37,2022-12-14T03:41:39Z,1640000,False,,,0,,SUB in: S. Hauser,[1630573],30,1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00,165,PT12M00.00S,2022-12-14T03:41:39.6Z,2,REGULAR,period,start,[],0,,,1610612738,24,37,2022-12-14T03:41:39Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:47,166,PT11M47.00S,2022-12-14T03:41:42.0Z,2,REGULAR,turnover,bad pass,[],1627763,,,1610612738,24,37,2022-12-14T03:41:47Z,1660000,False,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 1630559]",13,1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,1.0,Reaves,1630559.0,,,,,,,,,,,,,,,,,
11:47,167,PT11M47.00S,2022-12-14T03:41:42.0Z,2,REGULAR,steal,,[],1630559,,,1610612747,24,37,2022-12-14T03:41:43Z,1670000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],15,1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11:42,168,PT11M42.00S,2022-12-14T03:41:45.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,92.16491458607096,49.50980392156863,1610612747,26,37,2022-12-14T03:42:59Z,1680000,False,-2.0,21.0,1,right,L. James running Layup (4 PTS) (A. Reaves 2 AST),"[2544, 1630559]",6,1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,2.12,Made,4.0,A. Reaves,1630559.0,2.0,,,,,,,,,,,
11:23,170,PT11M23.00S,2022-12-14T03:42:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.013797634691201,45.833333333333336,1610612738,26,39,2022-12-14T03:42:09Z,1700000,False,21.0,13.0,1,left,J. Tatum driving Layup (11 PTS),[1628369],0,1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,2.47,Made,11.0,,,,,,,,,,,,,,
11:10,188,PT11M10.00S,2022-12-14T03:42:23.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629134,82.83508541392904,54.90196078431372,1610612747,26,39,2022-12-14T03:47:14Z,1725000,False,25.0,109.0,1,right,MISS K. Nunn 11' driving Hook,[1629134],12,1610612747.0,LAL,driving,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,,,,11.16,Missed,,,,,,,,,,,,,,,
