actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-01-16T02:41:04.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-16T02:41:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-01-16T02:41:07.4Z,1,REGULAR,jumpball,recovered,[],1628972,,,1610612747,0,0,2023-01-16T02:41:07Z,40000,False,,,0,,Jump Ball T. Bryant vs. J. Embiid: Tip to T. Brown Jr.,"[1628972, 1628418, 203954]",1610612747.0,LAL,startperiod,T. Brown Jr.,1628972.0,Brown Jr.,T. Brown Jr.,Bryant,1628418.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-01-16T02:41:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.32522996057818,36.274509803921575,1610612747,2,0,2023-01-16T02:41:27Z,70000,False,-69.0,38.0,1,right,L. James 7' driving Layup (2 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,2.0,,,,,,,,,,,,,,,,,
9,PT11M22.00S,2023-01-16T02:41:41.2Z,1,REGULAR,3pt,Jump Shot,[],200782,6.8823915900131425,94.36274509803921,1610612755,2,0,2023-01-16T02:41:49Z,90000,False,-222.0,12.0,1,left,MISS P. Tucker 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,22.21,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2023-01-16T02:41:44.4Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,2,0,2023-01-16T02:41:44Z,100000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,
11,PT11M08.00S,2023-01-16T02:41:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,80.99540078843627,36.274509803921575,1610612747,2,0,2023-01-16T02:42:02Z,110000,False,-69.0,126.0,1,right,MISS T. Brown Jr. 14' pullup Shot - blocked,"[1628972, 202699]",1610612747.0,LAL,pullup,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.36,Missed,,,,,,Harris,202699.0,,,,,,,,,,,
12,PT11M08.00S,2023-01-16T02:41:55.5Z,1,REGULAR,block,,[],202699,,,1610612747,2,0,2023-01-16T02:41:58Z,120000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M04.00S,2023-01-16T02:41:59.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,2,0,2023-01-16T02:42:02Z,130000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,
14,PT10M57.00S,2023-01-16T02:42:06.2Z,1,REGULAR,3pt,Jump Shot,[],203954,30.798291721419176,61.76470588235294,1610612755,2,3,2023-01-16T02:42:10Z,140000,False,-59.0,237.0,1,left,J. Embiid 24' 3PT  (3 PTS) (T. Harris 1 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,24.42,Made,3.0,,,,,,,T. Harris,202699.0,1.0,,,,,,,,
41,PT10M47.00S,2023-01-16T02:42:14.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,94.3988173455979,50.245098039215684,1610612747,2,3,2023-01-16T02:46:41Z,155000,False,1.0,0.0,1,right,MISS D. Schroder driving Layup - blocked,"[203471, 202699]",1610612747.0,LAL,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,0.12,Missed,,,,,,Harris,202699.0,,,,,,,,,,,
