actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M20.00S,2022-11-29T03:44:24.2Z,1,REGULAR,3pt,Jump Shot,[],1630174,10.430354796320628,97.05882352941177,1610612754,7,3,2022-11-29T03:44:29Z,180000,False,-235.0,46.0,1,left,A. Nesmith 3PT  (3 PTS) (T. Haliburton 1 AST),"[1630174, 1630169]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,23.97,Made,3.0,,,,,,,,,,T. Haliburton,1630169.0,1.0,,,,,
20,PT10M09.00S,2022-11-29T03:44:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.16491458607096,47.79411764705882,1610612747,7,3,2022-11-29T03:44:40Z,200000,False,-11.0,21.0,1,right,MISS D. Schroder cutting Layup,[203471],1610612747.0,LAL,cutting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
21,PT10M07.00S,2022-11-29T03:44:38.5Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,7,3,2022-11-29T03:44:40Z,210000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,
22,PT09M58.00S,2022-11-29T03:44:46.6Z,1,REGULAR,3pt,Jump Shot,[],1630169,33.03219448094612,43.872549019607845,1610612754,7,3,2022-11-29T03:44:50Z,220000,False,31.0,258.0,1,left,MISS T. Haliburton 25' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.98,Missed,,,,,,,,,,,,,,,,,,
23,PT09M57.00S,2022-11-29T03:44:47.6Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,7,3,2022-11-29T03:44:50Z,230000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
24,PT09M51.00S,2022-11-29T03:44:54.1Z,1,REGULAR,3pt,Jump Shot,[],2544,64.56964520367937,46.81372549019608,1610612747,7,3,2022-11-29T03:45:05Z,240000,False,-16.0,281.0,1,right,MISS L. James 28' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,28.1,Missed,,,,,,,,,,,,,,,,,,
25,PT09M46.00S,2022-11-29T03:44:59.1Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612754,7,3,2022-11-29T03:45:05Z,250000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
26,PT09M43.00S,2022-11-29T03:45:02.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,34.8718791064389,57.59803921568628,1610612754,7,3,2022-11-29T03:45:14Z,260000,False,-38.0,275.0,1,left,MISS B. Hield 27' running 3PT,[1627741],1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,27.79,Missed,,,,,,,,,,,,,,,,,,
27,PT09M43.00S,2022-11-29T03:45:02.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,7,3,2022-11-29T03:45:14Z,270000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,26.0,,,,,,,,,,,,,,,,
28,PT09M41.00S,2022-11-29T03:45:11.7Z,1,REGULAR,foul,personal,[],2544,,,1610612754,7,3,2022-11-29T03:45:26Z,280000,False,,,0,,L. James loose ball personal FOUL (1 PF),"[2544, 1630188]",1610612747.0,LAL,loose ball,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,1.0,0.0,Smith,1630188.0,,,,,,,,
30,PT09M38.00S,2022-11-29T03:45:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627741,7.013797634691201,54.16666666666667,1610612754,7,5,2022-11-29T03:46:26Z,300000,False,-21.0,13.0,1,left,B. Hield driving finger roll Layup (2 PTS) (T. Haliburton 2 AST),"[1627741, 1630169]",1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,2.47,Made,2.0,,,,,,,,,,T. Haliburton,1630169.0,2.0,,,,,
32,PT09M21.00S,2022-11-29T03:45:59.1Z,1,REGULAR,foul,technical,['1freethrow'],1630169,,,1610612747,7,5,2022-11-29T03:46:07Z,320000,False,,,0,,T. Haliburton defensive-3-second technical FOUL (1 Tech),[1630169],1610612754.0,IND,defensive-3-second,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,1627526.0,0.0,1.0,,,,,,,,,,
33,PT09M21.00S,2022-11-29T03:46:15.5Z,1,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,7,5,2022-11-29T03:46:15Z,330000,False,,,0,,MISS L. James technical Free Throw 1 of 1,[2544],1610612747.0,LAL,technical,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
34,PT09M21.00S,2022-11-29T03:46:15.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,7,5,2022-11-29T03:46:15Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,
35,PT09M13.00S,2022-11-29T03:46:36.1Z,1,REGULAR,2pt,Jump Shot,[],1628972,75.16425755584757,50.279564950980394,1610612747,7,5,2022-11-29T03:46:42Z,350000,False,1.0,181.0,1,right,MISS T. Brown Jr. 18' turnaround Shot,[1628972],1610612747.0,LAL,turnaround,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Center,18.1,Missed,,,,,,,,,,,,,,,,,,
36,PT09M10.00S,2022-11-29T03:46:39.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,7,5,2022-11-29T03:46:42Z,360000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,
37,PT09M04.00S,2022-11-29T03:46:45.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,16.212220762155056,39.950980392156865,1610612754,7,5,2022-11-29T03:46:50Z,370000,False,50.0,100.0,1,left,MISS M. Turner 11' turnaround fadeaway Shot,[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,11.18,Missed,,,,,,,,,,,,,,,,,,
38,PT09M02.00S,2022-11-29T03:46:47.0Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,7,5,2022-11-29T03:46:50Z,380000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,
39,PT09M02.00S,2022-11-29T03:46:50.1Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612754,7,5,2022-11-29T03:47:03Z,390000,False,,,0,,D. Schroder shooting personal FOUL (1 PF) (Nesmith 2 FT),"[203471, 1630174]",1610612747.0,LAL,shooting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,2714.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,
41,PT09M02.00S,2022-11-29T03:47:15.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630174,,,1610612754,7,6,2022-11-29T03:47:15Z,410000,False,,,0,,A. Nesmith Free Throw 1 of 2 (4 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
42,PT09M02.00S,2022-11-29T03:47:29.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630174,,,1610612754,7,7,2022-11-29T03:47:29Z,420000,False,,,0,,A. Nesmith Free Throw 2 of 2 (5 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
43,PT08M49.00S,2022-11-29T03:47:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629022,82.9664914586071,56.372549019607845,1610612747,9,7,2022-11-29T03:47:49Z,430000,False,32.0,108.0,1,right,L. Walker IV 11' pullup Jump Shot (2 PTS),[1629022],1610612747.0,LAL,pullup,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),8-16 Center,11.22,Made,2.0,,,,,,,,,,,,,,,,,
44,PT08M23.00S,2022-11-29T03:48:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,7.408015768725363,54.411764705882355,1610612754,9,9,2022-11-29T03:48:14Z,440000,False,-22.0,17.0,1,left,M. Turner Layup (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,2.79,Made,2.0,,,,,,,,,,,,,,,,,
45,PT08M14.00S,2022-11-29T03:48:22.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.16491458607096,50.73529411764706,1610612747,11,9,2022-11-29T03:48:27Z,450000,False,4.0,21.0,1,right,A. Davis driving Layup (2 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.14,Made,2.0,,,,,,,,,,,,,,,,,
46,PT08M14.00S,2022-11-29T03:48:25.6Z,1,REGULAR,foul,personal,['1freethrow'],1630169,,,1610612747,11,9,2022-11-29T03:48:46Z,460000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Davis 1 FT),"[1630169, 203076]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,1627526.0,1.0,1.0,Davis,203076.0,,,,,,,,
48,PT08M14.00S,2022-11-29T03:48:57.0Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,11,9,2022-11-29T03:48:59Z,480000,False,,,0,,MISS A. Davis Free Throw 1 of 1,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M12.00S,2022-11-29T03:48:59.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,11,9,2022-11-29T03:48:59Z,490000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,
50,PT08M10.00S,2022-11-29T03:49:01.7Z,1,REGULAR,turnover,out-of-bounds,[],1627741,,,1610612754,11,9,2022-11-29T03:49:06Z,500000,False,,,0,,B. Hield lost ball out-of-bounds TURNOVER (1 TO),[1627741],1610612754.0,IND,lost ball,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627526.0,,,,,,,,1.0,,,,
51,PT08M02.00S,2022-11-29T03:49:11.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629022,92.95335085413929,48.529411764705884,1610612747,13,9,2022-11-29T03:49:19Z,510000,False,-7.0,14.0,1,right,L. Walker IV driving Layup (4 PTS),[1629022],1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,1.56,Made,4.0,,,,,,,,,,,,,,,,,
53,PT07M43.00S,2022-11-29T03:49:30.6Z,1,REGULAR,3pt,Jump Shot,[],1630188,30.798291721419176,65.68627450980392,1610612754,13,12,2022-11-29T03:51:48Z,530000,False,-78.0,237.0,1,left,J. Smith 24' 3PT pullup (3 PTS) (M. Turner 1 AST),"[1630188, 1626167]",1610612754.0,IND,pullup,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,24.96,Made,3.0,,,,,,,,,,M. Turner,1626167.0,1.0,,,,,
55,PT07M31.00S,2022-11-29T03:49:42.7Z,1,REGULAR,3pt,Jump Shot,[],2544,91.77069645203679,96.32352941176471,1610612747,16,12,2022-11-29T03:49:48Z,550000,False,232.0,25.0,1,right,L. James 3PT  (10 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,23.29,Made,10.0,,,,,,,,,,A. Davis,203076.0,1.0,,,,,
58,PT07M08.00S,2022-11-29T03:50:22.1Z,1,REGULAR,3pt,Jump Shot,[],1630174,27.11892247043363,82.84313725490196,1610612754,16,12,2022-11-29T03:50:31Z,580000,False,-164.0,202.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
59,PT07M03.00S,2022-11-29T03:50:27.1Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612747,16,12,2022-11-29T03:50:31Z,590000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,,
60,PT07M00.00S,2022-11-29T03:50:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,91.11366622864652,51.22549019607843,1610612747,16,12,2022-11-29T03:50:34Z,600000,False,6.0,31.0,1,right,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
61,PT06M58.00S,2022-11-29T03:50:32.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,16,12,2022-11-29T03:50:34Z,610000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,
62,PT06M53.00S,2022-11-29T03:50:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,7.145203679369246,44.36274509803921,1610612754,16,12,2022-11-29T03:50:45Z,620000,False,28.0,15.0,1,left,MISS A. Nesmith driving Layup - blocked,"[1630174, 203076]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,Davis,203076.0,,
63,PT06M53.00S,2022-11-29T03:50:37.8Z,1,REGULAR,block,,[],203076,,,1610612754,16,12,2022-11-29T03:50:41Z,630000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2022-11-29T03:50:37.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,16,12,2022-11-29T03:50:45Z,640000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,62.0,,,,,,,,,,,,,,,,
66,PT06M53.00S,2022-11-29T03:50:55.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,16,12,2022-11-29T03:50:55Z,660000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2022-11-29T03:53:31.1Z,1,REGULAR,substitution,out,[],1628972,,,1610612754,16,12,2022-11-29T03:53:47Z,670000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M53.00S,2022-11-29T03:53:31.1Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,16,12,2022-11-29T03:53:47Z,680000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M53.00S,2022-11-29T03:53:31.1Z,1,REGULAR,substitution,in,[],201566,,,1610612754,16,12,2022-11-29T03:53:47Z,690000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M53.00S,2022-11-29T03:53:31.1Z,1,REGULAR,substitution,in,[],1631097,,,1610612754,16,12,2022-11-29T03:53:47Z,700000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M51.00S,2022-11-29T03:53:51.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,7.145203679369246,96.56862745098039,1610612754,16,12,2022-11-29T03:53:58Z,710000,False,-233.0,15.0,1,left,MISS B. Hield 3PT,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
72,PT06M45.00S,2022-11-29T03:53:57.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,16,12,2022-11-29T03:53:58Z,720000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,,
73,PT06M40.00S,2022-11-29T03:54:03.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203471,71.27135348226018,76.9607843137255,1610612747,16,12,2022-11-29T03:54:08Z,730000,False,135.0,218.0,1,right,MISS D. Schroder 25' running 3PT,[203471],1610612747.0,LAL,running,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
74,PT06M37.00S,2022-11-29T03:54:06.0Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,16,12,2022-11-29T03:54:08Z,740000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,
75,PT06M29.00S,2022-11-29T03:54:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,7.408015768725363,49.754901960784316,1610612754,16,14,2022-11-29T03:54:19Z,750000,False,1.0,17.0,1,left,B. Hield driving Layup (4 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612754.0,IND,driving,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,1.71,Made,4.0,,,,,,,,,,T. Haliburton,1630169.0,3.0,,,,,
77,PT06M22.00S,2022-11-29T03:54:27.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,16,14,2022-11-29T03:54:27Z,770000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M22.00S,2022-11-29T03:57:02.5Z,1,REGULAR,substitution,out,[],2544,,,1610612747,16,14,2022-11-29T03:57:05Z,780000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M22.00S,2022-11-29T03:57:02.5Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,16,14,2022-11-29T03:57:05Z,790000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M17.00S,2022-11-29T03:57:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.82194480946123,45.58823529411765,1610612747,16,14,2022-11-29T03:57:29Z,800000,False,-22.0,15.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1626167]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.67,Missed,,,,,,,,,,,,,,,Turner,1626167.0,,
81,PT06M17.00S,2022-11-29T03:57:23.5Z,1,REGULAR,block,,[],1626167,,,1610612747,16,14,2022-11-29T03:57:27Z,810000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT06M11.00S,2022-11-29T03:57:29.5Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,16,14,2022-11-29T03:57:29Z,820000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,
83,PT06M06.00S,2022-11-29T03:57:34.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,9.641918528252305,65.19607843137254,1610612754,16,16,2022-11-29T03:57:40Z,830000,False,-76.0,38.0,1,left,M. Turner 8' turnaround Jump Shot (4 PTS) (J. Smith 1 AST),"[1626167, 1630188]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Left,8.5,Made,4.0,,,,,,,,,,J. Smith,1630188.0,1.0,,,,,
85,PT05M57.00S,2022-11-29T03:57:43.0Z,1,REGULAR,3pt,Jump Shot,[],201566,72.32260183968462,81.86274509803921,1610612747,16,16,2022-11-29T03:57:49Z,850000,False,159.0,208.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
86,PT05M53.00S,2022-11-29T03:57:46.8Z,1,REGULAR,rebound,offensive,[],1629022,,,1610612747,16,16,2022-11-29T03:57:46Z,860000,False,,,0,,L. Walker IV REBOUND (Off:1 Def:2),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,,85.0,3.0,2.0,1.0,,,,,,,,,,,,,
