actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
15,PT11M03.00S,2022-10-31T01:47:03.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2022-10-31T01:47:05Z,150000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,
16,PT11M02.00S,2022-10-31T01:47:04.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,26.461892247043366,79.90196078431373,1610612743,0,3,2022-10-31T01:47:14Z,160000,-150.0,196.0,1,left,M. Porter Jr. 24' 3PT running pullup (3 PTS) (N. Jokic 1 AST),"[1629008, 203999]",1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,24.67,Made,,,,,3.0,N. Jokic,203999.0,1.0,,,,,,,,
18,PT10M42.00S,2022-10-31T01:47:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,91.37647831800263,53.92156862745098,1610612747,0,3,2022-10-31T01:47:30Z,180000,20.0,29.0,1,right,MISS L. Walker IV cutting Layup - blocked,"[1629022, 203999]",1610612747.0,LAL,cutting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,3.47,Missed,,,,,,,,,Jokic,203999.0,,,,,,
19,PT10M42.00S,2022-10-31T01:47:24.2Z,1,REGULAR,block,,[],203999,,,1610612747,0,3,2022-10-31T01:47:26Z,190000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M39.00S,2022-10-31T01:47:27.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,0,3,2022-10-31T01:47:30Z,200000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,
21,PT10M35.00S,2022-10-31T01:47:31.0Z,1,REGULAR,3pt,Jump Shot,[],1629008,31.718134034165573,72.54901960784314,1610612743,0,6,2022-10-31T01:47:38Z,210000,-113.0,246.0,1,left,M. Porter Jr. 27' 3PT  (6 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,27.03,Made,,,,,6.0,N. Jokic,203999.0,2.0,,,,,,,,
23,PT10M17.00S,2022-10-31T01:47:50.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,87.82851511169514,49.754901960784316,1610612747,2,6,2022-10-31T01:47:54Z,230000,-1.0,62.0,1,right,A. Davis 6' Hook (2 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,6.19,Made,,,,,2.0,L. James,2544.0,1.0,,,,,,,,
26,PT09M50.00S,2022-10-31T01:48:39.0Z,1,REGULAR,3pt,Jump Shot,[],203999,31.980946123521676,65.44117647058823,1610612743,2,6,2022-10-31T01:48:44Z,260000,-77.0,248.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,25.98,Missed,,,,,,,,,,,,,,,,
27,PT09M47.00S,2022-10-31T01:48:42.1Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612747,2,6,2022-10-31T01:48:42Z,270000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
29,PT09M39.00S,2022-10-31T01:49:06.6Z,1,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612747,2,6,2022-10-31T01:49:11Z,290000,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Davis 2 FT),"[1629008, 203076]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Davis,203076.0,,
31,PT09M39.00S,2022-10-31T01:49:39.4Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,2,6,2022-10-31T01:49:39Z,310000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
32,PT09M39.00S,2022-10-31T01:49:39.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,2,6,2022-10-31T01:49:39Z,320000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,
33,PT09M39.00S,2022-10-31T01:49:56.4Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,3,6,2022-10-31T01:49:56Z,330000,,,0,,A. Davis Free Throw 2 of 2 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
34,PT09M26.00S,2022-10-31T01:50:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.356767411300922,54.16666666666667,1610612743,3,8,2022-10-31T01:50:15Z,340000,-21.0,7.0,1,left,N. Jokic cutting Layup (2 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,2.2,Made,,,,,2.0,J. Murray,1627750.0,1.0,,,,,,,,
36,PT09M13.00S,2022-10-31T01:50:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.82194480946123,48.529411764705884,1610612747,3,8,2022-10-31T01:50:27Z,360000,-7.0,15.0,1,right,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,1.67,Missed,,,,,,,,,,,,,,,,
37,PT09M11.00S,2022-10-31T01:50:24.5Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,3,8,2022-10-31T01:50:38Z,370000,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,
38,PT09M11.00S,2022-10-31T01:50:25.5Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,94.40999984741211,50.0,1610612747,5,8,2022-10-31T01:50:30Z,380000,0.0,0.0,1,right,A. Davis tip DUNK (5 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,5.0,,,,,,,,,,,
39,PT09M05.00S,2022-10-31T01:50:31.4Z,1,REGULAR,3pt,Jump Shot,[],203932,32.11235216819975,37.5,1610612743,5,11,2022-10-31T01:50:36Z,390000,62.0,249.0,1,left,A. Gordon 25' 3PT pullup (3 PTS),[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,25.71,Made,,,,,3.0,,,,,,,,,,,
42,PT08M44.00S,2022-10-31T01:50:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,94.40999984741211,50.0,1610612747,5,11,2022-10-31T01:54:19Z,420000,0.0,0.0,1,right,MISS L. Walker IV Layup,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
43,PT08M43.00S,2022-10-31T01:50:53.3Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,5,11,2022-10-31T01:50:57Z,430000,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,
44,PT08M41.00S,2022-10-31T01:50:55.6Z,1,REGULAR,3pt,Jump Shot,[],1629008,30.404073587385014,32.1078431372549,1610612743,5,11,2022-10-31T01:53:29Z,440000,89.0,233.0,1,left,MISS M. Porter Jr. 24' running pullup 3PT,[1629008],1610612743.0,DEN,running pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,24.99,Missed,,,,,,,,,,,,,,,,
45,PT08M41.00S,2022-10-31T01:50:55.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,5,11,2022-10-31T01:51:02Z,450000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,
46,PT08M31.00S,2022-10-31T01:51:05.7Z,1,REGULAR,2pt,Jump Shot,[],203076,88.74835742444152,28.92156862745098,1610612747,7,11,2022-10-31T01:54:01Z,460000,-105.0,53.0,1,right,A. Davis 11' step back Jump Shot (7 PTS) (L. James 2 AST),"[203076, 2544]",1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,11.81,Made,,,,,7.0,L. James,2544.0,2.0,,,,,,,,
48,PT08M16.00S,2022-10-31T01:51:19.7Z,1,REGULAR,3pt,Jump Shot,[],203999,28.038764783180028,76.47058823529412,1610612743,7,11,2022-10-31T01:51:24Z,480000,-132.0,211.0,1,left,MISS N. Jokic 24' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,24.92,Missed,,,,,,,,,,,,,,,,
49,PT08M13.00S,2022-10-31T01:51:22.7Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,7,11,2022-10-31T01:51:24Z,490000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,
50,PT08M09.00S,2022-10-31T01:51:27.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,92.82194480946123,47.05882352941176,1610612747,7,11,2022-10-31T01:51:39Z,500000,-15.0,15.0,1,right,MISS L. James running alley-oop Layup,[2544],1610612747.0,LAL,running alley-oop,,,James,L. James,,,,,Restricted Area,0-8 Center,,,2.1,Missed,,,,,,,,,,,,,,,,
51,PT08M07.00S,2022-10-31T01:51:29.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,7,11,2022-10-31T01:51:39Z,510000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,
52,PT08M01.00S,2022-10-31T01:51:36.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.093955321944804,47.79411764705882,1610612743,7,13,2022-10-31T01:51:42Z,520000,11.0,5.0,1,left,J. Murray driving Layup (2 PTS) (K. Caldwell-Pope 1 AST),"[1627750, 203484]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,1.2,Made,,,,,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,
54,PT07M40.00S,2022-10-31T01:51:57.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",1628972,92.82194480946123,55.3921568627451,1610612747,9,13,2022-10-31T01:55:34Z,540000,27.0,15.0,1,right,T. Brown Jr. driving bank Hook (2 PTS),[1628972],1610612747.0,LAL,driving bank,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,3.09,Made,,,,,2.0,,,,,,,,,,,
55,PT07M40.00S,2022-10-31T01:52:01.3Z,1,REGULAR,violation,defensive goaltending,[],203932,,,1610612747,9,13,2022-10-31T01:52:13Z,550000,,,0,,A. Gordon defensive goaltending VIOLATION,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,202027.0,,,,,,,,,,,,,,,,,,,
56,PT07M23.00S,2022-10-31T01:52:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.933639947437584,50.98039215686275,1610612743,9,15,2022-10-31T01:52:25Z,560000,-5.0,22.0,1,left,N. Jokic Layup (4 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,2.26,Made,,,,,4.0,,,,,,,,,,,
57,PT07M10.00S,2022-10-31T01:52:34.1Z,1,REGULAR,2pt,Jump Shot,[],203076,76.65900131406045,55.88235294117647,1610612747,11,15,2022-10-31T01:52:38Z,570000,29.0,167.0,1,right,A. Davis 16' pullup Jump Shot (9 PTS),[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,,,16.95,Made,,,,,9.0,,,,,,,,,,,
58,PT06M56.00S,2022-10-31T01:52:48.8Z,1,REGULAR,3pt,Jump Shot,[],1627750,29.878449408672807,72.54901960784314,1610612743,11,15,2022-10-31T01:57:05Z,580000,-113.0,228.0,1,left,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,25.47,Missed,,,,,,,,,,,,,,,,
59,PT06M53.00S,2022-10-31T01:52:51.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,11,15,2022-10-31T01:53:01Z,590000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,58.0,,,,,,,,,,,,,,,
61,PT06M53.00S,2022-10-31T01:53:08.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,11,15,2022-10-31T01:53:08Z,610000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M53.00S,2022-10-31T01:55:37.5Z,1,REGULAR,substitution,out,[],201976,,,1610612747,11,15,2022-10-31T01:55:50Z,620000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M53.00S,2022-10-31T01:55:37.5Z,1,REGULAR,substitution,out,[],203076,,,1610612747,11,15,2022-10-31T01:55:50Z,630000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2022-10-31T01:55:37.5Z,1,REGULAR,substitution,out,[],1629022,,,1610612747,11,15,2022-10-31T01:55:50Z,640000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2022-10-31T01:55:37.5Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,11,15,2022-10-31T01:55:50Z,650000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M53.00S,2022-10-31T01:55:37.5Z,1,REGULAR,substitution,in,[],1627745,,,1610612747,11,15,2022-10-31T01:55:50Z,660000,,,0,,SUB in: D. Jones,[1627745],1610612747.0,LAL,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M53.00S,2022-10-31T01:55:37.5Z,1,REGULAR,substitution,in,[],201566,,,1610612747,11,15,2022-10-31T01:55:50Z,670000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M41.00S,2022-10-31T01:56:09.6Z,1,REGULAR,3pt,Jump Shot,[],1628972,67.32917214191853,60.78431372549019,1610612747,11,15,2022-10-31T01:56:13Z,680000,54.0,255.0,1,right,MISS T. Brown Jr. 26' 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,26.02,Missed,,,,,,,,,,,,,,,,
69,PT06M41.00S,2022-10-31T01:56:09.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,11,15,2022-10-31T01:56:13Z,690000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,68.0,,,,,,,,,,,,,,,
70,PT06M31.00S,2022-10-31T01:56:30.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,12.927069645203687,61.029411764705884,1610612743,11,15,2022-10-31T02:03:40Z,700000,-55.0,69.0,1,left,MISS J. Murray 8' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,8.83,Missed,,,,,,,,,,,,,,,,
71,PT06M27.00S,2022-10-31T01:56:34.2Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,11,15,2022-10-31T02:03:40Z,710000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,
72,PT06M23.00S,2022-10-31T01:56:38.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628972,92.42772667542707,52.69607843137255,1610612747,13,15,2022-10-31T01:56:44Z,720000,13.0,19.0,1,right,T. Brown Jr. running Layup (4 PTS),[1628972],1610612747.0,LAL,running,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,2.31,Made,,,,,4.0,,,,,,,,,,,
73,PT06M08.00S,2022-10-31T01:56:51.9Z,1,REGULAR,3pt,Jump Shot,[],203999,31.718134034165573,39.4607843137255,1610612743,13,18,2022-10-31T02:00:39Z,730000,53.0,246.0,1,left,N. Jokic 25' 3PT pullup (7 PTS) (K. Caldwell-Pope 2 AST),"[203999, 203484]",1610612743.0,DEN,pullup,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,25.13,Made,,,,,7.0,K. Caldwell-Pope,203484.0,2.0,,,,,,,,
75,PT05M56.00S,2022-10-31T01:57:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.55913272010513,48.28431372549019,1610612747,13,18,2022-10-31T01:57:09Z,750000,-9.0,17.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,1.94,Missed,,,,,,,,,,,,,,,,
76,PT05M56.00S,2022-10-31T01:57:05.6Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,13,18,2022-10-31T01:57:05Z,760000,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,75.0,1.0,0.0,1.0,,,,,,,,,,,,
77,PT05M56.00S,2022-10-31T01:57:06.7Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612747,13,18,2022-10-31T01:57:12Z,770000,,,0,,A. Gordon shooting personal FOUL (1 PF) (Westbrook 2 FT),"[203932, 201566]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1628951.0,,,,,,,,,,,,,,1.0,0.0,Westbrook,201566.0,,
79,PT05M56.00S,2022-10-31T01:57:32.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201566,,,1610612747,14,18,2022-10-31T01:57:32Z,790000,,,0,,R. Westbrook Free Throw 1 of 2 (1 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
80,PT05M56.00S,2022-10-31T01:57:32.7Z,1,REGULAR,substitution,out,[],1629008,,,1610612747,14,18,2022-10-31T01:57:41Z,800000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M56.00S,2022-10-31T01:57:32.7Z,1,REGULAR,substitution,in,[],1631128,,,1610612747,14,18,2022-10-31T01:57:41Z,810000,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M56.00S,2022-10-31T01:57:57.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201566,,,1610612747,15,18,2022-10-31T01:57:57Z,820000,,,0,,R. Westbrook Free Throw 2 of 2 (2 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
83,PT05M41.00S,2022-10-31T01:58:07.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,7.013797634691201,51.470588235294116,1610612743,15,20,2022-10-31T02:01:30Z,830000,-7.0,13.0,1,left,A. Gordon DUNK (5 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,1.53,Made,,,,,5.0,N. Jokic,203999.0,3.0,,,,,,,,
85,PT05M29.00S,2022-10-31T01:58:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,91.37647831800263,48.0392156862745,1610612747,15,20,2022-10-31T02:02:17Z,850000,-10.0,29.0,1,right,MISS D. Jones Layup - blocked,"[1627745, 203932]",1610612747.0,LAL,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,3.02,Missed,,,,,,,,,Gordon,203932.0,,,,,,
86,PT05M29.00S,2022-10-31T01:58:18.7Z,1,REGULAR,block,,[],203932,,,1610612747,15,20,2022-10-31T01:58:21Z,860000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M26.00S,2022-10-31T01:58:21.7Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,15,20,2022-10-31T01:58:24Z,870000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,
