actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-26T03:40:51.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-26T03:40:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-26T03:40:55.0Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2023-01-26T03:40:55Z,40000,False,,,0,,Jump Ball T. Bryant vs. J. Poeltl: Tip to L. James,"[2544, 1628418, 1627751]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Bryant,1628418.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-01-26T03:41:09.5Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612747,0,0,2023-01-26T03:41:14Z,70000,False,,,0,,D. Schroder bad pass TURNOVER (1 TO),"[203471, 1628966]",1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,1.0,Bates-Diop,1628966.0,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2023-01-26T03:41:09.5Z,1,REGULAR,steal,,[],1628966,,,1610612759,0,0,2023-01-26T03:41:11Z,80000,False,,,0,,K. Bates-Diop STEAL (1 STL),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M17.00S,2023-01-26T03:41:32.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627751,8.459264126149804,56.127450980392155,1610612759,0,0,2023-01-26T03:41:37Z,90000,False,-31.0,27.0,1,left,MISS J. Poeltl bank Hook,[1627751],1610612759.0,SAS,bank,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,4.08,Missed,,,,,,,,,,,,,,,
10,PT11M15.00S,2023-01-26T03:41:34.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,0,2023-01-26T03:41:34Z,100000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M10.00S,2023-01-26T03:41:40.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628418,91.37647831800263,44.607843137254896,1610612747,0,0,2023-01-26T03:44:45Z,110000,False,-27.0,29.0,1,right,MISS T. Bryant running Layup,[1628418],1610612747.0,LAL,running,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,3.93,Missed,,,,,,,,,,,,,,,
12,PT11M07.00S,2023-01-26T03:41:43.5Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,0,0,2023-01-26T03:41:46Z,120000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M58.00S,2023-01-26T03:41:51.4Z,1,REGULAR,3pt,Jump Shot,[],1631110,27.250328515111704,79.90196078431373,1610612759,0,3,2023-01-26T03:41:56Z,130000,False,-150.0,204.0,1,left,J. Sochan 25' 3PT  (3 PTS) (T. Jones 1 AST),"[1631110, 1630200]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,25.27,Made,,,,,3.0,T. Jones,1630200.0,1.0,,,,,,,
15,PT10M47.00S,2023-01-26T03:42:06.6Z,1,REGULAR,foul,personal,['2freethrow'],1628966,,,1610612747,0,3,2023-01-26T03:42:13Z,150000,False,,,0,,K. Bates-Diop shooting personal FOUL (1 PF) (Beverley 2 FT),"[1628966, 201976]",1610612759.0,SAS,shooting,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1626300.0,1.0,0.0,Beverley,201976.0,,
