actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-04T03:40:56.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-04T03:40:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-04T03:40:58.3Z,1,REGULAR,jumpball,recovered,[],203471,,,1610612747,0,0,2023-03-04T03:40:58Z,40000,False,,,0,,Jump Ball A. Davis vs. R. Gobert: Tip to D. Schroder,"[203471, 203076, 203497]",1610612747.0,LAL,startperiod,D. Schroder,203471.0,Schroder,D. Schroder,Davis,203076.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2023-03-04T03:41:06.2Z,1,REGULAR,turnover,bad pass,[],1627736,,,1610612747,0,0,2023-03-04T03:41:11Z,70000,False,,,0,,M. Beasley bad pass TURNOVER (1 TO),"[1627736, 1630162]",1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,1.0,Edwards,1630162.0,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2023-03-04T03:41:06.2Z,1,REGULAR,steal,,[],1630162,,,1610612750,0,0,2023-03-04T03:41:07Z,80000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
9,PT11M46.00S,2023-03-04T03:41:08.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,5.305519053876466,48.774509803921575,1610612750,0,2,2023-03-04T03:41:14Z,90000,False,6.0,-3.0,1,left,A. Edwards running DUNK (2 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,0.66,Made,2.0,,,,,,,,,,,,,,
10,PT11M21.00S,2023-03-04T03:41:33.4Z,1,REGULAR,3pt,Jump Shot,[],1628972,74.1622864651774,88.72549019607843,1610612747,3,2,2023-03-04T03:41:38Z,100000,False,194.0,190.0,1,right,T. Brown Jr. 27' 3PT  (3 PTS) (A. Davis 1 AST),"[1628972, 203076]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,27.15,Made,3.0,A. Davis,203076.0,1.0,,,,,,,,,,,
12,PT11M02.00S,2023-03-04T03:41:52.6Z,1,REGULAR,turnover,lost ball,[],201144,,,1610612750,3,2,2023-03-04T03:41:58Z,120000,False,,,0,,M. Conley lost ball TURNOVER (1 TO),"[201144, 203471]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,1.0,Schroder,203471.0,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2023-03-04T03:41:52.6Z,1,REGULAR,steal,,[],203471,,,1610612747,3,2,2023-03-04T03:41:54Z,130000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
14,PT11M00.00S,2023-03-04T03:41:56.5Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,3,2,2023-03-04T03:42:47Z,140000,False,,,0,,A. Davis bad pass out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,bad pass,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,2003.0,,,,,,,,,,
16,PT10M47.00S,2023-03-04T03:42:20.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201144,9.904730617608408,50.0,1610612750,3,2,2023-03-04T03:43:52Z,160000,False,0.0,41.0,1,left,MISS M. Conley driving floating Shot - blocked,"[201144, 203076]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,4.06,Missed,,,,,,Davis,203076.0,,,,,,,,
