actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
82,PT04M12.00S,2023-01-07T03:54:21.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,24,17,2023-01-07T03:54:22Z,820000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,
83,PT04M07.00S,2023-01-07T03:54:26.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,89.53679369250986,53.431372549019606,1610612747,26,17,2023-01-07T03:55:04Z,830000,False,17.0,46.0,1,right,L. James running Layup (5 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,running,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,5.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
85,PT03M57.00S,2023-01-07T03:54:39.4Z,1,REGULAR,foul,personal,['2freethrow'],201566,,,1610612737,26,17,2023-01-07T03:54:46Z,850000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Hunter 2 FT),"[201566, 1629631]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2530.0,,1.0,0.0,Hunter,1629631.0,,
87,PT03M57.00S,2023-01-07T03:55:08.8Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,26,18,2023-01-07T03:55:08Z,870000,False,,,0,,D. Hunter Free Throw 1 of 2 (3 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
88,PT03M57.00S,2023-01-07T03:55:09.6Z,1,REGULAR,substitution,out,[],2544,,,1610612737,26,18,2023-01-07T03:55:29Z,880000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M57.00S,2023-01-07T03:55:09.6Z,1,REGULAR,substitution,out,[],201976,,,1610612737,26,18,2023-01-07T03:55:29Z,890000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M57.00S,2023-01-07T03:55:09.6Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,26,18,2023-01-07T03:55:29Z,900000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M57.00S,2023-01-07T03:55:09.6Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,26,18,2023-01-07T03:55:29Z,910000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M57.00S,2023-01-07T03:55:09.6Z,1,REGULAR,substitution,in,[],1629117,,,1610612737,26,18,2023-01-07T03:55:29Z,920000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M57.00S,2023-01-07T03:55:09.6Z,1,REGULAR,substitution,in,[],1629134,,,1610612737,26,18,2023-01-07T03:55:29Z,930000,False,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M57.00S,2023-01-07T03:55:09.6Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,26,18,2023-01-07T03:55:29Z,940000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M57.00S,2023-01-07T03:55:09.6Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,26,18,2023-01-07T03:55:29Z,950000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M57.00S,2023-01-07T03:55:38.7Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,26,19,2023-01-07T03:55:38Z,960000,False,,,0,,D. Hunter Free Throw 2 of 2 (4 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
97,PT03M46.00S,2023-01-07T03:55:51.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,91.37647831800263,50.98039215686275,1610612747,26,19,2023-01-07T03:56:13Z,970000,False,5.0,29.0,1,right,MISS T. Bryant cutting Layup - blocked,"[1628418, 1630168]",1610612747.0,LAL,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,Okongwu,1630168.0,,,,,,,,,,,,
98,PT03M46.00S,2023-01-07T03:55:51.9Z,1,REGULAR,block,,[],1630168,,,1610612747,26,19,2023-01-07T03:55:55Z,980000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
99,PT03M46.00S,2023-01-07T03:55:51.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,26,19,2023-01-07T03:55:57Z,990000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,97.0,,,,,,,,,,,
101,PT03M40.00S,2023-01-07T03:56:24.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,90.45663600525624,46.32352941176471,1610612747,28,19,2023-01-07T03:56:30Z,1010000,False,-18.0,37.0,1,right,R. Westbrook driving Layup (4 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,4.15,Made,4.0,,,,,,,,,,,,,,,,,
102,PT03M30.00S,2023-01-07T03:56:34.9Z,1,REGULAR,3pt,Jump Shot,[],203992,25.016425755584763,15.196078431372555,1610612737,28,19,2023-01-07T03:56:38Z,1020000,False,174.0,183.0,1,left,MISS B. Bogdanovic 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
103,PT03M28.00S,2023-01-07T03:56:36.9Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612747,28,19,2023-01-07T03:56:38Z,1030000,False,,,0,,T. Bryant REBOUND (Off:0 Def:3),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,102.0,3.0,3.0,0.0,,,,,,,,
104,PT03M15.00S,2023-01-07T03:56:52.1Z,1,REGULAR,foul,personal,['2freethrow'],203992,,,1610612747,28,19,2023-01-07T03:57:06Z,1040000,False,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Schroder 2 FT),"[203992, 203471]",1610612737.0,ATL,shooting,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Schroder,203471.0,,
106,PT03M15.00S,2023-01-07T03:57:22.1Z,1,REGULAR,freethrow,1 of 2,[],203471,,,1610612747,28,19,2023-01-07T03:57:22Z,1060000,False,,,0,,MISS D. Schroder Free Throw 1 of 2,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2023-01-07T03:57:22.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,28,19,2023-01-07T03:57:22Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,
108,PT03M15.00S,2023-01-07T03:57:22.8Z,1,REGULAR,substitution,out,[],1628418,,,1610612747,28,19,2023-01-07T03:57:35Z,1080000,False,,,0,,SUB out: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2023-01-07T03:57:22.8Z,1,REGULAR,substitution,out,[],1629631,,,1610612747,28,19,2023-01-07T03:57:35Z,1090000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M15.00S,2023-01-07T03:57:22.8Z,1,REGULAR,substitution,out,[],1630168,,,1610612747,28,19,2023-01-07T03:57:35Z,1100000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M15.00S,2023-01-07T03:57:22.8Z,1,REGULAR,substitution,in,[],1628425,,,1610612747,28,19,2023-01-07T03:57:35Z,1110000,False,,,0,,SUB in: S. Brown,[1628425],1610612747.0,LAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M15.00S,2023-01-07T03:57:22.8Z,1,REGULAR,substitution,in,[],1630552,,,1610612747,28,19,2023-01-07T03:57:35Z,1120000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M15.00S,2023-01-07T03:57:22.8Z,1,REGULAR,substitution,in,[],1628381,,,1610612747,28,19,2023-01-07T03:57:35Z,1130000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M15.00S,2023-01-07T03:57:45.7Z,1,REGULAR,freethrow,2 of 2,[],203471,,,1610612747,29,19,2023-01-07T03:57:45Z,1140000,False,,,0,,D. Schroder Free Throw 2 of 2 (9 PTS),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
115,PT03M07.00S,2023-01-07T03:58:01.5Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612737,29,19,2023-01-07T03:58:07Z,1150000,False,,,0,,D. Schroder shooting personal FOUL (2 PF) (Young 2 FT),"[203471, 1629027]",1610612747.0,LAL,shooting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2530.0,,2.0,0.0,Young,1629027.0,,
117,PT03M07.00S,2023-01-07T03:58:21.4Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,29,20,2023-01-07T03:58:21Z,1170000,False,,,0,,T. Young Free Throw 1 of 2 (1 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
118,PT03M07.00S,2023-01-07T03:58:25.5Z,1,REGULAR,substitution,out,[],203471,,,1610612737,29,20,2023-01-07T03:58:31Z,1180000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M07.00S,2023-01-07T03:58:25.5Z,1,REGULAR,substitution,in,[],1631108,,,1610612737,29,20,2023-01-07T03:58:31Z,1190000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M07.00S,2023-01-07T03:58:38.3Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,29,21,2023-01-07T03:58:38Z,1200000,False,,,0,,T. Young Free Throw 2 of 2 (2 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2023-01-07T03:58:53.4Z,1,REGULAR,3pt,Jump Shot,[],1628425,70.22010512483574,76.7156862745098,1610612747,29,21,2023-01-07T03:59:00Z,1210000,False,134.0,227.0,1,right,MISS S. Brown 26' 3PT,[1628425],1610612747.0,LAL,,,,Brown,S. Brown,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
122,PT02M50.00S,2023-01-07T03:58:57.0Z,1,REGULAR,rebound,defensive,[],1631100,,,1610612737,29,21,2023-01-07T03:58:57Z,1220000,False,,,0,,A. Griffin REBOUND (Off:0 Def:1),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,
123,PT02M46.00S,2023-01-07T03:59:01.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629027,10.036136662286467,47.549019607843135,1610612737,29,21,2023-01-07T03:59:13Z,1230000,False,12.0,42.0,1,left,MISS T. Young running Layup,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
124,PT02M45.00S,2023-01-07T03:59:02.3Z,1,REGULAR,rebound,defensive,[],1629117,,,1610612747,29,21,2023-01-07T03:59:13Z,1240000,False,,,0,,W. Gabriel REBOUND (Off:0 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,
125,PT02M36.00S,2023-01-07T03:59:10.8Z,1,REGULAR,3pt,Jump Shot,[],1629134,89.79960578186596,4.166666666666657,1610612747,29,21,2023-01-07T03:59:17Z,1250000,False,-229.0,43.0,1,right,MISS K. Nunn step back 3PT,[1629134],1610612747.0,LAL,step back,,,Nunn,K. Nunn,,,,,Left Corner 3,24+ Left,23.33,Missed,,,,,,,,,,,,,,,,,,
126,PT02M35.00S,2023-01-07T03:59:11.8Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,29,21,2023-01-07T03:59:17Z,1260000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Left Corner 3,24+ Left,,,,,,,,,125.0,2.0,1.0,1.0,,,,,,,,
127,PT02M33.00S,2023-01-07T03:59:14.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629117,93.2161629434954,50.0,1610612747,31,21,2023-01-07T03:59:20Z,1270000,False,0.0,11.0,1,right,W. Gabriel putback Layup (2 PTS),[1629117],1610612747.0,LAL,putback,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,,,,,,,,,,,,,,,,,
128,PT02M20.00S,2023-01-07T03:59:27.6Z,1,REGULAR,turnover,lost ball,[],1629027,,,1610612737,31,21,2023-01-07T03:59:33Z,1280000,False,,,0,,T. Young lost ball TURNOVER (2 TO),"[1629027, 1629134]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2.0,,,,,Nunn,1629134.0
129,PT02M20.00S,2023-01-07T03:59:27.6Z,1,REGULAR,steal,,[],1629134,,,1610612747,31,21,2023-01-07T03:59:29Z,1290000,False,,,0,,K. Nunn STEAL (1 STL),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
130,PT02M16.00S,2023-01-07T03:59:33.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629134,93.08475689881735,49.754901960784316,1610612747,33,21,2023-01-07T03:59:54Z,1300000,False,-1.0,13.0,1,right,K. Nunn running Layup (2 PTS) (S. Brown 1 AST),"[1629134, 1628425]",1610612747.0,LAL,running,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,1.26,Made,2.0,S. Brown,1628425.0,1.0,,,,,,,,,,,,,,
131,PT02M16.00S,2023-01-07T03:59:39.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,33,21,2023-01-07T03:59:39Z,1310000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M59.00S,2023-01-07T04:02:42.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628381,10.430354796320628,52.69607843137255,1610612737,33,21,2023-01-07T04:02:46Z,1320000,False,-13.0,46.0,1,left,MISS J. Collins Hook,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,4.75,Missed,,,,,,,,,,,,,,,,,,
134,PT01M57.00S,2023-01-07T04:02:44.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,33,21,2023-01-07T04:02:46Z,1330000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,133.0,2.0,2.0,0.0,,,,,,,,
135,PT01M53.00S,2023-01-07T04:02:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.42772667542707,53.67647058823529,1610612747,33,21,2023-01-07T04:02:58Z,1340000,False,18.0,19.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1628381]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,Collins,1628381.0,,,,,,,,,,,,
136,PT01M53.00S,2023-01-07T04:02:49.4Z,1,REGULAR,block,,[],1628381,,,1610612747,33,21,2023-01-07T04:02:52Z,1350000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT01M53.00S,2023-01-07T04:02:49.4Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,33,21,2023-01-07T04:02:58Z,1360000,False,,,0,,W. Gabriel REBOUND (Off:2 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,,,135.0,3.0,1.0,2.0,,,,,,,,
138,PT01M53.00S,2023-01-07T04:02:56.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629117,94.40999984741211,50.0,1610612747,35,21,2023-01-07T04:03:01Z,1370000,False,0.0,0.0,1,right,W. Gabriel tip Layup (4 PTS),[1629117],1610612747.0,LAL,tip,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
139,PT01M53.00S,2023-01-07T04:02:57.7Z,1,REGULAR,foul,personal,['1freethrow'],1631100,,,1610612747,35,21,2023-01-07T04:03:04Z,1380000,False,,,0,,A. Griffin shooting personal FOUL (1 PF) (Gabriel 1 FT),"[1631100, 1629117]",1610612737.0,ATL,shooting,,,Griffin,A. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2530.0,,1.0,0.0,Gabriel,1629117.0,,
141,PT01M53.00S,2023-01-07T04:03:16.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629117,,,1610612747,35,21,2023-01-07T04:03:19Z,1400000,False,,,0,,MISS W. Gabriel Free Throw 1 of 1,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M50.00S,2023-01-07T04:03:19.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,35,21,2023-01-07T04:03:19Z,1410000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,
143,PT01M41.00S,2023-01-07T04:03:25.6Z,1,REGULAR,3pt,Jump Shot,[],1630552,25.410643889618925,85.29411764705883,1610612737,35,24,2023-01-07T04:03:32Z,1420000,False,-176.0,186.0,1,left,J. Johnson 25' 3PT  (3 PTS) (T. Young 1 AST),"[1630552, 1629027]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,25.67,Made,3.0,T. Young,1629027.0,1.0,,,,,,,,,,,,,,
145,PT01M22.00S,2023-01-07T04:03:45.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,80.73258869908015,38.48039215686274,1610612747,35,24,2023-01-07T04:03:49Z,1440000,False,-58.0,129.0,1,right,MISS M. Christie 14' fadeaway Shot,[1631108],1610612747.0,LAL,fadeaway,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,14.09,Missed,,,,,,,,,,,,,,,,,,
146,PT01M20.00S,2023-01-07T04:03:47.2Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,35,24,2023-01-07T04:03:49Z,1450000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,145.0,2.0,2.0,0.0,,,,,,,,
147,PT01M14.00S,2023-01-07T04:03:52.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,23.96517739816032,87.74509803921569,1610612737,35,24,2023-01-07T04:04:00Z,1460000,False,-189.0,173.0,1,left,MISS T. Young 25' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
148,PT01M13.00S,2023-01-07T04:03:59.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,35,24,2023-01-07T04:03:59Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,147.0,,,,,,,,,,,
150,PT01M08.00S,2023-01-07T04:04:24.7Z,1,REGULAR,foul,personal,['2freethrow'],1628425,,,1610612737,35,24,2023-01-07T04:04:37Z,1490000,False,,,0,,S. Brown shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1628425, 203992]",1610612747.0,LAL,shooting,,,Brown,S. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2530.0,,1.0,0.0,Bogdanovic,203992.0,,
152,PT01M08.00S,2023-01-07T04:04:46.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203992,,,1610612737,35,25,2023-01-07T04:04:46Z,1510000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
153,PT01M08.00S,2023-01-07T04:04:55.6Z,1,REGULAR,substitution,out,[],1628425,,,1610612737,35,25,2023-01-07T04:04:59Z,1520000,False,,,0,,SUB out: S. Brown,[1628425],1610612747.0,LAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M08.00S,2023-01-07T04:04:55.6Z,1,REGULAR,substitution,in,[],2544,,,1610612737,35,25,2023-01-07T04:04:59Z,1530000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M08.00S,2023-01-07T04:05:16.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203992,,,1610612737,35,26,2023-01-07T04:05:16Z,1540000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
156,PT00M48.60S,2023-01-07T04:05:39.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630552,,,1610612747,35,26,2023-01-07T04:05:46Z,1550000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1630552, 201566]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Westbrook,201566.0,,
158,PT00M48.60S,2023-01-07T04:06:01.9Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,36,26,2023-01-07T04:06:01Z,1570000,False,,,0,,R. Westbrook Free Throw 1 of 2 (5 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
159,PT00M48.60S,2023-01-07T04:06:15.7Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,37,26,2023-01-07T04:06:15Z,1580000,False,,,0,,R. Westbrook Free Throw 2 of 2 (6 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
160,PT00M32.50S,2023-01-07T04:06:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,11.875821287779246,56.61764705882353,1610612737,37,28,2023-01-07T04:06:38Z,1590000,False,-33.0,59.0,1,left,T. Young 6' driving floating Jump Shot (4 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.77,Made,4.0,,,,,,,,,,,,,,,,,
161,PT00M12.20S,2023-01-07T04:06:54.8Z,1,REGULAR,3pt,Jump Shot,[],2544,70.61432325886992,19.85294117647058,1610612747,37,28,2023-01-07T04:06:59Z,1600000,False,-151.0,224.0,1,right,MISS L. James 26' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
162,PT00M09.60S,2023-01-07T04:06:57.4Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,37,28,2023-01-07T04:06:57Z,1610000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,
163,PT00M01.50S,2023-01-07T04:07:07.1Z,1,REGULAR,2pt,Jump Shot,[],1629027,14.50394218134035,71.81372549019608,1610612737,37,28,2023-01-07T04:08:16Z,1620000,False,-109.0,84.0,1,left,MISS T. Young 13' pullup Shot - blocked,"[1629027, 201566]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,8-16 Left,13.76,Missed,,,,,Westbrook,201566.0,,,,,,,,,,,,
164,PT00M01.50S,2023-01-07T04:07:07.1Z,1,REGULAR,block,,[],201566,,,1610612737,37,28,2023-01-07T04:07:09Z,1630000,False,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
165,PT00M00.10S,2023-01-07T04:07:08.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,37,28,2023-01-07T04:07:43Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,163.0,,,,,,,,,,,
