actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-23T02:16:31.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-23T02:16:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-23T02:16:34.1Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2023-03-23T02:16:34Z,40000,False,,,0,,Jump Ball B. Biyombo vs. A. Davis: Tip to C. Paul,"[101108, 202687, 203076]",1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Biyombo,202687.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-03-23T02:16:51.9Z,1,REGULAR,3pt,Jump Shot,[],1629006,92.42772667542707,5.14705882352942,1610612756,0,0,2023-03-23T02:16:56Z,70000,False,-224.0,19.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,22.51,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-03-23T02:16:54.9Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,0,0,2023-03-23T02:16:56Z,80000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Left Corner 3,24+ Left,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-03-23T02:17:01.5Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,0,0,2023-03-23T02:17:05Z,90000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 203076]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Davis,203076.0,,,,,,,,,,,
10,PT11M29.00S,2023-03-23T02:17:01.5Z,1,REGULAR,steal,,[],203076,,,1610612747,0,0,2023-03-23T02:17:03Z,100000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
11,PT11M25.00S,2023-03-23T02:17:07.2Z,1,REGULAR,foul,personal,['2freethrow'],202687,,,1610612747,0,0,2023-03-23T02:17:23Z,110000,False,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Vanderbilt 2 FT),"[202687, 1629020]",1610612756.0,PHX,shooting,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,1162.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,
13,PT11M25.00S,2023-03-23T02:17:30.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629020,,,1610612747,1,0,2023-03-23T02:18:18Z,130000,False,,,0,,J. Vanderbilt Free Throw 1 of 2 (1 PTS),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
14,PT11M25.00S,2023-03-23T02:17:30.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629020,,,1610612747,2,0,2023-03-23T02:18:18Z,140000,False,,,0,,J. Vanderbilt Free Throw 2 of 2 (2 PTS),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
15,PT11M11.00S,2023-03-23T02:17:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.52102496714849,60.78431372549019,1610612756,2,2,2023-03-23T02:18:05Z,150000,False,54.0,121.0,1,right,D. Booker 13' step back Jump Shot (2 PTS) (C. Paul 1 AST),"[1626164, 101108]",1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,13.26,Made,,,,,,,,,,,,,2.0,C. Paul,101108.0,1.0,,
17,PT10M49.00S,2023-03-23T02:18:19.1Z,1,REGULAR,3pt,Jump Shot,[],1626156,27.644546649145866,86.76470588235294,1610612747,2,2,2023-03-23T02:19:15Z,170000,False,-184.0,207.0,1,left,MISS D. Russell 27' pullup 3PT,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,27.71,Missed,,,,,,,,,,,,,,,,,,
18,PT10M47.00S,2023-03-23T02:18:21.1Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,2,2,2023-03-23T02:18:24Z,180000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M36.00S,2023-03-23T02:18:33.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,81.91524310118265,58.82352941176471,1610612756,2,2,2023-03-23T02:18:37Z,190000,False,44.0,117.0,1,right,MISS C. Paul 12' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,12.55,Missed,,,,,,,,,,,,,,,,,,
20,PT10M33.00S,2023-03-23T02:18:36.5Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,2,2,2023-03-23T02:18:37Z,200000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M22.00S,2023-03-23T02:18:47.0Z,1,REGULAR,3pt,Jump Shot,[],1628972,28.038764783180028,83.08823529411765,1610612747,2,2,2023-03-23T02:18:51Z,210000,False,-165.0,211.0,1,left,MISS T. Brown Jr. 26' 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,26.82,Missed,,,,,,,,,,,,,,,,,,
22,PT10M18.00S,2023-03-23T02:18:51.0Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,2,2,2023-03-23T02:18:51Z,220000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,21.0,3.0,2.0,1.0,,,,,,,,,,,,,,
24,PT09M54.00S,2023-03-23T02:19:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,84.80617608409987,34.55882352941177,1610612756,2,2,2023-03-23T02:19:36Z,240000,False,-77.0,90.0,1,right,MISS T. Craig 11' driving floating Shot,[1628470],1610612756.0,PHX,driving floating,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Left,11.88,Missed,,,,,,,,,,,,,,,,,,
25,PT09M50.00S,2023-03-23T02:19:35.5Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,2,2,2023-03-23T02:19:35Z,250000,False,,,0,,B. Biyombo REBOUND (Off:2 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Left,,,24.0,4.0,2.0,2.0,,,,,,,,,,,,,,
26,PT09M50.00S,2023-03-23T02:19:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,94.40999984741211,50.0,1610612756,2,4,2023-03-23T02:19:35Z,260000,False,0.0,0.0,1,right,B. Biyombo tip Layup (2 PTS),[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,2.0,,,,,
27,PT09M48.00S,2023-03-23T02:19:45.4Z,1,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612747,2,4,2023-03-23T02:19:50Z,270000,False,,,0,,D. Russell lost ball out-of-bounds TURNOVER (1 TO),[1626156],1610612747.0,LAL,lost ball,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,1162.0,,,,,,,,,,
28,PT09M41.00S,2023-03-23T02:19:55.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,94.92444152431011,4.411764705882348,1610612756,2,7,2023-03-23T02:20:02Z,280000,False,-228.0,-5.0,1,right,T. Craig 3PT  (3 PTS) (C. Paul 2 AST),"[1628470, 101108]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,,,,,,,,,3.0,C. Paul,101108.0,2.0,,
30,PT09M23.00S,2023-03-23T02:20:12.2Z,1,REGULAR,2pt,Jump Shot,[],203076,23.4395532194481,43.872549019607845,1610612747,2,7,2023-03-23T02:20:16Z,300000,False,31.0,168.0,1,left,MISS A. Davis 17' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,17.06,Missed,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2023-03-23T02:20:14.2Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,2,7,2023-03-23T02:20:16Z,310000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M14.00S,2023-03-23T02:20:24.2Z,1,REGULAR,foul,offensive,[],1628470,,,1610612756,2,7,2023-03-23T02:20:31Z,320000,False,,,0,,T. Craig offensive FOUL (1 PF),"[1628470, 1629020]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,,,,201245.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,
34,PT09M14.00S,2023-03-23T02:20:24.2Z,1,REGULAR,turnover,offensive foul,[],1628470,,,1610612756,2,7,2023-03-23T02:20:24Z,340000,False,,,0,,T. Craig offensive foul TURNOVER (1 TO),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Center,,,,,,,1.0,,,201245.0,,,,,,,,,,
35,PT09M00.00S,2023-03-23T02:20:54.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,18.31471747700394,42.15686274509803,1610612747,4,7,2023-03-23T02:21:50Z,350000,False,39.0,120.0,1,left,A. Davis 12' fadeaway Jump Shot (2 PTS) (D. Russell 1 AST),"[203076, 1626156]",1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,12.6,Made,,,,,,,,,,,,,2.0,D. Russell,1626156.0,1.0,,
37,PT08M51.00S,2023-03-23T02:21:02.7Z,1,REGULAR,3pt,Jump Shot,[],101108,71.00854139290408,73.0392156862745,1610612756,4,10,2023-03-23T02:22:03Z,370000,False,115.0,220.0,1,right,C. Paul 24' 3PT pullup (3 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,24.83,Made,,,,,,,,,,,,,3.0,,,,,
38,PT08M33.00S,2023-03-23T02:21:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,17.789093298291732,41.17647058823529,1610612747,6,10,2023-03-23T02:22:26Z,380000,False,44.0,115.0,1,left,A. Reaves 12' driving floating Jump Shot (2 PTS) (A. Davis 1 AST),"[1630559, 203076]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,12.29,Made,,,,,,,,,,,,,2.0,A. Davis,203076.0,1.0,,
40,PT08M33.00S,2023-03-23T02:21:25.2Z,1,REGULAR,foul,personal,['1freethrow'],101108,,,1610612747,6,10,2023-03-23T02:21:32Z,400000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (Reaves 1 FT),"[101108, 1630559]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,204058.0,1.0,0.0,Reaves,1630559.0,,,,,,
42,PT08M33.00S,2023-03-23T02:21:45.5Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,7,10,2023-03-23T02:21:45Z,420000,False,,,0,,A. Reaves Free Throw 1 of 1 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
43,PT08M23.00S,2023-03-23T02:22:00.1Z,1,REGULAR,foul,offensive,[],202687,,,1610612756,7,10,2023-03-23T02:22:09Z,430000,False,,,0,,B. Biyombo offensive FOUL (2 PF),"[202687, 1629020]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1162.0,2.0,0.0,Vanderbilt,1629020.0,,,,,,
45,PT08M23.00S,2023-03-23T02:22:00.1Z,1,REGULAR,turnover,offensive foul,[],202687,,,1610612756,7,10,2023-03-23T02:22:00Z,450000,False,,,0,,B. Biyombo offensive foul TURNOVER (1 TO),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,1162.0,,,,,,,,,,
46,PT08M23.00S,2023-03-23T02:22:13.8Z,1,REGULAR,substitution,out,[],202687,,,1610612747,7,10,2023-03-23T02:22:17Z,460000,False,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M23.00S,2023-03-23T02:22:13.8Z,1,REGULAR,substitution,in,[],1629111,,,1610612747,7,10,2023-03-23T02:22:17Z,470000,False,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M10.00S,2023-03-23T02:22:45.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630559,20.41721419185282,46.81372549019608,1610612747,9,10,2023-03-23T02:22:50Z,480000,False,16.0,139.0,1,left,A. Reaves 14' turnaround fadeaway Jump Shot (5 PTS) (A. Davis 2 AST),"[1630559, 203076]",1610612747.0,LAL,turnaround fadeaway,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Center,14.03,Made,,,,,,,,,,,,,5.0,A. Davis,203076.0,2.0,,
50,PT07M55.00S,2023-03-23T02:23:01.6Z,1,REGULAR,2pt,Jump Shot,[],1626164,72.9796320630749,54.411764705882355,1610612756,9,12,2023-03-23T02:23:06Z,500000,False,22.0,201.0,1,right,D. Booker 20' pullup Jump Shot (4 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,20.27,Made,,,,,,,,,,,,,4.0,,,,,
51,PT07M41.00S,2023-03-23T02:23:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,8.722076215505908,47.79411764705882,1610612747,11,12,2023-03-23T02:23:21Z,510000,False,11.0,29.0,1,left,A. Davis alley-oop Layup (4 PTS) (D. Russell 2 AST),"[203076, 1626156]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,,,,,,,,,4.0,D. Russell,1626156.0,2.0,,
53,PT07M32.00S,2023-03-23T02:23:25.7Z,1,REGULAR,foul,personal,[],1630559,,,1610612756,11,12,2023-03-23T02:23:34Z,530000,False,,,0,,A. Reaves personal FOUL (1 PF),"[1630559, 101108]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,201245.0,1.0,0.0,Paul,101108.0,,,,,,
