actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
22,PT10M35.00S,2022-11-14T02:43:10.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,2,2,2022-11-14T02:43:21Z,210000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Left Corner 3,24+ Left,,,21.0,,,,,,,,,,,,,,,,,
24,PT10M16.00S,2022-11-14T02:43:46.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,88.87976346911958,48.774509803921575,1610612747,4,2,2022-11-14T02:43:51Z,230000,False,-6.0,52.0,1,right,A. Davis turnaround Hook (2 PTS),[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.24,Made,,,,,,,,,,,,2.0,,,,,,
25,PT10M02.00S,2022-11-14T02:44:05.5Z,1,REGULAR,foul,technical,['1freethrow'],203076,,,1610612751,4,2,2022-11-14T02:44:15Z,240000,False,,,0,,A. Davis defensive-3-second technical FOUL (1 Tech),[203076],1610612747.0,LAL,defensive-3-second,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2714.0,0.0,1.0,,,,,,,,,
26,PT10M02.00S,2022-11-14T02:44:28.2Z,1,REGULAR,freethrow,1 of 1,[],201142,,,1610612751,4,3,2022-11-14T02:44:28Z,250000,False,,,0,,K. Durant technical Free Throw 1 of 1 (1 PTS),[201142],1610612751.0,BKN,technical,,,Durant,K. Durant,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
27,PT09M56.00S,2022-11-14T02:44:52.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,19.8915900131406,90.93137254901961,1610612751,4,3,2022-11-14T02:44:57Z,260000,False,-205.0,134.0,1,left,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,24.49,Missed,,,,,,,,,,,,,,,,,,
28,PT09M52.00S,2022-11-14T02:44:56.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,4,3,2022-11-14T02:44:57Z,270000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,27.0,2.0,1.0,1.0,,,,,,,,,,,,,,
29,PT09M47.00S,2022-11-14T02:45:00.8Z,1,REGULAR,turnover,bad pass,[],201976,,,1610612747,4,3,2022-11-14T02:45:08Z,280000,False,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 1628410]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Sumner,1628410.0
30,PT09M47.00S,2022-11-14T02:45:00.8Z,1,REGULAR,steal,,[],1628410,,,1610612751,4,3,2022-11-14T02:45:03Z,290000,False,,,0,,E. Sumner STEAL (1 STL),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
31,PT09M33.00S,2022-11-14T02:45:15.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628410,6.750985545335084,53.92156862745098,1610612751,4,3,2022-11-14T02:45:19Z,300000,False,-20.0,11.0,1,left,MISS E. Sumner driving Layup,[1628410],1610612751.0,BKN,driving,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
32,PT09M30.00S,2022-11-14T02:45:18.0Z,1,REGULAR,rebound,defensive,[],201976,,,1610612747,4,3,2022-11-14T02:45:19Z,310000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,
33,PT09M18.00S,2022-11-14T02:45:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,94.00459921156373,35.78431372549019,1610612747,4,3,2022-11-14T02:45:36Z,320000,False,-71.0,4.0,1,right,MISS A. Davis 7' driving finger roll Layup,[203076],1610612747.0,LAL,driving finger roll,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,,,,,,,,,,,,,
34,PT09M16.00S,2022-11-14T02:45:31.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,4,3,2022-11-14T02:45:36Z,330000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,33.0,2.0,2.0,0.0,,,,,,,,,,,,,,
35,PT09M14.00S,2022-11-14T02:45:36.6Z,1,REGULAR,foul,offensive,[],1628410,,,1610612751,4,3,2022-11-14T02:45:52Z,340000,False,,,0,,E. Sumner charge offensive FOUL (1 PF),"[1628410, 201976]",1610612751.0,BKN,charge,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2714.0,1.0,0.0,Beverley,201976.0,,,,,,,
37,PT09M14.00S,2022-11-14T02:45:36.6Z,1,REGULAR,turnover,offensive foul,[],1628410,,,1610612751,4,3,2022-11-14T02:45:52Z,360000,False,,,0,,E. Sumner offensive foul TURNOVER (1 TO),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2714.0,,,,,,,,,1.0,,
38,PT08M54.00S,2022-11-14T02:46:15.4Z,1,REGULAR,foul,technical,['1freethrow'],201142,,,1610612747,4,3,2022-11-14T02:46:22Z,370000,False,,,0,,K. Durant defensive-3-second technical FOUL (1 Tech),[201142],1610612751.0,BKN,defensive-3-second,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,2714.0,0.0,1.0,,,,,,,,,
39,PT08M54.00S,2022-11-14T02:46:31.3Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,5,3,2022-11-14T02:46:31Z,380000,False,,,0,,A. Reaves technical Free Throw 1 of 1 (1 PTS),[1630559],1610612747.0,LAL,technical,,,Reaves,A. Reaves,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
40,PT08M45.00S,2022-11-14T02:46:57.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201976,70.22010512483574,25.980392156862735,1610612747,5,3,2022-11-14T02:47:02Z,390000,False,-120.0,227.0,1,right,MISS P. Beverley 25' 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
41,PT08M42.00S,2022-11-14T02:47:00.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,5,3,2022-11-14T02:47:02Z,400000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M33.00S,2022-11-14T02:47:09.1Z,1,REGULAR,3pt,Jump Shot,[],1628410,7.276609724047319,5.392156862745097,1610612751,5,3,2022-11-14T02:47:13Z,410000,False,223.0,16.0,1,left,MISS E. Sumner 3PT,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Right Corner 3,24+ Right,22.36,Missed,,,,,,,,,,,,,,,,,,
43,PT08M31.00S,2022-11-14T02:47:11.1Z,1,REGULAR,rebound,defensive,[],201976,,,1610612747,5,3,2022-11-14T02:47:13Z,420000,False,,,0,,P. Beverley REBOUND (Off:0 Def:2),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Right Corner 3,24+ Right,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M22.00S,2022-11-14T02:47:20.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,87.9599211563732,59.068627450980394,1610612747,7,3,2022-11-14T02:50:00Z,430000,False,45.0,61.0,1,right,A. Davis 7' driving bank Hook (4 PTS),[203076],1610612747.0,LAL,driving bank,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,,,,,,,,,,,,4.0,,,,,,
45,PT08M06.00S,2022-11-14T02:47:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,16.606438896189218,44.36274509803921,1610612751,7,5,2022-11-14T02:47:40Z,440000,False,28.0,104.0,1,left,R. O'Neale 10' driving floating Jump Shot (2 PTS),[1626220],1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,10.74,Made,,,,,,,,,,,,2.0,,,,,,
46,PT07M51.00S,2022-11-14T02:47:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629022,71.13994743758212,76.22549019607843,1610612747,10,5,2022-11-14T02:47:58Z,450000,False,131.0,219.0,1,right,L. Walker IV 25' 3PT  (5 PTS) (P. Beverley 1 AST),"[1629022, 201976]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.51,Made,,,,,,,,,,,,5.0,P. Beverley,201976.0,1.0,,,
48,PT07M37.00S,2022-11-14T02:48:07.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,7.408015768725363,45.58823529411765,1610612751,10,5,2022-11-14T02:48:13Z,470000,False,22.0,17.0,1,left,MISS K. Durant cutting Layup - blocked,"[201142, 201976]",1610612751.0,BKN,cutting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,Beverley,201976.0,,,,,,,,,,,,
49,PT07M37.00S,2022-11-14T02:48:07.2Z,1,REGULAR,block,,[],201976,,,1610612751,10,5,2022-11-14T02:48:09Z,480000,False,,,0,,P. Beverley BLOCK (1 BLK),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M37.00S,2022-11-14T02:48:07.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,10,5,2022-11-14T02:48:13Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,48.0,,,,,,,,,,,,,,,,,
52,PT07M37.00S,2022-11-14T02:48:13.6Z,1,REGULAR,substitution,out,[],1630559,,,1610612751,10,5,2022-11-14T02:48:16Z,510000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M37.00S,2022-11-14T02:48:13.6Z,1,REGULAR,substitution,in,[],201566,,,1610612751,10,5,2022-11-14T02:48:16Z,520000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M33.00S,2022-11-14T02:48:29.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203925,20.285808147174762,41.666666666666664,1610612751,10,5,2022-11-14T02:48:33Z,530000,False,42.0,138.0,1,left,MISS J. Harris 14' pullup Shot,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,In The Paint (Non-RA),8-16 Center,14.44,Missed,,,,,,,,,,,,,,,,,,
55,PT07M31.00S,2022-11-14T02:48:31.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,10,5,2022-11-14T02:48:33Z,540000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,,
56,PT07M18.00S,2022-11-14T02:48:44.6Z,1,REGULAR,3pt,Jump Shot,[],1629022,92.42772667542707,94.36274509803921,1610612747,13,5,2022-11-14T02:48:49Z,550000,False,222.0,19.0,1,right,L. Walker IV 3PT  (8 PTS) (P. Beverley 2 AST),"[1629022, 201976]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,22.26,Made,,,,,,,,,,,,8.0,P. Beverley,201976.0,2.0,,,
58,PT07M03.00S,2022-11-14T02:49:00.0Z,1,REGULAR,3pt,Jump Shot,[],203925,10.036136662286467,94.8529411764706,1610612751,13,8,2022-11-14T02:49:05Z,570000,False,-224.0,42.0,1,left,J. Harris 3PT  (3 PTS) (R. O'Neale 2 AST),"[203925, 1626220]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Left Corner 3,24+ Left,22.82,Made,,,,,,,,,,,,3.0,R. O'Neale,1626220.0,2.0,,,
60,PT06M45.00S,2022-11-14T02:49:19.8Z,1,REGULAR,violation,kicked ball,[],201142,,,1610612747,13,8,2022-11-14T02:49:30Z,590000,False,,,0,,K. Durant kicked ball VIOLATION,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,2714.0,,,,,,,,,,,
61,PT06M45.00S,2022-11-14T02:49:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,13,8,2022-11-14T02:49:28Z,600000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2022-11-14T02:51:54.9Z,1,REGULAR,substitution,out,[],1628410,,,1610612747,13,8,2022-11-14T02:52:29Z,610000,False,,,0,,SUB out: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M45.00S,2022-11-14T02:51:54.9Z,1,REGULAR,substitution,out,[],203925,,,1610612747,13,8,2022-11-14T02:52:29Z,620000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M45.00S,2022-11-14T02:51:54.9Z,1,REGULAR,substitution,in,[],1630560,,,1610612747,13,8,2022-11-14T02:52:29Z,630000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M45.00S,2022-11-14T02:51:54.9Z,1,REGULAR,substitution,in,[],202693,,,1610612747,13,8,2022-11-14T02:52:29Z,640000,False,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M36.00S,2022-11-14T02:52:40.9Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612747,13,8,2022-11-14T02:52:51Z,650000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Davis 2 FT),"[1629651, 203076]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628954.0,1.0,0.0,Davis,203076.0,,,,,,,
68,PT06M36.00S,2022-11-14T02:53:09.1Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,14,8,2022-11-14T02:53:09Z,670000,False,,,0,,A. Davis Free Throw 1 of 2 (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
69,PT06M36.00S,2022-11-14T02:53:27.1Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,15,8,2022-11-14T02:53:27Z,680000,False,,,0,,A. Davis Free Throw 2 of 2 (6 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,,6.0,,,,,,
70,PT06M22.00S,2022-11-14T02:53:45.3Z,1,REGULAR,2pt,Jump Shot,[],201142,12.13863337713535,28.92156862745098,1610612751,15,8,2022-11-14T02:53:48Z,690000,False,105.0,62.0,1,left,MISS K. Durant 12' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,12.21,Missed,,,,,,,,,,,,,,,,,,
71,PT06M20.00S,2022-11-14T02:53:47.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,15,8,2022-11-14T02:53:48Z,700000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT06M16.00S,2022-11-14T02:53:53.0Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,15,8,2022-11-14T02:54:00Z,710000,False,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (1 TO),[201566],1610612747.0,LAL,bad pass,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,1155.0,,,,,,,,,1.0,,
73,PT06M00.00S,2022-11-14T02:54:14.5Z,1,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612751,15,8,2022-11-14T02:54:20Z,720000,False,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Thomas 2 FT),"[1629022, 1630560]",1610612747.0,LAL,shooting,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628954.0,1.0,0.0,Thomas,1630560.0,,,,,,,
75,PT06M00.00S,2022-11-14T02:54:38.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630560,,,1610612751,15,9,2022-11-14T02:54:38Z,740000,False,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
76,PT06M00.00S,2022-11-14T02:54:50.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630560,,,1610612751,15,10,2022-11-14T02:54:50Z,750000,False,,,0,,C. Thomas Free Throw 2 of 2 (2 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
77,PT05M51.00S,2022-11-14T02:54:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.69053876478318,50.73529411764706,1610612747,17,10,2022-11-14T02:55:03Z,760000,False,4.0,16.0,1,right,R. Westbrook driving finger roll Layup (2 PTS),[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,,,2.0,,,,,,
78,PT05M34.00S,2022-11-14T02:55:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,11.48160315374507,38.48039215686274,1610612751,17,12,2022-11-14T02:55:22Z,770000,False,58.0,55.0,1,left,K. Durant 7' pullup Jump Shot (3 PTS) (M. Morris 1 AST),"[201142, 202693]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,7.99,Made,,,,,,,,,,,,3.0,M. Morris,202693.0,1.0,,,
80,PT05M16.00S,2022-11-14T02:55:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,93.47897503285151,53.92156862745098,1610612747,19,12,2022-11-14T02:55:40Z,790000,False,20.0,9.0,1,right,L. Walker IV driving Layup (10 PTS) (R. Westbrook 1 AST),"[1629022, 201566]",1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,2.15,Made,,,,,,,,,,,,10.0,R. Westbrook,201566.0,1.0,,,
82,PT05M16.00S,2022-11-14T02:55:39.0Z,1,REGULAR,foul,personal,['1freethrow'],1629651,,,1610612747,19,12,2022-11-14T02:55:49Z,810000,False,,,0,,N. Claxton shooting personal FOUL (2 PF) (Walker IV 1 FT),"[1629651, 1629022]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,1628954.0,2.0,0.0,Walker IV,1629022.0,,,,,,,
84,PT05M16.00S,2022-11-14T02:56:12.6Z,1,REGULAR,freethrow,1 of 1,[],1629022,,,1610612747,20,12,2022-11-14T02:56:12Z,830000,False,,,0,,L. Walker IV Free Throw 1 of 1 (11 PTS),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,,,,,,,,11.0,,,,,,
85,PT05M03.00S,2022-11-14T02:56:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,6.750985545335084,52.450980392156865,1610612751,20,14,2022-11-14T02:56:34Z,840000,False,-12.0,11.0,1,left,N. Claxton alley-oop Layup (4 PTS) (K. Durant 1 AST),"[1629651, 201142]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.65,Made,,,,,,,,,,,,4.0,K. Durant,201142.0,1.0,,,
