actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
22,PT10M07.00S,2022-12-17T03:12:37.2Z,1,REGULAR,violation,kicked ball,[],203999,,,1610612747,6,8,2022-12-17T03:12:42Z,220000,False,,,0,,N. Jokic kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,
23,PT09M55.00S,2022-12-17T03:13:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.16491458607096,53.67647058823529,1610612747,6,8,2022-12-17T03:13:16Z,230000,False,18.0,21.0,1,right,MISS D. Schroder driving Layup - blocked,"[203471, 203932]",1610612747.0,LAL,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,Gordon,203932.0,,,,
24,PT09M55.00S,2022-12-17T03:13:09.9Z,1,REGULAR,block,,[],203932,,,1610612747,6,8,2022-12-17T03:13:13Z,240000,False,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M55.00S,2022-12-17T03:13:09.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,6,8,2022-12-17T03:13:16Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,23.0,,,,,,,,,,,,,,,,,
26,PT09M51.00S,2022-12-17T03:13:27.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203076,95.58147174770039,89.70588235294117,1610612747,6,8,2022-12-17T03:14:54Z,260000,False,199.0,-11.0,1,right,MISS A. Davis 19' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right,19.88,Missed,,,,,,,,,,,,,,,,,,
27,PT09M48.00S,2022-12-17T03:13:30.1Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,6,8,2022-12-17T03:14:54Z,270000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M44.00S,2022-12-17T03:13:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203932,8.327858081471746,96.32352941176471,1610612743,6,8,2022-12-17T03:13:41Z,280000,False,-232.0,26.0,1,left,MISS A. Gordon running 3PT,[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,23.3,Missed,,,,,,,,,,,,,,,,,,
29,PT09M41.00S,2022-12-17T03:13:37.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,6,8,2022-12-17T03:13:41Z,290000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M36.00S,2022-12-17T03:13:43.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203471,93.61038107752957,1.9607843137254974,1610612747,9,8,2022-12-17T03:13:55Z,300000,False,-240.0,8.0,1,right,D. Schroder 24' 3PT running (5 PTS) (L. James 1 AST),"[203471, 2544]",1610612747.0,LAL,running,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,24.03,Made,,,,,5.0,L. James,2544.0,1.0,,,,,,,,,,
33,PT09M14.00S,2022-12-17T03:14:07.6Z,1,REGULAR,foul,personal,['2freethrow'],2544,,,1610612743,9,8,2022-12-17T03:14:23Z,320000,False,,,0,,L. James shooting personal FOUL (1 PF) (Gordon 2 FT),"[2544, 203932]",1610612747.0,LAL,shooting,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201639.0,,,1.0,0.0,Gordon,203932.0
35,PT09M14.00S,2022-12-17T03:14:34.9Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,9,8,2022-12-17T03:14:35Z,340000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
36,PT09M14.00S,2022-12-17T03:14:34.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,9,8,2022-12-17T03:14:35Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,
37,PT09M14.00S,2022-12-17T03:14:50.6Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,9,9,2022-12-17T03:14:50Z,360000,False,,,0,,A. Gordon Free Throw 2 of 2 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
38,PT08M58.00S,2022-12-17T03:15:07.5Z,1,REGULAR,3pt,Jump Shot,[],201976,72.19119579500656,24.509803921568633,1610612747,9,9,2022-12-17T03:15:13Z,370000,False,-127.0,209.0,1,right,MISS P. Beverley 24' 3PT,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,24.47,Missed,,,,,,,,,,,,,,,,,,
39,PT08M54.00S,2022-12-17T03:15:11.5Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,9,9,2022-12-17T03:15:13Z,380000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
40,PT08M41.00S,2022-12-17T03:15:25.0Z,1,REGULAR,turnover,bad pass,[],1627750,,,1610612743,9,9,2022-12-17T03:15:31Z,390000,False,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 203076]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Center,,,,,,,,,,,2.0,Davis,203076.0,,,,,,,
41,PT08M41.00S,2022-12-17T03:15:25.0Z,1,REGULAR,steal,,[],203076,,,1610612747,9,9,2022-12-17T03:15:27Z,400000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M38.00S,2022-12-17T03:15:28.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203076,92.69053876478318,51.71568627450981,1610612747,11,9,2022-12-17T03:15:44Z,410000,False,9.0,16.0,1,right,A. Davis running Layup (2 PTS) (P. Beverley 1 AST),"[203076, 201976]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.83,Made,,,,,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,
44,PT08M25.00S,2022-12-17T03:15:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,10.693166885676746,44.11764705882353,1610612743,11,9,2022-12-17T03:15:47Z,430000,False,29.0,48.0,1,left,MISS A. Gordon driving Layup - blocked,"[203932, 203076]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,,Davis,203076.0,,,,
45,PT08M25.00S,2022-12-17T03:15:40.3Z,1,REGULAR,block,,[],203076,,,1610612743,11,9,2022-12-17T03:15:43Z,440000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M25.00S,2022-12-17T03:15:40.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,11,9,2022-12-17T03:15:47Z,450000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
47,PT08M20.00S,2022-12-17T03:15:46.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203076,90.32522996057818,49.01960784313726,1610612747,11,9,2022-12-17T03:15:57Z,460000,False,-5.0,38.0,1,right,MISS A. Davis running Layup - blocked,"[203076, 1628971]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.87,Missed,,,,,,,,,,,,,Brown,1628971.0,,,,
48,PT08M20.00S,2022-12-17T03:15:46.4Z,1,REGULAR,block,,[],1628971,,,1610612747,11,9,2022-12-17T03:15:49Z,470000,False,,,0,,B. Brown BLOCK (1 BLK),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT08M20.00S,2022-12-17T03:15:46.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,11,9,2022-12-17T03:15:57Z,480000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,47.0,,,,,,,,,,,,,,,,,
51,PT08M12.00S,2022-12-17T03:16:11.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,71.01470105124835,26.93780637254902,1610612747,14,9,2022-12-17T03:16:18Z,500000,False,-115.0,220.0,1,right,L. Walker IV 24' 3PT  (3 PTS) (A. Davis 1 AST),"[1629022, 203076]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,24.84,Made,,,,,3.0,A. Davis,203076.0,1.0,,,,,,,,,,
53,PT07M57.00S,2022-12-17T03:16:29.1Z,1,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612743,14,9,2022-12-17T03:16:38Z,520000,False,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Jokic 2 FT),"[1629022, 203999]",1610612747.0,LAL,shooting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628951.0,,,1.0,0.0,Jokic,203999.0
55,PT07M57.00S,2022-12-17T03:16:52.6Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,14,10,2022-12-17T03:16:52Z,540000,False,,,0,,N. Jokic Free Throw 1 of 2 (4 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
56,PT07M57.00S,2022-12-17T03:17:17.4Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,14,11,2022-12-17T03:17:17Z,550000,False,,,0,,N. Jokic Free Throw 2 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
57,PT07M36.00S,2022-12-17T03:17:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,92.69053876478318,49.26470588235294,1610612747,16,11,2022-12-17T03:17:43Z,560000,False,-4.0,16.0,1,right,P. Beverley driving Layup (4 PTS) (D. Schroder 2 AST),"[201976, 203471]",1610612747.0,LAL,driving,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,4.0,D. Schroder,203471.0,2.0,,,,,,,,,,
59,PT07M28.00S,2022-12-17T03:17:45.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,9.773324572930349,50.0,1610612743,16,13,2022-12-17T03:17:49Z,580000,False,0.0,39.0,1,left,B. Brown driving finger roll Layup (2 PTS) (N. Jokic 2 AST),"[1628971, 203999]",1610612743.0,DEN,driving finger roll,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,2.0,N. Jokic,203999.0,2.0,,,,,,,,,,
61,PT07M17.00S,2022-12-17T03:17:56.9Z,1,REGULAR,3pt,Jump Shot,[],1629022,72.32260183968462,81.12745098039215,1610612747,16,13,2022-12-17T03:18:02Z,600000,False,156.0,208.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
62,PT07M13.00S,2022-12-17T03:18:00.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,16,13,2022-12-17T03:18:02Z,610000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Right Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT07M11.00S,2022-12-17T03:18:06.3Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612743,16,13,2022-12-17T03:18:21Z,620000,False,,,0,,D. Schroder shooting personal FOUL (1 PF) (Murray 2 FT),"[203471, 1627750]",1610612747.0,LAL,shooting,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,201639.0,,,1.0,0.0,Murray,1627750.0
65,PT07M11.00S,2022-12-17T03:18:27.4Z,1,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,16,14,2022-12-17T03:18:27Z,640000,False,,,0,,J. Murray Free Throw 1 of 2 (1 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
66,PT07M11.00S,2022-12-17T03:18:37.4Z,1,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,16,15,2022-12-17T03:18:37Z,650000,False,,,0,,J. Murray Free Throw 2 of 2 (2 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
67,PT06M59.00S,2022-12-17T03:18:51.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.11366622864652,49.50980392156863,1610612747,18,15,2022-12-17T03:18:57Z,660000,False,-2.0,31.0,1,right,A. Davis reverse Layup (4 PTS) (P. Beverley 2 AST),"[203076, 201976]",1610612747.0,LAL,reverse,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,4.0,P. Beverley,201976.0,2.0,,,,,,,,,,
69,PT06M51.00S,2022-12-17T03:18:59.8Z,1,REGULAR,3pt,Jump Shot,[],203932,33.163600525624176,30.392156862745097,1610612743,18,15,2022-12-17T03:19:05Z,680000,False,98.0,259.0,1,left,MISS A. Gordon 27' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,27.71,Missed,,,,,,,,,,,,,,,,,,
70,PT06M49.00S,2022-12-17T03:19:02.4Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612747,18,15,2022-12-17T03:19:02Z,690000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,69.0,1.0,1.0,0.0,,,,,,,,,,,,,,
71,PT06M38.00S,2022-12-17T03:19:15.1Z,1,REGULAR,turnover,traveling,[],1629022,,,1610612747,18,15,2022-12-17T03:19:21Z,700000,False,,,0,,L. Walker IV traveling TURNOVER (1 TO),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1.0,,,,,,,,,
72,PT06M38.00S,2022-12-17T03:19:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,18,15,2022-12-17T03:19:20Z,710000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M38.00S,2022-12-17T03:22:31.7Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,18,15,2022-12-17T03:22:40Z,720000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M38.00S,2022-12-17T03:22:31.7Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,18,15,2022-12-17T03:22:40Z,730000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M17.00S,2022-12-17T03:23:00.8Z,1,REGULAR,foul,offensive,[],1631128,,,1610612743,18,15,2022-12-17T03:23:34Z,740000,False,,,0,,C. Braun charge offensive FOUL (1 PF),"[1631128, 201976]",1610612743.0,DEN,charge,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Beverley,201976.0
77,PT06M17.00S,2022-12-17T03:23:00.8Z,1,REGULAR,turnover,offensive foul,[],1631128,,,1610612743,18,15,2022-12-17T03:23:14Z,760000,False,,,0,,C. Braun offensive foul TURNOVER (1 TO),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,200833.0,,,,,,
78,PT06M17.00S,2022-12-17T03:23:11.8Z,1,REGULAR,substitution,out,[],203471,,,1610612747,18,15,2022-12-17T03:23:17Z,770000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M17.00S,2022-12-17T03:23:11.8Z,1,REGULAR,substitution,out,[],201976,,,1610612747,18,15,2022-12-17T03:23:17Z,780000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M17.00S,2022-12-17T03:23:11.8Z,1,REGULAR,substitution,in,[],201566,,,1610612747,18,15,2022-12-17T03:23:17Z,790000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M17.00S,2022-12-17T03:23:11.8Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,18,15,2022-12-17T03:23:17Z,800000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M57.00S,2022-12-17T03:23:41.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],2544,96.10709592641261,95.34313725490196,1610612747,18,15,2022-12-17T03:23:46Z,810000,False,227.0,-16.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,22.73,Missed,,,,,,,,,,,,,,,,,,
83,PT05M54.00S,2022-12-17T03:23:44.9Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,18,15,2022-12-17T03:23:44Z,820000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,82.0,1.0,0.0,1.0,,,,,,,,,,,,,,
84,PT05M53.00S,2022-12-17T03:23:46.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",2544,92.55913272010513,50.98039215686275,1610612747,20,15,2022-12-17T03:23:54Z,830000,False,5.0,17.0,1,right,L. James reverse Layup (4 PTS) (R. Westbrook 1 AST),"[2544, 201566]",1610612747.0,LAL,reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,,
86,PT05M36.00S,2022-12-17T03:24:04.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,11.350197109067011,57.35294117647059,1610612743,20,17,2022-12-17T03:24:08Z,850000,False,-37.0,54.0,1,left,N. Jokic 6' Hook (7 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.55,Made,,,,,7.0,,,,,,,,,,,,,
87,PT05M21.00S,2022-12-17T03:24:23.0Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,20,17,2022-12-17T03:24:28Z,860000,False,,,0,,R. Westbrook step out-of-bounds TURNOVER (1 TO),[201566],1610612747.0,LAL,step,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1.0,,,1628951.0,,,,,,
88,PT05M06.00S,2022-12-17T03:24:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,8.196452036793687,50.73529411764706,1610612743,20,19,2022-12-17T03:24:50Z,870000,False,-4.0,25.0,1,left,N. Jokic Layup (9 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,9.0,,,,,,,,,,,,,
89,PT05M06.00S,2022-12-17T03:24:49.2Z,1,REGULAR,foul,personal,['1freethrow'],203076,,,1610612743,20,19,2022-12-17T03:24:54Z,880000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Jokic 1 FT),"[203076, 203999]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,,,1.0,0.0,Jokic,203999.0
