actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-08T03:02:53.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-08T03:02:53Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-08T03:03:15.6Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612763,0,0,2023-03-08T03:03:15Z,40000,False,,,0,,Jump Ball J. Jackson Jr. vs. A. Davis: Tip to T. Jones,"[1626145, 1628991, 203076]",1610612763.0,MEM,startperiod,T. Jones,1626145.0,Jones,T. Jones,Jackson Jr.,1628991.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-08T03:03:28.6Z,1,REGULAR,foul,personal,['2freethrow'],203076,,,1610612763,0,0,2023-03-08T03:03:41Z,70000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[203076, 1628991]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2715.0,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,,,,,,,
9,PT11M45.00S,2023-03-08T03:03:51.6Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,0,1,2023-03-08T03:04:10Z,90000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M45.00S,2023-03-08T03:03:51.6Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,0,1,2023-03-08T03:04:10Z,100000,False,,,0,,MISS J. Jackson Jr. Free Throw 2 of 2,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
11,PT11M41.00S,2023-03-08T03:03:55.6Z,1,REGULAR,rebound,defensive,[],203471,,,1610612747,0,1,2023-03-08T03:04:10Z,110000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,
12,PT11M31.00S,2023-03-08T03:04:17.7Z,1,REGULAR,3pt,Jump Shot,[],1627736,27.250328515111704,81.37254901960785,1610612747,3,1,2023-03-08T03:04:23Z,120000,False,-157.0,204.0,1,left,M. Beasley 25' 3PT  (3 PTS) (D. Schroder 1 AST),"[1627736, 203471]",1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,,25.71,D. Schroder,203471.0,1.0,,,,,
14,PT11M12.00S,2023-03-08T03:04:37.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,80.46977660972405,46.568627450980394,1610612763,3,1,2023-03-08T03:04:50Z,140000,False,-17.0,131.0,1,right,MISS X. Tillman 13' floating Shot,[1630214],1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,13.22,,,,,,,,
15,PT11M08.00S,2023-03-08T03:04:41.5Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612747,3,1,2023-03-08T03:04:50Z,150000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,
16,PT11M01.00S,2023-03-08T03:04:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,14.241130091984232,39.4607843137255,1610612747,3,1,2023-03-08T03:04:53Z,160000,False,53.0,81.0,1,left,MISS M. Beasley 9' floating Shot,[1627736],1610612747.0,LAL,floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,9.7,,,,,,,,
17,PT11M01.00S,2023-03-08T03:04:48.7Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,3,1,2023-03-08T03:04:53Z,170000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,
18,PT10M52.00S,2023-03-08T03:04:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,89.4053876478318,51.22549019607843,1610612763,3,3,2023-03-08T03:05:03Z,180000,False,6.0,47.0,1,right,T. Jones driving floating Jump Shot (2 PTS),[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,,4.75,,,,,,,,
19,PT10M29.00S,2023-03-08T03:05:20.5Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,3,3,2023-03-08T03:05:25Z,190000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1630214]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Tillman,1630214.0,,
20,PT10M29.00S,2023-03-08T03:05:20.5Z,1,REGULAR,steal,,[],1630214,,,1610612763,3,3,2023-03-08T03:05:23Z,200000,False,,,0,,X. Tillman STEAL (1 STL),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M21.00S,2023-03-08T03:05:28.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,85.20039421813404,96.81372549019608,1610612763,3,6,2023-03-08T03:05:33Z,210000,False,234.0,87.0,1,right,D. Brooks 24' 3PT  (3 PTS) (T. Jones 1 AST),"[1628415, 1626145]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,,,,,24.96,T. Jones,1626145.0,1.0,,,,,
23,PT10M06.00S,2023-03-08T03:05:42.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,8.459264126149804,49.26470588235294,1610612747,5,6,2023-03-08T03:05:46Z,230000,False,4.0,27.0,1,left,J. Vanderbilt cutting DUNK (2 PTS) (D. Schroder 2 AST),"[1629020, 203471]",1610612747.0,LAL,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.73,D. Schroder,203471.0,2.0,,,,,
25,PT09M51.00S,2023-03-08T03:05:58.3Z,1,REGULAR,2pt,Jump Shot,[],1628415,81.7838370565046,70.58823529411765,1610612763,5,6,2023-03-08T03:06:04Z,250000,False,103.0,119.0,1,right,MISS D. Brooks 15' turnaround Shot,[1628415],1610612763.0,MEM,turnaround,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,,15.71,,,,,,,,
