actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-19T02:40:46.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-19T02:40:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-19T02:40:48.6Z,1,REGULAR,jumpball,recovered,[],1628420,,,1610612764,0,0,2022-12-19T02:40:48Z,40000,False,,,0,,Jump Ball K. Porzingis vs. T. Bryant: Tip to M. Morris,"[1628420, 204001, 1628418]",1610612764.0,WAS,startperiod,M. Morris,1628420.0,Morris,M. Morris,Porzingis,204001.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-12-19T02:41:02.9Z,1,REGULAR,3pt,Jump Shot,[],204001,66.93495400788436,59.80392156862745,1610612764,0,0,2022-12-19T02:41:08Z,70000,False,49.0,258.0,1,right,MISS K. Porzingis 26' step back 3PT,[204001],1610612764.0,WAS,step back,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,26.29,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2022-12-19T02:41:07.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,0,2022-12-19T02:41:08Z,80000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2022-12-19T02:41:18.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,13.584099868593952,50.245098039215684,1610612747,2,0,2022-12-19T02:41:22Z,90000,False,-1.0,75.0,1,left,D. Schroder 7' driving floating Jump Shot (2 PTS),[203471],1610612747.0,LAL,driving floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M09.00S,2022-12-19T02:41:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,88.35413929040736,58.82352941176471,1610612764,2,0,2022-12-19T02:41:56Z,100000,False,44.0,57.0,1,right,MISS D. Avdija 7' driving floating Shot,[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,7.21,Missed,,,,,,,,,,,,,,,,,,
11,PT11M08.00S,2022-12-19T02:41:37.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,2,0,2022-12-19T02:41:43Z,110000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,10.0,,,,,,,,,,,,,,,,,
13,PT10M54.00S,2022-12-19T02:42:00.3Z,1,REGULAR,3pt,Jump Shot,[],2544,31.192509855453352,66.66666666666667,1610612747,2,0,2022-12-19T02:42:06Z,130000,False,-83.0,241.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
14,PT10M51.00S,2022-12-19T02:42:03.3Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,2,0,2022-12-19T02:42:06Z,140000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M35.00S,2022-12-19T02:42:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,91.37647831800263,52.69607843137255,1610612764,2,2,2022-12-19T02:42:23Z,150000,False,13.0,29.0,1,right,B. Beal driving Layup (2 PTS) (K. Porzingis 1 AST),"[203078, 204001]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,2.0,K. Porzingis,204001.0,1.0,,,,,,,,,,
