actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
28,PT09M41.00S,2022-11-06T20:44:31.4Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,9,2,2022-11-06T20:44:32Z,280000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Center,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,
29,PT09M33.00S,2022-11-06T20:44:39.1Z,1,REGULAR,3pt,Jump Shot,[],1629022,90.71944809461235,96.07843137254902,1610612747,9,2,2022-11-06T20:44:43Z,290000,230.0,35.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,23.3,Missed,,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2022-11-06T20:44:44.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,9,2,2022-11-06T20:44:43Z,300000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,
31,PT09M21.00S,2022-11-06T20:44:52.9Z,1,REGULAR,foul,personal,['2freethrow'],1629022,,,1610612739,9,2,2022-11-06T20:44:59Z,310000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Mitchell 2 FT),"[1629022, 1628378]",1610612747.0,LAL,shooting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202037.0,1.0,0.0,Mitchell,1628378.0,,,,,
33,PT09M21.00S,2022-11-06T20:45:22.8Z,1,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,9,3,2022-11-06T20:45:22Z,330000,,,0,,D. Mitchell Free Throw 1 of 2 (3 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
34,PT09M21.00S,2022-11-06T20:45:41.5Z,1,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,9,4,2022-11-06T20:45:41Z,340000,,,0,,D. Mitchell Free Throw 2 of 2 (4 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2022-11-06T20:46:00.1Z,1,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612747,9,4,2022-11-06T20:46:07Z,350000,,,0,,J. Allen shooting personal FOUL (1 PF) (Davis 2 FT),"[1628386, 203076]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202037.0,1.0,0.0,Davis,203076.0,,,,,
37,PT09M05.00S,2022-11-06T20:46:30.9Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,9,4,2022-11-06T20:46:30Z,370000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT09M05.00S,2022-11-06T20:46:30.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,9,4,2022-11-06T20:46:30Z,380000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,
39,PT09M05.00S,2022-11-06T20:46:47.4Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,10,4,2022-11-06T20:46:47Z,390000,,,0,,A. Davis Free Throw 2 of 2 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
40,PT08M49.00S,2022-11-06T20:47:03.5Z,1,REGULAR,3pt,Jump Shot,[],1627747,24.359395532194483,14.215686274509807,1610612739,10,4,2022-11-06T20:47:08Z,400000,179.0,176.0,1,left,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
41,PT08M48.00S,2022-11-06T20:47:04.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,10,4,2022-11-06T20:47:08Z,410000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,40.0,,,,,,,,,,,,,
43,PT08M35.00S,2022-11-06T20:47:23.9Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,10,4,2022-11-06T20:47:27Z,430000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628386]",1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Allen,1628386.0,,
44,PT08M35.00S,2022-11-06T20:47:23.9Z,1,REGULAR,steal,,[],1628386,,,1610612739,10,4,2022-11-06T20:47:26Z,440000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
45,PT08M29.00S,2022-11-06T20:47:29.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629636,33.295006570302235,58.088235294117645,1610612739,10,4,2022-11-06T20:47:37Z,450000,-40.0,260.0,1,left,MISS D. Garland 26' running 3PT,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,26.36,Missed,,,,,,,,,,,,,,,,,,
46,PT08M26.00S,2022-11-06T20:47:33.9Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,10,4,2022-11-06T20:47:33Z,460000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,,45.0,3.0,2.0,1.0,,,,,,,,,,
47,PT08M25.00S,2022-11-06T20:47:34.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,33.03219448094612,48.529411764705884,1610612739,10,7,2022-11-06T20:47:39Z,470000,7.0,258.0,1,left,D. Garland 25' 3PT  (3 PTS) (E. Mobley 1 AST),"[1629636, 1630596]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.81,Made,3.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
49,PT08M05.00S,2022-11-06T20:47:54.8Z,1,REGULAR,3pt,Jump Shot,[],1628972,75.08212877792378,13.480392156862735,1610612747,10,7,2022-11-06T20:47:58Z,490000,-183.0,182.0,1,right,MISS T. Brown Jr. 25' 3PT,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2022-11-06T20:47:57.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,10,7,2022-11-06T20:47:58Z,500000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,
51,PT07M59.00S,2022-11-06T20:48:02.4Z,1,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612739,10,7,2022-11-06T20:48:07Z,510000,,,0,,C. LeVert lost ball out-of-bounds TURNOVER (1 TO),[1627747],1610612739.0,CLE,lost ball,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,202037.0,,,,,1.0,,,,
52,PT07M59.00S,2022-11-06T20:48:09.6Z,1,REGULAR,substitution,out,[],1629134,,,1610612747,10,7,2022-11-06T20:48:13Z,520000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M59.00S,2022-11-06T20:48:09.6Z,1,REGULAR,substitution,in,[],201566,,,1610612747,10,7,2022-11-06T20:48:13Z,530000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M47.00S,2022-11-06T20:48:34.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629022,75.34494086727989,87.74509803921569,1610612747,10,7,2022-11-06T20:48:39Z,540000,189.0,179.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
55,PT07M42.00S,2022-11-06T20:48:38.7Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,10,7,2022-11-06T20:48:38Z,550000,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,54.0,2.0,1.0,1.0,,,,,,,,,,
56,PT07M42.00S,2022-11-06T20:48:38.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203076,94.40999984741211,50.0,1610612747,12,7,2022-11-06T20:48:38Z,560000,0.0,0.0,1,right,A. Davis tip Layup (5 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
57,PT07M34.00S,2022-11-06T20:48:48.1Z,1,REGULAR,turnover,lost ball,[],1629636,,,1610612739,12,7,2022-11-06T20:48:51Z,570000,,,0,,D. Garland lost ball TURNOVER (1 TO),"[1629636, 201566]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0,,
58,PT07M34.00S,2022-11-06T20:48:48.1Z,1,REGULAR,steal,,[],201566,,,1610612747,12,7,2022-11-06T20:48:49Z,580000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M23.00S,2022-11-06T20:48:58.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,91.77069645203679,51.96078431372549,1610612747,12,7,2022-11-06T20:49:53Z,590000,10.0,25.0,1,right,MISS A. Davis fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.68,Missed,,,,,,,,,,,,,,,,,,
60,PT07M22.00S,2022-11-06T20:48:59.1Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,12,7,2022-11-06T20:49:53Z,600000,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,59.0,1.0,0.0,1.0,,,,,,,,,,
61,PT07M22.00S,2022-11-06T20:49:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201566,94.40999984741211,50.0,1610612747,14,7,2022-11-06T20:49:00Z,610000,0.0,0.0,1,right,R. Westbrook tip Layup (2 PTS),[201566],1610612747.0,LAL,tip,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
62,PT07M22.00S,2022-11-06T20:49:05.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,14,7,2022-11-06T20:49:05Z,620000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M22.00S,2022-11-06T20:51:41.4Z,1,REGULAR,substitution,out,[],1629022,,,1610612739,14,7,2022-11-06T20:51:54Z,630000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M22.00S,2022-11-06T20:51:41.4Z,1,REGULAR,substitution,in,[],1630559,,,1610612739,14,7,2022-11-06T20:51:54Z,640000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M03.00S,2022-11-06T20:52:19.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,6.225361366622863,36.51960784313726,1610612739,14,7,2022-11-06T20:52:25Z,660000,67.0,6.0,1,left,MISS E. Mobley 6' turnaround fadeaway Shot,[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,6.77,Missed,,,,,,,,,,,,,,,,,,
67,PT06M59.00S,2022-11-06T20:52:23.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,14,7,2022-11-06T20:52:25Z,670000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,66.0,2.0,1.0,1.0,,,,,,,,,,
68,PT06M41.00S,2022-11-06T20:52:42.5Z,1,REGULAR,3pt,Jump Shot,[],201566,78.49868593955321,9.313725490196077,1610612747,17,7,2022-11-06T20:52:48Z,680000,-203.0,150.0,1,right,R. Westbrook 25' 3PT  (5 PTS) (A. Davis 1 AST),"[201566, 203076]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,25.25,Made,5.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
70,PT06M29.00S,2022-11-06T20:52:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,8.065045992115643,50.98039215686275,1610612739,17,9,2022-11-06T20:52:59Z,700000,-5.0,23.0,1,left,C. LeVert driving finger roll Layup (2 PTS) (D. Garland 1 AST),"[1627747, 1629636]",1610612739.0,CLE,driving finger roll,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2.38,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
72,PT06M04.00S,2022-11-06T20:53:18.7Z,1,REGULAR,2pt,Jump Shot,[],2544,86.38304862023654,83.57843137254902,1610612747,17,9,2022-11-06T20:53:24Z,720000,168.0,75.0,1,right,MISS L. James 18' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,Mid-Range,16-24 Right,18.41,Missed,,,,,,,,,,,,,,,,,,
73,PT06M02.00S,2022-11-06T20:53:20.7Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612739,17,9,2022-11-06T20:53:24Z,730000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,
74,PT05M55.00S,2022-11-06T20:53:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,9.379106438896187,49.26470588235294,1610612739,17,9,2022-11-06T20:53:35Z,740000,4.0,36.0,1,left,MISS J. Allen driving Layup - blocked,"[1628386, 203076]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,Davis,203076.0
76,PT05M55.00S,2022-11-06T20:53:28.6Z,1,REGULAR,block,,[],203076,,,1610612739,17,9,2022-11-06T20:53:35Z,745000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT05M52.00S,2022-11-06T20:53:31.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,17,9,2022-11-06T20:53:35Z,750000,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,
77,PT05M45.00S,2022-11-06T20:53:38.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,92.55913272010513,50.0,1610612747,19,9,2022-11-06T20:53:49Z,760000,0.0,17.0,1,right,L. James running reverse Layup (6 PTS) (A. Davis 2 AST),"[2544, 203076]",1610612747.0,LAL,running reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,1.74,Made,6.0,A. Davis,203076.0,2.0,,,,,,,,,,,,,,
79,PT05M44.00S,2022-11-06T20:53:44.1Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,19,9,2022-11-06T20:53:52Z,780000,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 201566]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0,,
80,PT05M44.00S,2022-11-06T20:53:44.1Z,1,REGULAR,steal,,[],201566,,,1610612747,19,9,2022-11-06T20:53:46Z,790000,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT05M44.00S,2022-11-06T20:53:48.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,91.90210249671485,50.245098039215684,1610612747,21,9,2022-11-06T20:53:55Z,800000,1.0,24.0,1,right,A. Davis cutting Layup (7 PTS) (R. Westbrook 1 AST),"[203076, 201566]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.36,Made,7.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
82,PT05M44.00S,2022-11-06T20:53:51.3Z,1,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612747,21,9,2022-11-06T20:53:57Z,810000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Davis 1 FT),"[1630596, 203076]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202053.0,1.0,0.0,Davis,203076.0,,,,,
