actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT10M19.00S,2022-11-03T02:43:04.5Z,1,REGULAR,2pt,Jump Shot,[],202685,78.76149802890933,52.69607843137255,1610612740,2,2,2022-11-03T02:43:08Z,170000,13.0,147.0,1,right,MISS J. Valanciunas 14' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Center,14.77,Missed,,,,,,,,,,,,,,,,,,
18,PT10M16.00S,2022-11-03T02:43:07.5Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,2,2,2022-11-03T02:43:08Z,180000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,8-16 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M04.00S,2022-11-03T02:43:19.1Z,1,REGULAR,3pt,Jump Shot,[],2544,32.90078843626807,57.1078431372549,1610612747,2,2,2022-11-03T02:43:23Z,190000,-36.0,257.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
20,PT10M02.00S,2022-11-03T02:43:21.1Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,2,2,2022-11-03T02:43:23Z,200000,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT09M42.00S,2022-11-03T02:43:41.7Z,1,REGULAR,3pt,Jump Shot,[],203468,71.40275952693824,79.90196078431373,1610612740,2,2,2022-11-03T02:43:47Z,210000,150.0,216.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.29,Missed,,,,,,,,,,,,,,,,,,
22,PT09M38.00S,2022-11-03T02:43:45.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,2,2,2022-11-03T02:43:47Z,220000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,21.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT09M29.00S,2022-11-03T02:43:54.5Z,1,REGULAR,3pt,Jump Shot,[],1629022,8.590670170827863,96.56862745098039,1610612747,2,2,2022-11-03T02:43:59Z,230000,-233.0,28.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
24,PT09M27.00S,2022-11-03T02:43:56.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,2,2,2022-11-03T02:43:56Z,240000,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,23.0,1.0,0.0,1.0,,,,,,,,,,,,,,
25,PT09M24.00S,2022-11-03T02:43:59.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,7.013797634691201,48.529411764705884,1610612747,2,2,2022-11-03T02:44:04Z,250000,7.0,13.0,1,left,MISS A. Davis Layup,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
26,PT09M20.00S,2022-11-03T02:44:03.0Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,2,2,2022-11-03T02:44:03Z,260000,,,0,,A. Davis REBOUND (Off:2 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,25.0,2.0,0.0,2.0,,,,,,,,,,,,,,
27,PT09M20.00S,2022-11-03T02:44:03.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,2,2,2022-11-03T02:46:44Z,270000,0.0,0.0,1,left,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
28,PT09M19.00S,2022-11-03T02:44:04.0Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,2,2,2022-11-03T02:46:44Z,280000,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M15.00S,2022-11-03T02:44:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.11366622864652,47.549019607843135,1610612740,2,4,2022-11-03T02:44:16Z,290000,-12.0,31.0,1,right,Z. Williamson driving Layup (4 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,4.0,,,,,,,,,,,,,
30,PT09M09.00S,2022-11-03T02:44:15.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203076,8.459264126149804,50.73529411764706,1610612747,4,4,2022-11-03T02:50:57Z,300000,-4.0,27.0,1,left,A. Davis running DUNK (2 PTS) (P. Beverley 1 AST),"[203076, 201976]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.73,Made,,,,,2.0,P. Beverley,201976.0,1.0,,,,,,,,,,
32,PT08M54.00S,2022-11-03T02:44:29.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,80.07555847568989,37.99019607843137,1610612740,4,4,2022-11-03T02:44:33Z,320000,-60.0,135.0,1,right,MISS C. McCollum 14' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,14.76,Missed,,,,,,,,,,,,,,,,,,
33,PT08M52.00S,2022-11-03T02:44:31.7Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,4,4,2022-11-03T02:44:33Z,330000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,,,
34,PT08M41.00S,2022-11-03T02:44:43.1Z,1,REGULAR,2pt,Jump Shot,[],203076,20.68002628120894,37.99019607843137,1610612747,4,4,2022-11-03T02:44:49Z,340000,60.0,142.0,1,left,MISS A. Davis 15' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,15.41,Missed,,,,,,,,,,,,,,,,,,
35,PT08M35.00S,2022-11-03T02:44:49.1Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,4,4,2022-11-03T02:44:49Z,350000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,8-16 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M27.00S,2022-11-03T02:44:58.8Z,1,REGULAR,foul,personal,[],1628972,,,1610612740,4,4,2022-11-03T02:45:05Z,360000,,,0,,T. Brown Jr. personal FOUL (1 PF),"[1628972, 202685]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1201.0,1.0,0.0,Valanciunas,202685.0,,,,,
38,PT08M22.00S,2022-11-03T02:45:22.1Z,1,REGULAR,3pt,Jump Shot,[],1629627,70.61432325886992,80.88235294117646,1610612740,4,4,2022-11-03T02:45:27Z,380000,154.0,224.0,1,right,MISS Z. Williamson 27' 3PT,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
39,PT08M18.00S,2022-11-03T02:45:26.1Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,4,4,2022-11-03T02:45:27Z,390000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,38.0,3.0,3.0,0.0,,,,,,,,,,,,,,
40,PT08M01.00S,2022-11-03T02:45:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.013797634691201,48.774509803921575,1610612747,6,4,2022-11-03T02:45:47Z,400000,6.0,13.0,1,left,L. James driving Layup (2 PTS) (A. Davis 1 AST),"[2544, 203076]",1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,A. Davis,203076.0,1.0,,,,,,,,,,
42,PT07M48.00S,2022-11-03T02:45:55.5Z,1,REGULAR,3pt,Jump Shot,[],1630530,88.35413929040736,96.56862745098039,1610612740,6,4,2022-11-03T02:46:00Z,420000,233.0,57.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
43,PT07M45.00S,2022-11-03T02:45:58.5Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,6,4,2022-11-03T02:46:00Z,430000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Right Corner 3,24+ Right,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,
44,PT07M45.00S,2022-11-03T02:45:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,6,4,2022-11-03T02:45:59Z,440000,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
45,PT07M44.00S,2022-11-03T02:45:59.8Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,6,4,2022-11-03T02:45:59Z,450000,,,0,,J. Valanciunas REBOUND (Off:2 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,,,44.0,3.0,1.0,2.0,,,,,,,,,,,,,,
46,PT07M43.00S,2022-11-03T02:46:00.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202685,92.82194480946123,51.470588235294116,1610612740,6,6,2022-11-03T02:46:08Z,460000,7.0,15.0,1,right,J. Valanciunas putback DUNK (2 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,2.0,,,,,,,,,,,,,
47,PT07M40.00S,2022-11-03T02:46:06.3Z,1,REGULAR,foul,personal,['2freethrow'],203468,,,1610612747,6,6,2022-11-03T02:46:12Z,470000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Walker IV 2 FT),"[203468, 1629022]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1201.0,1.0,0.0,Walker IV,1629022.0,,,,,
49,PT07M40.00S,2022-11-03T02:46:38.7Z,1,REGULAR,freethrow,1 of 2,[],1629022,,,1610612747,6,6,2022-11-03T02:46:38Z,490000,,,0,,MISS L. Walker IV Free Throw 1 of 2,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2022-11-03T02:46:38.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,6,6,2022-11-03T02:46:38Z,500000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
51,PT07M40.00S,2022-11-03T02:46:39.5Z,1,REGULAR,substitution,out,[],1628972,,,1610612747,6,6,2022-11-03T02:46:42Z,510000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M40.00S,2022-11-03T02:46:39.5Z,1,REGULAR,substitution,in,[],201566,,,1610612747,6,6,2022-11-03T02:46:42Z,520000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M40.00S,2022-11-03T02:46:51.9Z,1,REGULAR,freethrow,2 of 2,[],1629022,,,1610612747,7,6,2022-11-03T02:46:51Z,530000,,,0,,L. Walker IV Free Throw 2 of 2 (1 PTS),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
54,PT07M30.00S,2022-11-03T02:47:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.93101182654402,50.49019607843137,1610612740,7,6,2022-11-03T02:47:09Z,540000,2.0,42.0,1,right,MISS C. McCollum driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
55,PT07M26.00S,2022-11-03T02:47:05.4Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,7,6,2022-11-03T02:47:05Z,550000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M17.00S,2022-11-03T02:47:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201976,8.984888304862025,49.754901960784316,1610612747,7,6,2022-11-03T02:47:19Z,560000,1.0,32.0,1,left,MISS P. Beverley cutting Layup - blocked,"[201976, 1630230]",1610612747.0,LAL,cutting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,3.2,Missed,,,,,,,,,,,,,,Marshall,1630230.0,,,
57,PT07M17.00S,2022-11-03T02:47:15.2Z,1,REGULAR,block,,[],1630230,,,1610612747,7,6,2022-11-03T02:47:18Z,570000,,,0,,N. Marshall BLOCK (1 BLK),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M14.00S,2022-11-03T02:47:18.2Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612740,7,6,2022-11-03T02:47:19Z,580000,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT07M08.00S,2022-11-03T02:47:24.3Z,1,REGULAR,3pt,Jump Shot,[],1630530,88.74835742444152,98.2843137254902,1610612740,7,6,2022-11-03T02:47:29Z,590000,241.0,53.0,1,right,MISS T. Murphy III 24' 3PT - blocked,"[1630530, 1629022]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,24.72,Missed,,,,,,,,,,,,,,Walker IV,1629022.0,,,
60,PT07M08.00S,2022-11-03T02:47:24.3Z,1,REGULAR,block,,[],1629022,,,1610612740,7,6,2022-11-03T02:47:27Z,600000,,,0,,L. Walker IV BLOCK (1 BLK),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
61,PT07M04.00S,2022-11-03T02:47:28.3Z,1,REGULAR,rebound,offensive,[],1630530,,,1610612740,7,6,2022-11-03T02:47:28Z,610000,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,,,59.0,2.0,1.0,1.0,,,,,,,,,,,,,,
62,PT06M59.00S,2022-11-03T02:47:33.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202685,76.7904073587385,62.745098039215684,1610612740,7,8,2022-11-03T02:47:38Z,620000,64.0,166.0,1,right,J. Valanciunas 17' Jump Shot (4 PTS) (N. Marshall 1 AST),"[202685, 1630230]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Right Center,17.75,Made,,,,,4.0,N. Marshall,1630230.0,1.0,,,,,,,,,,
64,PT06M44.00S,2022-11-03T02:47:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.670827858081481,50.0,1610612747,9,8,2022-11-03T02:47:51Z,640000,0.0,20.0,1,left,R. Westbrook driving Layup (2 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,2.0,,,,,,,,,,,,,
65,PT06M38.00S,2022-11-03T02:47:53.9Z,1,REGULAR,2pt,Jump Shot,[],203468,84.67477003942182,30.14705882352942,1610612740,9,10,2022-11-03T02:57:32Z,650000,-99.0,92.0,1,right,C. McCollum 13' running pullup Jump Shot (2 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,13.51,Made,,,,,2.0,,,,,,,,,,,,,
66,PT06M32.00S,2022-11-03T02:48:04.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,9,10,2022-11-03T02:48:04Z,660000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M32.00S,2022-11-03T02:50:51.0Z,1,REGULAR,substitution,out,[],2544,,,1610612747,9,10,2022-11-03T02:51:06Z,670000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M32.00S,2022-11-03T02:50:51.0Z,1,REGULAR,substitution,out,[],201976,,,1610612747,9,10,2022-11-03T02:51:06Z,680000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M32.00S,2022-11-03T02:50:51.0Z,1,REGULAR,substitution,in,[],1628972,,,1610612747,9,10,2022-11-03T02:51:06Z,690000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M32.00S,2022-11-03T02:50:51.0Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,9,10,2022-11-03T02:51:06Z,700000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M14.00S,2022-11-03T02:51:14.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,30.929697766097235,78.67647058823529,1610612747,12,10,2022-11-03T02:51:19Z,710000,-143.0,238.0,1,left,L. Walker IV 27' 3PT  (4 PTS) (R. Westbrook 1 AST),"[1629022, 201566]",1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Left Center,27.8,Made,,,,,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,,
73,PT05M57.00S,2022-11-03T02:51:31.2Z,1,REGULAR,3pt,Jump Shot,[],203468,68.64323258869908,69.11764705882354,1610612740,12,10,2022-11-03T02:51:35Z,730000,96.0,242.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
74,PT05M55.00S,2022-11-03T02:51:33.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,12,10,2022-11-03T02:51:35Z,740000,,,0,,A. Davis REBOUND (Off:2 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,73.0,3.0,1.0,2.0,,,,,,,,,,,,,,
75,PT05M39.00S,2022-11-03T02:51:50.4Z,1,REGULAR,2pt,Jump Shot,[],203076,24.490801576872528,65.68627450980392,1610612747,12,10,2022-11-03T02:51:54Z,750000,-78.0,178.0,1,left,MISS A. Davis 19' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,19.42,Missed,,,,,,,,,,,,,,,,,,
76,PT05M35.00S,2022-11-03T02:51:52.9Z,1,REGULAR,rebound,defensive,[],1629627,,,1610612740,12,10,2022-11-03T02:51:52Z,760000,,,0,,Z. Williamson REBOUND (Off:0 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,16-24 Left Center,,,75.0,2.0,2.0,0.0,,,,,,,,,,,,,,
77,PT05M30.00S,2022-11-03T02:51:57.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630230,77.57884362680683,87.00980392156862,1610612740,12,13,2022-11-03T02:53:02Z,770000,185.0,158.0,1,right,N. Marshall 24' 3PT running (3 PTS) (Z. Williamson 1 AST),"[1630230, 1629627]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,24.35,Made,,,,,3.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,
79,PT05M21.00S,2022-11-03T02:52:08.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628972,10.95597897503285,96.32352941176471,1610612747,12,13,2022-11-03T02:53:48Z,790000,-232.0,50.0,1,left,MISS T. Brown Jr. running 3PT,[1628972],1610612747.0,LAL,running,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2022-11-03T02:52:11.2Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,12,13,2022-11-03T02:52:12Z,800000,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,79.0,4.0,2.0,2.0,,,,,,,,,,,,,,
