actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-11-12T03:40:43.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-12T03:40:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-12T03:40:46.1Z,1,REGULAR,jumpball,recovered,[],1629022,,,1610612747,0,0,2022-11-12T03:40:46Z,40000,False,,,0,,Jump Ball A. Davis vs. D. Sabonis: Tip to L. Walker IV,"[1629022, 203076, 1627734]",1610612747.0,LAL,startperiod,L. Walker IV,1629022.0,Walker IV,L. Walker IV,Davis,203076.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-11-12T03:40:58.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629022,92.42772667542707,48.0392156862745,1610612747,2,0,2022-11-12T03:41:02Z,70000,False,-10.0,19.0,1,right,L. Walker IV driving DUNK (2 PTS) (A. Davis 1 AST),"[1629022, 203076]",1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
9,PT11M29.00S,2022-11-12T03:41:13.0Z,1,REGULAR,3pt,Jump Shot,[],1628989,31.980946123521676,37.00980392156863,1610612758,2,0,2022-11-12T03:41:18Z,90000,False,65.0,248.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2022-11-12T03:41:17.0Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612758,2,0,2022-11-12T03:41:18Z,100000,False,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M23.00S,2022-11-12T03:41:19.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203084,23.308147174770042,12.009803921568633,1610612758,2,3,2022-11-12T03:41:24Z,110000,False,190.0,167.0,1,left,H. Barnes 25' 3PT  (3 PTS) (K. Huerter 1 AST),"[203084, 1628989]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,25.27,Made,3.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
13,PT11M01.00S,2022-11-12T03:41:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,91.11366622864652,48.529411764705884,1610612747,4,3,2022-11-12T03:41:44Z,130000,False,-7.0,31.0,1,right,A. Davis cutting Layup (2 PTS) (L. Walker IV 1 AST),"[203076, 1629022]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.19,Made,2.0,L. Walker IV,1629022.0,1.0,,,,,,,,,,,,,,
15,PT10M46.00S,2022-11-12T03:41:55.9Z,1,REGULAR,3pt,Jump Shot,[],1628368,31.192509855453352,31.617647058823522,1610612758,4,3,2022-11-12T03:42:05Z,150000,False,92.0,241.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2022-11-12T03:41:57.9Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612747,4,3,2022-11-12T03:42:05Z,160000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M32.00S,2022-11-12T03:42:10.4Z,1,REGULAR,turnover,lost ball,[],1629117,,,1610612747,4,3,2022-11-12T03:42:14Z,170000,False,,,0,,W. Gabriel lost ball TURNOVER (1 TO),"[1629117, 1628368]",1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Fox,1628368.0,,,,,,,
