actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-18T02:40:35.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-18T02:40:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-18T02:40:38.6Z,1,REGULAR,jumpball,recovered,[],1626156,,,1610612747,0,0,2023-03-18T02:40:38Z,40000,False,,,0,,Jump Ball A. Davis vs. D. Powell: Tip to D. Russell,"[1626156, 203076, 203939]",1610612747.0,LAL,startperiod,D. Russell,1626156.0,Russell,D. Russell,Davis,203076.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-03-18T02:40:54.8Z,1,REGULAR,foul,personal,[],203493,,,1610612747,0,0,2023-03-18T02:41:02Z,70000,False,,,0,,R. Bullock personal FOUL (1 PF),"[203493, 1629020]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Mid-Range,16-24 Left,202035.0,1.0,0.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,,
9,PT11M35.00S,2023-03-18T02:41:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628972,68.64323258869908,24.264705882352942,1610612747,3,0,2023-03-18T02:41:22Z,90000,False,-129.0,242.0,1,right,T. Brown Jr. 27' 3PT  (3 PTS) (D. Russell 1 AST),"[1628972, 1626156]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,27.44,Made,3.0,D. Russell,1626156.0,1.0,,,,,,,,,
11,PT11M08.00S,2023-03-18T02:41:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,8.853482260183966,51.22549019607843,1610612742,3,2,2023-03-18T02:41:50Z,110000,False,-6.0,31.0,1,left,D. Powell cutting finger roll Layup (2 PTS) (K. Irving 1 AST),"[203939, 202681]",1610612742.0,DAL,cutting finger roll,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,3.13,Made,2.0,K. Irving,202681.0,1.0,,,,,,,,,
13,PT10M53.00S,2023-03-18T02:41:58.7Z,1,REGULAR,2pt,Jump Shot,[],203076,78.63009198423127,49.50980392156863,1610612747,5,2,2023-03-18T02:42:02Z,130000,False,-2.0,148.0,1,right,A. Davis 14' turnaround Jump Shot (2 PTS) (D. Russell 2 AST),"[203076, 1626156]",1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,,,,,,14.84,Made,2.0,D. Russell,1626156.0,2.0,,,,,,,,,
15,PT10M34.00S,2023-03-18T02:42:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,8.196452036793687,47.549019607843135,1610612742,5,2,2023-03-18T02:42:29Z,150000,False,12.0,25.0,1,left,MISS J. Green driving Layup,[1630182],1610612742.0,DAL,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,2.74,Missed,,,,,,,,,,,,,
16,PT10M34.00S,2023-03-18T02:42:17.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,5,2,2023-03-18T02:42:22Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,15.0,,,,,,,,
18,PT10M20.00S,2023-03-18T02:42:44.8Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612747,5,2,2023-03-18T02:42:51Z,180000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Davis 2 FT),"[203939, 203076]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,204059.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
20,PT10M20.00S,2023-03-18T02:43:18.1Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,6,2,2023-03-18T02:43:42Z,200000,False,,,0,,A. Davis Free Throw 1 of 2 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
21,PT10M20.00S,2023-03-18T02:43:18.1Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,6,2,2023-03-18T02:43:42Z,210000,False,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
22,PT10M17.00S,2023-03-18T02:43:21.1Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,6,2,2023-03-18T02:43:42Z,220000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,
23,PT10M03.00S,2023-03-18T02:43:54.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,10.95597897503285,64.95098039215686,1610612742,6,2,2023-03-18T02:43:59Z,230000,False,-75.0,50.0,1,left,MISS K. Irving 9' fadeaway Shot,[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Left,,,,,,9.03,Missed,,,,,,,,,,,,,
