actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
255,PT06M33.00S,2024-11-18T00:54:14.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,91.40932982917214,63.23529411764706,1610612742,43,52,2024-11-18T00:54:59Z,2530000,False,66.0,28.0,1,right,D. Gafford 7' turnaround bank Hook (3 PTS) (K. Irving 3 AST),"[1629655, 202681]",1610612742.0,DAL,turnaround bank,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,7.2,Made,3.0,,,,,K. Irving,202681.0,3.0,,,,,,,,,,
257,PT06M24.00S,2024-11-18T00:54:22.6Z,2,REGULAR,3pt,Jump Shot,[],1631114,31.882391590013142,26.715686274509803,1610612760,43,52,2024-11-18T00:55:33Z,2550000,False,116.0,247.0,1,left,MISS J. Williams 27' pullup 3PT,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,27.32,Missed,,,,,,,,,,,,,,,,,,
258,PT06M23.00S,2024-11-18T00:54:23.6Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612742,43,52,2024-11-18T00:55:42Z,2560000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,257.0,2.0,2.0,0.0,,,,,,,,,,,,,
259,PT06M15.00S,2024-11-18T00:54:32.5Z,2,REGULAR,3pt,Jump Shot,[],202691,90.48948751642575,95.09803921568627,1610612742,43,52,2024-11-18T00:54:35Z,2570000,False,225.0,37.0,1,right,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,22.85,Missed,,,,,,,,,,,,,,,,,,
260,PT06M13.00S,2024-11-18T00:54:34.5Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,43,52,2024-11-18T00:54:35Z,2580000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,259.0,1.0,1.0,0.0,,,,,,,,,,,,,
261,PT06M05.00S,2024-11-18T00:54:43.3Z,2,REGULAR,3pt,Jump Shot,[],1629652,2.0532194480946124,96.81372549019608,1610612760,43,52,2024-11-18T00:54:47Z,2590000,False,-234.0,-33.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
262,PT06M01.00S,2024-11-18T00:54:47.3Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,43,52,2024-11-18T00:54:47Z,2600000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,261.0,1.0,1.0,0.0,,,,,,,,,,,,,
263,PT05M56.00S,2024-11-18T00:54:53.6Z,2,REGULAR,turnover,out-of-bounds,[],1629656,,,1610612742,43,52,2024-11-18T00:54:59Z,2610000,False,,,0,,Q. Grimes step out-of-bounds TURNOVER (1 TO),[1629656],1610612742.0,DAL,step,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1627526.0,1.0,,,,,,
264,PT05M56.00S,2024-11-18T00:54:56.2Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,43,52,2024-11-18T00:55:08Z,2620000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M56.00S,2024-11-18T00:54:56.2Z,2,REGULAR,substitution,out,[],1629656,,,1610612760,43,52,2024-11-18T00:55:08Z,2630000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M56.00S,2024-11-18T00:54:56.2Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,43,52,2024-11-18T00:55:08Z,2640000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M56.00S,2024-11-18T00:54:56.2Z,2,REGULAR,substitution,in,[],1630230,,,1610612760,43,52,2024-11-18T00:55:08Z,2650000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M45.00S,2024-11-18T00:55:23.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641794,5.469776609724048,46.81372549019608,1610612760,45,52,2024-11-18T00:55:27Z,2660000,False,16.0,-1.0,1,left,D. Jones cutting Layup (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1641794, 1628983]",1610612760.0,OKC,cutting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,1.59,Made,4.0,,,,,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,
270,PT05M26.00S,2024-11-18T00:55:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.51182654402102,53.431372549019606,1610612742,45,52,2024-11-18T00:56:41Z,2680000,False,17.0,8.0,1,right,MISS D. Gafford cutting Layup,[1629655],1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
271,PT05M25.00S,2024-11-18T00:55:43.6Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,45,52,2024-11-18T00:56:09Z,2690000,False,,,0,,D. Gafford REBOUND (Off:4 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,270.0,5.0,1.0,4.0,,,,,,,,,,,,,
272,PT05M23.00S,2024-11-18T00:55:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,93.11760840998686,51.470588235294116,1610612742,45,52,2024-11-18T00:56:06Z,2700000,False,7.0,12.0,1,right,MISS D. Gafford putback Layup,[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,,
274,PT05M23.00S,2024-11-18T00:55:45.6Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,45,52,2024-11-18T00:59:07Z,2720000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,,
275,PT05M17.00S,2024-11-18T00:55:58.2Z,2,REGULAR,foul,personal,[],1628467,,,1610612760,45,52,2024-11-18T00:56:02Z,2730000,False,,,0,,M. Kleber personal FOUL (1 PF),"[1628467, 1629652]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,,1.0,0.0,Dort,1629652.0,,
277,PT05M10.00S,2024-11-18T00:56:23.6Z,2,REGULAR,turnover,traveling,[],1628983,,,1610612760,45,52,2024-11-18T00:56:28Z,2750000,False,,,0,,S. Gilgeous-Alexander traveling TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202027.0,1.0,,,,,,
279,PT04M59.00S,2024-11-18T00:56:43.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629655,91.40932982917214,46.81372549019608,1610612742,45,54,2024-11-18T00:59:07Z,2760000,False,-16.0,28.0,1,right,D. Gafford driving floating Jump Shot (5 PTS) (N. Marshall 1 AST),"[1629655, 1630230]",1610612742.0,DAL,driving floating,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,3.25,Made,5.0,,,,,N. Marshall,1630230.0,1.0,,,,,,,,,,
281,PT04M58.00S,2024-11-18T00:56:49.9Z,2,REGULAR,foul,technical,['1freethrow'],202693,,,1610612760,45,54,2024-11-18T00:57:23Z,2780000,False,,,0,,M. Morris technical FOUL (1 Tech),[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,1627526.0,,0.0,1.0,,,,
282,PT04M58.00S,2024-11-18T00:57:25.3Z,2,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,46,54,2024-11-18T00:57:25Z,2790000,False,,,0,,S. Gilgeous-Alexander technical Free Throw 1 of 1 (14 PTS),[1628983],1610612760.0,OKC,technical,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
283,PT04M45.00S,2024-11-18T00:57:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.783837056504599,52.94117647058824,1610612760,48,54,2024-11-18T00:57:48Z,2800000,False,-15.0,11.0,1,left,S. Gilgeous-Alexander driving Layup (16 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.85,Made,16.0,,,,,,,,,,,,,,,,,
284,PT04M20.00S,2024-11-18T00:58:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.9060446780552,60.5392156862745,1610612742,48,54,2024-11-18T01:38:51Z,2810000,False,53.0,5.0,1,right,MISS D. Gafford driving Layup,[1629655],1610612742.0,DAL,driving,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,,
285,PT04M19.00S,2024-11-18T00:58:13.0Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,48,54,2024-11-18T01:38:51Z,2820000,False,,,0,,D. Gafford REBOUND (Off:5 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,284.0,6.0,1.0,5.0,,,,,,,,,,,,,
396,PT04M18.00S,2024-11-18T00:58:13.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,93.24901445466492,48.77450980392157,1610612742,48,54,2024-11-18T01:38:59Z,2825000,False,-6.0,11.0,1,right,MISS D. Gafford tip Layup,[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.26,Missed,,,,,,,,,,,,,,,,,,
397,PT04M18.00S,2024-11-18T00:58:13.8Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,48,54,2024-11-18T01:38:59Z,2827500,False,,,0,,D. Gafford REBOUND (Off:6 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,396.0,7.0,1.0,6.0,,,,,,,,,,,,,
428,PT04M17.00S,2024-11-18T00:58:15.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,94.79303547963207,50.98039215686275,1610612742,48,56,2024-11-18T01:57:47Z,2833750,False,5.0,-4.0,1,right,D. Gafford putback Layup (7 PTS),[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.61,Made,7.0,,,,,,,,,,,,,,,,,
287,PT04M17.00S,2024-11-18T00:58:17.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641794,,,1610612742,48,56,2024-11-18T00:58:25Z,2840000,False,,,0,,D. Jones shooting personal FOUL (1 PF) (Gafford 1 FT),"[1641794, 1629655]",1610612760.0,OKC,shooting,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,1.0,0.0,Gafford,1629655.0,,
289,PT04M17.00S,2024-11-18T00:58:51.0Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629655,,,1610612742,48,56,2024-11-18T01:33:46Z,2860000,False,,,0,,MISS D. Gafford Free Throw 1 of 1,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
290,PT04M16.00S,2024-11-18T00:58:52.0Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,48,56,2024-11-18T01:38:41Z,2870000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,289.0,1.0,1.0,0.0,,,,,,,,,,,,,
291,PT04M04.00S,2024-11-18T00:59:02.2Z,2,REGULAR,2pt,Jump Shot,[],1628983,4.155716162943495,79.65686274509804,1610612760,50,56,2024-11-18T02:17:09Z,2880000,False,-148.0,-13.0,1,left,S. Gilgeous-Alexander 14' step back Jump Shot (18 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.89,Made,18.0,,,,,,,,,,,,,,,,,
292,PT03M49.00S,2024-11-18T00:59:21.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612742,50,56,2024-11-18T00:59:33Z,2890000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Marshall 2 FT),"[1630198, 1630230]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1627526.0,,1.0,0.0,Marshall,1630230.0,,
294,PT03M49.00S,2024-11-18T00:59:44.3Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,50,57,2024-11-18T00:59:44Z,2910000,False,,,0,,N. Marshall Free Throw 1 of 2 (6 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
295,PT03M49.00S,2024-11-18T00:59:44.9Z,2,REGULAR,substitution,out,[],1629655,,,1610612742,50,57,2024-11-18T00:59:49Z,2920000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M49.00S,2024-11-18T00:59:44.9Z,2,REGULAR,substitution,in,[],1641726,,,1610612742,50,57,2024-11-18T00:59:49Z,2930000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M49.00S,2024-11-18T01:00:03.9Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,50,58,2024-11-18T01:00:03Z,2940000,False,,,0,,N. Marshall Free Throw 2 of 2 (7 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
298,PT03M38.00S,2024-11-18T01:00:17.2Z,2,REGULAR,3pt,Jump Shot,[],1641794,2.578843626806833,97.05882352941177,1610612760,53,58,2024-11-18T01:00:22Z,2950000,False,-235.0,-28.0,1,left,D. Jones 3PT  (7 PTS) (S. Gilgeous-Alexander 3 AST),"[1641794, 1628983]",1610612760.0,OKC,,,,Jones,D. Jones,,,,,Left Corner 3,24+ Left,23.7,Made,7.0,,,,,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,
300,PT03M15.00S,2024-11-18T01:00:40.5Z,2,REGULAR,3pt,Jump Shot,[],202681,76.16622864651774,11.029411764705882,1610612742,53,58,2024-11-18T01:00:46Z,2970000,False,-195.0,172.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
301,PT03M11.00S,2024-11-18T01:00:44.5Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,53,58,2024-11-18T01:00:46Z,2980000,False,,,0,,C. Wallace REBOUND (Off:0 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,300.0,2.0,2.0,0.0,,,,,,,,,,,,,
302,PT03M08.00S,2024-11-18T01:00:49.4Z,2,REGULAR,foul,personal,[],1628467,,,1610612760,53,58,2024-11-18T01:00:54Z,2990000,False,,,0,,M. Kleber personal FOUL (2 PF),"[1628467, 1628983]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1627526.0,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
304,PT03M08.00S,2024-11-18T01:01:03.0Z,2,REGULAR,substitution,out,[],1628467,,,1610612760,53,58,2024-11-18T01:01:10Z,3010000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M08.00S,2024-11-18T01:01:03.0Z,2,REGULAR,substitution,in,[],1629023,,,1610612760,53,58,2024-11-18T01:01:10Z,3020000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M57.00S,2024-11-18T01:01:25.8Z,2,REGULAR,3pt,Jump Shot,[],1641717,1.921813403416557,96.32352941176471,1610612760,53,58,2024-11-18T01:01:31Z,3030000,False,-232.0,-34.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
307,PT02M54.00S,2024-11-18T01:01:28.8Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,53,58,2024-11-18T01:01:31Z,3040000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Left Corner 3,24+ Left,,,,306.0,2.0,1.0,1.0,,,,,,,,,,,,,
308,PT02M48.00S,2024-11-18T01:01:36.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612742,53,58,2024-11-18T01:01:47Z,3050000,False,,,0,,I. Joe shooting personal FOUL (2 PF) (Marshall 2 FT),"[1630198, 1630230]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,,2.0,0.0,Marshall,1630230.0,,
310,PT02M48.00S,2024-11-18T01:01:51.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,53,58,2024-11-18T01:01:51Z,3070000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M48.00S,2024-11-18T01:04:09.1Z,2,REGULAR,substitution,out,[],1641717,,,1610612742,53,58,2024-11-18T01:04:26Z,3080000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M48.00S,2024-11-18T01:04:09.1Z,2,REGULAR,substitution,in,[],1631114,,,1610612742,53,58,2024-11-18T01:04:26Z,3090000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M48.00S,2024-11-18T01:04:54.4Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,53,59,2024-11-18T01:04:54Z,3100000,False,,,0,,N. Marshall Free Throw 1 of 2 (8 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
314,PT02M48.00S,2024-11-18T01:05:07.0Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,53,60,2024-11-18T01:05:07Z,3110000,False,,,0,,N. Marshall Free Throw 2 of 2 (9 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
315,PT02M23.00S,2024-11-18T01:05:35.7Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612760,53,60,2024-11-18T01:05:43Z,3120000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,202027.0,,,,,,,
316,PT02M15.00S,2024-11-18T01:05:58.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,93.51182654402102,47.549019607843135,1610612742,53,62,2024-11-18T01:06:19Z,3130000,False,-12.0,8.0,1,right,K. Irving cutting finger roll Layup (10 PTS) (D. Lively II 3 AST),"[202681, 1641726]",1610612742.0,DAL,cutting finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.5,Made,10.0,,,,,D. Lively II,1641726.0,3.0,,,,,,,,,,
318,PT01M59.00S,2024-11-18T01:06:13.9Z,2,REGULAR,3pt,Jump Shot,[],1629652,2.3160315374507228,96.81372549019608,1610612760,56,62,2024-11-18T01:06:18Z,3150000,False,-234.0,-31.0,1,left,L. Dort 3PT  (10 PTS) (I. Joe 1 AST),"[1629652, 1630198]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.61,Made,10.0,,,,,I. Joe,1630198.0,1.0,,,,,,,,,,
320,PT01M32.00S,2024-11-18T01:06:41.7Z,2,REGULAR,2pt,Jump Shot,[],1630230,96.5341655716163,66.17647058823529,1610612742,56,64,2024-11-18T01:07:35Z,3170000,False,81.0,-20.0,1,right,N. Marshall 8' pullup Jump Shot (11 PTS) (K. Irving 4 AST),"[1630230, 202681]",1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,8.33,Made,11.0,,,,,K. Irving,202681.0,4.0,,,,,,,,,,
322,PT01M03.00S,2024-11-18T01:07:11.7Z,2,REGULAR,3pt,Jump Shot,[],1641794,28.991458607095925,83.08823529411765,1610612760,56,64,2024-11-18T01:07:37Z,3190000,False,-165.0,220.0,1,left,MISS D. Jones 27' 3PT,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,
323,PT01M03.00S,2024-11-18T01:07:11.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,56,64,2024-11-18T01:07:37Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,322.0,,,,,,,,,,,,,,,,
324,PT01M03.00S,2024-11-18T01:07:18.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612760,56,64,2024-11-18T01:07:22Z,3210000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,,,,,,
325,PT01M03.00S,2024-11-18T01:07:21.3Z,2,REGULAR,substitution,out,[],1641794,,,1610612742,56,64,2024-11-18T01:07:25Z,3220000,False,,,0,,SUB out: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M03.00S,2024-11-18T01:07:21.3Z,2,REGULAR,substitution,in,[],1630598,,,1610612742,56,64,2024-11-18T01:07:25Z,3230000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M56.10S,2024-11-18T01:07:39.1Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612742,56,64,2024-11-18T01:07:43Z,3240000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1630598]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,,,,,Wiggins,1630598.0
328,PT00M56.10S,2024-11-18T01:07:39.1Z,2,REGULAR,steal,,[],1630598,,,1610612760,56,64,2024-11-18T01:12:44Z,3250000,False,,,0,,A. Wiggins STEAL (2 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
329,PT00M43.20S,2024-11-18T01:07:56.1Z,2,REGULAR,foul,personal,[],202681,,,1610612760,56,64,2024-11-18T01:08:00Z,3260000,False,,,0,,K. Irving personal FOUL (2 PF),"[202681, 1628983]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,200834.0,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
331,PT00M35.60S,2024-11-18T01:08:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,9.017739816031538,49.01960784313725,1610612760,56,64,2024-11-18T01:08:29Z,3280000,False,5.0,32.0,1,left,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 1641726]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,Lively II,1641726.0,,,,,,,,
332,PT00M35.60S,2024-11-18T01:08:20.4Z,2,REGULAR,block,,[],1641726,,,1610612760,56,64,2024-11-18T01:08:23Z,3290000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
333,PT00M31.80S,2024-11-18T01:08:24.2Z,2,REGULAR,rebound,offensive,[],1631114,,,1610612760,56,64,2024-11-18T01:08:29Z,3300000,False,,,0,,J. Williams REBOUND (Off:1 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,331.0,3.0,2.0,1.0,,,,,,,,,,,,,
334,PT00M31.70S,2024-11-18T01:08:24.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630598,24.392247043363994,12.745098039215685,1610612760,56,64,2024-11-18T01:08:31Z,3310000,False,186.0,177.0,1,left,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
335,PT00M31.70S,2024-11-18T01:08:24.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,56,64,2024-11-18T01:08:31Z,3320000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,334.0,,,,,,,,,,,,,,,,
336,PT00M31.70S,2024-11-18T01:08:30.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629652,,,1610612742,56,64,2024-11-18T01:08:44Z,3330000,False,,,0,,L. Dort loose ball personal FOUL (2 PF) (Thompson 2 FT),"[1629652, 202691]",1610612760.0,OKC,loose ball,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,2.0,0.0,Thompson,202691.0,,
