actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
79,PT05M44.00S,2025-01-17T00:48:04.0Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,10,12,2025-01-17T00:48:07Z,790000,False,,,0,,D. Wade REBOUND (Off:1 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,78.0,2.0,1.0,1.0,,,,
80,PT05M37.00S,2025-01-17T00:48:14.2Z,1,REGULAR,turnover,traveling,[],1629636,,,1610612739,10,12,2025-01-17T00:48:21Z,800000,False,,,0,,D. Garland traveling TURNOVER (2 TO),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,202037.0,,,,,,,,,,,2.0,,,,,,,,
81,PT05M37.00S,2025-01-17T00:48:18.8Z,1,REGULAR,substitution,out,[],1629731,,,1610612760,10,12,2025-01-17T00:48:23Z,810000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M37.00S,2025-01-17T00:48:18.8Z,1,REGULAR,substitution,in,[],1627777,,,1610612760,10,12,2025-01-17T00:48:23Z,820000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M27.00S,2025-01-17T00:48:43.7Z,1,REGULAR,foul,personal,['2freethrow'],1629636,,,1610612760,10,12,2025-01-17T00:48:48Z,830000,False,,,0,,D. Garland shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1629636, 1628983]",1610612739.0,CLE,shooting,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,1627524.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,
85,PT05M27.00S,2025-01-17T00:49:11.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,11,12,2025-01-17T00:49:11Z,850000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (3 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
86,PT05M27.00S,2025-01-17T00:49:12.4Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,11,12,2025-01-17T00:49:16Z,860000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M27.00S,2025-01-17T00:49:12.4Z,1,REGULAR,substitution,in,[],1642382,,,1610612760,11,12,2025-01-17T00:49:16Z,870000,False,,,0,,SUB in: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M27.00S,2025-01-17T00:49:24.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,12,12,2025-01-17T00:49:24Z,880000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (4 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
89,PT05M04.00S,2025-01-17T00:49:48.6Z,1,REGULAR,turnover,lost ball,[],1627777,,,1610612739,12,12,2025-01-17T00:49:52Z,890000,False,,,0,,G. Niang lost ball TURNOVER (1 TO),"[1627777, 1628983]",1610612739.0,CLE,,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Gilgeous-Alexander,1628983.0,,
90,PT05M04.00S,2025-01-17T00:49:48.6Z,1,REGULAR,steal,,[],1628983,,,1610612760,12,12,2025-01-17T00:49:50Z,900000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT04M53.00S,2025-01-17T00:49:59.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,78.66294349540078,61.51960784313726,1610612760,14,12,2025-01-17T00:50:05Z,910000,False,58.0,148.0,1,right,S. Gilgeous-Alexander 15' step back Jump Shot (6 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Center,,,,,,15.89,Made,6.0,,,,,,,,,,,,
92,PT04M37.00S,2025-01-17T00:50:15.8Z,1,REGULAR,turnover,lost ball,[],1627747,,,1610612739,14,12,2025-01-17T00:50:18Z,920000,False,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1630198]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Joe,1630198.0,,
93,PT04M37.00S,2025-01-17T00:50:15.8Z,1,REGULAR,steal,,[],1630198,,,1610612760,14,12,2025-01-17T00:50:17Z,930000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT04M23.00S,2025-01-17T00:50:30.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628983,83.39356110381078,77.45098039215686,1610612760,16,12,2025-01-17T00:50:36Z,940000,False,137.0,104.0,1,right,S. Gilgeous-Alexander 17' step back Jump Shot (8 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,17.2,Made,8.0,,,,,,,,,,,,
95,PT04M21.00S,2025-01-17T00:50:37.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,16,12,2025-01-17T00:50:37Z,950000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M21.00S,2025-01-17T00:53:31.0Z,1,REGULAR,substitution,out,[],1631114,,,1610612739,16,12,2025-01-17T00:53:43Z,960000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M21.00S,2025-01-17T00:53:31.0Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,16,12,2025-01-17T00:53:43Z,970000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M21.00S,2025-01-17T00:53:31.0Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,16,12,2025-01-17T00:53:43Z,980000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M21.00S,2025-01-17T00:53:31.0Z,1,REGULAR,substitution,in,[],1630598,,,1610612739,16,12,2025-01-17T00:53:43Z,990000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M21.00S,2025-01-17T00:53:31.0Z,1,REGULAR,substitution,in,[],1630596,,,1610612739,16,12,2025-01-17T00:53:43Z,1000000,False,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M21.00S,2025-01-17T00:53:31.0Z,1,REGULAR,substitution,in,[],1628378,,,1610612739,16,12,2025-01-17T00:53:43Z,1010000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M05.00S,2025-01-17T00:54:08.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,9.937582128777924,54.41176470588235,1610612739,16,12,2025-01-17T00:54:36Z,1020000,False,-22.0,41.0,1,left,MISS E. Mobley driving Hook,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.65,Missed,,,,,,,,,,,,,
103,PT04M02.00S,2025-01-17T00:54:11.8Z,1,REGULAR,rebound,defensive,[],1642382,,,1610612760,16,12,2025-01-17T00:54:13Z,1030000,False,,,0,,B. Carlson REBOUND (Off:0 Def:1),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,
104,PT03M47.00S,2025-01-17T00:54:26.9Z,1,REGULAR,3pt,Jump Shot,[],1642382,96.27135348226018,4.411764705882353,1610612760,19,12,2025-01-17T00:54:31Z,1040000,False,-228.0,-17.0,1,right,B. Carlson 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1642382, 1628983]",1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Left Corner 3,24+ Left,,,,,,22.86,Made,3.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,
106,PT03M35.00S,2025-01-17T00:54:38.4Z,1,REGULAR,3pt,Jump Shot,[],1627777,22.28975032851511,9.803921568627452,1610612739,19,12,2025-01-17T00:54:44Z,1060000,False,201.0,157.0,1,left,MISS G. Niang 25' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,,25.5,Missed,,,,,,,,,,,,,
107,PT03M31.00S,2025-01-17T00:54:42.4Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,19,12,2025-01-17T00:54:44Z,1070000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,
108,PT03M25.00S,2025-01-17T00:54:50.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,87.46714848883047,31.127450980392158,1610612760,19,12,2025-01-17T00:55:06Z,1080000,False,-94.0,65.0,1,right,MISS S. Gilgeous-Alexander 11' pullup Shot - blocked,"[1628983, 1627747]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,,,,,,11.48,Missed,,,,,,,,,,,,LeVert,1627747.0
109,PT03M25.00S,2025-01-17T00:54:50.4Z,1,REGULAR,block,,[],1627747,,,1610612760,19,12,2025-01-17T00:54:52Z,1090000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
110,PT03M24.00S,2025-01-17T00:54:51.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,19,12,2025-01-17T00:55:06Z,1100000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,108.0,,,,,,,
112,PT03M11.00S,2025-01-17T00:55:17.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641717,92.19776609724047,45.588235294117645,1610612760,19,12,2025-01-17T00:55:21Z,1120000,False,-22.0,21.0,1,right,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,3.03,Missed,,,,,,,,,,,,,
113,PT03M09.00S,2025-01-17T00:55:19.5Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,19,12,2025-01-17T00:55:21Z,1130000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,
114,PT03M05.00S,2025-01-17T00:55:23.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,27.677398160315374,20.588235294117645,1610612739,19,12,2025-01-17T00:56:20Z,1140000,False,147.0,208.0,1,left,MISS M. Strus 25' step back 3PT,[1629622],1610612739.0,CLE,step back,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,25.45,Missed,,,,,,,,,,,,,
115,PT03M01.00S,2025-01-17T00:55:27.5Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,19,12,2025-01-17T00:55:30Z,1150000,False,,,0,,C. Wallace REBOUND (Off:0 Def:3),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,114.0,3.0,3.0,0.0,,,,
116,PT02M51.00S,2025-01-17T00:55:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,86.02168199737189,37.00980392156863,1610612760,19,12,2025-01-17T00:56:38Z,1160000,False,-65.0,79.0,1,right,MISS S. Gilgeous-Alexander 10' driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,10.22,Missed,,,,,,,,,,,,,
117,PT02M49.00S,2025-01-17T00:55:38.9Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,19,12,2025-01-17T00:55:40Z,1170000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,116.0,2.0,2.0,0.0,,,,
118,PT02M42.00S,2025-01-17T00:55:46.5Z,1,REGULAR,3pt,Jump Shot,[],1627747,29.911300919842315,72.79411764705883,1610612739,19,12,2025-01-17T00:55:51Z,1180000,False,-114.0,229.0,1,left,MISS C. LeVert 25' pullup 3PT,[1627747],1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,25.55,Missed,,,,,,,,,,,,,
119,PT02M39.00S,2025-01-17T00:55:49.5Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,19,12,2025-01-17T00:55:51Z,1190000,False,,,0,,C. Wallace REBOUND (Off:0 Def:4),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,118.0,4.0,4.0,0.0,,,,
120,PT02M23.00S,2025-01-17T00:56:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.80354796320631,53.67647058823529,1610612760,21,12,2025-01-17T00:56:08Z,1200000,False,18.0,25.0,1,right,S. Gilgeous-Alexander driving Layup (10 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,3.06,Made,10.0,,,,,,,,,,,,
121,PT02M12.00S,2025-01-17T00:56:15.8Z,1,REGULAR,3pt,Jump Shot,[],1630596,28.86005256241787,24.264705882352942,1610612739,21,12,2025-01-17T00:56:20Z,1210000,False,129.0,219.0,1,left,MISS E. Mobley 25' pullup 3PT,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Right Center,,,,,,25.38,Missed,,,,,,,,,,,,,
122,PT02M10.00S,2025-01-17T00:56:17.8Z,1,REGULAR,rebound,defensive,[],1630598,,,1610612760,21,12,2025-01-17T00:56:20Z,1220000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,121.0,2.0,2.0,0.0,,,,
123,PT02M05.00S,2025-01-17T00:56:25.5Z,1,REGULAR,turnover,out-of-bounds,[],1630198,,,1610612760,21,12,2025-01-17T00:56:32Z,1230000,False,,,0,,I. Joe lost ball out-of-bounds TURNOVER (1 TO),[1630198],1610612760.0,OKC,lost ball,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,1.0,,,,,,,,
124,PT02M05.00S,2025-01-17T00:56:28.5Z,1,REGULAR,substitution,out,[],1641717,,,1610612739,21,12,2025-01-17T00:56:33Z,1240000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M05.00S,2025-01-17T00:56:28.5Z,1,REGULAR,substitution,in,[],1627936,,,1610612739,21,12,2025-01-17T00:56:33Z,1250000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M51.00S,2025-01-17T00:56:57.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,5.075558475689881,51.470588235294116,1610612739,21,14,2025-01-17T00:57:00Z,1260000,False,-7.0,-5.0,1,left,E. Mobley alley-oop DUNK (2 PTS) (C. LeVert 2 AST),"[1630596, 1627747]",1610612739.0,CLE,alley-oop,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,0.88,Made,2.0,C. LeVert,1627747.0,2.0,,,,,,,,,
128,PT01M37.00S,2025-01-17T00:57:10.6Z,1,REGULAR,3pt,Jump Shot,[],1642382,67.09921156373193,55.392156862745104,1610612760,24,14,2025-01-17T00:57:14Z,1280000,False,27.0,257.0,1,right,B. Carlson 25' 3PT  (6 PTS) (S. Gilgeous-Alexander 4 AST),"[1642382, 1628983]",1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Center,,,,,,25.82,Made,6.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,
130,PT01M24.00S,2025-01-17T00:57:23.5Z,1,REGULAR,3pt,Jump Shot,[],1627777,7.835085413929041,2.2058823529411766,1610612739,24,14,2025-01-17T00:57:29Z,1300000,False,239.0,21.0,1,left,MISS G. Niang 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,,,,23.99,Missed,,,,,,,,,,,,,
131,PT01M22.00S,2025-01-17T00:57:25.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,24,14,2025-01-17T00:57:29Z,1310000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,130.0,,,,,,,
133,PT01M10.00S,2025-01-17T00:57:50.2Z,1,REGULAR,3pt,Jump Shot,[],1630198,85.75886990801577,3.6764705882352944,1610612760,27,14,2025-01-17T00:57:55Z,1330000,False,-232.0,81.0,1,right,I. Joe 24' 3PT  (6 PTS) (A. Wiggins 1 AST),"[1630198, 1630598]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,,,24.55,Made,6.0,A. Wiggins,1630598.0,1.0,,,,,,,,,
135,PT00M59.40S,2025-01-17T00:58:01.0Z,1,REGULAR,turnover,lost ball,[],1629622,,,1610612739,27,14,2025-01-17T00:58:04Z,1350000,False,,,0,,M. Strus lost ball TURNOVER (1 TO),"[1629622, 1627936]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,Caruso,1627936.0,,
136,PT00M59.40S,2025-01-17T00:58:01.0Z,1,REGULAR,steal,,[],1627936,,,1610612760,27,14,2025-01-17T00:58:02Z,1360000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
137,PT00M56.00S,2025-01-17T00:58:04.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628983,92.72339027595268,52.20588235294118,1610612760,29,14,2025-01-17T00:58:15Z,1370000,False,11.0,16.0,1,right,S. Gilgeous-Alexander running Layup (12 PTS) (A. Caruso 1 AST),"[1628983, 1627936]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,1.93,Made,12.0,A. Caruso,1627936.0,1.0,,,,,,,,,
139,PT00M56.00S,2025-01-17T00:58:11.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612739,29,14,2025-01-17T00:58:11Z,1390000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M40.50S,2025-01-17T00:59:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.046649145860711,45.09803921568628,1610612739,29,14,2025-01-17T00:59:55Z,1400000,False,25.0,14.0,1,left,MISS D. Mitchell driving Layup,[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,2.81,Missed,,,,,,,,,,,,,
141,PT00M38.20S,2025-01-17T00:59:53.2Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,29,14,2025-01-17T00:59:55Z,1410000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,
142,PT00M34.20S,2025-01-17T00:59:57.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,67.88764783180025,67.40196078431373,1610612760,32,14,2025-01-17T01:00:33Z,1420000,False,87.0,249.0,1,right,S. Gilgeous-Alexander 26' 3PT running pullup (15 PTS),[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,26.41,Made,15.0,,,,,,,,,,,,
143,PT00M17.40S,2025-01-17T01:00:19.3Z,1,REGULAR,turnover,traveling,[],1629622,,,1610612739,32,14,2025-01-17T01:00:29Z,1430000,False,,,0,,M. Strus traveling TURNOVER (2 TO),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,1627524.0,,,,,,,,,,,2.0,,,,,,,,
144,PT00M17.40S,2025-01-17T01:00:27.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612760,32,14,2025-01-17T01:00:55Z,1440000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612739.0,CLE,,,,,,,,,,,,204059.0,,,,,,,,,,,,,,,,,,,
145,PT00M03.10S,2025-01-17T01:00:55.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630598,79.188567674113,36.029411764705884,1610612760,32,14,2025-01-17T01:01:06Z,1450000,False,-70.0,143.0,1,right,MISS A. Wiggins 15' pullup Shot,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Center,,,,,,15.93,Missed,,,,,,,,,,,,,
146,PT00M03.10S,2025-01-17T01:00:55.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,32,14,2025-01-17T01:01:06Z,1460000,False,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,145.0,2.0,2.0,0.0,,,,
147,PT00M00.00S,2025-01-17T01:01:13.1Z,1,REGULAR,period,end,[],0,,,1610612739,32,14,2025-01-17T01:01:13Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-01-17T01:01:16.1Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612739,32,14,2025-01-17T01:04:18Z,1480000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-01-17T01:01:16.1Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612739,32,14,2025-01-17T01:04:18Z,1490000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-01-17T01:01:16.1Z,2,REGULAR,substitution,out,['startperiod'],1642382,,,1610612739,32,14,2025-01-17T01:04:18Z,1500000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-01-17T01:01:16.1Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612739,32,14,2025-01-17T01:04:18Z,1510000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-01-17T01:01:16.1Z,2,REGULAR,substitution,in,['startperiod'],1629026,,,1610612739,32,14,2025-01-17T01:04:18Z,1520000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-01-17T01:01:16.1Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612739,32,14,2025-01-17T01:04:18Z,1530000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-01-17T01:01:16.1Z,2,REGULAR,substitution,in,['startperiod'],1629652,,,1610612739,32,14,2025-01-17T01:04:18Z,1540000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-01-17T01:01:16.1Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612739,32,14,2025-01-17T01:04:18Z,1550000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-01-17T01:04:40.4Z,2,REGULAR,period,start,[],0,,,1610612760,32,14,2025-01-17T01:04:40Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M47.00S,2025-01-17T01:04:52.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,86.67871222076215,37.00980392156863,1610612760,34,14,2025-01-17T01:04:58Z,1570000,False,-65.0,73.0,1,right,J. Williams 9' driving floating Jump Shot (4 PTS),[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,9.75,Made,4.0,,,,,,,,,,,,
