actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT10M03.00S,2025-02-08T01:14:30.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630567,15.588042049934298,57.35294117647059,1610612761,2,3,2025-02-08T01:14:35Z,240000,False,-37.0,94.0,1,left,MISS S. Barnes 10' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,,
25,PT09M59.00S,2025-02-08T01:14:34.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,3,2025-02-08T01:14:35Z,250000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,
26,PT09M50.00S,2025-02-08T01:14:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,94.03745072273325,45.09803921568628,1610612760,2,3,2025-02-08T01:14:47Z,260000,False,-25.0,4.0,1,right,MISS C. Holmgren driving Layup - blocked,"[1631096, 1630567]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,,,Barnes,1630567.0,,,,,
27,PT09M50.00S,2025-02-08T01:14:42.8Z,1,REGULAR,block,,[],1630567,,,1610612760,2,3,2025-02-08T01:14:44Z,270000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
28,PT09M47.00S,2025-02-08T01:14:45.8Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,2,3,2025-02-08T01:14:45Z,280000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,26.0,2.0,1.0,1.0,,,,,,,
29,PT09M43.00S,2025-02-08T01:14:50.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631096,91.80354796320631,56.86274509803921,1610612760,4,3,2025-02-08T01:14:52Z,290000,False,34.0,25.0,1,right,C. Holmgren floating Jump Shot (2 PTS) (A. Wiggins 1 AST),"[1631096, 1630598]",1610612760.0,OKC,floating,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,4.22,Made,2.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,,,,
31,PT09M30.00S,2025-02-08T01:15:02.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630534,7.046649145860711,50.49019607843137,1610612761,4,5,2025-02-08T01:15:06Z,310000,False,-2.0,14.0,1,left,O. Agbaji driving DUNK (2 PTS) (I. Quickley 1 AST),"[1630534, 1630193]",1610612761.0,TOR,driving,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
33,PT09M15.00S,2025-02-08T01:15:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,94.1688567674113,54.166666666666664,1610612760,4,5,2025-02-08T01:15:20Z,330000,False,21.0,2.0,1,right,MISS J. Williams driving Layup,[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
34,PT09M13.00S,2025-02-08T01:15:19.4Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,4,5,2025-02-08T01:15:19Z,340000,False,,,0,,G. Dick REBOUND (Off:1 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,,33.0,2.0,1.0,1.0,,,,,,,
35,PT09M10.00S,2025-02-08T01:15:22.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,29.77989487516426,76.7156862745098,1610612761,4,5,2025-02-08T01:15:28Z,350000,False,-134.0,227.0,1,left,MISS S. Barnes 26' running 3PT,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
36,PT09M07.00S,2025-02-08T01:15:25.5Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,4,5,2025-02-08T01:15:28Z,360000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,
37,PT08M53.00S,2025-02-08T01:15:40.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,86.02168199737189,55.63725490196079,1610612760,6,5,2025-02-08T01:20:32Z,370000,False,28.0,79.0,1,right,I. Hartenstein 8' driving floating Jump Shot (2 PTS) (C. Holmgren 1 AST),"[1628392, 1631096]",1610612760.0,OKC,driving floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,2.0,C. Holmgren,1631096.0,1.0,,,,,,,,,,,,,,
39,PT08M43.00S,2025-02-08T01:15:49.8Z,1,REGULAR,3pt,Jump Shot,[],1642367,5.732588699080158,95.34313725490196,1610612761,6,8,2025-02-08T01:15:53Z,390000,False,-227.0,1.0,1,left,J. Mogbo 3PT  (3 PTS) (I. Quickley 2 AST),"[1642367, 1630193]",1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Left Corner 3,24+ Left,22.67,Made,3.0,I. Quickley,1630193.0,2.0,,,,,,,,,,,,,,
41,PT08M27.00S,2025-02-08T01:16:06.2Z,1,REGULAR,2pt,Jump Shot,[],1631114,78.26872536136662,49.754901960784316,1610612760,8,8,2025-02-08T01:16:09Z,410000,False,-1.0,152.0,1,right,J. Williams 15' pullup Jump Shot (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,15.18,Made,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
43,PT08M08.00S,2025-02-08T01:16:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,6.389618922470433,47.05882352941176,1610612761,8,10,2025-02-08T01:16:31Z,430000,False,15.0,8.0,1,left,G. Dick cutting Layup (2 PTS) (S. Barnes 2 AST),"[1641711, 1630567]",1610612761.0,TOR,cutting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,,
45,PT08M00.00S,2025-02-08T01:16:32.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631114,94.03745072273325,47.05882352941176,1610612760,10,10,2025-02-08T01:16:35Z,450000,False,-15.0,4.0,1,right,J. Williams alley-oop DUNK (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1631114, 1628983]",1610612760.0,OKC,alley-oop,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.51,Made,4.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
47,PT07M37.00S,2025-02-08T01:16:55.2Z,1,REGULAR,2pt,Jump Shot,[],1630567,7.178055190538765,81.12745098039215,1610612761,10,10,2025-02-08T01:16:59Z,470000,False,-156.0,15.0,1,left,MISS S. Barnes 15' turnaround fadeaway Shot,[1630567],1610612761.0,TOR,turnaround fadeaway,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,15.63,Missed,,,,,,,,,,,,,,,,,,
48,PT07M35.00S,2025-02-08T01:16:57.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,10,10,2025-02-08T01:16:59Z,480000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,,,,,,,,47.0,3.0,2.0,1.0,,,,,,,
50,PT07M31.00S,2025-02-08T01:17:09.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,10,10,2025-02-08T01:17:09Z,500000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M23.00S,2025-02-08T01:20:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,93.11760840998686,45.83333333333333,1610612760,12,10,2025-02-08T01:20:20Z,510000,False,-21.0,12.0,1,right,J. Williams driving Layup (6 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.41,Made,6.0,,,,,,,,,,,,,,,,,
52,PT07M23.00S,2025-02-08T01:20:18.8Z,1,REGULAR,foul,personal,['1freethrow'],1641711,,,1610612760,12,10,2025-02-08T01:20:27Z,520000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Williams 1 FT),"[1641711, 1631114]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Williams,1631114.0
54,PT07M23.00S,2025-02-08T01:20:48.4Z,1,REGULAR,freethrow,1 of 1,[],1631114,,,1610612760,12,10,2025-02-08T01:20:51Z,540000,False,,,0,,MISS J. Williams Free Throw 1 of 1,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M22.00S,2025-02-08T01:20:49.4Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612761,12,10,2025-02-08T01:20:51Z,550000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,
56,PT07M15.00S,2025-02-08T01:20:56.4Z,1,REGULAR,3pt,Jump Shot,[],1630534,4.5499342969776615,97.79411764705883,1610612761,12,13,2025-02-08T01:21:00Z,560000,False,-239.0,-10.0,1,left,O. Agbaji 3PT  (5 PTS) (I. Quickley 3 AST),"[1630534, 1630193]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,23.92,Made,5.0,I. Quickley,1630193.0,3.0,,,,,,,,,,,,,,
58,PT07M01.00S,2025-02-08T01:21:17.4Z,1,REGULAR,foul,personal,[],1630534,,,1610612760,12,13,2025-02-08T01:21:26Z,580000,False,,,0,,O. Agbaji personal FOUL (1 PF),"[1630534, 1628983]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Gilgeous-Alexander,1628983.0
60,PT06M54.00S,2025-02-08T01:21:41.2Z,1,REGULAR,turnover,lost ball,[],1628983,,,1610612760,12,13,2025-02-08T01:21:44Z,600000,False,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (2 TO),"[1628983, 1630534]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,Agbaji,1630534.0,,,,,,,,,,,
61,PT06M54.00S,2025-02-08T01:21:41.2Z,1,REGULAR,steal,,[],1630534,,,1610612761,12,13,2025-02-08T01:21:43Z,610000,False,,,0,,O. Agbaji STEAL (2 STL),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT06M47.00S,2025-02-08T01:21:51.5Z,1,REGULAR,violation,kicked ball,[],1631096,,,1610612761,12,13,2025-02-08T01:22:00Z,620000,False,,,0,,C. Holmgren kicked ball VIOLATION,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,1626301.0,,,,
63,PT06M47.00S,2025-02-08T01:21:54.6Z,1,REGULAR,substitution,out,[],1630193,,,1610612761,12,13,2025-02-08T01:21:59Z,630000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M47.00S,2025-02-08T01:21:54.6Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,12,13,2025-02-08T01:21:59Z,640000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M33.00S,2025-02-08T01:22:26.7Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,12,13,2025-02-08T01:22:29Z,650000,False,,,0,,S. Barnes bad pass TURNOVER (2 TO),"[1630567, 1630598]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,Wiggins,1630598.0,,,,,,,,,,,
66,PT06M33.00S,2025-02-08T01:22:26.7Z,1,REGULAR,steal,,[],1630598,,,1610612760,12,13,2025-02-08T01:22:28Z,660000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
67,PT06M28.00S,2025-02-08T01:22:33.4Z,1,REGULAR,foul,personal,[],1642347,,,1610612760,12,13,2025-02-08T01:22:41Z,670000,False,,,0,,J. Shead personal FOUL (1 PF),"[1642347, 1628392]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Hartenstein,1628392.0
69,PT06M17.00S,2025-02-08T01:23:03.8Z,1,REGULAR,foul,personal,[],1642347,,,1610612760,12,13,2025-02-08T01:23:11Z,690000,False,,,0,,J. Shead personal FOUL (2 PF),"[1642347, 1630598]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Wiggins,1630598.0
71,PT06M17.00S,2025-02-08T01:23:19.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612760,12,13,2025-02-08T01:23:35Z,710000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M17.00S,2025-02-08T01:23:19.6Z,1,REGULAR,substitution,in,[],1628449,,,1610612760,12,13,2025-02-08T01:23:35Z,720000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M08.00S,2025-02-08T01:23:50.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631096,84.97043363994744,45.34313725490196,1610612760,14,13,2025-02-08T01:23:54Z,730000,False,-23.0,89.0,1,right,C. Holmgren 9' turnaround fadeaway Jump Shot (4 PTS) (S. Gilgeous-Alexander 3 AST),"[1631096, 1628983]",1610612760.0,OKC,turnaround fadeaway,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,9.18,Made,4.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,,
75,PT05M54.00S,2025-02-08T01:24:04.8Z,1,REGULAR,3pt,Jump Shot,[],1628449,26.888961892247043,16.42156862745098,1610612761,14,13,2025-02-08T01:24:38Z,750000,False,168.0,200.0,1,left,MISS C. Boucher 26' pullup 3PT,[1628449],1610612761.0,TOR,pullup,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,26.14,Missed,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2025-02-08T01:24:08.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,14,13,2025-02-08T01:24:10Z,760000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,
77,PT05M40.00S,2025-02-08T01:24:18.2Z,1,REGULAR,3pt,Jump Shot,[],1628983,66.44218134034165,53.431372549019606,1610612760,14,13,2025-02-08T01:24:23Z,770000,False,17.0,263.0,1,right,MISS S. Gilgeous-Alexander 26' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,26.35,Missed,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2025-02-08T01:24:21.2Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,14,13,2025-02-08T01:24:23Z,780000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,77.0,2.0,1.0,1.0,,,,,,,
79,PT05M36.00S,2025-02-08T01:24:23.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631114,90.22667542706965,50.49019607843137,1610612760,16,13,2025-02-08T01:24:25Z,790000,False,2.0,39.0,1,right,J. Williams putback Layup (8 PTS),[1631114],1610612760.0,OKC,putback,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.95,Made,8.0,,,,,,,,,,,,,,,,,
81,PT05M23.00S,2025-02-08T01:24:38.5Z,1,REGULAR,substitution,out,[],1631096,,,1610612761,16,13,2025-02-08T01:24:46Z,810000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M23.00S,2025-02-08T01:24:38.5Z,1,REGULAR,substitution,out,[],1628392,,,1610612761,16,13,2025-02-08T01:24:46Z,820000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M23.00S,2025-02-08T01:24:38.5Z,1,REGULAR,substitution,in,[],1631119,,,1610612761,16,13,2025-02-08T01:24:46Z,830000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M23.00S,2025-02-08T01:24:38.5Z,1,REGULAR,substitution,in,[],1630198,,,1610612761,16,13,2025-02-08T01:24:46Z,840000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M23.00S,2025-02-08T01:24:49.3Z,1,REGULAR,substitution,out,[],1642367,,,1610612761,16,13,2025-02-08T01:24:54Z,850000,False,,,0,,SUB out: J. Mogbo,[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M23.00S,2025-02-08T01:24:49.3Z,1,REGULAR,substitution,in,[],1631115,,,1610612761,16,13,2025-02-08T01:24:54Z,860000,False,,,0,,SUB in: O. Robinson,[1631115],1610612761.0,TOR,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
