actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-11T02:37:01.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-11T02:37:01Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-12-11T02:37:03.8Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612742,0,0,2024-12-11T02:37:03Z,40000,False,,,0,,Jump Ball D. Lively II vs. I. Hartenstein: Tip to L. Dončić,"[1629029, 1641726, 1628392]",1610612742.0,DAL,startperiod,L. Dončić,1629029.0,Dončić,L. Dončić,Lively II,1641726.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-12-11T02:37:17.3Z,1,REGULAR,turnover,bad pass,[],1641726,,,1610612742,0,0,2024-12-11T02:37:21Z,70000,False,,,0,,D. Lively II bad pass TURNOVER (1 TO),"[1641726, 1628392]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Mid-Range,16-24 Right Center,1.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2024-12-11T02:37:17.3Z,1,REGULAR,steal,,[],1628392,,,1610612760,0,0,2024-12-11T02:37:18Z,80000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M35.00S,2024-12-11T02:37:25.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,16.113666228646515,2.696078431372549,1610612760,0,0,2024-12-11T02:37:30Z,90000,False,237.0,99.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,25.64,Missed,,,,,,,,,,,,,,,
10,PT11M32.00S,2024-12-11T02:37:29.2Z,1,REGULAR,rebound,offensive,[],1629652,,,1610612760,0,0,2024-12-11T02:37:29Z,100000,False,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,
11,PT11M30.00S,2024-12-11T02:37:30.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629652,6.915243101182654,3.9215686274509802,1610612760,0,0,2024-12-11T02:37:35Z,110000,False,230.0,13.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,,,,23.07,Missed,,,,,,,,,,,,,,,
12,PT11M27.00S,2024-12-11T02:37:33.9Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,0,0,2024-12-11T02:37:35Z,120000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Right Corner 3,24+ Right,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT11M18.00S,2024-12-11T02:37:43.1Z,1,REGULAR,3pt,Jump Shot,[],202691,95.48291721419186,97.79411764705883,1610612742,0,0,2024-12-11T02:37:48Z,130000,False,239.0,-10.0,1,right,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,23.92,Missed,,,,,,,,,,,,,,,
14,PT11M16.00S,2024-12-11T02:37:45.1Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,0,0,2024-12-11T02:39:00Z,140000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Right Corner 3,24+ Right,,,,,,13.0,2.0,1.0,1.0,,,,,,,,,,,
