actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-09T01:11:26.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-09T01:11:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-09T01:11:30.9Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612745,0,0,2024-11-09T01:11:30Z,40000,False,,,0,,Jump Ball A. Sengun vs. C. Holmgren: Tip to D. Brooks,"[1628415, 1630578, 1631096]",1610612745.0,HOU,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Sengun,1630578.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-11-09T01:11:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.258212877792378,44.85294117647059,1610612745,0,2,2024-11-09T01:11:43Z,70000,False,26.0,6.0,1,left,J. Green driving finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M28.00S,2024-11-09T01:11:57.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,78.66294349540078,9.313725490196079,1610612760,3,2,2024-11-09T01:12:00Z,80000,False,-203.0,148.0,1,right,L. Dort 25' 3PT  (3 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.16,Made,3.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
10,PT11M08.00S,2024-11-09T01:12:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,6.915243101182654,60.049019607843135,1610612745,3,4,2024-11-09T01:13:26Z,100000,False,-50.0,13.0,1,left,A. Sengun Layup (2 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,2.0,J. Green,1630224.0,1.0,,,,,,,,,,,,,,
12,PT10M58.00S,2024-11-09T01:12:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.9060446780552,56.61764705882353,1610612760,5,4,2024-11-09T01:12:32Z,120000,False,33.0,5.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (2 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.34,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M34.00S,2024-11-09T01:12:52.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,15.719448094612352,46.07843137254902,1610612745,5,6,2024-11-09T01:12:57Z,130000,False,20.0,95.0,1,left,D. Brooks 9' driving floating bank Jump Shot (2 PTS),[1628415],1610612745.0,HOU,driving floating bank,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,9.73,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M23.00S,2024-11-09T01:13:03.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,92.9862023653088,40.931372549019606,1610612760,7,6,2024-11-09T01:13:13Z,140000,False,-45.0,13.0,1,right,J. Williams driving finger roll Layup (2 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.72,Made,2.0,,,,,,,,,,,,,,,,,
15,PT10M10.00S,2024-11-09T01:13:16.4Z,1,REGULAR,2pt,Jump Shot,[],1627832,22.026938239159,44.85294117647059,1610612745,7,6,2024-11-09T01:13:23Z,150000,False,26.0,155.0,1,left,MISS F. VanVleet 15' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Center,15.67,Missed,,,,,,,,,,,,,,,,,,
16,PT10M05.00S,2024-11-09T01:13:21.4Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,7,6,2024-11-09T01:17:49Z,160000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,
19,PT10M03.00S,2024-11-09T01:13:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628415,6.521024967148489,44.36274509803921,1610612745,7,6,2024-11-09T01:13:30Z,190000,False,28.0,9.0,1,left,MISS D. Brooks Layup,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
20,PT10M01.00S,2024-11-09T01:13:26.4Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,7,6,2024-11-09T01:13:26Z,200000,False,,,0,,D. Brooks REBOUND (Off:2 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,19.0,2.0,0.0,2.0,,,,,,,,,,
21,PT10M01.00S,2024-11-09T01:13:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628415,5.590000152587891,50.0,1610612745,7,6,2024-11-09T01:13:26Z,210000,False,0.0,0.0,1,left,MISS D. Brooks tip Layup,[1628415],1610612745.0,HOU,tip,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
22,PT10M00.00S,2024-11-09T01:13:27.3Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,7,6,2024-11-09T01:13:27Z,220000,False,,,0,,A. Sengun REBOUND (Off:1 Def:0),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,
23,PT09M58.00S,2024-11-09T01:13:28.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630578,7.966491458607096,44.85294117647059,1610612745,7,8,2024-11-09T01:13:33Z,230000,False,26.0,22.0,1,left,A. Sengun Layup (4 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.41,Made,4.0,,,,,,,,,,,,,,,,,
24,PT09M51.00S,2024-11-09T01:13:37.6Z,1,REGULAR,turnover,out-of-bounds,[],1631114,,,1610612760,7,8,2024-11-09T01:13:42Z,240000,False,,,0,,J. Williams lost ball out-of-bounds TURNOVER (1 TO),[1631114],1610612760.0,OKC,lost ball,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628172.0,1.0,,,,,,,,
25,PT09M31.00S,2024-11-09T01:14:03.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628415,15.982260183968464,53.431372549019606,1610612745,7,10,2024-11-09T01:19:57Z,250000,False,-17.0,98.0,1,left,D. Brooks 9' Jump Shot (4 PTS) (F. VanVleet 1 AST),"[1628415, 1627832]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,9.92,Made,4.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
27,PT09M22.00S,2024-11-09T01:14:12.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,92.85479632063075,45.34313725490196,1610612760,7,10,2024-11-09T01:14:15Z,270000,False,-23.0,15.0,1,right,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,,
28,PT09M20.00S,2024-11-09T01:14:14.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,7,10,2024-11-09T01:14:15Z,280000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,27.0,2.0,1.0,1.0,,,,,,,,,,
29,PT09M09.00S,2024-11-09T01:14:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,9.280551905387648,45.34313725490196,1610612745,7,10,2024-11-09T01:20:50Z,290000,False,23.0,35.0,1,left,MISS A. Sengun cutting Layup - blocked,"[1630578, 1628983]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,
30,PT09M09.00S,2024-11-09T01:14:25.2Z,1,REGULAR,block,,[],1628983,,,1610612745,7,10,2024-11-09T01:14:27Z,300000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M07.00S,2024-11-09T01:14:27.2Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,7,10,2024-11-09T01:14:29Z,310000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
32,PT09M01.00S,2024-11-09T01:14:33.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,67.62483574244416,30.88235294117647,1610612760,7,10,2024-11-09T01:21:33Z,320000,False,-96.0,252.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,,,,,
33,PT08M57.00S,2024-11-09T01:14:37.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,7,10,2024-11-09T01:14:39Z,330000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,
34,PT08M47.00S,2024-11-09T01:14:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,12.302890932982917,49.50980392156863,1610612745,7,10,2024-11-09T01:14:52Z,340000,False,2.0,63.0,1,left,MISS A. Sengun 6' floating Shot,[1630578],1610612745.0,HOU,floating,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
35,PT08M44.00S,2024-11-09T01:14:50.2Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,7,10,2024-11-09T01:14:52Z,350000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT08M39.00S,2024-11-09T01:14:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,89.04402102496715,46.568627450980394,1610612760,7,10,2024-11-09T01:22:38Z,360000,False,-17.0,50.0,1,right,MISS C. Holmgren driving floating Shot,[1631096],1610612760.0,OKC,driving floating,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,,
37,PT08M37.00S,2024-11-09T01:14:57.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,7,10,2024-11-09T01:15:01Z,370000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
38,PT08M34.00S,2024-11-09T01:15:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630224,7.440867279894875,50.98039215686274,1610612745,7,10,2024-11-09T01:15:05Z,380000,False,-5.0,17.0,1,left,MISS J. Green running Layup - blocked,"[1630224, 1641717]",1610612745.0,HOU,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.81,Missed,,,,,,,,,,,Wallace,1641717.0,,,,,,
39,PT08M34.00S,2024-11-09T01:15:00.7Z,1,REGULAR,block,,[],1641717,,,1610612745,7,10,2024-11-09T01:15:03Z,390000,False,,,0,,C. Wallace BLOCK (1 BLK),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M30.00S,2024-11-09T01:15:04.7Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,7,10,2024-11-09T01:15:05Z,400000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
41,PT08M29.00S,2024-11-09T01:15:08.7Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612760,7,10,2024-11-09T01:15:13Z,410000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1630578, 1631096]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202041.0,,,,1.0,0.0,Holmgren,1631096.0,,
43,PT08M29.00S,2024-11-09T01:15:43.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631096,,,1610612760,8,10,2024-11-09T01:23:45Z,430000,False,,,0,,C. Holmgren Free Throw 1 of 2 (1 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
44,PT08M29.00S,2024-11-09T01:15:43.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631096,,,1610612760,9,10,2024-11-09T01:23:45Z,440000,False,,,0,,C. Holmgren Free Throw 2 of 2 (2 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
45,PT08M18.00S,2024-11-09T01:16:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,29.6484888304862,28.676470588235293,1610612745,9,10,2024-11-09T01:16:22Z,450000,False,107.0,226.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.01,Missed,,,,,,,,,,,,,,,,,,
46,PT08M13.00S,2024-11-09T01:16:20.1Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,9,10,2024-11-09T01:16:22Z,460000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,
47,PT08M10.00S,2024-11-09T01:16:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631114,92.72339027595268,50.98039215686274,1610612760,11,10,2024-11-09T01:16:28Z,470000,False,5.0,16.0,1,right,J. Williams running finger roll Layup (4 PTS),[1631114],1610612760.0,OKC,running finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.66,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2024-11-09T01:16:38.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,8.09789750328515,46.32352941176471,1610612745,11,10,2024-11-09T01:16:44Z,480000,False,18.0,24.0,1,left,MISS J. Smith Jr. DUNK - blocked,"[1631095, 1631096]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,Holmgren,1631096.0,,,,,,
62,PT07M54.00S,2024-11-09T01:16:38.8Z,1,REGULAR,block,,[],1631096,,,1610612745,11,10,2024-11-09T01:19:11Z,485000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M50.00S,2024-11-09T01:16:42.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,11,10,2024-11-09T01:16:44Z,490000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,
50,PT07M42.00S,2024-11-09T01:16:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,82.9993429697766,59.068627450980394,1610612760,13,10,2024-11-09T01:16:54Z,500000,False,45.0,107.0,1,right,S. Gilgeous-Alexander 11' pullup Jump Shot (4 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,11.65,Made,4.0,,,,,,,,,,,,,,,,,
51,PT07M25.00S,2024-11-09T01:17:07.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,31.882391590013142,35.294117647058826,1610612745,13,13,2024-11-09T01:27:38Z,510000,False,74.0,247.0,1,left,F. VanVleet 25' 3PT pullup (3 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.79,Made,3.0,,,,,,,,,,,,,,,,,
52,PT07M17.00S,2024-11-09T01:17:17.2Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612760,13,13,2024-11-09T01:17:24Z,520000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628415, 1628983]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201246.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,
54,PT07M17.00S,2024-11-09T01:17:56.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,14,13,2024-11-09T01:17:56Z,540000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (5 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
55,PT07M17.00S,2024-11-09T01:18:09.0Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,15,13,2024-11-09T01:18:09Z,550000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (6 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
57,PT06M55.00S,2024-11-09T01:18:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,6.652431011826544,55.14705882352941,1610612745,15,15,2024-11-09T01:18:56Z,570000,False,-26.0,10.0,1,left,J. Smith Jr. Layup (2 PTS) (A. Sengun 1 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.76,Made,2.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
59,PT06M55.00S,2024-11-09T01:18:53.5Z,1,REGULAR,foul,personal,['1freethrow'],1631114,,,1610612745,15,15,2024-11-09T01:19:01Z,590000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Smith Jr. 1 FT),"[1631114, 1631095]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,,,,1.0,0.0,Smith Jr.,1631095.0,,
61,PT06M55.00S,2024-11-09T01:19:05.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,15,15,2024-11-09T01:19:05Z,610000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M55.00S,2024-11-09T01:22:07.2Z,1,REGULAR,freethrow,1 of 1,[],1631095,,,1610612745,15,15,2024-11-09T01:22:13Z,620000,False,,,0,,MISS J. Smith Jr. Free Throw 1 of 1,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
64,PT06M54.00S,2024-11-09T01:22:08.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,15,15,2024-11-09T01:22:13Z,630000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,
66,PT06M36.00S,2024-11-09T01:22:32.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631096,94.30026281208936,54.41176470588235,1610612760,17,15,2024-11-09T01:22:36Z,650000,False,22.0,1.0,1,right,C. Holmgren alley-oop DUNK (4 PTS) (S. Gilgeous-Alexander 1 AST),"[1631096, 1628983]",1610612760.0,OKC,alley-oop,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.21,Made,4.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
68,PT06M19.00S,2024-11-09T01:22:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.915243101182654,54.90196078431373,1610612745,17,17,2024-11-09T01:22:53Z,670000,False,-25.0,13.0,1,left,J. Green cutting Layup (4 PTS) (A. Sengun 2 AST),"[1630224, 1630578]",1610612745.0,HOU,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.75,Made,4.0,A. Sengun,1630578.0,2.0,,,,,,,,,,,,,,
70,PT05M58.00S,2024-11-09T01:23:10.5Z,1,REGULAR,3pt,Jump Shot,[],1631096,96.40275952693824,5.147058823529411,1610612760,20,17,2024-11-09T01:30:46Z,690000,False,-224.0,-19.0,1,right,C. Holmgren 3PT step back (7 PTS) (L. Dort 1 AST),"[1631096, 1629652]",1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,22.51,Made,7.0,L. Dort,1629652.0,1.0,,,,,,,,,,,,,,
72,PT05M42.00S,2024-11-09T01:23:27.5Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.670827858081466,41.66666666666667,1610612745,20,20,2024-11-09T01:23:32Z,710000,False,42.0,255.0,1,left,J. Green 25' 3PT  (7 PTS) (D. Brooks 1 AST),"[1630224, 1628415]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.8,Made,7.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,
74,PT05M30.00S,2024-11-09T01:23:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,88.78120893561103,52.69607843137255,1610612760,20,20,2024-11-09T01:31:41Z,730000,False,13.0,53.0,1,right,MISS J. Williams driving floating Shot,[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
75,PT05M29.00S,2024-11-09T01:23:40.3Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,20,20,2024-11-09T01:23:43Z,740000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,
76,PT05M29.00S,2024-11-09T01:23:41.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,93.38042049934296,54.41176470588235,1610612760,22,20,2024-11-09T01:23:46Z,750000,False,22.0,10.0,1,right,C. Holmgren putback Layup (9 PTS),[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.41,Made,9.0,,,,,,,,,,,,,,,,,
