actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-03T01:10:45.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-03T01:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-01-03T01:10:47.4Z,1,REGULAR,jumpball,recovered,[],1627884,,,1610612746,0,0,2025-01-03T01:10:47Z,40000,False,,,0,,Jump Ball I. Zubac vs. I. Hartenstein: Tip to D. Jones Jr.,"[1627884, 1627826, 1628392]",1610612746.0,LAC,startperiod,D. Jones Jr.,1627884.0,Jones Jr.,D. Jones Jr.,Zubac,1627826.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-01-03T01:11:01.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,8.492115637319317,38.23529411764706,1610612746,0,0,2025-01-03T01:11:35Z,70000,False,59.0,27.0,1,left,MISS I. Zubac 6' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-01-03T01:11:03.3Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,0,0,2025-01-03T01:11:36Z,80000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-01-03T01:11:11.0Z,1,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612760,0,0,2025-01-03T01:11:33Z,90000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1627739, 1628983]",1610612746.0,LAC,shooting,,,Dunn,K. Dunn,,,,,Mid-Range,8-16 Left,,,,,,,1628487.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
11,PT11M35.00S,2025-01-03T01:11:35.1Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,1,0,2025-01-03T01:11:35Z,110000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M35.00S,2025-01-03T01:11:52.7Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,2,0,2025-01-03T01:11:52Z,120000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M20.00S,2025-01-03T01:12:16.3Z,1,REGULAR,3pt,Jump Shot,[],1627884,27.414586070959263,81.61764705882352,1610612746,2,0,2025-01-03T01:13:01Z,130000,False,-158.0,205.0,1,left,MISS D. Jones Jr. 25' step back 3PT,[1627884],1610612746.0,LAC,step back,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
14,PT11M18.00S,2025-01-03T01:12:18.3Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,0,2025-01-03T01:13:01Z,140000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M08.00S,2025-01-03T01:12:28.0Z,1,REGULAR,3pt,Jump Shot,[],1631114,74.98357424441524,11.029411764705882,1610612760,2,0,2025-01-03T01:13:19Z,150000,False,-195.0,183.0,1,right,MISS J. Williams 26' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.71,Missed,,,,,,,,,,,,,,,,,,
