actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
82,PT06M34.00S,2025-04-01T00:23:03.4Z,1,REGULAR,3pt,Jump Shot,[],1641824,33.77545992115637,62.83700980392157,1610612741,9,8,2025-04-01T00:25:28Z,820000,False,-64.0,265.0,1,left,M. Buzelis 27' 3PT  (3 PTS) (P. Williams 1 AST),"[1641824, 1630172]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Center,27.27,Made,,,,,,,,,,,,3.0,,,,P. Williams,1630172.0,1.0
84,PT06M19.00S,2025-04-01T00:23:18.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,80.15768725361366,53.247549019607845,1610612760,11,8,2025-04-01T00:25:40Z,840000,False,16.0,134.0,1,right,I. Hartenstein 13' floating Jump Shot (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1628392, 1628983]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,13.5,Made,,,,,,,,,,,,2.0,,,,S. Gilgeous-Alexander,1628983.0,1.0
88,PT06M07.00S,2025-04-01T00:23:31.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,9.855453350854134,46.64905024509803,1610612741,11,10,2025-04-01T00:25:57Z,860000,False,17.0,40.0,1,left,P. Williams cutting DUNK (4 PTS) (J. Giddey 2 AST),"[1630172, 1630581]",1610612741.0,CHI,cutting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,4.35,Made,,,,,,,,,,,,4.0,,,,J. Giddey,1630581.0,2.0
90,PT05M53.00S,2025-04-01T00:23:45.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,88.30486202365309,49.67064950980392,1610612760,11,10,2025-04-01T00:26:13Z,880000,False,-2.0,57.0,1,right,MISS S. Gilgeous-Alexander fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.74,Missed,,,,,,,,,,,,,,,,,,
91,PT05M51.00S,2025-04-01T00:23:47.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,11,10,2025-04-01T00:26:13Z,890000,False,,,0,,N. Vučević REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,90.0,4.0,4.0,0.0,,,,,,,,,,,,
92,PT05M40.00S,2025-04-01T00:23:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630172,35.5946123521682,74.24172794117646,1610612741,11,10,2025-04-01T00:26:33Z,900000,False,-121.0,282.0,1,left,MISS P. Williams 30' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,30.7,Missed,,,,,,,,,,,,,,,,,,
93,PT05M38.00S,2025-04-01T00:24:00.1Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,11,10,2025-04-01T00:26:33Z,910000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,92.0,3.0,2.0,1.0,,,,,,,,,,,,
94,PT05M31.00S,2025-04-01T00:24:08.7Z,1,REGULAR,turnover,traveling,[],1628983,,,1610612760,11,10,2025-04-01T00:26:47Z,920000,False,,,0,,S. Gilgeous-Alexander traveling TURNOVER (1 TO),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,1155.0,,,,,,1.0,,,,,
96,PT05M31.00S,2025-04-01T00:24:14.6Z,1,REGULAR,substitution,out,[],1631096,,,1610612741,11,10,2025-04-01T00:24:29Z,940000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M31.00S,2025-04-01T00:24:14.6Z,1,REGULAR,substitution,out,[],1628392,,,1610612741,11,10,2025-04-01T00:24:29Z,950000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M31.00S,2025-04-01T00:24:14.6Z,1,REGULAR,substitution,in,[],1631119,,,1610612741,11,10,2025-04-01T00:24:29Z,960000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M31.00S,2025-04-01T00:24:14.6Z,1,REGULAR,substitution,in,[],1630198,,,1610612741,11,10,2025-04-01T00:24:29Z,970000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M20.00S,2025-04-01T00:24:40.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641824,6.5703022339027655,97.77113970588235,1610612741,11,10,2025-04-01T00:27:20Z,980000,False,-239.0,9.0,1,left,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
101,PT05M18.00S,2025-04-01T00:24:42.9Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,11,10,2025-04-01T00:27:20Z,990000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,
102,PT05M10.00S,2025-04-01T00:24:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,88.83048620236531,48.57153799019608,1610612760,13,10,2025-04-01T00:27:38Z,1000000,False,-7.0,52.0,1,right,J. Williams driving Layup (5 PTS),[1631114],1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.3,Made,,,,,,,,,,,,5.0,,,,,,
104,PT04M57.00S,2025-04-01T00:25:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,9.855453350854134,46.365655637254896,1610612741,13,12,2025-04-01T00:27:53Z,1020000,False,18.0,40.0,1,left,N. Vučević cutting Layup (2 PTS) (J. Giddey 3 AST),"[202696, 1630581]",1610612741.0,CHI,cutting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,4.4,Made,,,,,,,,,,,,2.0,,,,J. Giddey,1630581.0,3.0
106,PT04M48.00S,2025-04-01T00:25:12.6Z,1,REGULAR,3pt,Jump Shot,[],1631119,72.8646517739816,14.192708333333343,1610612760,13,12,2025-04-01T00:28:15Z,1040000,False,-179.0,203.0,1,right,MISS J. Williams 27' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,27.03,Missed,,,,,,,,,,,,,,,,,,
107,PT04M45.00S,2025-04-01T00:25:15.6Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,13,12,2025-04-01T00:28:15Z,1050000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,
112,PT04M38.00S,2025-04-01T00:25:56.8Z,1,REGULAR,jumpball,recovered,[],1629652,,,1610612741,13,12,2025-04-01T00:28:28Z,1055000,False,,,0,,Jump Ball J. Williams vs. J. Giddey: Tip to L. Dort,"[1629652, 1631119, 1630581]",1610612760.0,OKC,heldball,L. Dort,1629652.0,Dort,L. Dort,Williams,1631119.0,Giddey,1630581.0,,,,,,,,,,,,,,,,,,,,,,
108,PT04M38.00S,2025-04-01T00:25:57.4Z,1,REGULAR,substitution,out,[],1631114,,,1610612741,13,12,2025-04-01T00:25:40Z,1060000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M38.00S,2025-04-01T00:25:57.4Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,13,12,2025-04-01T00:25:40Z,1070000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M38.00S,2025-04-01T00:25:57.4Z,1,REGULAR,substitution,in,[],1629026,,,1610612741,13,12,2025-04-01T00:25:40Z,1080000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M38.00S,2025-04-01T00:25:57.4Z,1,REGULAR,substitution,in,[],1641763,,,1610612741,13,12,2025-04-01T00:25:40Z,1090000,False,,,0,,SUB in: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M35.00S,2025-04-01T00:25:58.8Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612741,13,12,2025-04-01T00:29:23Z,1130000,False,,,0,,J. Giddey lost ball TURNOVER (2 TO),"[1630581, 1631119]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,2.0,Williams,1631119.0,,,
116,PT04M35.00S,2025-04-01T00:25:58.8Z,1,REGULAR,steal,,[],1631119,,,1610612760,13,12,2025-04-01T00:25:56Z,1140000,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
117,PT04M22.00S,2025-04-01T00:26:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,74.90144546649145,9.53584558823529,1610612760,16,12,2025-04-01T00:31:22Z,1150000,False,-202.0,183.0,1,right,I. Joe 27' 3PT  (3 PTS) (S. Gilgeous-Alexander 2 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,27.31,Made,,,,,,,,,,,,3.0,,,,S. Gilgeous-Alexander,1628983.0,2.0
119,PT04M05.00S,2025-04-01T00:26:28.0Z,1,REGULAR,3pt,Jump Shot,[],1631207,34.90678383705651,44.19806985294118,1610612741,16,12,2025-04-01T00:31:34Z,1170000,False,29.0,276.0,1,left,MISS D. Terry 27' 3PT,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Center,27.71,Missed,,,,,,,,,,,,,,,,,,
120,PT04M03.00S,2025-04-01T00:26:30.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,16,12,2025-04-01T00:31:34Z,1180000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Center,,,,,119.0,,,,,,,,,,,,,,,
122,PT04M03.00S,2025-04-01T00:26:32.3Z,1,REGULAR,substitution,out,[],1630581,,,1610612760,16,12,2025-04-01T00:26:48Z,1200000,False,,,0,,SUB out: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M03.00S,2025-04-01T00:26:32.3Z,1,REGULAR,substitution,out,[],202696,,,1610612760,16,12,2025-04-01T00:26:48Z,1210000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M03.00S,2025-04-01T00:26:32.3Z,1,REGULAR,substitution,in,[],1629632,,,1610612760,16,12,2025-04-01T00:26:48Z,1220000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M03.00S,2025-04-01T00:26:32.3Z,1,REGULAR,substitution,in,[],1628380,,,1610612760,16,12,2025-04-01T00:26:48Z,1230000,False,,,0,,SUB in: Z. Collins,[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M54.00S,2025-04-01T00:26:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,89.75032851511169,42.21813725490197,1610612760,18,12,2025-04-01T00:31:50Z,1240000,False,-39.0,44.0,1,right,S. Gilgeous-Alexander driving finger roll Layup (8 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,5.86,Made,,,,,,,,,,,,8.0,,,,,,
127,PT03M45.00S,2025-04-01T00:27:09.2Z,1,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,18,12,2025-04-01T00:32:07Z,1250000,False,,,0,,C. White lost ball out-of-bounds TURNOVER (1 TO),[1629632],1610612741.0,CHI,lost ball,,,White,C. White,,,,,Mid-Range,8-16 Right,,,,,,,,,1627529.0,,,,,,1.0,,,,,
128,PT03M45.00S,2025-04-01T00:27:11.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,18,12,2025-04-01T00:27:15Z,1260000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M45.00S,2025-04-01T00:27:11.9Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,18,12,2025-04-01T00:27:15Z,1270000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M30.00S,2025-04-01T00:27:37.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630198,88.96189224704337,46.05545343137255,1610612760,20,12,2025-04-01T00:32:26Z,1280000,False,-20.0,51.0,1,right,I. Joe turnaround Jump Shot (5 PTS) (C. Wallace 1 AST),"[1630198, 1641717]",1610612760.0,OKC,turnaround,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,5.5,Made,,,,,,,,,,,,5.0,,,,C. Wallace,1641717.0,1.0
132,PT03M15.00S,2025-04-01T00:27:52.5Z,1,REGULAR,3pt,Jump Shot,[],1630172,33.92123850197109,29.143688725490193,1610612741,20,12,2025-04-01T00:32:53Z,1300000,False,104.0,266.0,1,left,MISS P. Williams 28' step back 3PT,[1630172],1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,28.61,Missed,,,,,,,,,,,,,,,,,,
133,PT03M13.00S,2025-04-01T00:27:54.5Z,1,REGULAR,rebound,defensive,[],1629026,,,1610612760,20,12,2025-04-01T00:32:53Z,1310000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,
134,PT03M05.00S,2025-04-01T00:28:01.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630198,66.27792378449408,35.76133578431373,1610612760,23,12,2025-04-01T00:33:39Z,1320000,False,-71.0,264.0,1,right,I. Joe 27' 3PT running (8 PTS) (J. Williams 1 AST),"[1630198, 1631119]",1610612760.0,OKC,running,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,27.39,Made,,,,,,,,,,,,8.0,,,,J. Williams,1631119.0,1.0
136,PT02M40.00S,2025-04-01T00:28:32.8Z,1,REGULAR,foul,personal,[],1631119,,,1610612741,23,12,2025-04-01T00:33:56Z,1340000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631119, 1629632]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,,,1155.0,1.0,0.0,White,1629632.0,,,,,,,
138,PT02M40.00S,2025-04-01T00:28:39.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,23,12,2025-04-01T00:28:39Z,1360000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M40.00S,2025-04-01T00:31:32.6Z,1,REGULAR,turnover,5-second-violation,['team'],0,,,1610612741,23,12,2025-04-01T00:32:23Z,1370000,False,,,0,,CHI 5-second-violation Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
140,PT02M32.00S,2025-04-01T00:31:51.3Z,1,REGULAR,turnover,out-of-bounds,[],1630198,,,1610612760,23,12,2025-04-01T00:34:35Z,1380000,False,,,0,,I. Joe lost ball out-of-bounds TURNOVER (1 TO),[1630198],1610612760.0,OKC,lost ball,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1627529.0,,,,,,1.0,,,,,
141,PT02M32.00S,2025-04-01T00:31:59.0Z,1,REGULAR,substitution,out,[],1641763,,,1610612741,23,12,2025-04-01T00:32:02Z,1390000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M32.00S,2025-04-01T00:31:59.0Z,1,REGULAR,substitution,in,[],1641824,,,1610612741,23,12,2025-04-01T00:32:02Z,1400000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M22.00S,2025-04-01T00:32:17.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631207,6.044678055190531,45.17846200980392,1610612741,23,14,2025-04-01T00:34:52Z,1410000,False,24.0,4.0,1,left,D. Terry cutting DUNK (2 PTS) (C. White 1 AST),"[1631207, 1629632]",1610612741.0,CHI,cutting,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,,,,,2.0,,,,C. White,1629632.0,1.0
145,PT02M09.00S,2025-04-01T00:32:30.0Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,23,14,2025-04-01T00:35:06Z,1430000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1631207]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,2.0,Terry,1631207.0,,,
146,PT02M09.00S,2025-04-01T00:32:30.0Z,1,REGULAR,steal,,[],1631207,,,1610612741,23,14,2025-04-01T00:32:32Z,1440000,False,,,0,,D. Terry STEAL (2 STL),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
147,PT02M05.00S,2025-04-01T00:32:34.7Z,1,REGULAR,foul,personal,['2freethrow'],1631119,,,1610612741,23,14,2025-04-01T00:35:13Z,1450000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Terry 2 FT),"[1631119, 1631207]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,204059.0,2.0,0.0,Terry,1631207.0,,,,,,,
149,PT02M05.00S,2025-04-01T00:33:00.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631207,,,1610612741,23,15,2025-04-01T00:35:28Z,1470000,False,,,0,,D. Terry Free Throw 1 of 2 (3 PTS),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
150,PT02M05.00S,2025-04-01T00:33:05.2Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,23,15,2025-04-01T00:33:09Z,1480000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M05.00S,2025-04-01T00:33:05.2Z,1,REGULAR,substitution,in,[],1630581,,,1610612741,23,15,2025-04-01T00:33:09Z,1490000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT02M05.00S,2025-04-01T00:33:00.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631207,,,1610612741,23,16,2025-04-01T00:35:28Z,1500000,False,,,0,,D. Terry Free Throw 2 of 2 (4 PTS),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
153,PT01M55.00S,2025-04-01T00:33:37.4Z,1,REGULAR,foul,offensive,[],1629026,,,1610612760,23,16,2025-04-01T00:35:43Z,1510000,False,,,0,,K. Williams offensive FOUL (1 PF),"[1629026, 1628380]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,204059.0,1.0,0.0,Collins,1628380.0,,,,,,,
155,PT01M55.00S,2025-04-01T00:33:37.4Z,1,REGULAR,turnover,offensive foul,[],1629026,,,1610612760,23,16,2025-04-01T00:35:43Z,1530000,False,,,0,,K. Williams offensive foul TURNOVER (1 TO),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,204059.0,,,,,,1.0,,,,,
156,PT01M46.00S,2025-04-01T00:34:02.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629632,9.461235216819972,55.384497549019606,1610612741,23,16,2025-04-01T00:36:11Z,1540000,False,-27.0,36.0,1,left,MISS C. White driving Layup - blocked,"[1629632, 1641717]",1610612741.0,CHI,driving,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,Wallace,1641717.0,,,,,,,,,,,,,,,,
157,PT01M46.00S,2025-04-01T00:34:02.7Z,1,REGULAR,block,,[],1641717,,,1610612741,23,16,2025-04-01T00:34:04Z,1550000,False,,,0,,C. Wallace BLOCK (1 BLK),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT01M45.00S,2025-04-01T00:34:03.7Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,23,16,2025-04-01T00:36:11Z,1560000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,
159,PT01M37.00S,2025-04-01T00:34:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630198,63.75246386333772,43.604473039215684,1610612760,23,16,2025-04-01T00:36:28Z,1570000,False,-32.0,288.0,1,right,MISS I. Joe 29' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,29.0,Missed,,,,,,,,,,,,,,,,,,
160,PT01M34.00S,2025-04-01T00:34:14.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,23,16,2025-04-01T00:36:28Z,1580000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,159.0,3.0,2.0,1.0,,,,,,,,,,,,
161,PT01M28.00S,2025-04-01T00:34:21.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629632,10.249671484888296,51.815257352941174,1610612741,23,16,2025-04-01T00:37:01Z,1590000,False,-9.0,44.0,1,left,MISS C. White running Layup - blocked,"[1629632, 1631119]",1610612741.0,CHI,running,,,White,C. White,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,Williams,1631119.0,,,,,,,,,,,,,,,,
162,PT01M28.00S,2025-04-01T00:34:21.2Z,1,REGULAR,block,,[],1631119,,,1610612741,23,16,2025-04-01T00:34:23Z,1600000,False,,,0,,J. Williams BLOCK (1 BLK),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT01M26.00S,2025-04-01T00:34:23.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,23,16,2025-04-01T00:37:01Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,161.0,,,,,,,,,,,,,,,
165,PT01M20.00S,2025-04-01T00:34:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641824,10.381077529566369,48.60983455882353,1610612741,23,18,2025-04-01T00:37:24Z,1630000,False,7.0,45.0,1,left,M. Buzelis driving Layup (5 PTS),[1641824],1610612741.0,CHI,driving,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,4.56,Made,,,,,,,,,,,,5.0,,,,,,
166,PT01M05.00S,2025-04-01T00:34:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629026,95.53219448094612,3.4083946078431353,1610612760,26,18,2025-04-01T00:37:34Z,1640000,False,-233.0,-11.0,1,right,K. Williams 3PT  (3 PTS) (S. Gilgeous-Alexander 3 AST),"[1629026, 1628983]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,23.32,Made,,,,,,,,,,,,3.0,,,,S. Gilgeous-Alexander,1628983.0,3.0
168,PT00M51.80S,2025-04-01T00:35:16.4Z,1,REGULAR,foul,offensive,[],1628380,,,1610612741,26,18,2025-04-01T00:37:47Z,1660000,False,,,0,,Z. Collins offensive FOUL (1 PF),"[1628380, 1629026]",1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,1627529.0,1.0,0.0,Williams,1629026.0,,,,,,,
170,PT00M51.80S,2025-04-01T00:35:16.4Z,1,REGULAR,turnover,offensive foul,[],1628380,,,1610612741,26,18,2025-04-01T00:37:47Z,1680000,False,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612741.0,CHI,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,1627529.0,,,,,,1.0,,,,,
171,PT00M34.20S,2025-04-01T00:35:45.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,70.08869908015768,76.7156862745098,1610612760,29,18,2025-04-01T00:38:02Z,1690000,False,134.0,229.0,1,right,I. Joe 26' 3PT  (11 PTS) (S. Gilgeous-Alexander 4 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,26.49,Made,,,,,,,,,,,,11.0,,,,S. Gilgeous-Alexander,1628983.0,4.0
174,PT00M23.90S,2025-04-01T00:36:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,13.118019053876466,41.3985906862745,1610612741,29,18,2025-04-01T00:38:27Z,1710000,False,43.0,71.0,1,left,MISS J. Giddey 8' driving floating Shot,[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,8.28,Missed,,,,,,,,,,,,,,,,,,
