actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-24T01:11:18.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-24T01:11:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-12-24T01:11:20.2Z,1,REGULAR,jumpball,recovered,[],1628983,,,1610612760,0,0,2024-12-24T01:11:20Z,40000,False,,,0,,Jump Ball I. Hartenstein vs. J. Valančiūnas: Tip to S. Gilgeous-Alexander,"[1628983, 1628392, 202685]",1610612760.0,OKC,startperiod,S. Gilgeous-Alexander,1628983.0,Gilgeous-Alexander,S. Gilgeous-Alexander,Hartenstein,1628392.0,Valančiūnas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-12-24T01:11:34.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,5.863994743758213,97.05882352941177,1610612760,0,0,2024-12-24T01:12:07Z,70000,False,-235.0,3.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-12-24T01:11:37.4Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612764,0,0,2024-12-24T01:12:07Z,80000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612764.0,WAS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-12-24T01:11:57.4Z,1,REGULAR,3pt,Jump Shot,[],1629673,69.07030223390277,24.019607843137255,1610612764,0,0,2024-12-24T01:12:34Z,90000,False,-130.0,238.0,1,right,MISS J. Poole 27' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2024-12-24T01:11:59.4Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,0,0,2024-12-24T01:12:34Z,100000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M02.00S,2024-12-24T01:12:14.8Z,1,REGULAR,3pt,Jump Shot,[],1630198,30.56833114323259,65.93137254901961,1610612760,3,0,2024-12-24T01:12:19Z,110000,False,-80.0,235.0,1,left,I. Joe 24' 3PT step back (3 PTS) (J. Williams 1 AST),"[1630198, 1631114]",1610612760.0,OKC,step back,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,24.8,Made,,,,,3.0,J. Williams,1631114.0,1.0,,,,,,,,,,
13,PT10M46.00S,2024-12-24T01:12:32.8Z,1,REGULAR,3pt,Jump Shot,[],1630551,68.28186596583443,31.61764705882353,1610612764,3,0,2024-12-24T01:13:20Z,130000,False,-92.0,246.0,1,right,MISS J. Champagnie 26' pullup 3PT,[1630551],1610612764.0,WAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,,,,,,,,,,,,,,,,,
14,PT10M44.00S,2024-12-24T01:12:34.8Z,1,REGULAR,rebound,offensive,[],202685,,,1610612764,3,0,2024-12-24T01:13:20Z,140000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:0),[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Left Center,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
15,PT10M44.00S,2024-12-24T01:12:38.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202685,94.40999984741211,50.0,1610612764,3,0,2024-12-24T01:14:02Z,150000,False,0.0,0.0,1,right,MISS J. Valančiūnas tip Layup,[202685],1610612764.0,WAS,tip,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
