actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
416,PT06M17.00S,2025-02-04T02:30:23.1Z,3,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,96,55,2025-02-04T02:30:23Z,4160000,False,,,0,,R. Rollins Free Throw 2 of 2 (11 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
417,PT06M04.00S,2025-02-04T02:30:36.4Z,3,REGULAR,3pt,Jump Shot,[],1630198,96.5341655716163,1.9607843137254901,1610612760,96,55,2025-02-04T02:30:50Z,4170000,False,-240.0,-20.0,1,right,MISS I. Joe 24' step back 3PT,[1630198],1610612760.0,OKC,step back,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,24.1,Missed,,,,,,,,,,,,,,,,,,
418,PT06M01.00S,2025-02-04T02:30:39.4Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,96,55,2025-02-04T02:30:41Z,4180000,False,,,0,,P. Connaughton REBOUND (Off:2 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,,417.0,,,,3.0,1.0,2.0,,,,,,,,,,
419,PT05M57.00S,2025-02-04T02:30:45.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630198,,,1610612749,96,55,2025-02-04T02:30:50Z,4190000,False,,,0,,I. Joe personal FOUL (2 PF) (Rollins 2 FT),"[1630198, 1631157]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Rollins,1631157.0
421,PT05M57.00S,2025-02-04T02:31:09.9Z,3,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,96,56,2025-02-04T02:31:09Z,4210000,False,,,0,,R. Rollins Free Throw 1 of 2 (12 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
422,PT05M57.00S,2025-02-04T02:31:25.0Z,3,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,96,57,2025-02-04T02:31:25Z,4220000,False,,,0,,R. Rollins Free Throw 2 of 2 (13 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
423,PT05M43.00S,2025-02-04T02:31:48.4Z,3,REGULAR,foul,personal,[],1626192,,,1610612760,96,57,2025-02-04T02:31:53Z,4230000,False,,,0,,P. Connaughton personal FOUL (2 PF),"[1626192, 1630198]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Joe,1630198.0
425,PT05M38.00S,2025-02-04T02:32:05.8Z,3,REGULAR,3pt,Jump Shot,[],1630198,68.01905387647832,26.47058823529412,1610612760,99,57,2025-02-04T02:32:10Z,4250000,False,-118.0,248.0,1,right,I. Joe 27' 3PT  (15 PTS) (A. Wiggins 4 AST),"[1630198, 1630598]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,27.46,Made,15.0,,A. Wiggins,1630598.0,4.0,,,,,,,,,,,,,
427,PT05M20.00S,2025-02-04T02:32:23.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,5.863994743758213,47.30392156862745,1610612749,99,59,2025-02-04T02:32:26Z,4270000,False,13.0,3.0,1,left,G. Trent Jr. cutting Layup (7 PTS) (T. Smith 2 AST),"[1629018, 1641890]",1610612749.0,MIL,cutting,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.37,Made,7.0,,T. Smith,1641890.0,2.0,,,,,,,,,,,,,
429,PT05M04.00S,2025-02-04T02:32:38.2Z,3,REGULAR,2pt,Jump Shot,[],1629026,76.69185282522996,71.81372549019608,1610612760,99,59,2025-02-04T02:32:43Z,4290000,False,109.0,167.0,1,right,MISS K. Williams 19' pullup Shot,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,Mid-Range,16-24 Right Center,19.91,Missed,,,,,,,,,,,,,,,,,,
430,PT05M00.00S,2025-02-04T02:32:42.2Z,3,REGULAR,rebound,offensive,[],1631119,,,1610612760,99,59,2025-02-04T02:32:43Z,4300000,False,,,0,,J. Williams REBOUND (Off:1 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,,429.0,,,,4.0,3.0,1.0,,,,,,,,,,
431,PT05M00.00S,2025-02-04T02:32:42.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631119,94.40999984741211,50.0,1610612760,101,59,2025-02-04T02:32:42Z,4310000,False,0.0,0.0,1,right,J. Williams tip DUNK (8 PTS),[1631119],1610612760.0,OKC,tip,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
432,PT04M52.00S,2025-02-04T02:32:50.7Z,3,REGULAR,3pt,Jump Shot,[],1641890,25.57490144546649,18.627450980392158,1610612749,101,62,2025-02-04T02:32:55Z,4320000,False,157.0,188.0,1,left,T. Smith 24' 3PT  (7 PTS) (A. Johnson 2 AST),"[1641890, 1642358]",1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Right Center,24.48,Made,7.0,,A. Johnson,1642358.0,2.0,,,,,,,,,,,,,
434,PT04M36.00S,2025-02-04T02:33:07.0Z,3,REGULAR,3pt,Jump Shot,[],1631119,95.6143232588699,4.166666666666666,1610612760,104,62,2025-02-04T02:33:11Z,4340000,False,-229.0,-11.0,1,right,J. Williams 3PT  (11 PTS) (O. Dieng 1 AST),"[1631119, 1631172]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,22.95,Made,11.0,,O. Dieng,1631172.0,1.0,,,,,,,,,,,,,
436,PT04M18.00S,2025-02-04T02:33:24.4Z,3,REGULAR,2pt,Jump Shot,[],1629018,15.325229960578188,33.57843137254902,1610612749,104,64,2025-02-04T02:33:27Z,4360000,False,82.0,92.0,1,left,G. Trent Jr. 12' step back Jump Shot (9 PTS) (T. Smith 3 AST),"[1629018, 1641890]",1610612749.0,MIL,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,12.3,Made,9.0,,T. Smith,1641890.0,3.0,,,,,,,,,,,,,
437,PT03M58.00S,2025-02-04T02:33:44.3Z,3,REGULAR,3pt,Jump Shot,[],1630198,85.49605781865965,2.941176470588235,1610612760,107,64,2025-02-04T02:33:49Z,4370000,False,-235.0,84.0,1,right,I. Joe 24' 3PT  (18 PTS) (O. Dieng 2 AST),"[1630198, 1631172]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,24.98,Made,18.0,,O. Dieng,1631172.0,2.0,,,,,,,,,,,,,
439,PT03M40.00S,2025-02-04T02:34:02.8Z,3,REGULAR,3pt,Jump Shot,[],1631157,30.56833114323259,30.637254901960787,1610612749,107,64,2025-02-04T02:34:09Z,4390000,False,97.0,235.0,1,left,MISS R. Rollins 25' pullup 3PT,[1631157],1610612749.0,MIL,pullup,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
440,PT03M36.00S,2025-02-04T02:34:06.8Z,3,REGULAR,rebound,defensive,[],1630198,,,1610612760,107,64,2025-02-04T02:34:09Z,4400000,False,,,0,,I. Joe REBOUND (Off:0 Def:3),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,,,,439.0,,,,3.0,3.0,0.0,,,,,,,,,,
441,PT03M32.00S,2025-02-04T02:34:10.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630598,74.72076215505913,12.990196078431374,1610612760,107,64,2025-02-04T02:35:02Z,4410000,False,-185.0,185.0,1,right,MISS A. Wiggins 26' running 3PT,[1630598],1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,26.17,Missed,,,,,,,,,,,,,,,,,,
442,PT03M29.00S,2025-02-04T02:34:13.6Z,3,REGULAR,rebound,defensive,[],1642358,,,1610612749,107,64,2025-02-04T02:34:16Z,4420000,False,,,0,,A. Johnson REBOUND (Off:0 Def:1),[1642358],1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Left Center,,,,441.0,,,,1.0,1.0,0.0,,,,,,,,,,
443,PT03M18.00S,2025-02-04T02:34:26.4Z,3,REGULAR,3pt,Jump Shot,[],1631157,26.62614980289093,86.02941176470588,1610612749,107,67,2025-02-04T02:34:40Z,4430000,False,-180.0,198.0,1,left,R. Rollins 26' 3PT  (16 PTS) (A. Johnson 3 AST),"[1631157, 1642358]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,26.75,Made,16.0,,A. Johnson,1642358.0,3.0,,,,,,,,,,,,,
444,PT03M18.00S,2025-02-04T02:34:42.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631172,,,1610612760,107,67,2025-02-04T02:35:55Z,4440000,False,,,0,,O. Dieng personal FOUL (1 PF) (Connaughton 1 FT),"[1631172, 1626192]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Connaughton,1626192.0
450,PT03M18.00S,2025-02-04T02:36:24.6Z,3,REGULAR,substitution,out,[],1629026,,,1610612760,107,67,2025-02-04T02:39:18Z,4475000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M18.00S,2025-02-04T02:36:24.6Z,3,REGULAR,substitution,in,[],1641794,,,1610612760,107,67,2025-02-04T02:39:18Z,4477500,False,,,0,,SUB in: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M18.00S,2025-02-04T02:36:25.3Z,3,REGULAR,freethrow,1 of 1,[],1626192,,,1610612749,107,68,2025-02-04T02:37:35Z,4480000,False,,,0,,P. Connaughton Free Throw 1 of 1 (5 PTS),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
452,PT03M01.00S,2025-02-04T02:36:31.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,92.85479632063075,49.754901960784316,1610612760,107,68,2025-02-04T02:36:35Z,4510000,False,-1.0,15.0,1,right,MISS J. Williams Layup,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
453,PT03M00.00S,2025-02-04T02:36:32.3Z,3,REGULAR,rebound,offensive,[],1631119,,,1610612760,107,68,2025-02-04T02:36:32Z,4520000,False,,,0,,J. Williams REBOUND (Off:2 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,452.0,,,,5.0,3.0,2.0,,,,,,,,,,
454,PT02M58.00S,2025-02-04T02:36:34.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631119,92.19776609724047,47.794117647058826,1610612760,107,68,2025-02-04T02:37:24Z,4530000,False,-11.0,21.0,1,right,MISS J. Williams turnaround Hook,[1631119],1610612760.0,OKC,turnaround,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.35,Missed,,,,,,,,,,,,,,,,,,
455,PT02M58.00S,2025-02-04T02:36:34.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,107,68,2025-02-04T02:36:39Z,4540000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,454.0,,,,,,,,,,,,,,,,
457,PT02M58.00S,2025-02-04T02:36:42.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,107,68,2025-02-04T02:36:42Z,4560000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M58.00S,2025-02-04T02:38:59.3Z,3,REGULAR,substitution,out,[],1631157,,,1610612749,107,68,2025-02-04T02:39:12Z,4570000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M58.00S,2025-02-04T02:38:59.3Z,3,REGULAR,substitution,in,[],1626153,,,1610612749,107,68,2025-02-04T02:39:12Z,4580000,False,,,0,,SUB in: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M44.00S,2025-02-04T02:39:42.0Z,3,REGULAR,3pt,Jump Shot,[],1629018,19.398817345597898,90.44117647058823,1610612749,107,68,2025-02-04T02:39:46Z,4590000,False,-202.0,130.0,1,left,MISS G. Trent Jr. 24' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,24.03,Missed,,,,,,,,,,,,,,,,,,
462,PT02M41.00S,2025-02-04T02:39:45.0Z,3,REGULAR,rebound,defensive,[],1641794,,,1610612760,107,68,2025-02-04T02:39:46Z,4600000,False,,,0,,D. Jones REBOUND (Off:0 Def:3),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,461.0,,,,3.0,3.0,0.0,,,,,,,,,,
463,PT02M23.00S,2025-02-04T02:40:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,91.67214191852825,58.82352941176471,1610612760,107,68,2025-02-04T02:40:17Z,4610000,False,44.0,26.0,1,right,MISS A. Wiggins driving finger roll Layup,[1630598],1610612760.0,OKC,driving finger roll,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,,
464,PT02M18.00S,2025-02-04T02:40:07.5Z,3,REGULAR,rebound,offensive,[],1631172,,,1610612760,107,68,2025-02-04T02:40:11Z,4620000,False,,,0,,O. Dieng REBOUND (Off:2 Def:2),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,,,,463.0,,,,4.0,2.0,2.0,,,,,,,,,,
465,PT02M18.00S,2025-02-04T02:40:06.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631172,94.40999984741211,50.0,1610612760,109,68,2025-02-04T02:40:06Z,4630000,False,0.0,0.0,1,right,O. Dieng tip DUNK (11 PTS),[1631172],1610612760.0,OKC,tip,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
466,PT02M06.00S,2025-02-04T02:40:19.0Z,3,REGULAR,3pt,Jump Shot,[],1642358,31.488173455978973,18.627450980392158,1610612749,109,71,2025-02-04T02:40:23Z,4640000,False,157.0,243.0,1,left,A. Johnson 28' 3PT  (6 PTS) (D. Wright 2 AST),"[1642358, 1626153]",1610612749.0,MIL,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,28.97,Made,6.0,,D. Wright,1626153.0,2.0,,,,,,,,,,,,,
468,PT01M45.00S,2025-02-04T02:40:39.5Z,3,REGULAR,3pt,Jump Shot,[],1631172,67.23061760840999,47.05882352941176,1610612760,112,71,2025-02-04T02:40:43Z,4660000,False,-15.0,256.0,1,right,O. Dieng 25' 3PT  (14 PTS) (D. Jones 3 AST),"[1631172, 1641794]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,25.59,Made,14.0,,D. Jones,1641794.0,3.0,,,,,,,,,,,,,
470,PT01M20.00S,2025-02-04T02:41:08.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631119,,,1610612749,112,71,2025-02-04T02:41:18Z,4680000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1631119, 1629018]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,1.0,0.0,Trent Jr.,1629018.0
472,PT01M20.00S,2025-02-04T02:41:40.8Z,3,REGULAR,freethrow,1 of 2,[],1629018,,,1610612749,112,71,2025-02-04T02:41:40Z,4700000,False,,,0,,MISS G. Trent Jr. Free Throw 1 of 2,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
473,PT01M20.00S,2025-02-04T02:41:40.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,112,71,2025-02-04T02:41:40Z,4710000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,
474,PT01M20.00S,2025-02-04T02:41:56.1Z,3,REGULAR,freethrow,2 of 2,[],1629018,,,1610612749,112,72,2025-02-04T02:41:56Z,4720000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (10 PTS),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
493,PT01M09.00S,2025-02-04T02:41:57.3Z,3,REGULAR,turnover,lost ball,[],1631119,,,1610612760,112,72,2025-02-04T02:46:21Z,4725000,False,,,0,,J. Williams lost ball TURNOVER (1 TO),"[1631119, 1641890]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1.0,Smith,1641890.0,,,,,
494,PT01M09.00S,2025-02-04T02:41:57.3Z,3,REGULAR,steal,,[],1641890,,,1610612749,112,72,2025-02-04T02:46:21Z,4727500,False,,,0,,T. Smith STEAL (1 STL),[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
495,PT01M06.00S,2025-02-04T02:42:05.5Z,3,REGULAR,turnover,bad pass,[],1641890,,,1610612749,112,72,2025-02-04T02:46:39Z,4728750,False,,,0,,T. Smith bad pass TURNOVER (2 TO),"[1641890, 1631172]",1610612749.0,MIL,,,,Smith,T. Smith,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2.0,Dieng,1631172.0,,,,,
496,PT01M06.00S,2025-02-04T02:42:05.5Z,3,REGULAR,steal,,[],1631172,,,1610612760,112,72,2025-02-04T02:46:39Z,4729375,False,,,0,,O. Dieng STEAL (1 STL),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
475,PT01M04.00S,2025-02-04T02:42:13.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631172,92.32917214191852,50.0,1610612760,114,72,2025-02-04T02:46:39Z,4730000,False,0.0,20.0,1,right,O. Dieng DUNK (16 PTS),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,1.96,Made,16.0,,,,,,,,,,,,,,,,,
476,PT00M52.20S,2025-02-04T02:42:26.8Z,3,REGULAR,3pt,Jump Shot,[],1641890,29.6484888304862,25.98039215686275,1610612749,114,72,2025-02-04T02:45:16Z,4740000,False,120.0,226.0,1,left,MISS T. Smith 25' 3PT,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
477,PT00M48.30S,2025-02-04T02:42:30.7Z,3,REGULAR,rebound,defensive,[],1631172,,,1610612760,114,72,2025-02-04T02:42:33Z,4750000,False,,,0,,O. Dieng REBOUND (Off:2 Def:3),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Right Center,,,,476.0,,,,5.0,3.0,2.0,,,,,,,,,,
478,PT00M47.40S,2025-02-04T02:42:32.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631119,91.40932982917214,51.225490196078425,1610612760,116,72,2025-02-04T02:43:08Z,4760000,False,6.0,28.0,1,right,J. Williams running DUNK (13 PTS) (O. Dieng 3 AST),"[1631119, 1631172]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.89,Made,13.0,,O. Dieng,1631172.0,3.0,,,,,,,,,,,,,
480,PT00M34.60S,2025-02-04T02:42:49.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642358,7.703679369250986,38.72549019607843,1610612749,116,72,2025-02-04T02:43:35Z,4780000,False,56.0,20.0,1,left,MISS A. Johnson driving Hook,[1642358],1610612749.0,MIL,driving,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.98,Missed,,,,,,,,,,,,,,,,,,
481,PT00M33.40S,2025-02-04T02:42:50.2Z,3,REGULAR,rebound,defensive,[],1641794,,,1610612760,116,72,2025-02-04T02:42:53Z,4790000,False,,,0,,D. Jones REBOUND (Off:0 Def:4),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,480.0,,,,4.0,4.0,0.0,,,,,,,,,,
482,PT00M33.40S,2025-02-04T02:42:53.7Z,3,REGULAR,turnover,out-of-bounds,[],1641794,,,1610612760,116,72,2025-02-04T02:43:02Z,4800000,False,,,0,,D. Jones lost ball out-of-bounds TURNOVER (1 TO),[1641794],1610612760.0,OKC,lost ball,,,Jones,D. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,,,1628172.0,,,,
483,PT00M33.40S,2025-02-04T02:42:58.1Z,3,REGULAR,substitution,out,[],1629018,,,1610612749,116,72,2025-02-04T02:43:01Z,4810000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M33.40S,2025-02-04T02:42:58.1Z,3,REGULAR,substitution,in,[],1630699,,,1610612749,116,72,2025-02-04T02:43:01Z,4820000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M26.10S,2025-02-04T02:43:16.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,25.969119579500656,16.666666666666664,1610612749,116,75,2025-02-04T02:43:21Z,4830000,False,167.0,192.0,1,left,P. Connaughton 25' 3PT  (8 PTS) (A. Johnson 4 AST),"[1626192, 1642358]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Right Center,25.4,Made,8.0,,A. Johnson,1642358.0,4.0,,,,,,,,,,,,,
487,PT00M07.00S,2025-02-04T02:43:45.4Z,3,REGULAR,foul,offensive,['inpenalty'],1631119,,,1610612760,116,75,2025-02-04T02:43:51Z,4850000,False,,,0,,J. Williams offensive FOUL (2 PF),"[1631119, 1641890]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1628172.0,2.0,0.0,Smith,1641890.0
489,PT00M07.00S,2025-02-04T02:43:45.4Z,3,REGULAR,turnover,offensive foul,[],1631119,,,1610612760,116,75,2025-02-04T02:43:45Z,4870000,False,,,0,,J. Williams offensive foul TURNOVER (2 TO),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,,,1628172.0,,,,
490,PT00M02.30S,2025-02-04T02:44:09.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641890,30.305519053876477,27.696078431372552,1610612749,116,75,2025-02-04T02:44:15Z,4880000,False,112.0,232.0,1,left,MISS T. Smith 25' 3PT,[1641890],1610612749.0,MIL,,,,Smith,T. Smith,,,,,Above the Break 3,24+ Right Center,25.78,Missed,,,,,,,,,,,,,,,,,,
491,PT00M02.30S,2025-02-04T02:44:09.2Z,3,REGULAR,rebound,defensive,[],1641794,,,1610612760,116,75,2025-02-04T02:44:15Z,4890000,False,,,0,,D. Jones REBOUND (Off:0 Def:5),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Right Center,,,,490.0,,,,5.0,5.0,0.0,,,,,,,,,,
492,PT00M00.00S,2025-02-04T02:44:52.6Z,3,REGULAR,period,end,[],0,,,1610612760,116,75,2025-02-04T02:44:52Z,4900000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2025-02-04T02:46:31.0Z,4,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,116,75,2025-02-04T02:46:50Z,4910000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2025-02-04T02:46:31.0Z,4,REGULAR,substitution,out,['startperiod'],1630198,,,1610612760,116,75,2025-02-04T02:46:50Z,4920000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2025-02-04T02:46:31.0Z,4,REGULAR,substitution,out,['startperiod'],1630598,,,1610612760,116,75,2025-02-04T02:46:50Z,4930000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2025-02-04T02:46:31.0Z,4,REGULAR,substitution,out,['startperiod'],1626192,,,1610612760,116,75,2025-02-04T02:46:50Z,4940000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2025-02-04T02:46:31.0Z,4,REGULAR,substitution,in,['startperiod'],1642505,,,1610612760,116,75,2025-02-04T02:46:50Z,4960000,False,,,0,,SUB in: A. Ducas,[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2025-02-04T02:46:31.0Z,4,REGULAR,substitution,in,['startperiod'],1629026,,,1610612760,116,75,2025-02-04T02:46:50Z,4970000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2025-02-04T02:46:31.0Z,4,REGULAR,substitution,in,['startperiod'],1641745,,,1610612760,116,75,2025-02-04T02:46:50Z,4980000,False,,,0,,SUB in: A. Flagler,[1641745],1610612760.0,OKC,,,,Flagler,A. Flagler,,,,,,,,,,,,,,,,,,,,,,,,,,
