actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-16T01:10:16.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-16T01:10:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-16T01:10:19.7Z,1,REGULAR,jumpball,recovered,[],1626145,,,1610612756,0,0,2024-11-16T01:10:19Z,40000,False,,,0,,Jump Ball J. Nurkić vs. J. Williams: Tip to T. Jones,"[1626145, 203994, 1631114]",1610612756.0,PHX,startperiod,T. Jones,1626145.0,Jones,T. Jones,Nurkić,203994.0,Williams,1631114.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-11-16T01:10:37.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629006,6.258212877792378,49.754901960784316,1610612756,0,2,2024-11-16T01:10:48Z,70000,False,1.0,6.0,1,left,J. Okogie driving DUNK (2 PTS) (D. Booker 1 AST),"[1629006, 1626164]",1610612756.0,PHX,driving,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,0.64,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-11-16T01:10:53.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,67.36202365308804,50.245098039215684,1610612760,0,2,2024-11-16T01:10:57Z,90000,False,1.0,254.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2024-11-16T01:10:58.3Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,0,2,2024-11-16T01:10:57Z,100000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M14.00S,2024-11-16T01:11:00.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642346,16.507884362680684,4.6568627450980395,1610612756,0,2,2024-11-16T01:11:37Z,110000,False,227.0,103.0,1,left,MISS R. Dunn 24' running 3PT,[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,24.89,Missed,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2024-11-16T01:11:02.6Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,0,2,2024-11-16T01:11:11Z,120000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M07.00S,2024-11-16T01:11:09.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,75.3777923784494,91.42156862745098,1610612760,0,2,2024-11-16T01:11:59Z,130000,False,207.0,179.0,1,right,MISS L. Dort 27' running 3PT,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,27.37,Missed,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2024-11-16T01:11:11.1Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,0,2,2024-11-16T01:11:59Z,140000,False,,,0,,R. Dunn REBOUND (Off:0 Def:1),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M41.00S,2024-11-16T01:11:33.9Z,1,REGULAR,2pt,Jump Shot,[],1642346,21.02496714848883,66.68964460784314,1610612756,0,4,2024-11-16T01:11:44Z,150000,False,-83.0,145.0,1,left,R. Dunn 16' pullup Jump Shot (2 PTS) (D. Booker 2 AST),"[1642346, 1626164]",1610612756.0,PHX,pullup,,,Dunn,R. Dunn,,,,,Mid-Range,16-24 Left Center,16.74,Made,2.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
