actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-03-30T00:10:49.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-30T00:10:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-03-30T00:10:51.5Z,1,REGULAR,jumpball,recovered,[],1630169,,,1610612754,0,0,2025-03-30T00:10:51Z,40000,False,,,0,,Jump Ball M. Turner vs. I. Hartenstein: Tip to T. Haliburton,"[1630169, 1626167, 1628392]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Turner,1626167.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-03-30T00:11:09.1Z,1,REGULAR,2pt,Jump Shot,[],1629614,16.376478318002626,66.17647058823529,1610612754,0,2,2025-03-30T00:11:13Z,70000,False,-81.0,101.0,1,left,A. Nembhard 12' fadeaway Jump Shot (2 PTS),[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,12.97,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2025-03-30T00:11:25.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,93.9060446780552,51.470588235294116,1610612760,2,2,2025-03-30T00:11:28Z,80000,False,7.0,5.0,1,right,I. Hartenstein alley-oop DUNK (2 PTS) (J. Williams 1 AST),"[1628392, 1631114]",1610612760.0,OKC,alley-oop,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.88,Made,2.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
10,PT11M06.00S,2025-03-30T00:11:42.0Z,1,REGULAR,3pt,Jump Shot,[],1627783,23.078186596583443,9.068627450980392,1610612754,2,5,2025-03-30T00:11:46Z,100000,False,205.0,164.0,1,left,P. Siakam 26' 3PT  (3 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,26.25,Made,3.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,
12,PT10M47.00S,2025-03-30T00:12:01.0Z,1,REGULAR,turnover,bad pass,[],1628392,,,1610612760,2,5,2025-03-30T00:12:03Z,120000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 1630169]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Haliburton,1630169.0,,,,,,,,,,,
13,PT10M47.00S,2025-03-30T00:12:01.0Z,1,REGULAR,steal,,[],1630169,,,1610612754,2,5,2025-03-30T00:12:02Z,130000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
15,PT10M32.00S,2025-03-30T00:12:35.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,32.14520367936925,61.029411764705884,1610612754,2,5,2025-03-30T00:12:40Z,150000,False,-55.0,250.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
16,PT10M29.00S,2025-03-30T00:12:38.1Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,2,5,2025-03-30T00:14:52Z,160000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,15.0,1.0,0.0,1.0,,,,,,,
17,PT10M24.00S,2025-03-30T00:12:44.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630174,4.5499342969776615,19.362745098039216,1610612754,2,5,2025-03-30T00:12:48Z,170000,False,153.0,-10.0,1,left,MISS A. Nesmith 15' pullup Shot,[1630174],1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Right,15.35,Missed,,,,,,,,,,,,,,,,,,
18,PT10M21.00S,2025-03-30T00:12:47.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,5,2025-03-30T00:12:48Z,180000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,
19,PT10M11.00S,2025-03-30T00:12:57.2Z,1,REGULAR,2pt,Jump Shot,[],1631114,81.553876478318,79.16666666666666,1610612760,4,5,2025-03-30T00:13:26Z,190000,False,146.0,121.0,1,right,J. Williams 18' step back Jump Shot (2 PTS),[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,18.94,Made,2.0,,,,,,,,,,,,,,,,,
20,PT09M57.00S,2025-03-30T00:13:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.536793692509855,34.068627450980394,1610612754,4,7,2025-03-30T00:13:14Z,200000,False,80.0,84.0,1,left,P. Siakam 11' turnaround fadeaway Jump Shot (5 PTS),[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,11.59,Made,5.0,,,,,,,,,,,,,,,,,
21,PT09M42.00S,2025-03-30T00:13:25.0Z,1,REGULAR,2pt,Jump Shot,[],1631114,78.66294349540078,75.0,1610612760,4,7,2025-03-30T00:14:52Z,210000,False,125.0,148.0,1,right,MISS J. Williams 19' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,19.38,Missed,,,,,,,,,,,,,,,,,,
