actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
166,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612766,34,14,2025-03-22T00:37:46Z,1660000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,in,['startperiod'],1629610,,,1610612766,34,14,2025-03-22T00:37:46Z,1670000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-03-22T00:36:40.4Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612766,34,14,2025-03-22T00:37:46Z,1680000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-03-22T00:37:53.3Z,2,REGULAR,period,start,[],0,,,1610612760,34,14,2025-03-22T00:37:53Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M49.00S,2025-03-22T00:38:03.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,88.38699080157687,50.0,1610612760,34,14,2025-03-22T00:38:10Z,1700000,False,0.0,57.0,1,right,MISS I. Hartenstein floating Shot,[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,5.67,Missed,,,,,,,,,,,,,,,,
171,PT11M45.00S,2025-03-22T00:38:07.3Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612760,34,14,2025-03-22T00:38:10Z,1710000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,170.0,5.0,2.0,3.0,,,,,,,,,,
172,PT11M45.00S,2025-03-22T00:38:07.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,94.40999984741211,50.0,1610612760,36,14,2025-03-22T00:38:07Z,1720000,False,0.0,0.0,1,right,I. Hartenstein tip Layup (4 PTS),[1628392],1610612760.0,OKC,tip,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Left,,,0.0,Made,,,,,,,4.0,,,,,,,,,
173,PT11M30.00S,2025-03-22T00:38:22.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,8.623521681997373,65.68627450980392,1610612766,36,14,2025-03-22T00:39:21Z,1730000,False,-78.0,29.0,1,left,MISS J. Green 8' driving floating Shot,[1630182],1610612766.0,CHA,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Left,,,8.35,Missed,,,,,,,,,,,,,,,,
175,PT11M26.00S,2025-03-22T00:38:26.2Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,36,14,2025-03-22T00:38:29Z,1750000,False,,,0,,I. Hartenstein REBOUND (Off:3 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,173.0,6.0,3.0,3.0,,,,,,,,,,
176,PT11M21.00S,2025-03-22T00:38:32.9Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612760,36,14,2025-03-22T00:38:46Z,1760000,False,,,0,,J. Nurkić shooting personal FOUL (1 PF) (Caruso 2 FT),"[203994, 1627936]",1610612766.0,CHA,shooting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,1.0,0.0,Caruso,1627936.0,,,
178,PT11M21.00S,2025-03-22T00:38:59.2Z,2,REGULAR,freethrow,1 of 2,[],1627936,,,1610612760,37,14,2025-03-22T00:38:59Z,1780000,False,,,0,,A. Caruso Free Throw 1 of 2 (1 PTS),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
179,PT11M21.00S,2025-03-22T00:39:14.2Z,2,REGULAR,freethrow,2 of 2,[],1627936,,,1610612760,38,14,2025-03-22T00:39:14Z,1790000,False,,,0,,A. Caruso Free Throw 2 of 2 (2 PTS),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
180,PT11M07.00S,2025-03-22T00:39:30.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629610,6.258212877792378,42.15686274509804,1610612766,38,14,2025-03-22T00:39:45Z,1800000,False,39.0,6.0,1,left,MISS D. Jeffries driving floating Shot,[1629610],1610612766.0,CHA,driving floating,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,,,3.97,Missed,,,,,,,,,,,,,,,,
181,PT11M05.00S,2025-03-22T00:39:32.4Z,2,REGULAR,rebound,offensive,[],203994,,,1610612766,38,14,2025-03-22T00:39:45Z,1810000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:2),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,,,,,180.0,3.0,2.0,1.0,,,,,,,,,,
182,PT11M05.00S,2025-03-22T00:39:40.0Z,2,REGULAR,foul,personal,[],1628392,,,1610612766,38,14,2025-03-22T00:39:42Z,1820000,False,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 203994]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left,1151.0,,,,,,,,,,,,,2.0,0.0,Nurkić,203994.0,,,
184,PT11M05.00S,2025-03-22T00:39:43.7Z,2,REGULAR,substitution,out,[],1629026,,,1610612766,38,14,2025-03-22T00:39:50Z,1840000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M05.00S,2025-03-22T00:39:43.7Z,2,REGULAR,substitution,in,[],1641717,,,1610612766,38,14,2025-03-22T00:39:50Z,1850000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M55.00S,2025-03-22T00:40:06.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,24.129434954007884,13.480392156862745,1610612766,38,17,2025-03-22T00:40:10Z,1860000,False,183.0,174.0,1,left,J. Green 25' 3PT  (7 PTS) (K. Simpson 2 AST),"[1630182, 1642354]",1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,25.24,Made,,,,,,,7.0,,,,,,,K. Simpson,1642354.0,2.0
188,PT10M36.00S,2025-03-22T00:40:25.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,93.51182654402102,41.42156862745098,1610612760,40,17,2025-03-22T00:41:41Z,1880000,False,-43.0,8.0,1,right,C. Wallace driving Layup (4 PTS) (I. Hartenstein 1 AST),"[1641717, 1628392]",1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,4.37,Made,,,,,,,4.0,,,,,,,I. Hartenstein,1628392.0,1.0
190,PT10M23.00S,2025-03-22T00:40:37.9Z,2,REGULAR,3pt,Jump Shot,[],1628970,20.844283837056505,9.313725490196079,1610612766,40,20,2025-03-22T00:40:41Z,1900000,False,203.0,143.0,1,left,M. Bridges 24' 3PT  (5 PTS) (K. Simpson 3 AST),"[1628970, 1642354]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,24.89,Made,,,,,,,5.0,,,,,,,K. Simpson,1642354.0,3.0
192,PT10M06.00S,2025-03-22T00:40:54.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631096,90.75229960578186,43.627450980392155,1610612760,42,20,2025-03-22T00:42:13Z,1920000,False,-32.0,34.0,1,right,C. Holmgren driving Hook (2 PTS),[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,4.69,Made,,,,,,,2.0,,,,,,,,,
193,PT09M53.00S,2025-03-22T00:41:07.4Z,2,REGULAR,3pt,Jump Shot,[],203994,32.53942181340342,42.40196078431372,1610612766,42,23,2025-03-22T00:41:11Z,1930000,False,38.0,253.0,1,left,J. Nurkić 25' 3PT  (3 PTS) (J. Green 1 AST),"[203994, 1630182]",1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,25.62,Made,,,,,,,3.0,,,,,,,J. Green,1630182.0,1.0
195,PT09M40.00S,2025-03-22T00:41:20.6Z,2,REGULAR,3pt,Jump Shot,[],1627936,70.64717477003943,28.676470588235293,1610612760,45,23,2025-03-22T00:41:24Z,1950000,False,-107.0,223.0,1,right,A. Caruso 24' 3PT pullup (5 PTS),[1627936],1610612760.0,OKC,pullup,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,24.75,Made,,,,,,,5.0,,,,,,,,,
196,PT09M25.00S,2025-03-22T00:41:35.4Z,2,REGULAR,3pt,Jump Shot,[],1628970,29.6484888304862,74.01960784313727,1610612766,45,23,2025-03-22T00:41:39Z,1960000,False,-120.0,226.0,1,left,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,25.61,Missed,,,,,,,,,,,,,,,,
197,PT09M24.00S,2025-03-22T00:41:36.4Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612760,45,23,2025-03-22T00:41:39Z,1970000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,
199,PT09M14.00S,2025-03-22T00:42:06.9Z,2,REGULAR,3pt,Jump Shot,[],1630198,95.22010512483574,96.07843137254902,1610612760,45,23,2025-03-22T00:42:11Z,1990000,False,230.0,-8.0,1,right,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Right Corner 3,24+ Right,,,23.05,Missed,,,,,,,,,,,,,,,,
200,PT09M11.00S,2025-03-22T00:42:09.9Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,45,23,2025-03-22T00:42:11Z,2000000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:3),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Right Corner 3,24+ Right,,,,,,,199.0,4.0,3.0,1.0,,,,,,,,,,
201,PT08M53.00S,2025-03-22T00:42:26.9Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612766,45,23,2025-03-22T00:42:30Z,2010000,False,,,0,,J. Green bad pass TURNOVER (3 TO),"[1630182, 1627936]",1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,3.0,,,,,,,,,,Caruso,1627936.0,,,,,,,
202,PT08M53.00S,2025-03-22T00:42:26.9Z,2,REGULAR,steal,,[],1627936,,,1610612760,45,23,2025-03-22T00:42:28Z,2020000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
203,PT08M51.00S,2025-03-22T00:42:31.0Z,2,REGULAR,foul,personal,['2freethrow'],1630182,,,1610612760,45,23,2025-03-22T00:42:42Z,2030000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Caruso 2 FT),"[1630182, 1627936]",1610612766.0,CHA,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,1.0,0.0,Caruso,1627936.0,,,
205,PT08M51.00S,2025-03-22T00:43:02.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627936,,,1610612760,46,23,2025-03-22T00:44:13Z,2050000,False,,,0,,A. Caruso Free Throw 1 of 2 (6 PTS),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,
206,PT08M51.00S,2025-03-22T00:43:03.3Z,2,REGULAR,substitution,out,[],1630182,,,1610612760,46,23,2025-03-22T00:43:08Z,2060000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M51.00S,2025-03-22T00:43:03.3Z,2,REGULAR,substitution,in,[],1631111,,,1610612760,46,23,2025-03-22T00:43:08Z,2070000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M51.00S,2025-03-22T00:43:02.7Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1627936,,,1610612760,47,23,2025-03-22T00:44:13Z,2080000,False,,,0,,A. Caruso Free Throw 2 of 2 (7 PTS),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,
209,PT08M27.00S,2025-03-22T00:43:49.8Z,2,REGULAR,turnover,bad pass,[],1642354,,,1610612766,47,23,2025-03-22T00:43:55Z,2090000,False,,,0,,K. Simpson bad pass TURNOVER (2 TO),"[1642354, 1631096]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Restricted Area,0-8 Center,,2.0,,,,,,,,,,Holmgren,1631096.0,,,,,,,
210,PT08M27.00S,2025-03-22T00:43:49.8Z,2,REGULAR,steal,,[],1631096,,,1610612760,47,23,2025-03-22T00:43:51Z,2100000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
211,PT08M24.00S,2025-03-22T00:43:55.2Z,2,REGULAR,foul,personal,['2freethrow'],203994,,,1610612760,47,23,2025-03-22T00:44:26Z,2110000,False,,,0,,J. Nurkić shooting personal FOUL (2 PF) (Holmgren 2 FT),"[203994, 1631096]",1610612766.0,CHA,shooting,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,202035.0,,,,,,,,,,,,,2.0,0.0,Holmgren,1631096.0,,,
213,PT08M24.00S,2025-03-22T00:44:27.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631096,,,1610612760,47,23,2025-03-22T00:45:30Z,2130000,False,,,0,,MISS C. Holmgren Free Throw 1 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
214,PT08M24.00S,2025-03-22T00:44:27.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,47,23,2025-03-22T00:45:30Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,213.0,,,,,,,,,,,,,
215,PT08M24.00S,2025-03-22T00:44:27.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631096,,,1610612760,48,23,2025-03-22T00:45:30Z,2150000,False,,,0,,C. Holmgren Free Throw 2 of 2 (3 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
216,PT08M12.00S,2025-03-22T00:44:56.6Z,2,REGULAR,3pt,Jump Shot,[],1629610,32.40801576872536,51.9607843137255,1610612766,48,26,2025-03-22T00:45:02Z,2160000,False,-10.0,252.0,1,left,D. Jeffries 25' 3PT  (3 PTS) (J. Nurkić 1 AST),"[1629610, 203994]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Center,,,25.23,Made,,,,,,,3.0,,,,,,,J. Nurkić,203994.0,1.0
218,PT08M00.00S,2025-03-22T00:45:08.6Z,2,REGULAR,turnover,bad pass,[],1628392,,,1610612760,48,26,2025-03-22T00:45:15Z,2180000,False,,,0,,I. Hartenstein bad pass TURNOVER (1 TO),"[1628392, 203994]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,,1.0,,,,,,,,,,Nurkić,203994.0,,,,,,,
219,PT08M00.00S,2025-03-22T00:45:08.6Z,2,REGULAR,steal,,[],203994,,,1610612766,48,26,2025-03-22T00:46:48Z,2190000,False,,,0,,J. Nurkić STEAL (1 STL),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
220,PT07M56.00S,2025-03-22T00:45:12.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631111,25.18068331143233,14.215686274509803,1610612766,48,29,2025-03-22T00:45:26Z,2200000,False,179.0,184.0,1,left,W. Moore Jr. 25' 3PT running (3 PTS) (J. Nurkić 2 AST),"[1631111, 203994]",1610612766.0,CHA,running,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Right Center,,,25.68,Made,,,,,,,3.0,,,,,,,J. Nurkić,203994.0,2.0
222,PT07M55.00S,2025-03-22T00:45:16.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,48,29,2025-03-22T00:45:16Z,2220000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M31.00S,2025-03-22T00:48:43.4Z,2,REGULAR,2pt,Jump Shot,[],1631096,75.90341655716163,57.59803921568627,1610612760,48,29,2025-03-22T00:49:41Z,2230000,False,38.0,174.0,1,right,MISS C. Holmgren 17' fadeaway Shot,[1631096],1610612760.0,OKC,fadeaway,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Center,,,17.81,Missed,,,,,,,,,,,,,,,,
224,PT07M31.00S,2025-03-22T00:48:43.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,48,29,2025-03-22T00:49:41Z,2240000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,223.0,,,,,,,,,,,,,
225,PT07M31.00S,2025-03-22T00:48:46.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612760,48,29,2025-03-22T00:49:08Z,2250000,False,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,,,,,,,,,,,
226,PT07M18.00S,2025-03-22T00:49:03.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629610,27.677398160315374,19.362745098039216,1610612766,48,29,2025-03-22T00:49:29Z,2260000,False,153.0,208.0,1,left,MISS D. Jeffries 25' step back 3PT,[1629610],1610612766.0,CHA,step back,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Right Center,,,25.81,Missed,,,,,,,,,,,,,,,,
227,PT07M12.00S,2025-03-22T00:49:08.1Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612760,48,29,2025-03-22T00:49:08Z,2270000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,226.0,2.0,2.0,0.0,,,,,,,,,,
228,PT07M01.00S,2025-03-22T00:49:18.6Z,2,REGULAR,3pt,Jump Shot,[],1630198,72.88107752956637,17.647058823529413,1610612760,48,29,2025-03-22T00:49:23Z,2280000,False,-162.0,202.0,1,right,MISS I. Joe 25' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,25.91,Missed,,,,,,,,,,,,,,,,
229,PT07M01.00S,2025-03-22T00:49:18.6Z,2,REGULAR,rebound,defensive,[],1631111,,,1610612766,48,29,2025-03-22T00:49:23Z,2290000,False,,,0,,W. Moore Jr. REBOUND (Off:0 Def:2),[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,228.0,2.0,2.0,0.0,,,,,,,,,,
231,PT06M52.00S,2025-03-22T00:49:37.3Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,48,29,2025-03-22T00:49:45Z,2310000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M52.00S,2025-03-22T00:49:37.3Z,2,REGULAR,substitution,in,[],1641733,,,1610612766,48,29,2025-03-22T00:49:45Z,2320000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M45.00S,2025-03-22T00:49:59.5Z,2,REGULAR,3pt,Jump Shot,[],1631111,30.305519053876477,24.264705882352942,1610612766,48,29,2025-03-22T00:50:03Z,2330000,False,129.0,232.0,1,left,MISS W. Moore Jr. 26' 3PT,[1631111],1610612766.0,CHA,,,,Moore Jr.,W. Moore Jr.,,,,,Above the Break 3,24+ Right Center,,,26.57,Missed,,,,,,,,,,,,,,,,
234,PT06M41.00S,2025-03-22T00:50:03.5Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612760,48,29,2025-03-22T00:50:03Z,2340000,False,,,0,,A. Caruso REBOUND (Off:0 Def:3),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,233.0,3.0,3.0,0.0,,,,,,,,,,
235,PT06M32.00S,2025-03-22T00:50:12.1Z,2,REGULAR,3pt,Jump Shot,[],1628392,71.17279894875165,20.588235294117645,1610612760,48,29,2025-03-22T00:50:16Z,2350000,False,-147.0,218.0,1,right,MISS I. Hartenstein 26' 3PT,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,26.34,Missed,,,,,,,,,,,,,,,,
236,PT06M29.00S,2025-03-22T00:50:15.1Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,48,29,2025-03-22T00:50:16Z,2360000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:4),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Left Center,,,,,,,235.0,5.0,4.0,1.0,,,,,,,,,,
237,PT06M21.00S,2025-03-22T00:50:23.1Z,2,REGULAR,3pt,Jump Shot,[],1629610,4.02431011826544,95.34313725490196,1610612766,48,32,2025-03-22T00:50:26Z,2370000,False,-227.0,-15.0,1,left,D. Jeffries 3PT  (6 PTS) (J. Nurkić 3 AST),"[1629610, 203994]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Left Corner 3,24+ Left,,,22.72,Made,,,,,,,6.0,,,,,,,J. Nurkić,203994.0,3.0
239,PT05M59.00S,2025-03-22T00:50:44.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,91.40932982917214,43.38235294117647,1610612760,50,32,2025-03-22T00:50:47Z,2390000,False,-33.0,28.0,1,right,C. Holmgren driving finger roll Layup (5 PTS),[1631096],1610612760.0,OKC,driving finger roll,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,4.35,Made,,,,,,,5.0,,,,,,,,,
240,PT05M36.00S,2025-03-22T00:51:09.1Z,2,REGULAR,foul,personal,['2freethrow'],1630198,,,1610612766,50,32,2025-03-22T00:52:20Z,2400000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Simpson 2 FT),"[1630198, 1642354]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Right,202035.0,,,,,,,,,,,,,1.0,0.0,Simpson,1642354.0,,,
242,PT05M36.00S,2025-03-22T00:51:35.0Z,2,REGULAR,freethrow,1 of 2,[],1642354,,,1610612766,50,33,2025-03-22T00:51:35Z,2420000,False,,,0,,K. Simpson Free Throw 1 of 2 (4 PTS),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
243,PT05M36.00S,2025-03-22T00:51:35.4Z,2,REGULAR,substitution,out,[],1631096,,,1610612766,50,33,2025-03-22T00:51:50Z,2430000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M36.00S,2025-03-22T00:51:35.4Z,2,REGULAR,substitution,out,[],1627936,,,1610612766,50,33,2025-03-22T00:51:50Z,2440000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M36.00S,2025-03-22T00:51:35.4Z,2,REGULAR,substitution,out,[],1628392,,,1610612766,50,33,2025-03-22T00:51:50Z,2450000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M36.00S,2025-03-22T00:51:35.4Z,2,REGULAR,substitution,out,[],203994,,,1610612766,50,33,2025-03-22T00:51:50Z,2460000,False,,,0,,SUB out: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M36.00S,2025-03-22T00:51:35.4Z,2,REGULAR,substitution,in,[],1628983,,,1610612766,50,33,2025-03-22T00:51:50Z,2470000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M36.00S,2025-03-22T00:51:35.4Z,2,REGULAR,substitution,in,[],1631119,,,1610612766,50,33,2025-03-22T00:51:50Z,2480000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M36.00S,2025-03-22T00:51:35.4Z,2,REGULAR,substitution,in,[],1629026,,,1610612766,50,33,2025-03-22T00:51:50Z,2490000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M36.00S,2025-03-22T00:51:35.4Z,2,REGULAR,substitution,in,[],1631217,,,1610612766,50,33,2025-03-22T00:51:50Z,2500000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M36.00S,2025-03-22T00:52:07.3Z,2,REGULAR,freethrow,2 of 2,[],1642354,,,1610612766,50,34,2025-03-22T00:52:07Z,2510000,False,,,0,,K. Simpson Free Throw 2 of 2 (5 PTS),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,
