actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-01T01:11:04.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-01T01:11:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-01-01T01:11:09.4Z,1,REGULAR,jumpball,recovered,[],1629652,,,1610612760,0,0,2025-01-01T01:11:09Z,40000,False,,,0,,Jump Ball I. Hartenstein vs. R. Gobert: Tip to L. Dort,"[1629652, 1628392, 203497]",1610612760.0,OKC,startperiod,L. Dort,1629652.0,Dort,L. Dort,Hartenstein,1628392.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-01-01T01:11:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,80.1084099868594,41.911764705882355,1610612760,2,0,2025-01-01T01:11:29Z,70000,False,-40.0,134.0,1,right,L. Dort 14' step back Jump Shot (2 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,step back,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,14.04,Made,2.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-01-01T01:11:43.2Z,1,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612750,2,0,2025-01-01T01:11:59Z,90000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Edwards 2 FT),"[1629652, 1630162]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1626301.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,
11,PT11M21.00S,2025-01-01T01:12:10.2Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,2,1,2025-01-01T01:12:10Z,110000,False,,,0,,A. Edwards Free Throw 1 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2025-01-01T01:12:22.5Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,2,2,2025-01-01T01:12:22Z,120000,False,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
13,PT11M07.00S,2025-01-01T01:12:37.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,90.09526938239159,49.754901960784316,1610612760,2,2,2025-01-01T01:13:03Z,130000,False,-1.0,41.0,1,right,MISS C. Wallace driving floating Shot,[1641717],1610612760.0,OKC,driving floating,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2025-01-01T01:12:39.7Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,2,2,2025-01-01T01:12:43Z,140000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,
15,PT11M00.00S,2025-01-01T01:12:43.8Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612750,2,2,2025-01-01T01:12:51Z,150000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1641717]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Wallace,1641717.0,,
16,PT11M00.00S,2025-01-01T01:12:43.8Z,1,REGULAR,steal,,[],1641717,,,1610612760,2,2,2025-01-01T01:12:46Z,160000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M57.00S,2025-01-01T01:12:54.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629652,89.04402102496715,48.28431372549019,1610612760,2,2,2025-01-01T01:14:28Z,165000,False,-9.0,50.0,1,right,MISS L. Dort floating Shot - blocked,"[1629652, 203944]",1610612760.0,OKC,floating,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,,,,,,,,,,,,,Randle,203944.0
21,PT10M57.00S,2025-01-01T01:12:54.5Z,1,REGULAR,block,,[],203944,,,1610612760,2,2,2025-01-01T01:13:34Z,167500,False,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT10M55.00S,2025-01-01T01:12:56.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,2,2,2025-01-01T01:14:28Z,168750,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,20.0,,,,,,,,
18,PT10M52.00S,2025-01-01T01:13:19.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628983,95.6143232588699,24.019607843137255,1610612760,4,2,2025-01-01T01:13:34Z,180000,False,-130.0,-11.0,1,right,S. Gilgeous-Alexander 13' step back Jump Shot (2 PTS) (J. Williams 2 AST),"[1628983, 1631114]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.04,Made,2.0,J. Williams,1631114.0,2.0,,,,,,,,,,,,,,
23,PT10M36.00S,2025-01-01T01:13:33.9Z,1,REGULAR,3pt,Jump Shot,[],201144,31.488173455978973,69.6078431372549,1610612750,4,5,2025-01-01T01:13:40Z,200000,False,-98.0,243.0,1,left,M. Conley 26' 3PT step back (3 PTS) (R. Gobert 1 AST),"[201144, 203497]",1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,26.25,Made,3.0,R. Gobert,203497.0,1.0,,,,,,,,,,,,,,
25,PT10M22.00S,2025-01-01T01:13:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,85.10183968462549,45.588235294117645,1610612760,4,5,2025-01-01T01:13:53Z,220000,False,-22.0,88.0,1,right,MISS I. Hartenstein 9' floating Shot,[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,9.02,Missed,,,,,,,,,,,,,,,,,,
