actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-13T01:11:37.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-13T01:11:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-13T01:11:40.1Z,1,REGULAR,jumpball,recovered,[],1628389,,,1610612748,0,0,2025-02-13T01:11:40Z,40000,False,,,0,,Jump Ball K. Ware vs. I. Hartenstein: Tip to B. Adebayo,"[1628389, 1642276, 1628392]",1610612748.0,MIA,startperiod,B. Adebayo,1628389.0,Adebayo,B. Adebayo,Ware,1642276.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-02-13T01:11:59.0Z,1,REGULAR,3pt,Jump Shot,[],1628389,94.03745072273325,3.1862745098039214,1610612748,0,3,2025-02-13T01:12:02Z,70000,False,-234.0,4.0,1,right,B. Adebayo 3PT  (3 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,23.41,Made,3.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2025-02-13T01:12:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,5.863994743758213,55.88235294117647,1610612760,2,3,2025-02-13T01:12:20Z,90000,False,-29.0,3.0,1,left,L. Dort driving Layup (2 PTS) (J. Williams 1 AST),"[1629652, 1631114]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,2.95,Made,2.0,J. Williams,1631114.0,1.0,,,,,,,,,,,,,,
11,PT11M08.00S,2025-02-13T01:12:28.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,87.07293035479631,40.44117647058824,1610612748,2,5,2025-02-13T01:12:58Z,110000,False,-48.0,69.0,1,right,A. Wiggins 8' turnaround Jump Shot (2 PTS),[203952],1610612748.0,MIA,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Left,8.39,Made,2.0,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2025-02-13T01:12:32.6Z,1,REGULAR,foul,personal,['1freethrow'],1628983,,,1610612748,2,5,2025-02-13T01:12:40Z,120000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Wiggins 1 FT),"[1628983, 203952]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1162.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,
14,PT11M08.00S,2025-02-13T01:13:02.9Z,1,REGULAR,freethrow,1 of 1,[],203952,,,1610612748,2,6,2025-02-13T01:13:02Z,140000,False,,,0,,A. Wiggins Free Throw 1 of 1 (3 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
15,PT10M55.00S,2025-02-13T01:13:20.2Z,1,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612760,2,6,2025-02-13T01:13:24Z,150000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1629639, 1628983]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,1162.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
18,PT10M55.00S,2025-02-13T01:14:30.9Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,3,6,2025-02-13T01:14:30Z,180000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
19,PT10M55.00S,2025-02-13T01:14:44.9Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,4,6,2025-02-13T01:14:44Z,190000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
