actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT05M11.00S,2024-11-12T01:23:53.9Z,1,REGULAR,3pt,Jump Shot,[],1627884,7.046649145860711,3.9215686274509802,1610612746,18,15,2024-11-12T01:23:57Z,800000,False,230.0,14.0,1,left,D. Jones Jr. 3PT  (3 PTS) (J. Harden 2 AST),"[1627884, 201935]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,23.08,Made,3.0,J. Harden,201935.0,2.0,,,,,,,,,,,
83,PT05M01.00S,2024-11-12T01:24:04.9Z,1,REGULAR,2pt,Jump Shot,[],1631114,93.24901445466492,81.86274509803921,1610612760,18,15,2024-11-12T01:24:10Z,820000,False,159.0,11.0,1,right,MISS J. Williams 15' fadeaway Shot,[1631114],1610612760.0,OKC,fadeaway,,,Williams,J. Williams,,,,,Mid-Range,8-16 Right,,,,15.97,Missed,,,,,,,,,,,,,,,
84,PT04M57.00S,2024-11-12T01:24:08.9Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,18,15,2024-11-12T01:24:10Z,830000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,
85,PT04M49.00S,2024-11-12T01:24:16.7Z,1,REGULAR,turnover,bad pass,[],201587,,,1610612746,18,15,2024-11-12T01:24:20Z,840000,False,,,0,,N. Batum bad pass TURNOVER (1 TO),"[201587, 1630198]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,1.0,Joe,1630198.0,,,,,,,,,,,,,,,,,
86,PT04M49.00S,2024-11-12T01:24:16.7Z,1,REGULAR,steal,,[],1630198,,,1610612760,18,15,2024-11-12T01:24:18Z,850000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
87,PT04M43.00S,2024-11-12T01:24:22.7Z,1,REGULAR,turnover,bad pass,[],1630598,,,1610612760,18,15,2024-11-12T01:24:25Z,860000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[1630598, 1627884]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,1.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,,,,
88,PT04M43.00S,2024-11-12T01:24:22.7Z,1,REGULAR,steal,,[],1627884,,,1610612746,18,15,2024-11-12T01:24:24Z,870000,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT04M33.00S,2024-11-12T01:24:35.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630598,,,1610612746,18,15,2024-11-12T01:24:42Z,880000,False,,,0,,A. Wiggins personal FOUL (1 PF) (Harden 2 FT),"[1630598, 201935]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Harden,201935.0
91,PT04M33.00S,2024-11-12T01:25:11.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612746,18,16,2024-11-12T01:25:11Z,900000,False,,,0,,J. Harden Free Throw 1 of 2 (6 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
92,PT04M33.00S,2024-11-12T01:25:12.5Z,1,REGULAR,substitution,out,[],1631114,,,1610612746,18,16,2024-11-12T01:25:31Z,910000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M33.00S,2024-11-12T01:25:12.5Z,1,REGULAR,substitution,out,[],1630198,,,1610612746,18,16,2024-11-12T01:25:31Z,920000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M33.00S,2024-11-12T01:25:12.5Z,1,REGULAR,substitution,out,[],1630598,,,1610612746,18,16,2024-11-12T01:25:31Z,930000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M33.00S,2024-11-12T01:25:12.5Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,18,16,2024-11-12T01:25:31Z,940000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M33.00S,2024-11-12T01:25:12.5Z,1,REGULAR,substitution,in,[],1641794,,,1610612746,18,16,2024-11-12T01:25:31Z,950000,False,,,0,,SUB in: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M33.00S,2024-11-12T01:25:12.5Z,1,REGULAR,substitution,in,[],1641717,,,1610612746,18,16,2024-11-12T01:25:31Z,960000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M33.00S,2024-11-12T01:25:12.5Z,1,REGULAR,substitution,in,[],1627936,,,1610612746,18,16,2024-11-12T01:25:31Z,970000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M33.00S,2024-11-12T01:25:12.5Z,1,REGULAR,substitution,in,[],1627739,,,1610612746,18,16,2024-11-12T01:25:31Z,980000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M33.00S,2024-11-12T01:25:44.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612746,18,17,2024-11-12T01:25:44Z,990000,False,,,0,,J. Harden Free Throw 2 of 2 (7 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
101,PT04M09.00S,2024-11-12T01:26:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.24901445466492,56.86274509803921,1610612760,18,17,2024-11-12T01:27:22Z,1000000,False,34.0,11.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,3.6,Missed,,,,,,,,,,,,,,,
102,PT04M07.00S,2024-11-12T01:26:13.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,18,17,2024-11-12T01:26:13Z,1010000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,101.0,4.0,4.0,0.0,,,,,
103,PT03M56.00S,2024-11-12T01:26:24.3Z,1,REGULAR,3pt,Jump Shot,[],1627739,3.3672798948751645,95.09803921568627,1610612746,18,17,2024-11-12T01:26:28Z,1020000,False,-225.0,-21.0,1,left,MISS K. Dunn 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Left Corner 3,24+ Left,,,,22.65,Missed,,,,,,,,,,,,,,,
104,PT03M53.00S,2024-11-12T01:26:27.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,18,17,2024-11-12T01:26:28Z,1030000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,
105,PT03M39.00S,2024-11-12T01:26:41.1Z,1,REGULAR,3pt,Jump Shot,[],1641794,82.9993429697766,96.32352941176471,1610612760,18,17,2024-11-12T01:26:44Z,1040000,False,232.0,107.0,1,right,MISS D. Jones 25' pullup 3PT,[1641794],1610612760.0,OKC,pullup,,,Jones,D. Jones,,,,,Above the Break 3,24+ Right Center,,,,25.52,Missed,,,,,,,,,,,,,,,
106,PT03M37.00S,2024-11-12T01:26:43.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,18,17,2024-11-12T01:26:44Z,1050000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,105.0,5.0,5.0,0.0,,,,,
107,PT03M23.00S,2024-11-12T01:26:57.5Z,1,REGULAR,3pt,Jump Shot,[],1627884,8.623521681997373,4.6568627450980395,1610612746,18,20,2024-11-12T01:27:01Z,1060000,False,227.0,29.0,1,left,D. Jones Jr. 3PT  (6 PTS) (K. Dunn 1 AST),"[1627884, 1627739]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,22.85,Made,6.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,
109,PT03M22.00S,2024-11-12T01:27:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,18,20,2024-11-12T01:27:03Z,1080000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M22.00S,2024-11-12T01:27:04.2Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,18,20,2024-11-12T01:29:51Z,1090000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2024-11-12T01:27:04.2Z,1,REGULAR,substitution,out,[],1626181,,,1610612760,18,20,2024-11-12T01:29:51Z,1100000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2024-11-12T01:27:04.2Z,1,REGULAR,substitution,in,[],1642349,,,1610612760,18,20,2024-11-12T01:29:51Z,1110000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M22.00S,2024-11-12T01:27:04.2Z,1,REGULAR,substitution,in,[],1629645,,,1610612760,18,20,2024-11-12T01:29:51Z,1120000,False,,,0,,SUB in: K. Porter Jr.,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M06.00S,2024-11-12T01:30:21.9Z,1,REGULAR,turnover,out-of-bounds,[],1642349,,,1610612760,18,20,2024-11-12T01:30:27Z,1130000,False,,,0,,A. Mitchell lost ball out-of-bounds TURNOVER (1 TO),[1642349],1610612760.0,OKC,lost ball,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,,200832.0,,,,
117,PT02M53.00S,2024-11-12T01:30:40.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627739,11.12023653088042,4.166666666666666,1610612746,18,20,2024-11-12T01:30:46Z,1140000,False,229.0,52.0,1,left,MISS K. Dunn 3PT,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Right Corner 3,24+ Right,,,,23.5,Missed,,,,,,,,,,,,,,,
118,PT02M49.00S,2024-11-12T01:30:44.4Z,1,REGULAR,rebound,defensive,[],1641794,,,1610612760,18,20,2024-11-12T01:30:46Z,1150000,False,,,0,,D. Jones REBOUND (Off:0 Def:1),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,
119,PT02M38.00S,2024-11-12T01:30:54.5Z,1,REGULAR,3pt,Jump Shot,[],1641717,96.27135348226018,96.32352941176471,1610612760,18,20,2024-11-12T01:30:58Z,1160000,False,232.0,-17.0,1,right,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,23.23,Missed,,,,,,,,,,,,,,,
120,PT02M35.00S,2024-11-12T01:30:57.5Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,18,20,2024-11-12T01:30:58Z,1170000,False,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,119.0,2.0,2.0,0.0,,,,,
121,PT02M27.00S,2024-11-12T01:31:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,5.601182654402102,53.92156862745098,1610612746,18,20,2024-11-12T01:31:09Z,1180000,False,-20.0,0.0,1,left,MISS J. Harden driving reverse Layup,[201935],1610612746.0,LAC,driving reverse,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,1.96,Missed,,,,,,,,,,,,,,,
122,PT02M26.00S,2024-11-12T01:31:06.8Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,18,20,2024-11-12T01:31:09Z,1190000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,121.0,2.0,2.0,0.0,,,,,
123,PT02M24.00S,2024-11-12T01:31:10.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641717,78.79434954007884,8.823529411764707,1610612760,18,20,2024-11-12T01:32:10Z,1200000,False,-206.0,147.0,1,right,MISS C. Wallace 25' running 3PT,[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,25.29,Missed,,,,,,,,,,,,,,,
124,PT02M22.00S,2024-11-12T01:31:12.0Z,1,REGULAR,rebound,offensive,[],1627936,,,1610612760,18,20,2024-11-12T01:32:10Z,1210000,False,,,0,,A. Caruso REBOUND (Off:1 Def:0),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,123.0,1.0,0.0,1.0,,,,,
125,PT02M21.00S,2024-11-12T01:31:12.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627936,93.11760840998686,51.470588235294116,1610612760,20,20,2024-11-12T01:32:14Z,1220000,False,7.0,12.0,1,right,A. Caruso putback Layup (2 PTS),[1627936],1610612760.0,OKC,putback,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,1.43,Made,2.0,,,,,,,,,,,,,,
126,PT01M53.00S,2024-11-12T01:31:39.2Z,1,REGULAR,3pt,Jump Shot,[],201935,28.33442838370565,16.42156862745098,1610612746,20,20,2024-11-12T01:31:45Z,1230000,False,168.0,214.0,1,left,MISS J. Harden 27' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,27.18,Missed,,,,,,,,,,,,,,,
127,PT01M50.00S,2024-11-12T01:31:42.2Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,20,20,2024-11-12T01:31:45Z,1240000,False,,,0,,K. Dunn REBOUND (Off:1 Def:0),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,126.0,1.0,0.0,1.0,,,,,
128,PT01M49.00S,2024-11-12T01:31:43.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627739,5.075558475689881,48.529411764705884,1610612746,20,22,2024-11-12T01:31:47Z,1250000,False,7.0,-5.0,1,left,K. Dunn putback Layup (2 PTS),[1627739],1610612746.0,LAC,putback,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,0.88,Made,2.0,,,,,,,,,,,,,,
129,PT01M36.00S,2024-11-12T01:31:56.6Z,1,REGULAR,3pt,Jump Shot,[],1628983,68.01905387647832,34.80392156862745,1610612760,20,22,2024-11-12T01:32:00Z,1260000,False,-76.0,248.0,1,right,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,25.95,Missed,,,,,,,,,,,,,,,
130,PT01M34.00S,2024-11-12T01:31:58.6Z,1,REGULAR,rebound,offensive,[],1641717,,,1610612760,20,22,2024-11-12T01:32:00Z,1270000,False,,,0,,C. Wallace REBOUND (Off:1 Def:0),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,129.0,1.0,0.0,1.0,,,,,
131,PT01M29.00S,2024-11-12T01:32:04.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627936,68.01905387647832,64.70588235294117,1610612760,23,22,2024-11-12T01:32:07Z,1280000,False,74.0,248.0,1,right,A. Caruso 25' 3PT  (5 PTS) (D. Jones 1 AST),"[1627936, 1641794]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Center,,,,25.88,Made,5.0,D. Jones,1641794.0,1.0,,,,,,,,,,,
133,PT01M04.00S,2024-11-12T01:32:28.3Z,1,REGULAR,3pt,Jump Shot,[],1629645,30.305519053876477,72.30392156862744,1610612746,23,22,2024-11-12T01:32:35Z,1300000,False,-112.0,232.0,1,left,MISS K. Porter Jr. 25' 3PT,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.78,Missed,,,,,,,,,,,,,,,
134,PT01M02.00S,2024-11-12T01:32:30.3Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,23,22,2024-11-12T01:32:35Z,1310000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,133.0,1.0,0.0,1.0,,,,,
135,PT01M00.00S,2024-11-12T01:32:32.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627884,5.601182654402102,52.450980392156865,1610612746,23,22,2024-11-12T01:32:37Z,1320000,False,-12.0,0.0,1,left,MISS D. Jones Jr. putback Layup,[1627884],1610612746.0,LAC,putback,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,1.23,Missed,,,,,,,,,,,,,,,
136,PT01M00.00S,2024-11-12T01:32:32.8Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,23,22,2024-11-12T01:32:37Z,1330000,False,,,0,,D. Jones Jr. REBOUND (Off:2 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,135.0,2.0,0.0,2.0,,,,,
137,PT00M59.30S,2024-11-12T01:32:35.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627884,5.590000152587891,50.0,1610612746,23,22,2024-11-12T01:33:47Z,1340000,False,0.0,0.0,1,left,MISS D. Jones Jr. tip Layup,[1627884],1610612746.0,LAC,tip,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
138,PT00M58.50S,2024-11-12T01:32:36.3Z,1,REGULAR,rebound,defensive,[],1641794,,,1610612760,23,22,2024-11-12T01:33:55Z,1350000,False,,,0,,D. Jones REBOUND (Off:0 Def:2),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,
139,PT00M50.20S,2024-11-12T01:32:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.38042049934296,49.754901960784316,1610612760,25,22,2024-11-12T01:34:57Z,1360000,False,-1.0,10.0,1,right,S. Gilgeous-Alexander driving Layup (9 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,0.98,Made,9.0,,,,,,,,,,,,,,
140,PT00M34.20S,2024-11-12T01:33:04.7Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1641794,,,1610612746,25,22,2024-11-12T01:33:17Z,1370000,False,,,0,,D. Jones shooting personal FOUL (1 PF) (Porter Jr. 3 FT),"[1641794, 1629645]",1610612760.0,OKC,shooting,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Porter Jr.,1629645.0
142,PT00M34.20S,2024-11-12T01:33:35.5Z,1,REGULAR,freethrow,1 of 3,[],1629645,,,1610612746,25,22,2024-11-12T01:33:35Z,1390000,False,,,0,,MISS K. Porter Jr. Free Throw 1 of 3,[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
143,PT00M34.20S,2024-11-12T01:33:35.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,25,22,2024-11-12T01:33:35Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,
144,PT00M34.20S,2024-11-12T01:33:52.1Z,1,REGULAR,freethrow,2 of 3,[],1629645,,,1610612746,25,23,2024-11-12T01:33:52Z,1410000,False,,,0,,K. Porter Jr. Free Throw 2 of 3 (1 PTS),[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
145,PT00M34.20S,2024-11-12T01:33:52.9Z,1,REGULAR,substitution,out,[],1641794,,,1610612746,25,23,2024-11-12T01:34:11Z,1420000,False,,,0,,SUB out: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M34.20S,2024-11-12T01:33:52.9Z,1,REGULAR,substitution,out,[],201935,,,1610612746,25,23,2024-11-12T01:34:11Z,1430000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M34.20S,2024-11-12T01:33:52.9Z,1,REGULAR,substitution,in,[],1631114,,,1610612746,25,23,2024-11-12T01:34:11Z,1440000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M34.20S,2024-11-12T01:33:52.9Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,25,23,2024-11-12T01:34:11Z,1450000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M34.20S,2024-11-12T01:34:12.7Z,1,REGULAR,freethrow,3 of 3,[],1629645,,,1610612746,25,24,2024-11-12T01:34:12Z,1460000,False,,,0,,K. Porter Jr. Free Throw 3 of 3 (2 PTS),[1629645],1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
150,PT00M20.60S,2024-11-12T01:34:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,88.78120893561103,37.5,1610612760,25,24,2024-11-12T01:34:32Z,1470000,False,-62.0,53.0,1,right,MISS S. Gilgeous-Alexander 8' pullup bank Shot,[1628983],1610612760.0,OKC,pullup bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,8.19,Missed,,,,,,,,,,,,,,,
151,PT00M17.00S,2024-11-12T01:34:30.4Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,25,24,2024-11-12T01:37:57Z,1480000,False,,,0,,K. Dunn REBOUND (Off:1 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,150.0,2.0,1.0,1.0,,,,,
152,PT00M02.60S,2024-11-12T01:34:45.8Z,1,REGULAR,turnover,lost ball,[],1629645,,,1610612746,25,24,2024-11-12T01:35:04Z,1490000,False,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1641717]",1610612746.0,LAC,,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,1.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
153,PT00M02.60S,2024-11-12T01:34:45.8Z,1,REGULAR,steal,,[],1641717,,,1610612760,25,24,2024-11-12T01:38:37Z,1500000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
154,PT00M01.00S,2024-11-12T01:34:47.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641717,73.01248357424441,11.27450980392157,1610612760,25,24,2024-11-12T01:38:05Z,1510000,False,-194.0,201.0,1,right,MISS C. Wallace 27' 3PT - blocked,"[1641717, 201587]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,27.92,Missed,,,,,Batum,201587.0,,,,,,,,,
155,PT00M01.00S,2024-11-12T01:34:47.7Z,1,REGULAR,block,,[],201587,,,1610612760,25,24,2024-11-12T01:34:51Z,1520000,False,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
156,PT00M01.00S,2024-11-12T01:34:47.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,25,24,2024-11-12T01:35:09Z,1530000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,154.0,,,,,,,,
157,PT00M00.00S,2024-11-12T01:35:13.0Z,1,REGULAR,period,end,[],0,,,1610612760,25,24,2024-11-12T01:35:13Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-11-12T01:35:15.5Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,25,24,2024-11-12T01:37:25Z,1550000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-11-12T01:35:15.5Z,2,REGULAR,substitution,out,['startperiod'],1627884,,,1610612760,25,24,2024-11-12T01:37:25Z,1560000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
