actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
177,PT12M00.00S,2025-01-23T01:34:46.3Z,2,REGULAR,substitution,in,['startperiod'],1641989,,,1610612762,31,29,2025-01-23T01:37:03Z,1740000,False,,,0,,SUB in: E. Harkless,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2025-01-23T01:37:12.8Z,2,REGULAR,period,start,[],0,,,1610612762,31,29,2025-01-23T01:37:12Z,1750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M47.00S,2025-01-23T01:37:25.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,6.521024967148489,44.6078431372549,1610612762,31,29,2025-01-23T01:37:30Z,1760000,False,27.0,9.0,1,left,MISS S. Mykhailiuk driving Layup,[1629004],1610612762.0,UTA,driving,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
180,PT11M44.00S,2025-01-23T01:37:28.6Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,31,29,2025-01-23T01:37:30Z,1770000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,179.0,1.0,1.0,0.0,,,,,,,,,,,,
181,PT11M38.00S,2025-01-23T01:37:33.8Z,2,REGULAR,2pt,Jump Shot,[],1631114,77.7431011826544,42.15686274509804,1610612760,31,29,2025-01-23T01:43:16Z,1780000,False,-39.0,157.0,1,right,MISS J. Williams 16' turnaround fadeaway Shot,[1631114],1610612760.0,OKC,turnaround fadeaway,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,16.15,Missed,,,,,,,,,,,,,,,,,,
182,PT11M36.00S,2025-01-23T01:37:35.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,31,29,2025-01-23T01:37:45Z,1790000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Center,,,,,181.0,,,,,,,,,,,,,,,
184,PT11M17.00S,2025-01-23T01:38:06.6Z,2,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612762,31,29,2025-01-23T01:40:40Z,1810000,False,,,0,,A. Caruso shooting personal FOUL (2 PF) (Sexton 2 FT),"[1627936, 1629012]",1610612760.0,OKC,shooting,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,2.0,0.0,Sexton,1629012.0
187,PT11M17.00S,2025-01-23T01:38:21.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,31,29,2025-01-23T01:40:19Z,1840000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M17.00S,2025-01-23T01:41:21.6Z,2,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,31,30,2025-01-23T01:41:21Z,1860000,False,,,0,,C. Sexton Free Throw 1 of 2 (4 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
190,PT11M17.00S,2025-01-23T01:41:35.2Z,2,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,31,31,2025-01-23T01:41:35Z,1870000,False,,,0,,C. Sexton Free Throw 2 of 2 (5 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
191,PT11M05.00S,2025-01-23T01:41:48.5Z,2,REGULAR,3pt,Jump Shot,[],1641717,80.50262812089356,6.61764705882353,1610612760,31,31,2025-01-23T01:41:55Z,1880000,False,-217.0,131.0,1,right,MISS C. Wallace 25' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
192,PT11M03.00S,2025-01-23T01:41:50.5Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,31,31,2025-01-23T01:41:55Z,1890000,False,,,0,,K. Williams REBOUND (Off:2 Def:3),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,,,,,191.0,5.0,3.0,2.0,,,,,,,,,,,,
193,PT11M02.00S,2025-01-23T01:41:52.7Z,2,REGULAR,turnover,out-of-bounds,[],1629026,,,1610612760,31,31,2025-01-23T01:41:58Z,1900000,False,,,0,,K. Williams step out-of-bounds TURNOVER (2 TO),[1629026],1610612760.0,OKC,step,,,Williams,K. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,2.0,,,,,,,201245.0,,,,
194,PT10M49.00S,2025-01-23T01:42:15.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629234,6.258212877792378,48.03921568627451,1610612762,31,33,2025-01-23T01:42:19Z,1910000,False,10.0,6.0,1,left,D. Eubanks alley-oop DUNK (3 PTS) (C. Sexton 4 AST),"[1629234, 1629012]",1610612762.0,UTA,alley-oop,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,,,,3.0,C. Sexton,1629012.0,4.0,,,,,
196,PT10M32.00S,2025-01-23T01:42:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,93.64323258869908,47.549019607843135,1610612760,33,33,2025-01-23T01:45:30Z,1930000,False,-12.0,7.0,1,right,A. Caruso driving reverse Layup (2 PTS) (J. Williams 1 AST),"[1627936, 1631114]",1610612760.0,OKC,driving reverse,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,1.43,Made,,,,,,,,,,2.0,J. Williams,1631114.0,1.0,,,,,
198,PT10M08.00S,2025-01-23T01:42:56.3Z,2,REGULAR,3pt,Jump Shot,[],1629004,25.18068331143233,83.82352941176471,1610612762,33,33,2025-01-23T01:43:00Z,1950000,False,-169.0,184.0,1,left,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
199,PT10M05.00S,2025-01-23T01:42:59.3Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,33,33,2025-01-23T01:43:00Z,1960000,False,,,0,,C. Wallace REBOUND (Off:0 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,,,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,
200,PT10M01.00S,2025-01-23T01:43:03.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627936,96.27135348226018,95.83333333333334,1610612760,33,33,2025-01-23T01:46:21Z,1970000,False,229.0,-17.0,1,right,MISS A. Caruso running 3PT,[1627936],1610612760.0,OKC,running,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.99,Missed,,,,,,,,,,,,,,,,,,
201,PT09M57.00S,2025-01-23T01:43:07.1Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612762,33,33,2025-01-23T01:43:09Z,1980000,False,,,0,,J. Collins REBOUND (Off:2 Def:3),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,,,,,200.0,5.0,3.0,2.0,,,,,,,,,,,,
202,PT09M50.00S,2025-01-23T01:43:15.6Z,2,REGULAR,foul,offensive,[],1628381,,,1610612762,33,33,2025-01-23T01:43:28Z,1990000,False,,,0,,J. Collins charge offensive FOUL (1 PF),"[1628381, 1629026]",1610612762.0,UTA,charge,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1630886.0,1.0,0.0,Williams,1629026.0
204,PT09M50.00S,2025-01-23T01:43:15.6Z,2,REGULAR,turnover,offensive foul,[],1628381,,,1610612762,33,33,2025-01-23T01:43:15Z,2010000,False,,,0,,J. Collins offensive foul TURNOVER (1 TO),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1.0,,,,,,,1630886.0,,,,
205,PT09M39.00S,2025-01-23T01:43:42.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631114,91.5407358738502,47.05882352941176,1610612760,33,33,2025-01-23T01:43:47Z,2020000,False,-15.0,27.0,1,right,MISS J. Williams driving floating Shot - blocked,"[1631114, 1629234]",1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,3.07,Missed,Eubanks,1629234.0,,,,,,,,,,,,,,,,
206,PT09M39.00S,2025-01-23T01:43:42.0Z,2,REGULAR,block,,[],1629234,,,1610612760,33,33,2025-01-23T01:43:44Z,2030000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
207,PT09M35.00S,2025-01-23T01:43:46.0Z,2,REGULAR,rebound,defensive,[],1629012,,,1610612762,33,33,2025-01-23T01:43:47Z,2040000,False,,,0,,C. Sexton REBOUND (Off:1 Def:2),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,205.0,3.0,2.0,1.0,,,,,,,,,,,,
208,PT09M32.00S,2025-01-23T01:43:47.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629004,2.0532194480946124,96.81372549019608,1610612762,33,33,2025-01-23T01:47:06Z,2050000,False,-234.0,-33.0,1,left,MISS S. Mykhailiuk running 3PT,[1629004],1610612762.0,UTA,running,,,Mykhailiuk,S. Mykhailiuk,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
209,PT09M30.00S,2025-01-23T01:43:57.3Z,2,REGULAR,rebound,offensive,[],1641989,,,1610612762,33,33,2025-01-23T01:43:57Z,2060000,False,,,0,,E. Harkless REBOUND (Off:1 Def:0),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Left Corner 3,24+ Left,,,,,208.0,1.0,0.0,1.0,,,,,,,,,,,,
210,PT09M30.00S,2025-01-23T01:43:57.8Z,2,REGULAR,foul,personal,[],1631172,,,1610612762,33,33,2025-01-23T01:44:03Z,2070000,False,,,0,,O. Dieng personal FOUL (1 PF),"[1631172, 1641989]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Harkless,1641989.0
212,PT09M20.00S,2025-01-23T01:44:19.5Z,2,REGULAR,turnover,lost ball,[],1628381,,,1610612762,33,33,2025-01-23T01:44:23Z,2090000,False,,,0,,J. Collins lost ball TURNOVER (2 TO),"[1628381, 1631114]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,Williams,1631114.0,,,,,,,,,
213,PT09M20.00S,2025-01-23T01:44:19.5Z,2,REGULAR,steal,,[],1631114,,,1610612760,33,33,2025-01-23T01:44:22Z,2100000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
214,PT09M12.00S,2025-01-23T01:44:27.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,93.24901445466492,95.09803921568627,1610612760,36,33,2025-01-23T01:44:31Z,2110000,False,225.0,11.0,1,right,A. Caruso 3PT  (5 PTS) (C. Wallace 1 AST),"[1627936, 1641717]",1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.58,Made,,,,,,,,,,5.0,C. Wallace,1641717.0,1.0,,,,,
216,PT08M56.00S,2025-01-23T01:44:42.6Z,2,REGULAR,3pt,Jump Shot,[],1628381,29.77989487516426,73.52941176470588,1610612762,36,33,2025-01-23T01:44:46Z,2130000,False,-118.0,227.0,1,left,MISS J. Collins 25' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
217,PT08M53.00S,2025-01-23T01:44:45.6Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612760,36,33,2025-01-23T01:44:46Z,2140000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,
218,PT08M49.00S,2025-01-23T01:44:50.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629026,70.51576872536137,72.79411764705883,1610612760,36,33,2025-01-23T01:49:09Z,2150000,False,114.0,225.0,1,right,MISS K. Williams 25' running pullup 3PT,[1629026],1610612760.0,OKC,running pullup,,,Williams,K. Williams,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
219,PT08M45.00S,2025-01-23T01:44:54.2Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612762,36,33,2025-01-23T01:44:55Z,2160000,False,,,0,,J. Collins REBOUND (Off:2 Def:4),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,,,218.0,6.0,4.0,2.0,,,,,,,,,,,,
220,PT08M38.00S,2025-01-23T01:45:02.7Z,2,REGULAR,turnover,out-of-bounds,[],1629012,,,1610612762,36,33,2025-01-23T01:45:08Z,2170000,False,,,0,,C. Sexton bad pass out-of-bounds TURNOVER (2 TO),[1629012],1610612762.0,UTA,bad pass,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,2.0,,,,,,,201245.0,,,,
221,PT08M38.00S,2025-01-23T01:45:05.4Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,36,33,2025-01-23T01:45:14Z,2180000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M38.00S,2025-01-23T01:45:05.4Z,2,REGULAR,substitution,out,[],1629234,,,1610612760,36,33,2025-01-23T01:45:14Z,2190000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M38.00S,2025-01-23T01:45:05.4Z,2,REGULAR,substitution,in,[],1631119,,,1610612760,36,33,2025-01-23T01:45:14Z,2200000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M38.00S,2025-01-23T01:45:05.4Z,2,REGULAR,substitution,in,[],1631117,,,1610612760,36,33,2025-01-23T01:45:14Z,2210000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M23.00S,2025-01-23T01:45:34.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631114,93.24901445466492,52.69607843137255,1610612760,38,33,2025-01-23T01:45:39Z,2220000,False,13.0,11.0,1,right,J. Williams driving finger roll Layup (2 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,,,,2.0,,,,,,,,
226,PT08M23.00S,2025-01-23T01:45:38.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,38,33,2025-01-23T01:45:38Z,2230000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M06.00S,2025-01-23T01:48:44.9Z,2,REGULAR,turnover,out-of-bounds,[],1629012,,,1610612762,38,33,2025-01-23T01:48:49Z,2240000,False,,,0,,C. Sexton bad pass out-of-bounds TURNOVER (3 TO),[1629012],1610612762.0,UTA,bad pass,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,,,,,,,201245.0,,,,
228,PT08M06.00S,2025-01-23T01:48:47.0Z,2,REGULAR,substitution,out,[],1629004,,,1610612760,38,33,2025-01-23T01:48:54Z,2250000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M06.00S,2025-01-23T01:48:47.0Z,2,REGULAR,substitution,in,[],1642268,,,1610612760,38,33,2025-01-23T01:48:54Z,2260000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M52.00S,2025-01-23T01:49:10.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631119,88.78120893561103,94.36274509803921,1610612760,38,33,2025-01-23T01:49:16Z,2270000,False,222.0,53.0,1,right,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,22.8,Missed,,,,,,,,,,,,,,,,,,
231,PT07M50.00S,2025-01-23T01:49:12.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,38,33,2025-01-23T01:49:16Z,2280000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Right Corner 3,24+ Right,,,,,230.0,,,,,,,,,,,,,,,
233,PT07M50.00S,2025-01-23T01:49:38.0Z,2,REGULAR,turnover,out-of-bounds,[],1627936,,,1610612760,38,33,2025-01-23T01:49:44Z,2300000,False,,,0,,A. Caruso bad pass out-of-bounds TURNOVER (1 TO),[1627936],1610612760.0,OKC,bad pass,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,,,,,,,1630886.0,,,,
234,PT07M37.00S,2025-01-23T01:50:16.8Z,2,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,38,33,2025-01-23T01:50:22Z,2310000,False,,,0,,I. Collier bad pass out-of-bounds TURNOVER (3 TO),[1642268],1610612762.0,UTA,bad pass,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,3.0,,,,,,,1630886.0,,,,
235,PT07M20.00S,2025-01-23T01:50:45.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627936,74.06373193166885,15.196078431372548,1610612760,38,33,2025-01-23T01:50:50Z,2320000,False,-174.0,191.0,1,right,MISS A. Caruso 25' 3PT,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,25.86,Missed,,,,,,,,,,,,,,,,,,
236,PT07M17.00S,2025-01-23T01:50:48.2Z,2,REGULAR,rebound,offensive,[],1631114,,,1610612760,38,33,2025-01-23T01:50:50Z,2330000,False,,,0,,J. Williams REBOUND (Off:1 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,235.0,2.0,1.0,1.0,,,,,,,,,,,,
237,PT07M13.00S,2025-01-23T01:50:52.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631119,93.77463863337714,50.98039215686274,1610612760,38,33,2025-01-23T01:53:05Z,2340000,False,5.0,6.0,1,right,MISS J. Williams reverse Layup,[1631119],1610612760.0,OKC,reverse,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
238,PT07M09.00S,2025-01-23T01:50:56.5Z,2,REGULAR,rebound,offensive,[],1627936,,,1610612760,38,33,2025-01-23T01:50:56Z,2350000,False,,,0,,A. Caruso REBOUND (Off:1 Def:1),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,237.0,2.0,1.0,1.0,,,,,,,,,,,,
239,PT07M09.00S,2025-01-23T01:50:56.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627936,94.40999984741211,50.0,1610612760,40,33,2025-01-23T01:50:56Z,2360000,False,0.0,0.0,1,right,A. Caruso tip Layup (7 PTS),[1627936],1610612760.0,OKC,tip,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,7.0,,,,,,,,
240,PT07M03.00S,2025-01-23T01:51:07.0Z,2,REGULAR,foul,offensive,[],1628381,,,1610612762,40,33,2025-01-23T01:51:12Z,2370000,False,,,0,,J. Collins charge offensive FOUL (2 PF),"[1628381, 1631119]",1610612762.0,UTA,charge,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1630886.0,2.0,0.0,Williams,1631119.0
242,PT07M03.00S,2025-01-23T01:51:07.0Z,2,REGULAR,turnover,offensive foul,[],1628381,,,1610612762,40,33,2025-01-23T01:51:07Z,2390000,False,,,0,,J. Collins offensive foul TURNOVER (3 TO),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,3.0,,,,,,,1630886.0,,,,
243,PT07M03.00S,2025-01-23T01:51:12.0Z,2,REGULAR,substitution,out,[],1629012,,,1610612760,40,33,2025-01-23T01:51:27Z,2400000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M03.00S,2025-01-23T01:51:12.0Z,2,REGULAR,substitution,out,[],1628381,,,1610612760,40,33,2025-01-23T01:51:27Z,2410000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M03.00S,2025-01-23T01:51:12.0Z,2,REGULAR,substitution,in,[],1628374,,,1610612760,40,33,2025-01-23T01:51:27Z,2420000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M03.00S,2025-01-23T01:51:12.0Z,2,REGULAR,substitution,in,[],1641718,,,1610612760,40,33,2025-01-23T01:51:27Z,2430000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M48.00S,2025-01-23T01:51:47.5Z,2,REGULAR,foul,personal,['2freethrow'],1641989,,,1610612760,40,33,2025-01-23T01:54:07Z,2440000,False,,,0,,E. Harkless shooting personal FOUL (1 PF) (Williams 2 FT),"[1641989, 1631114]",1610612762.0,UTA,shooting,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Williams,1631114.0
351,PT06M48.00S,2025-01-23T01:51:59.5Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612760,40,33,2025-01-23T02:08:44Z,2465000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M48.00S,2025-01-23T01:53:44.5Z,2,REGULAR,substitution,out,[],1627936,,,1610612760,40,33,2025-01-23T01:53:57Z,2490000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M48.00S,2025-01-23T01:53:44.5Z,2,REGULAR,substitution,out,[],1641717,,,1610612760,40,33,2025-01-23T01:53:57Z,2500000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M48.00S,2025-01-23T01:53:44.5Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,40,33,2025-01-23T01:53:57Z,2510000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M48.00S,2025-01-23T01:53:44.5Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,40,33,2025-01-23T01:53:57Z,2520000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M48.00S,2025-01-23T01:54:11.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631114,,,1610612760,41,33,2025-01-23T01:54:11Z,2530000,False,,,0,,J. Williams Free Throw 1 of 2 (3 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
257,PT06M48.00S,2025-01-23T01:54:29.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631114,,,1610612760,42,33,2025-01-23T01:54:29Z,2540000,False,,,0,,J. Williams Free Throw 2 of 2 (4 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
258,PT06M38.00S,2025-01-23T01:55:36.7Z,2,REGULAR,jumpball,recovered,[],1631114,,,1610612762,42,33,2025-01-23T01:55:51Z,2550000,False,,,0,,Jump Ball J. Williams vs. L. Markkanen: Tip to J. Williams,"[1631114, 1631119, 1628374]",1610612760.0,OKC,heldball,J. Williams,1631114.0,Williams,J. Williams,Williams,1631119.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,,,,,,,
261,PT06M38.00S,2025-01-23T01:55:36.7Z,2,REGULAR,turnover,lost ball,[],1628374,,,1610612762,42,33,2025-01-23T02:12:52Z,2580000,False,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 1631119]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Williams,1631119.0,,,,,,,,,
262,PT06M38.00S,2025-01-23T01:55:36.7Z,2,REGULAR,steal,,[],1631119,,,1610612760,42,33,2025-01-23T01:55:36Z,2590000,False,,,0,,J. Williams STEAL (1 STL),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
263,PT06M27.00S,2025-01-23T01:55:45.2Z,2,REGULAR,foul,offensive,[],1631114,,,1610612760,42,33,2025-01-23T01:56:01Z,2600000,False,,,0,,J. Williams charge offensive FOUL (1 PF),"[1631114, 1641989]",1610612760.0,OKC,charge,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Harkless,1641989.0
265,PT06M27.00S,2025-01-23T01:55:45.2Z,2,REGULAR,turnover,offensive foul,[],1631114,,,1610612760,42,33,2025-01-23T01:55:45Z,2620000,False,,,0,,J. Williams offensive foul TURNOVER (1 TO),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,1.0,,,,,,,201245.0,,,,
