actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-10-31T01:43:30.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-31T01:43:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-10-31T01:43:33.0Z,1,REGULAR,jumpball,recovered,[],1631110,,,1610612759,0,0,2024-10-31T01:43:33Z,40000,False,,,0,,Jump Ball V. Wembanyama vs. C. Holmgren: Tip to J. Sochan,"[1631110, 1641705, 1631096]",1610612759.0,SAS,startperiod,J. Sochan,1631110.0,Sochan,J. Sochan,Wembanyama,1641705.0,Holmgren,1631096.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-10-31T01:43:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,7.30946123521682,44.85294117647059,1610612759,0,0,2024-10-31T01:43:51Z,70000,False,26.0,16.0,1,left,MISS J. Sochan Layup - blocked,"[1631110, 1631096]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.04,Missed,Holmgren,1631096.0,,,,,,,,,,,,,,,,
8,PT11M43.00S,2024-10-31T01:43:47.3Z,1,REGULAR,block,,[],1631096,,,1610612759,0,0,2024-10-31T01:43:49Z,80000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2024-10-31T01:43:51.3Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,0,2024-10-31T01:43:51Z,90000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M35.00S,2024-10-31T01:43:54.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,71.69842312746385,83.33333333333334,1610612760,0,0,2024-10-31T01:44:26Z,100000,False,167.0,214.0,1,right,MISS S. Gilgeous-Alexander 27' running 3PT,[1628983],1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
11,PT11M32.00S,2024-10-31T01:43:57.3Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,0,0,2024-10-31T01:43:59Z,110000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M20.00S,2024-10-31T01:44:09.3Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612759,0,0,2024-10-31T01:44:18Z,120000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1631096]",1610612759.0,SAS,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,Holmgren,1631096.0,,,,,,,,,
13,PT11M20.00S,2024-10-31T01:44:09.3Z,1,REGULAR,steal,,[],1631096,,,1610612760,0,0,2024-10-31T01:44:11Z,130000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
14,PT11M17.00S,2024-10-31T01:44:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,93.77463863337714,51.71568627450981,1610612760,2,0,2024-10-31T01:46:14Z,140000,False,9.0,6.0,1,right,L. Dort running Layup (2 PTS) (C. Holmgren 1 AST),"[1629652, 1631096]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,,,,,,2.0,C. Holmgren,1631096.0,1.0,,,,,
