actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-04-06T19:40:54.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-06T19:40:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-04-06T19:40:56.3Z,1,REGULAR,jumpball,recovered,[],1631114,,,1610612760,0,0,2025-04-06T19:40:56Z,40000,False,,,0,,Jump Ball C. Holmgren vs. J. Hayes: Tip to J. Williams,"[1631114, 1631096, 1629637]",1610612760.0,OKC,startperiod,J. Williams,1631114.0,Williams,J. Williams,Holmgren,1631096.0,Hayes,1629637.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-04-06T19:41:11.5Z,1,REGULAR,2pt,Jump Shot,[],1631114,25.18068331143233,67.64705882352942,1610612760,0,0,2025-04-06T19:41:37Z,70000,False,-88.0,184.0,1,left,MISS J. Williams 20' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,20.42,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2025-04-06T19:41:15.5Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,0,0,2025-04-06T19:41:26Z,80000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M37.00S,2025-04-06T19:41:17.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628392,11.251642575558476,57.84313725490197,1610612760,2,0,2025-04-06T19:41:51Z,90000,False,-39.0,53.0,1,left,I. Hartenstein 6' floating Jump Shot (2 PTS),[1628392],1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,6.62,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M20.00S,2025-04-06T19:41:33.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,94.1688567674113,48.03921568627451,1610612747,2,2,2025-04-06T19:41:38Z,100000,False,-10.0,2.0,1,right,J. Hayes DUNK (2 PTS) (L. Dončić 1 AST),"[1629637, 1629029]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,
12,PT11M03.00S,2025-04-06T19:41:50.1Z,1,REGULAR,2pt,Jump Shot,[],1628983,6.521024967148489,22.30392156862745,1610612760,2,2,2025-04-06T19:41:56Z,120000,False,138.0,9.0,1,left,MISS S. Gilgeous-Alexander 13' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,13.88,Missed,,,,,,,,,,,,,,,,,,
13,PT11M00.00S,2025-04-06T19:41:53.1Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,2,2,2025-04-06T19:41:56Z,130000,False,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Right,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M57.00S,2025-04-06T19:41:58.1Z,1,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,2,2,2025-04-06T19:42:09Z,140000,False,,,0,,A. Reaves bad pass out-of-bounds TURNOVER (1 TO),[1630559],1610612747.0,LAL,bad pass,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left,,,,,,,,,,,2714.0,1.0,,,,,,,,
15,PT10M46.00S,2025-04-06T19:42:22.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628392,6.389618922470433,50.49019607843137,1610612760,4,2,2025-04-06T19:42:28Z,150000,False,-2.0,8.0,1,left,I. Hartenstein cutting DUNK (4 PTS) (S. Gilgeous-Alexander 1 AST),"[1628392, 1628983]",1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,4.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
17,PT10M27.00S,2025-04-06T19:42:41.8Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612747,4,2,2025-04-06T19:42:51Z,170000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Hayes 2 FT),"[1628392, 1629637]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2714.0,,1.0,0.0,Hayes,1629637.0,,,,
19,PT10M27.00S,2025-04-06T19:43:09.5Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,4,2,2025-04-06T19:43:09Z,190000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M27.00S,2025-04-06T19:43:09.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,4,2,2025-04-06T19:43:09Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,
