actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT05M34.00S,2025-01-20T00:27:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630553,78.79434954007884,8.333333333333332,1610612751,21,7,2025-01-20T00:27:12Z,860000,False,-208.0,147.0,1,right,MISS K. Johnson 25' 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
87,PT05M33.00S,2025-01-20T00:27:08.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,21,7,2025-01-20T00:27:12Z,870000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,86.0,,,,,,,,,,,,,,,
89,PT05M33.00S,2025-01-20T00:27:13.2Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,21,7,2025-01-20T00:27:24Z,890000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M33.00S,2025-01-20T00:27:13.2Z,1,REGULAR,substitution,in,[],1631172,,,1610612760,21,7,2025-01-20T00:27:24Z,900000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M21.00S,2025-01-20T00:27:41.7Z,1,REGULAR,turnover,bad pass,[],1629652,,,1610612760,21,7,2025-01-20T00:27:44Z,910000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1641730]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Clowney,1641730.0,,,,
92,PT05M21.00S,2025-01-20T00:27:41.7Z,1,REGULAR,steal,,[],1641730,,,1610612751,21,7,2025-01-20T00:27:43Z,920000,False,,,0,,N. Clowney STEAL (1 STL),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT05M15.00S,2025-01-20T00:27:47.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641730,73.53810775295663,84.31372549019608,1610612751,21,7,2025-01-20T00:31:20Z,930000,False,172.0,196.0,1,right,MISS N. Clowney 26' running 3PT,[1641730],1610612751.0,BKN,running,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,26.07,Missed,,,,,,,,,,,,,,,,,,
94,PT05M12.00S,2025-01-20T00:27:50.6Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,21,7,2025-01-20T00:27:52Z,940000,False,,,0,,J. Williams REBOUND (Off:1 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,93.0,4.0,3.0,1.0,,,,,,,,,,,,
95,PT05M02.00S,2025-01-20T00:28:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630198,20.97568988173456,9.313725490196079,1610612760,24,7,2025-01-20T00:28:07Z,950000,False,203.0,145.0,1,left,I. Joe 24' 3PT  (12 PTS) (J. Williams 3 AST),"[1630198, 1631119]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,24.96,Made,,,,,,,12.0,J. Williams,1631119.0,3.0,,,,,,,,
97,PT05M00.00S,2025-01-20T00:28:07.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612751,24,7,2025-01-20T00:28:07Z,970000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M00.00S,2025-01-20T00:29:28.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,24,7,2025-01-20T00:29:40Z,980000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M00.00S,2025-01-20T00:29:28.7Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,24,7,2025-01-20T00:29:40Z,990000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M36.00S,2025-01-20T00:30:13.5Z,1,REGULAR,2pt,Jump Shot,[],1630592,95.3515111695138,89.70588235294117,1610612751,24,7,2025-01-20T01:16:23Z,1000000,False,199.0,-9.0,1,right,MISS J. Wilson 19' turnaround fadeaway Shot - blocked,"[1630592, 1628983]",1610612751.0,BKN,turnaround fadeaway,,,Wilson,J. Wilson,,,,,Mid-Range,16-24 Right,19.87,Missed,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,
101,PT04M36.00S,2025-01-20T00:30:13.5Z,1,REGULAR,block,,[],1628983,,,1610612751,24,7,2025-01-20T00:30:16Z,1010000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
102,PT04M36.00S,2025-01-20T00:30:13.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,24,7,2025-01-20T00:30:51Z,1020000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,,,100.0,,,,,,,,,,,,,,,
103,PT04M36.00S,2025-01-20T00:30:17.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612751,24,7,2025-01-20T00:30:24Z,1030000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,1179.0,,,,,,,
104,PT04M23.00S,2025-01-20T00:30:41.0Z,1,REGULAR,foul,personal,[],1630553,,,1610612760,24,7,2025-01-20T00:30:52Z,1040000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1630553, 1628983]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1628480.0,,,,1.0,0.0,Gilgeous-Alexander,1628983.0
106,PT04M23.00S,2025-01-20T00:30:49.9Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,24,7,2025-01-20T00:31:03Z,1060000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M23.00S,2025-01-20T00:30:49.9Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,24,7,2025-01-20T00:31:03Z,1070000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M23.00S,2025-01-20T00:30:49.9Z,1,REGULAR,substitution,out,[],1641730,,,1610612760,24,7,2025-01-20T00:31:03Z,1080000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M23.00S,2025-01-20T00:30:49.9Z,1,REGULAR,substitution,in,[],1627936,,,1610612760,24,7,2025-01-20T00:31:03Z,1090000,False,,,0,,SUB in: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M23.00S,2025-01-20T00:30:49.9Z,1,REGULAR,substitution,in,[],1642382,,,1610612760,24,7,2025-01-20T00:31:03Z,1100000,False,,,0,,SUB in: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M23.00S,2025-01-20T00:30:49.9Z,1,REGULAR,substitution,in,[],1641787,,,1610612760,24,7,2025-01-20T00:31:03Z,1110000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M08.00S,2025-01-20T00:31:22.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630198,25.18068331143233,86.76470588235294,1610612760,24,7,2025-01-20T00:32:57Z,1120000,False,-184.0,184.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
113,PT04M05.00S,2025-01-20T00:31:25.7Z,1,REGULAR,rebound,defensive,[],1641787,,,1610612751,24,7,2025-01-20T00:32:57Z,1130000,False,,,0,,T. Evbuomwan REBOUND (Off:0 Def:1),[1641787],1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,Above the Break 3,24+ Left Center,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
114,PT04M00.00S,2025-01-20T00:31:31.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631213,92.9862023653088,4.411764705882353,1610612751,24,7,2025-01-20T00:35:26Z,1140000,False,-228.0,13.0,1,right,MISS T. Martin running 3PT,[1631213],1610612751.0,BKN,running,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,22.83,Missed,,,,,,,,,,,,,,,,,,
115,PT03M57.00S,2025-01-20T00:31:34.2Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,24,7,2025-01-20T00:31:34Z,1150000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,,,,,114.0,1.0,0.0,1.0,,,,,,,,,,,,
116,PT03M53.00S,2025-01-20T00:31:37.5Z,1,REGULAR,turnover,bad pass,[],1630549,,,1610612751,24,7,2025-01-20T00:31:43Z,1160000,False,,,0,,D. Sharpe bad pass TURNOVER (1 TO),"[1630549, 1642382]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Carlson,1642382.0,,,,
117,PT03M53.00S,2025-01-20T00:31:37.5Z,1,REGULAR,steal,,[],1642382,,,1610612760,24,7,2025-01-20T00:31:43Z,1170000,False,,,0,,B. Carlson STEAL (1 STL),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT03M36.00S,2025-01-20T00:31:54.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642382,30.042706964520367,29.65686274509804,1610612760,27,7,2025-01-20T00:31:59Z,1180000,False,102.0,230.0,1,left,B. Carlson 25' 3PT  (3 PTS) (A. Caruso 1 AST),"[1642382, 1627936]",1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,,3.0,A. Caruso,1627936.0,1.0,,,,,,,,
120,PT03M27.00S,2025-01-20T00:32:06.6Z,1,REGULAR,foul,personal,[],1630198,,,1610612751,27,7,2025-01-20T00:32:14Z,1200000,False,,,0,,I. Joe personal FOUL (1 PF),"[1630198, 1630553]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1179.0,,,,1.0,0.0,Johnson,1630553.0
122,PT03M27.00S,2025-01-20T00:32:15.6Z,1,REGULAR,substitution,out,[],1630198,,,1610612751,27,7,2025-01-20T00:32:20Z,1220000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M27.00S,2025-01-20T00:32:15.6Z,1,REGULAR,substitution,in,[],1630598,,,1610612751,27,7,2025-01-20T00:32:20Z,1230000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M20.00S,2025-01-20T00:32:41.2Z,1,REGULAR,3pt,Jump Shot,[],1631213,95.87713534822602,2.941176470588235,1610612751,27,7,2025-01-20T00:32:48Z,1240000,False,-235.0,-14.0,1,right,MISS T. Martin 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,,
125,PT03M17.00S,2025-01-20T00:32:44.2Z,1,REGULAR,rebound,defensive,[],1631172,,,1610612760,27,7,2025-01-20T00:32:59Z,1250000,False,,,0,,O. Dieng REBOUND (Off:0 Def:1),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,
126,PT03M08.00S,2025-01-20T00:32:53.2Z,1,REGULAR,3pt,Jump Shot,[],1631172,32.14520367936925,60.049019607843135,1610612760,30,7,2025-01-20T00:33:00Z,1260000,False,-50.0,250.0,1,left,O. Dieng 25' 3PT  (3 PTS) (B. Carlson 1 AST),"[1631172, 1642382]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Center,25.47,Made,,,,,,,3.0,B. Carlson,1642382.0,1.0,,,,,,,,
128,PT02M54.00S,2025-01-20T00:33:08.0Z,1,REGULAR,turnover,bad pass,[],1641787,,,1610612751,30,7,2025-01-20T00:33:11Z,1280000,False,,,0,,T. Evbuomwan bad pass TURNOVER (1 TO),"[1641787, 1628983]",1610612751.0,BKN,,,,Evbuomwan,T. Evbuomwan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,
129,PT02M54.00S,2025-01-20T00:33:08.0Z,1,REGULAR,steal,,[],1628983,,,1610612760,30,7,2025-01-20T00:33:09Z,1290000,False,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT02M49.00S,2025-01-20T00:33:12.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631172,5.863994743758213,47.30392156862745,1610612760,32,7,2025-01-20T00:37:13Z,1300000,False,13.0,3.0,1,left,O. Dieng running DUNK (5 PTS) (S. Gilgeous-Alexander 3 AST),"[1631172, 1628983]",1610612760.0,OKC,running,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,5.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,
132,PT02M33.00S,2025-01-20T00:33:27.9Z,1,REGULAR,3pt,Jump Shot,[],1630592,67.7562417871222,20.34313725490196,1610612751,32,7,2025-01-20T00:33:33Z,1320000,False,-148.0,251.0,1,right,MISS J. Wilson 29' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,29.12,Missed,,,,,,,,,,,,,,,,,,
133,PT02M29.00S,2025-01-20T00:33:31.9Z,1,REGULAR,rebound,defensive,[],1642382,,,1610612760,32,7,2025-01-20T00:33:33Z,1330000,False,,,0,,B. Carlson REBOUND (Off:0 Def:1),[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,Above the Break 3,24+ Left Center,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,
134,PT02M25.00S,2025-01-20T00:33:36.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628983,6.258212877792378,54.41176470588235,1610612760,34,7,2025-01-20T00:37:39Z,1340000,False,-22.0,6.0,1,left,S. Gilgeous-Alexander running reverse Layup (8 PTS),[1628983],1610612760.0,OKC,running reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,,,8.0,,,,,,,,,,,
135,PT02M05.00S,2025-01-20T00:33:56.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630592,90.75229960578186,59.068627450980394,1610612751,34,7,2025-01-20T00:38:02Z,1350000,False,45.0,34.0,1,right,MISS J. Wilson driving Hook,[1630592],1610612751.0,BKN,driving,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,5.69,Missed,,,,,,,,,,,,,,,,,,
136,PT02M03.00S,2025-01-20T00:33:58.0Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,34,7,2025-01-20T00:33:58Z,1360000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,135.0,2.0,0.0,2.0,,,,,,,,,,,,
137,PT02M00.00S,2025-01-20T00:34:01.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631213,93.38042049934296,47.30392156862745,1610612751,34,9,2025-01-20T00:39:40Z,1370000,False,-13.0,10.0,1,right,T. Martin driving Layup (2 PTS) (D. Sharpe 1 AST),"[1631213, 1630549]",1610612751.0,BKN,driving,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,2.0,D. Sharpe,1630549.0,1.0,,,,,,,,
138,PT01M42.00S,2025-01-20T00:34:19.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642382,14.273981603153747,54.65686274509803,1610612760,36,9,2025-01-20T00:39:30Z,1380000,False,-23.0,82.0,1,left,B. Carlson 8' driving floating Jump Shot (5 PTS) (S. Gilgeous-Alexander 4 AST),"[1642382, 1628983]",1610612760.0,OKC,driving floating,,,Carlson,B. Carlson,,,,,In The Paint (Non-RA),8-16 Center,8.5,Made,,,,,,,5.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,
140,PT01M26.00S,2025-01-20T00:34:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,94.03745072273325,52.450980392156865,1610612751,36,11,2025-01-20T00:40:13Z,1400000,False,12.0,4.0,1,right,D. Sharpe driving Layup (2 PTS) (T. Evbuomwan 1 AST),"[1630549, 1641787]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,,,2.0,T. Evbuomwan,1641787.0,1.0,,,,,,,,
142,PT01M26.00S,2025-01-20T00:34:39.5Z,1,REGULAR,foul,personal,['1freethrow'],1642382,,,1610612751,36,11,2025-01-20T00:34:44Z,1420000,False,,,0,,B. Carlson shooting personal FOUL (1 PF) (Sharpe 1 FT),"[1642382, 1630549]",1610612760.0,OKC,shooting,,,Carlson,B. Carlson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628172.0,,,,1.0,0.0,Sharpe,1630549.0
144,PT01M26.00S,2025-01-20T00:35:04.5Z,1,REGULAR,freethrow,1 of 1,[],1630549,,,1610612751,36,12,2025-01-20T00:35:04Z,1440000,False,,,0,,D. Sharpe Free Throw 1 of 1 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
145,PT01M20.00S,2025-01-20T00:35:13.2Z,1,REGULAR,3pt,Jump Shot,[],1628983,28.07161629434954,79.65686274509804,1610612760,36,12,2025-01-20T00:40:33Z,1450000,False,-148.0,211.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.82,Missed,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2025-01-20T00:35:19.2Z,1,REGULAR,rebound,defensive,[],1631213,,,1610612751,36,12,2025-01-20T00:35:18Z,1460000,False,,,0,,T. Martin REBOUND (Off:0 Def:1),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,
147,PT01M12.00S,2025-01-20T00:35:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630592,93.11760840998686,52.94117647058824,1610612751,36,14,2025-01-20T00:40:53Z,1470000,False,15.0,12.0,1,right,J. Wilson running Layup (2 PTS) (T. Martin 1 AST),"[1630592, 1631213]",1610612751.0,BKN,running,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,2.0,T. Martin,1631213.0,1.0,,,,,,,,
149,PT00M54.60S,2025-01-20T00:35:37.8Z,1,REGULAR,3pt,Jump Shot,[],1631172,4.5499342969776615,3.431372549019608,1610612760,39,14,2025-01-20T00:35:41Z,1490000,False,233.0,-10.0,1,left,O. Dieng 3PT  (8 PTS) (A. Wiggins 1 AST),"[1631172, 1630598]",1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,8.0,A. Wiggins,1630598.0,1.0,,,,,,,,
151,PT00M33.00S,2025-01-20T00:36:03.8Z,1,REGULAR,3pt,Jump Shot,[],1630592,96.40275952693824,95.83333333333334,1610612751,39,17,2025-01-20T00:36:08Z,1510000,False,229.0,-19.0,1,right,J. Wilson 3PT  (5 PTS) (K. Johnson 1 AST),"[1630592, 1630553]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,23.0,Made,,,,,,,5.0,K. Johnson,1630553.0,1.0,,,,,,,,
153,PT00M23.00S,2025-01-20T00:36:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.966491458607096,54.41176470588235,1610612760,39,17,2025-01-20T00:36:22Z,1530000,False,-22.0,22.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,,,,,,,
154,PT00M20.80S,2025-01-20T00:36:19.2Z,1,REGULAR,rebound,defensive,[],1630592,,,1610612751,39,17,2025-01-20T00:36:19Z,1540000,False,,,0,,J. Wilson REBOUND (Off:0 Def:1),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Restricted Area,0-8 Center,,,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,
155,PT00M02.10S,2025-01-20T00:36:37.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630553,92.19776609724047,47.05882352941176,1610612751,39,17,2025-01-20T00:36:42Z,1550000,False,-15.0,21.0,1,right,MISS K. Johnson driving Layup,[1630553],1610612751.0,BKN,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,,,,
156,PT00M01.00S,2025-01-20T00:36:39.6Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,39,17,2025-01-20T00:36:39Z,1560000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,155.0,3.0,0.0,3.0,,,,,,,,,,,,
157,PT00M01.00S,2025-01-20T00:36:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,92.9862023653088,47.05882352941176,1610612751,39,19,2025-01-20T00:36:44Z,1570000,False,-15.0,13.0,1,right,D. Sharpe putback Layup (5 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,,,5.0,,,,,,,,,,,
158,PT00M00.00S,2025-01-20T00:36:48.0Z,1,REGULAR,period,end,[],0,,,1610612760,39,19,2025-01-20T00:36:48Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,39,19,2025-01-20T00:39:21Z,1590000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,out,['startperiod'],1642382,,,1610612760,39,19,2025-01-20T00:39:21Z,1600000,False,,,0,,SUB out: B. Carlson,[1642382],1610612760.0,OKC,,,,Carlson,B. Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,out,['startperiod'],1631213,,,1610612760,39,19,2025-01-20T00:39:21Z,1610000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612760,39,19,2025-01-20T00:39:21Z,1620000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,out,['startperiod'],1630553,,,1610612760,39,19,2025-01-20T00:39:21Z,1630000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,in,['startperiod'],1641717,,,1610612760,39,19,2025-01-20T00:39:21Z,1640000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,in,['startperiod'],1641794,,,1610612760,39,19,2025-01-20T00:39:21Z,1650000,False,,,0,,SUB in: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612760,39,19,2025-01-20T00:39:21Z,1660000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612760,39,19,2025-01-20T00:39:21Z,1670000,False,,,0,,SUB in: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-01-20T00:36:53.1Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612760,39,19,2025-01-20T00:39:21Z,1680000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-01-20T00:39:28.9Z,2,REGULAR,period,start,[],0,,,1610612751,39,19,2025-01-20T00:39:28Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
