actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-24T01:10:52.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-24T01:10:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-01-24T01:10:55.3Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612742,0,0,2025-01-24T01:10:55Z,40000,False,,,0,,Jump Ball D. Gafford vs. J. Williams: Tip to S. Dinwiddie,"[203915, 1629655, 1631119]",1610612742.0,DAL,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Gafford,1629655.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-01-24T01:11:07.5Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612742,0,0,2025-01-24T01:11:11Z,70000,False,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1631114]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-01-24T01:11:07.5Z,1,REGULAR,steal,,[],1631114,,,1610612760,0,0,2025-01-24T01:11:09Z,80000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2025-01-24T01:11:13.6Z,1,REGULAR,foul,personal,[],1629023,,,1610612760,0,0,2025-01-24T01:11:23Z,90000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1628983]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,,,,202007.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
11,PT11M30.00S,2025-01-24T01:11:37.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629652,27.020367936925098,15.931372549019606,1610612760,0,0,2025-01-24T01:11:44Z,110000,False,170.0,201.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.38,Missed,,,,,,,,,,
12,PT11M27.00S,2025-01-24T01:11:40.4Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,0,0,2025-01-24T01:11:44Z,120000,False,,,0,,J. Williams REBOUND (Off:1 Def:0),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,
13,PT11M25.00S,2025-01-24T01:11:42.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631119,25.706307490144546,86.76470588235294,1610612760,3,0,2025-01-24T01:11:48Z,130000,False,-184.0,189.0,1,left,J. Williams 26' 3PT  (3 PTS) (J. Williams 1 AST),"[1631119, 1631114]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.37,Made,,,,,3.0,J. Williams,1631114.0,1.0,,
15,PT11M09.00S,2025-01-24T01:11:58.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.77463863337714,47.05882352941176,1610612742,3,2,2025-01-24T01:12:28Z,150000,False,-15.0,6.0,1,right,D. Gafford cutting Layup (2 PTS) (K. Irving 1 AST),"[1629655, 202681]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,1.59,Made,,,,,2.0,K. Irving,202681.0,1.0,,
17,PT10M56.00S,2025-01-24T01:12:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,18.610381077529567,41.911764705882355,1610612760,5,2,2025-01-24T01:12:15Z,170000,False,40.0,122.0,1,left,J. Williams 12' pullup Jump Shot (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,12.89,Made,,,,,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,
