actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
409,PT06M34.00S,2025-03-04T02:30:16.6Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631114,11.695137976346913,57.23039215686275,1610612760,84,69,2025-03-04T02:32:08Z,4030000,False,-36.0,57.0,1,left,J. Williams 6' cutting DUNK (12 PTS) (L. Dort 2 AST),"[1631114, 1629652]",1610612760.0,OKC,cutting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,12.0,6.79,L. Dort,1629652.0,2.0,,,,,
411,PT06M15.00S,2025-03-04T02:30:36.0Z,3,REGULAR,2pt,Jump Shot,[],1631095,91.19579500657031,32.084865196078425,1610612745,84,69,2025-03-04T02:32:27Z,4050000,False,-90.0,30.0,1,right,MISS J. Smith Jr. 9' turnaround fadeaway Shot,[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,Missed,,,9.46,,,,,,,,
412,PT06M13.00S,2025-03-04T02:30:38.0Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,84,69,2025-03-04T02:32:27Z,4060000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Left,,,,,,,,,,411.0,,,,,,7.0,6.0,1.0,,
413,PT06M05.00S,2025-03-04T02:30:47.3Z,3,REGULAR,foul,personal,[],1630224,,,1610612760,84,69,2025-03-04T02:32:39Z,4070000,False,,,0,,J. Green personal FOUL (2 PF),"[1630224, 1628392]",1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,2.0,1.0,Hartenstein,1628392.0,,,,,,,,,,,,
415,PT06M05.00S,2025-03-04T02:30:51.5Z,3,REGULAR,substitution,out,[],1642263,,,1610612760,84,69,2025-03-04T02:31:18Z,4090000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M05.00S,2025-03-04T02:30:51.5Z,3,REGULAR,substitution,out,[],1631095,,,1610612760,84,69,2025-03-04T02:31:18Z,4100000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M05.00S,2025-03-04T02:30:51.5Z,3,REGULAR,substitution,in,[],1628988,,,1610612760,84,69,2025-03-04T02:31:18Z,4110000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M05.00S,2025-03-04T02:30:51.5Z,3,REGULAR,substitution,in,[],201145,,,1610612760,84,69,2025-03-04T02:31:18Z,4120000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M58.00S,2025-03-04T02:31:30.7Z,3,REGULAR,turnover,bad pass,[],1628392,,,1610612760,84,69,2025-03-04T02:33:01Z,4130000,False,,,0,,I. Hartenstein bad pass TURNOVER (2 TO),"[1628392, 1630224]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Right,2.0,Green,1630224.0,,,,,,,,,,,,,,,,,
420,PT05M58.00S,2025-03-04T02:31:30.7Z,3,REGULAR,steal,,[],1630224,,,1610612745,84,69,2025-03-04T02:31:33Z,4140000,False,,,0,,J. Green STEAL (2 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
421,PT05M51.00S,2025-03-04T02:31:36.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641715,93.5611038107753,96.30055147058823,1610612745,84,72,2025-03-04T02:33:13Z,4150000,False,232.0,8.0,1,right,C. Whitmore 3PT running (13 PTS) (J. Green 1 AST),"[1641715, 201145]",1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,,13.0,23.16,J. Green,201145.0,1.0,,,,,
423,PT05M39.00S,2025-03-04T02:31:49.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,12.614980289093296,46.875,1610612760,86,72,2025-03-04T02:33:30Z,4170000,False,16.0,66.0,1,left,S. Gilgeous-Alexander 6' driving finger roll Layup (40 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,40.0,6.79,,,,,,,,
424,PT05M26.00S,2025-03-04T02:32:01.8Z,3,REGULAR,turnover,bad pass,[],1628988,,,1610612745,86,72,2025-03-04T02:32:12Z,4180000,False,,,0,,A. Holiday bad pass TURNOVER (4 TO),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,4.0,,,,,,,,,,,,,,,,,,,
426,PT05M26.00S,2025-03-04T02:32:06.9Z,3,REGULAR,foul,personal,[],1630224,,,1610612760,86,72,2025-03-04T02:34:11Z,4200000,False,,,0,,J. Green loose ball personal FOUL (3 PF),"[1630224, 1631114]",1610612745.0,HOU,loose ball,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,203593.0,3.0,1.0,Williams,1631114.0,,,,,,,,,,,,
428,PT05M19.00S,2025-03-04T02:32:48.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631114,29.172141918528254,79.38878676470588,1610612760,89,72,2025-03-04T02:34:27Z,4220000,False,-147.0,222.0,1,left,J. Williams 26' 3PT  (15 PTS) (S. Gilgeous-Alexander 5 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,15.0,26.6,S. Gilgeous-Alexander,1628983.0,5.0,,,,,
430,PT05M06.00S,2025-03-04T02:33:01.8Z,3,REGULAR,3pt,Jump Shot,[],1629111,96.5341655716163,3.6764705882352944,1610612745,89,72,2025-03-04T02:33:06Z,4240000,False,-232.0,-20.0,1,right,MISS J. Landale 3PT,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,23.25,,,,,,,,
431,PT05M04.00S,2025-03-04T02:33:03.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,89,72,2025-03-04T02:34:41Z,4250000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Left Corner 3,24+ Left,,,,,,,,,,430.0,,,,,,2.0,2.0,0.0,,
432,PT04M55.00S,2025-03-04T02:33:13.2Z,3,REGULAR,2pt,Jump Shot,[],1628983,22.470433639947444,35.51623774509804,1610612760,89,72,2025-03-04T02:35:00Z,4260000,False,72.0,159.0,1,left,MISS S. Gilgeous-Alexander 17' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Missed,,,17.44,,,,,,,,
433,PT04M52.00S,2025-03-04T02:33:16.2Z,3,REGULAR,rebound,defensive,[],201145,,,1610612745,89,72,2025-03-04T02:35:07Z,4270000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,432.0,,,,,,3.0,3.0,0.0,,
434,PT04M42.00S,2025-03-04T02:33:27.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,86.59658344283837,42.95343137254902,1610612745,89,74,2025-03-04T02:35:17Z,4280000,False,-35.0,73.0,1,right,J. Green 8' driving Layup (18 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,18.0,8.15,,,,,,,,
435,PT04M40.00S,2025-03-04T02:33:31.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,89,74,2025-03-04T02:33:31Z,4290000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,89,74,2025-03-04T02:36:18Z,4300000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,out,[],1631096,,,1610612760,89,74,2025-03-04T02:36:18Z,4310000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,out,[],1631114,,,1610612760,89,74,2025-03-04T02:36:18Z,4320000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,out,[],1628392,,,1610612760,89,74,2025-03-04T02:36:18Z,4330000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,out,[],1629111,,,1610612760,89,74,2025-03-04T02:36:18Z,4340000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,89,74,2025-03-04T02:36:18Z,4350000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,in,[],1631119,,,1610612760,89,74,2025-03-04T02:36:18Z,4360000,False,,,0,,SUB in: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,in,[],1641717,,,1610612760,89,74,2025-03-04T02:36:18Z,4370000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,in,[],1630598,,,1610612760,89,74,2025-03-04T02:36:18Z,4380000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M40.00S,2025-03-04T02:33:40.4Z,3,REGULAR,substitution,in,[],1642368,,,1610612760,89,74,2025-03-04T02:36:18Z,4390000,False,,,0,,SUB in: N. Dante,[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M19.00S,2025-03-04T02:37:06.8Z,3,REGULAR,2pt,Jump Shot,[],1631119,21.550591327201047,73.5064338235294,1610612760,89,74,2025-03-04T02:37:31Z,4410000,False,-118.0,150.0,1,left,MISS J. Williams 19' pullup Shot,[1631119],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,Missed,,,19.06,,,,,,,,
448,PT04M17.00S,2025-03-04T02:37:08.8Z,3,REGULAR,rebound,defensive,[],201145,,,1610612745,89,74,2025-03-04T02:37:31Z,4420000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,447.0,,,,,,4.0,4.0,0.0,,
449,PT04M01.00S,2025-03-04T02:37:23.3Z,3,REGULAR,3pt,Jump Shot,[],1641715,71.04139290407359,80.88235294117648,1610612745,89,77,2025-03-04T02:37:27Z,4430000,False,154.0,220.0,1,right,C. Whitmore 26' 3PT  (16 PTS) (J. Green 4 AST),"[1641715, 1630224]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,16.0,26.85,J. Green,1630224.0,4.0,,,,,
451,PT03M49.00S,2025-03-04T02:37:38.2Z,3,REGULAR,turnover,traveling,[],1630598,,,1610612760,89,77,2025-03-04T02:37:42Z,4450000,False,,,0,,A. Wiggins traveling TURNOVER (1 TO),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,203593.0,,,,,,,,,,,,,,,,
452,PT03M49.00S,2025-03-04T02:37:40.7Z,3,REGULAR,substitution,out,[],1630224,,,1610612745,89,77,2025-03-04T02:37:53Z,4460000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M49.00S,2025-03-04T02:37:40.7Z,3,REGULAR,substitution,in,[],1631466,,,1610612745,89,77,2025-03-04T02:37:53Z,4470000,False,,,0,,SUB in: N. Williams,[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M39.00S,2025-03-04T02:38:06.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,71.56701708278581,81.37254901960785,1610612745,89,80,2025-03-04T02:38:22Z,4480000,False,157.0,215.0,1,right,A. Holiday 26' 3PT  (11 PTS) (N. Dante 1 AST),"[1628988, 1642368]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,11.0,26.6,N. Dante,1642368.0,1.0,,,,,
456,PT03M26.00S,2025-03-04T02:38:21.0Z,3,REGULAR,3pt,Jump Shot,[],1631119,33.62968134034165,61.20174632352941,1610612760,89,80,2025-03-04T02:38:44Z,4500000,False,-56.0,264.0,1,left,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,26.95,,,,,,,,
457,PT03M23.00S,2025-03-04T02:38:24.0Z,3,REGULAR,rebound,offensive,[],1628983,,,1610612760,89,80,2025-03-04T02:38:44Z,4510000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,456.0,,,,,,3.0,2.0,1.0,,
458,PT03M20.00S,2025-03-04T02:38:25.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,5.781865965834427,2.918198529411768,1610612760,92,80,2025-03-04T02:38:58Z,4520000,False,235.0,2.0,1,left,A. Wiggins 3PT  (5 PTS) (S. Gilgeous-Alexander 6 AST),"[1630598, 1628983]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,,5.0,23.54,S. Gilgeous-Alexander,1628983.0,6.0,,,,,
460,PT03M04.00S,2025-03-04T02:38:41.1Z,3,REGULAR,3pt,Jump Shot,[],1641715,69.59592641261499,74.75490196078431,1610612745,92,83,2025-03-04T02:39:25Z,4540000,False,124.0,233.0,1,right,C. Whitmore 26' 3PT  (19 PTS) (A. Holiday 2 AST),"[1641715, 1628988]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,19.0,26.41,A. Holiday,1628988.0,2.0,,,,,
462,PT03M03.00S,2025-03-04T02:38:47.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612760,92,83,2025-03-04T02:38:50Z,4560000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M53.00S,2025-03-04T02:40:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,6.5703022339027655,44.33976715686274,1610612760,94,83,2025-03-04T02:40:54Z,4570000,False,28.0,9.0,1,left,J. Williams Layup (2 PTS) (S. Gilgeous-Alexander 7 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,2.0,2.98,S. Gilgeous-Alexander,1628983.0,7.0,,,,,
465,PT02M53.00S,2025-03-04T02:40:22.6Z,3,REGULAR,foul,personal,['1freethrow'],1642368,,,1610612760,94,83,2025-03-04T02:40:58Z,4590000,False,,,0,,N. Dante shooting personal FOUL (1 PF) (Williams 1 FT),"[1642368, 1631119]",1610612745.0,HOU,shooting,,,Dante,N. Dante,,,,,Restricted Area,0-8 Center,,,,202901.0,1.0,0.0,Williams,1631119.0,,,,,,,,,,,,
467,PT02M53.00S,2025-03-04T02:40:45.5Z,3,REGULAR,freethrow,1 of 1,[],1631119,,,1610612760,95,83,2025-03-04T02:40:45Z,4610000,False,,,0,,J. Williams Free Throw 1 of 1 (3 PTS),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,Made,,3.0,,,,,,,,,
468,PT02M33.00S,2025-03-04T02:41:08.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,91.45860709592641,44.33976715686274,1610612745,95,83,2025-03-04T02:41:48Z,4620000,False,-28.0,28.0,1,right,MISS C. Whitmore driving Layup,[1641715],1610612745.0,HOU,driving,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,3.97,,,,,,,,
469,PT02M30.00S,2025-03-04T02:41:11.6Z,3,REGULAR,rebound,offensive,[],1642368,,,1610612745,95,83,2025-03-04T02:41:48Z,4630000,False,,,0,,N. Dante REBOUND (Off:1 Def:3),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,Restricted Area,0-8 Center,,,,,,,,,,468.0,,,,,,4.0,3.0,1.0,,
470,PT02M29.00S,2025-03-04T02:41:13.7Z,3,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612745,95,83,2025-03-04T02:41:55Z,4640000,False,,,0,,K. Williams shooting personal FOUL (2 PF) (Dante 2 FT),"[1629026, 1642368]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,202901.0,2.0,0.0,Dante,1642368.0,,,,,,,,,,,,
472,PT02M29.00S,2025-03-04T02:41:40.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1642368,,,1610612745,95,84,2025-03-04T02:41:58Z,4660000,False,,,0,,N. Dante Free Throw 1 of 2 (1 PTS),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,,,,,,,,,,,Made,,1.0,,,,,,,,,
473,PT02M29.00S,2025-03-04T02:41:40.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1642368,,,1610612745,95,84,2025-03-04T02:41:58Z,4670000,False,,,0,,MISS N. Dante Free Throw 2 of 2,[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
474,PT02M28.00S,2025-03-04T02:41:41.9Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,95,84,2025-03-04T02:44:23Z,4680000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:3),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,473.0,,,,,,5.0,3.0,2.0,,
475,PT02M15.00S,2025-03-04T02:42:09.7Z,3,REGULAR,2pt,Jump Shot,[],1628983,19.004599211563733,24.019607843137255,1610612760,97,84,2025-03-04T02:42:32Z,4690000,False,130.0,126.0,1,left,S. Gilgeous-Alexander 18' step back Jump Shot (42 PTS) (J. Williams 1 AST),"[1628983, 1631119]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Made,,42.0,18.1,J. Williams,1631119.0,1.0,,,,,
477,PT01M59.00S,2025-03-04T02:42:25.1Z,3,REGULAR,3pt,Jump Shot,[],1628988,70.90998685939553,10.294117647058822,1610612745,97,87,2025-03-04T02:42:43Z,4710000,False,-199.0,221.0,1,right,A. Holiday 29' 3PT  (14 PTS) (C. Whitmore 2 AST),"[1628988, 1641715]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,14.0,29.7,C. Whitmore,1641715.0,2.0,,,,,
479,PT01M46.00S,2025-03-04T02:42:40.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,30.354796320630754,20.810355392156865,1610612760,97,87,2025-03-04T02:43:06Z,4730000,False,146.0,233.0,1,left,MISS S. Gilgeous-Alexander 27' 3PT,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,,27.47,,,,,,,,
480,PT01M44.00S,2025-03-04T02:42:42.1Z,3,REGULAR,rebound,defensive,[],1631466,,,1610612745,97,87,2025-03-04T02:43:06Z,4740000,False,,,0,,N. Williams REBOUND (Off:0 Def:1),[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,479.0,,,,,,1.0,1.0,0.0,,
481,PT01M37.00S,2025-03-04T02:42:50.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631466,87.25361366622865,55.85554534313725,1610612745,97,87,2025-03-04T02:43:27Z,4750000,False,29.0,67.0,1,right,MISS N. Williams 7' driving Layup,[1631466],1610612745.0,HOU,driving,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,7.34,,,,,,,,
482,PT01M35.00S,2025-03-04T02:42:52.2Z,3,REGULAR,rebound,offensive,[],1642368,,,1610612745,97,87,2025-03-04T02:43:27Z,4760000,False,,,0,,N. Dante REBOUND (Off:2 Def:3),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,481.0,,,,,,5.0,3.0,2.0,,
483,PT01M35.00S,2025-03-04T02:42:53.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642368,92.11563731931669,45.442708333333336,1610612745,97,89,2025-03-04T02:43:42Z,4770000,False,-23.0,22.0,1,right,N. Dante tip Layup (3 PTS),[1642368],1610612745.0,HOU,tip,,,Dante,N. Dante,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,3.0,3.14,,,,,,,,
484,PT01M23.00S,2025-03-04T02:43:02.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,16.4257555847569,61.30897671568628,1610612760,97,89,2025-03-04T02:44:24Z,4780000,False,-57.0,102.0,1,left,MISS A. Wiggins 11' pullup Shot,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,11.65,,,,,,,,
485,PT01M22.00S,2025-03-04T02:43:03.4Z,3,REGULAR,rebound,defensive,[],1628988,,,1610612745,97,89,2025-03-04T02:44:24Z,4790000,False,,,0,,A. Holiday REBOUND (Off:0 Def:1),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,484.0,,,,,,1.0,1.0,0.0,,
486,PT01M17.00S,2025-03-04T02:43:08.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628988,65.40941195795006,48.525582107843135,1610612745,97,89,2025-03-04T02:44:51Z,4800000,False,-7.0,273.0,1,right,MISS A. Holiday 27' running pullup 3PT,[1628988],1610612745.0,HOU,running pullup,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,27.28,,,,,,,,
487,PT01M15.00S,2025-03-04T02:43:10.9Z,3,REGULAR,rebound,defensive,[],1630598,,,1610612760,97,89,2025-03-04T02:44:47Z,4810000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:4),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,,,486.0,,,,,,6.0,4.0,2.0,,
488,PT01M05.00S,2025-03-04T02:43:20.5Z,3,REGULAR,3pt,Jump Shot,[],1641717,6.652431011826544,4.166666666666666,1610612760,97,89,2025-03-04T02:43:24Z,4820000,False,229.0,10.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,22.94,,,,,,,,
489,PT01M03.00S,2025-03-04T02:43:22.5Z,3,REGULAR,rebound,defensive,[],1642368,,,1610612745,97,89,2025-03-04T02:45:03Z,4830000,False,,,0,,N. Dante REBOUND (Off:2 Def:4),[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,Right Corner 3,24+ Right,,,,,,,,,,488.0,,,,,,6.0,4.0,2.0,,
490,PT00M52.00S,2025-03-04T02:43:34.0Z,3,REGULAR,turnover,bad pass,[],1628988,,,1610612745,97,89,2025-03-04T02:45:25Z,4840000,False,,,0,,A. Holiday bad pass TURNOVER (5 TO),"[1628988, 1641717]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Right,5.0,Wallace,1641717.0,,,,,,,,,,,,,,,,,
491,PT00M52.00S,2025-03-04T02:43:34.0Z,3,REGULAR,steal,,[],1641717,,,1610612760,97,89,2025-03-04T02:43:35Z,4850000,False,,,0,,C. Wallace STEAL (3 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
492,PT00M48.40S,2025-03-04T02:43:39.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631466,,,1610612760,97,89,2025-03-04T02:45:45Z,4860000,False,,,0,,N. Williams shooting personal FOUL (3 PF) (Wallace 2 FT),"[1631466, 1641717]",1610612745.0,HOU,shooting,,,Williams,N. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,202901.0,3.0,0.0,Wallace,1641717.0,,,,,,,,,,,,
494,PT00M48.40S,2025-03-04T02:44:03.3Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641717,,,1610612760,98,89,2025-03-04T02:45:57Z,4880000,False,,,0,,C. Wallace Free Throw 1 of 2 (11 PTS),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,Made,,11.0,,,,,,,,,
