actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
24,PT09M59.00S,2024-10-27T23:13:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,82.9993429697766,42.40196078431372,1610612737,2,6,2024-10-27T23:13:50Z,240000,False,-38.0,107.0,1,right,MISS J. Johnson 11' floating Shot,[1630552],1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,11.38,Missed,,,,,,,,,,,,,,,,,,
25,PT09M56.00S,2024-10-27T23:13:45.2Z,1,REGULAR,rebound,offensive,[],1630552,,,1610612737,2,6,2024-10-27T23:13:50Z,250000,False,,,0,,J. Johnson REBOUND (Off:1 Def:0),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,
26,PT09M56.00S,2024-10-27T23:13:45.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630552,94.40999984741211,50.0,1610612737,2,6,2024-10-27T23:18:10Z,260000,False,0.0,0.0,1,right,MISS J. Johnson tip Layup,[1630552],1610612737.0,ATL,tip,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
27,PT09M56.00S,2024-10-27T23:13:45.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,6,2024-10-27T23:18:10Z,270000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
61,PT09M56.00S,2024-10-27T23:13:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.32917214191852,52.20588235294118,1610612737,2,6,2024-10-27T23:18:25Z,275000,False,11.0,20.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
62,PT09M56.00S,2024-10-27T23:13:48.3Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,2,6,2024-10-27T23:18:25Z,277500,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M50.00S,2024-10-27T23:13:51.5Z,1,REGULAR,3pt,Jump Shot,[],1629652,25.837713534822605,16.911764705882355,1610612760,5,6,2024-10-27T23:14:02Z,280000,False,165.0,190.0,1,left,L. Dort 25' 3PT  (3 PTS) (S. Gilgeous-Alexander 1 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.22,Made,,,,,3.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,
30,PT09M31.00S,2024-10-27T23:14:10.6Z,1,REGULAR,3pt,Jump Shot,[],1642258,73.01248357424441,14.215686274509803,1610612737,5,6,2024-10-27T23:14:15Z,300000,False,-179.0,201.0,1,right,MISS Z. Risacher 26' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,26.92,Missed,,,,,,,,,,,,,,,,,,
31,PT09M27.00S,2024-10-27T23:14:14.6Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,5,6,2024-10-27T23:14:15Z,310000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M12.00S,2024-10-27T23:14:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,6.915243101182654,52.450980392156865,1610612760,7,6,2024-10-27T23:14:34Z,320000,False,-12.0,13.0,1,left,A. Wiggins driving finger roll Layup (2 PTS) (L. Dort 1 AST),"[1630598, 1629652]",1610612760.0,OKC,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,2.0,L. Dort,1629652.0,1.0,,,,,,,,,,
34,PT08M47.00S,2024-10-27T23:14:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.9060446780552,57.59803921568627,1610612737,7,6,2024-10-27T23:29:09Z,340000,False,38.0,5.0,1,right,MISS D. Daniels driving Layup - blocked,"[1630700, 1631096]",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,Holmgren,1631096.0,,,,
124,PT08M47.00S,2024-10-27T23:14:54.2Z,1,REGULAR,block,,[],1631096,,,1610612737,7,6,2024-10-27T23:30:26Z,345000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
35,PT08M44.00S,2024-10-27T23:14:57.2Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,7,6,2024-10-27T23:27:16Z,350000,False,,,0,,C. Capela REBOUND (Off:2 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,34.0,2.0,0.0,2.0,,,,,,,,,,,,,,
36,PT08M44.00S,2024-10-27T23:14:57.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203991,91.14651773981603,39.21568627450981,1610612737,7,6,2024-10-27T23:15:04Z,360000,False,-54.0,31.0,1,right,MISS C. Capela 6' Hook,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
37,PT08M40.00S,2024-10-27T23:15:01.5Z,1,REGULAR,rebound,defensive,[],1628983,,,1610612760,7,6,2024-10-27T23:15:01Z,370000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M38.00S,2024-10-27T23:15:03.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628983,27.020367936925098,82.1078431372549,1610612760,7,6,2024-10-27T23:15:12Z,380000,False,-161.0,201.0,1,left,MISS S. Gilgeous-Alexander 25' running pullup 3PT,[1628983],1610612760.0,OKC,running pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.76,Missed,,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2024-10-27T23:15:06.4Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,7,6,2024-10-27T23:15:06Z,390000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:0),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,38.0,1.0,0.0,1.0,,,,,,,,,,,,,,
40,PT08M32.00S,2024-10-27T23:15:09.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631096,7.046649145860711,54.65686274509803,1610612760,7,6,2024-10-27T23:15:16Z,400000,False,-23.0,14.0,1,left,MISS C. Holmgren Layup - blocked,"[1631096, 203991]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,Capela,203991.0,,,,
41,PT08M32.00S,2024-10-27T23:15:09.6Z,1,REGULAR,block,,[],203991,,,1610612760,7,6,2024-10-27T23:15:12Z,410000,False,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M32.00S,2024-10-27T23:15:09.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,7,6,2024-10-27T23:15:16Z,420000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,40.0,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2024-10-27T23:15:40.2Z,1,REGULAR,3pt,Jump Shot,[],1630700,94.56307490144546,4.166666666666666,1610612737,7,6,2024-10-27T23:15:54Z,430000,False,-229.0,-1.0,1,right,MISS D. Daniels 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,22.92,Missed,,,,,,,,,,,,,,,,,,
44,PT08M16.00S,2024-10-27T23:15:41.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,7,6,2024-10-27T23:15:54Z,440000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,43.0,,,,,,,,,,,,,,,,,
45,PT08M16.00S,2024-10-27T23:15:52.9Z,1,REGULAR,foul,personal,[],203991,,,1610612760,7,6,2024-10-27T23:16:06Z,450000,False,,,0,,C. Capela loose ball personal FOUL (1 PF),"[203991, 1631096]",1610612737.0,ATL,loose ball,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203592.0,,,,,,1.0,0.0,Holmgren,1631096.0
47,PT08M00.00S,2024-10-27T23:16:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,19.92444152431012,59.55882352941176,1610612760,7,6,2024-10-27T23:16:22Z,470000,False,-48.0,135.0,1,left,MISS J. Williams 14' step back Shot,[1631114],1610612760.0,OKC,step back,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,14.3,Missed,,,,,,,,,,,,,,,,,,
48,PT07M57.00S,2024-10-27T23:16:19.3Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,7,6,2024-10-27T23:16:22Z,480000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,,,
49,PT07M53.00S,2024-10-27T23:16:24.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629027,62.63140604467805,83.82352941176471,1610612737,7,9,2024-10-28T00:06:33Z,490000,False,169.0,299.0,1,right,T. Young 34' 3PT running (6 PTS) (J. Johnson 1 AST),"[1629027, 1630552]",1610612737.0,ATL,running,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,34.33,Made,,,,,6.0,J. Johnson,1630552.0,1.0,,,,,,,,,,
51,PT07M38.00S,2024-10-27T23:16:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.995400788436268,54.41176470588235,1610612760,9,9,2024-10-27T23:16:41Z,510000,False,-22.0,4.0,1,left,S. Gilgeous-Alexander driving Layup (2 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,2.0,,,,,,,,,,,,,
52,PT07M29.00S,2024-10-27T23:16:47.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.06636005256242,46.32352941176471,1610612737,9,11,2024-10-27T23:17:23Z,520000,False,-18.0,22.0,1,right,J. Johnson driving Layup (5 PTS) (T. Young 1 AST),"[1630552, 1629027]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,5.0,T. Young,1629027.0,1.0,,,,,,,,,,
54,PT07M08.00S,2024-10-27T23:17:08.8Z,1,REGULAR,2pt,Jump Shot,[],1628983,4.418528252299605,25.245098039215684,1610612760,9,11,2024-10-27T23:17:15Z,540000,False,124.0,-11.0,1,left,MISS S. Gilgeous-Alexander 12' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,12.43,Missed,,,,,,,,,,,,,,,,,,
55,PT07M04.00S,2024-10-27T23:17:12.8Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,9,11,2024-10-27T23:17:15Z,550000,False,,,0,,C. Capela REBOUND (Off:2 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,8-16 Right,,,54.0,3.0,1.0,2.0,,,,,,,,,,,,,,
56,PT06M54.00S,2024-10-27T23:17:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630552,64.86530880420499,33.088235294117645,1610612737,9,11,2024-10-27T23:17:27Z,560000,False,-85.0,278.0,1,right,MISS J. Johnson 29' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,29.04,Missed,,,,,,,,,,,,,,,,,,
57,PT06M52.00S,2024-10-27T23:17:24.7Z,1,REGULAR,rebound,defensive,[],1631114,,,1610612760,9,11,2024-10-27T23:18:08Z,570000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,56.0,2.0,2.0,0.0,,,,,,,,,,,,,,
58,PT06M43.00S,2024-10-27T23:17:34.4Z,1,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612760,9,11,2024-10-27T23:20:32Z,580000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Holmgren 2 FT),"[1630552, 1631096]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,,,,,,1.0,0.0,Holmgren,1631096.0
60,PT06M43.00S,2024-10-27T23:17:50.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,9,11,2024-10-27T23:17:50Z,600000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M43.00S,2024-10-27T23:20:23.9Z,1,REGULAR,substitution,out,[],1630552,,,1610612760,9,11,2024-10-27T23:20:29Z,610000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2024-10-27T23:20:23.9Z,1,REGULAR,substitution,in,[],1631223,,,1610612760,9,11,2024-10-27T23:20:29Z,620000,False,,,0,,SUB in: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2024-10-27T23:20:49.9Z,1,REGULAR,freethrow,1 of 2,[],1631096,,,1610612760,9,11,2024-10-27T23:20:49Z,630000,False,,,0,,MISS C. Holmgren Free Throw 1 of 2,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
66,PT06M43.00S,2024-10-27T23:20:49.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,9,11,2024-10-27T23:20:49Z,640000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,
67,PT06M43.00S,2024-10-27T23:21:09.2Z,1,REGULAR,freethrow,2 of 2,[],1631096,,,1610612760,10,11,2024-10-27T23:21:09Z,650000,False,,,0,,C. Holmgren Free Throw 2 of 2 (1 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
68,PT06M27.00S,2024-10-27T23:21:27.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,88.12417871222075,37.00980392156863,1610612737,10,11,2024-10-27T23:21:35Z,660000,False,-65.0,59.0,1,right,MISS D. Daniels 8' floating Shot,[1630700],1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Left,8.79,Missed,,,,,,,,,,,,,,,,,,
69,PT06M25.00S,2024-10-27T23:21:29.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,10,11,2024-10-27T23:21:35Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,68.0,,,,,,,,,,,,,,,,,
70,PT06M11.00S,2024-10-27T23:21:55.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629027,63.55124835742444,60.29411764705882,1610612737,10,11,2024-10-27T23:22:02Z,680000,False,51.0,290.0,1,right,MISS T. Young 29' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,29.46,Missed,,,,,,,,,,,,,,,,,,
71,PT06M07.00S,2024-10-27T23:21:59.4Z,1,REGULAR,rebound,offensive,[],1642258,,,1610612737,10,11,2024-10-27T23:21:59Z,690000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:0),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Center,,,70.0,1.0,0.0,1.0,,,,,,,,,,,,,,
72,PT06M06.00S,2024-10-27T23:22:00.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,94.1688567674113,48.28431372549019,1610612737,10,13,2024-10-27T23:22:08Z,700000,False,-9.0,2.0,1,right,Z. Risacher putback Layup (2 PTS),[1642258],1610612737.0,ATL,putback,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,2.0,,,,,,,,,,,,,
73,PT05M54.00S,2024-10-27T23:22:12.2Z,1,REGULAR,3pt,Jump Shot,[],1631096,30.436925098554536,23.284313725490197,1610612760,13,13,2024-10-27T23:22:16Z,710000,False,134.0,234.0,1,left,C. Holmgren 26' 3PT  (4 PTS) (S. Gilgeous-Alexander 2 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,26.91,Made,,,,,4.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,
75,PT05M44.00S,2024-10-27T23:22:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,93.51182654402102,46.32352941176471,1610612737,13,15,2024-10-27T23:22:33Z,730000,False,-18.0,8.0,1,right,Z. Risacher driving Layup (4 PTS) (T. Young 2 AST),"[1642258, 1629027]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,4.0,T. Young,1629027.0,2.0,,,,,,,,,,
77,PT05M34.00S,2024-10-27T23:22:32.9Z,1,REGULAR,turnover,lost ball,[],1631096,,,1610612760,13,15,2024-10-27T23:22:37Z,750000,False,,,0,,C. Holmgren lost ball TURNOVER (2 TO),"[1631096, 203991]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,2.0,Capela,203991.0,,,,,,
78,PT05M34.00S,2024-10-27T23:22:32.9Z,1,REGULAR,steal,,[],203991,,,1610612737,13,15,2024-10-27T23:22:35Z,760000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
79,PT05M30.00S,2024-10-27T23:22:39.1Z,1,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612737,13,15,2024-10-27T23:22:48Z,770000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Risacher 2 FT),"[1631114, 1642258]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203592.0,,,,,,1.0,0.0,Risacher,1642258.0
81,PT05M30.00S,2024-10-27T23:23:03.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1642258,,,1610612737,13,15,2024-10-27T23:23:03Z,790000,False,,,0,,MISS Z. Risacher Free Throw 1 of 2,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
