actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-04-04T23:10:49.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-04T23:10:49Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-04-04T23:10:52.8Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,0,0,2023-04-04T23:10:52Z,40000,False,,,0,,Jump Ball B. Adebayo vs. J. Wiseman: Tip to J. Butler,"[202710, 1628389, 1630164]",1610612748.0,MIA,startperiod,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Wiseman,1630164.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-04-04T23:11:07.1Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,0,0,2023-04-04T23:12:20Z,70000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1631093]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,1.0,Ivey,1631093.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-04-04T23:11:07.1Z,1,REGULAR,steal,,[],1631093,,,1610612765,0,0,2023-04-04T23:11:08Z,80000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M38.00S,2023-04-04T23:11:10.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631093,94.03745072273325,49.754901960784316,1610612765,2,0,2023-04-04T23:11:17Z,90000,False,-1.0,4.0,1,right,J. Ivey running DUNK (2 PTS),[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,0.37,Made,2.0,,,,,,,,,,,,,,
10,PT11M28.00S,2023-04-04T23:11:20.5Z,1,REGULAR,3pt,Jump Shot,[],1629622,19.842312746386334,92.67003676470588,1610612748,2,3,2023-04-04T23:11:35Z,100000,False,-213.0,134.0,1,left,M. Strus 25' 3PT  (3 PTS) (J. Butler 1 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,,25.2,Made,3.0,J. Butler,202710.0,1.0,,,,,,,,,,,
12,PT11M12.00S,2023-04-04T23:11:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,88.51839684625493,48.529411764705884,1610612765,2,3,2023-04-04T23:15:19Z,120000,False,-7.0,55.0,1,right,MISS J. Wiseman finger roll Layup,[1630164],1610612765.0,DET,finger roll,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,5.59,Missed,,,,,,,,,,,,,,,
13,PT11M09.00S,2023-04-04T23:11:40.5Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,2,3,2023-04-04T23:11:41Z,130000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:0),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,12.0,1.0,0.0,1.0,,,,,,,
14,PT11M08.00S,2023-04-04T23:11:40.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630164,88.25558475689881,45.34313725490196,1610612765,4,3,2023-04-04T23:11:44Z,140000,False,-23.0,58.0,1,right,J. Wiseman 6' floating Jump Shot (2 PTS),[1630164],1610612765.0,DET,floating,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,6.24,Made,2.0,,,,,,,,,,,,,,
15,PT10M53.00S,2023-04-04T23:11:55.3Z,1,REGULAR,2pt,Jump Shot,[],1629639,27.283180026281208,39.46078431372549,1610612748,4,5,2023-04-04T23:12:02Z,150000,False,53.0,204.0,1,left,T. Herro 21' pullup Jump Shot (2 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Center,,,,21.07,Made,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,
