actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M27.00S,2022-12-29T00:12:54.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,7.802233902759525,5.882352941176478,1610612765,0,4,2022-12-29T00:12:59Z,190000,False,221.0,21.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,22.16,Missed,,,,,,,,,,,,,,,,,,
20,PT10M25.00S,2022-12-29T00:12:56.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,4,2022-12-29T00:12:56Z,200000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,19.0,1.0,0.0,1.0,,,,
21,PT10M22.00S,2022-12-29T00:12:59.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630191,33.03219448094612,60.294117647058826,1610612765,0,4,2022-12-29T00:13:05Z,210000,False,-51.0,258.0,1,left,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2022-12-29T00:13:02.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,0,4,2022-12-29T00:13:05Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,21.0,,,,,,,
24,PT09M56.00S,2022-12-29T00:13:30.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629021,89.79960578186596,65.44117647058823,1610612753,0,4,2022-12-29T00:13:36Z,240000,False,77.0,43.0,1,right,MISS M. Wagner 8' turnaround fadeaway Shot,[1629021],1610612753.0,ORL,turnaround fadeaway,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Right,8.86,Missed,,,,,,,,,,,,,,,,,,
25,PT09M52.00S,2022-12-29T00:13:34.1Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,0,4,2022-12-29T00:13:36Z,250000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,
26,PT09M36.00S,2022-12-29T00:13:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630191,22.913929040735866,90.44117647058823,1610612765,0,4,2022-12-29T00:13:55Z,260000,False,-202.0,163.0,1,left,MISS I. Stewart 25' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,
27,PT09M33.00S,2022-12-29T00:13:52.8Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,4,2022-12-29T00:13:55Z,270000,False,,,0,,J. Duren REBOUND (Off:2 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,26.0,2.0,0.0,2.0,,,,
28,PT09M32.00S,2022-12-29T00:13:54.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,9.773324572930349,49.754901960784316,1610612765,0,4,2022-12-29T00:13:59Z,280000,False,1.0,39.0,1,left,MISS J. Duren Layup,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2022-12-29T00:13:56.5Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,0,4,2022-12-29T00:13:56Z,290000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,28.0,1.0,0.0,1.0,,,,
30,PT09M26.00S,2022-12-29T00:14:00.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202711,31.980946123521676,68.38235294117646,1610612765,0,4,2022-12-29T00:15:51Z,300000,False,-92.0,248.0,1,left,MISS B. Bogdanovic 26' pullup 3PT,[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
31,PT09M19.00S,2022-12-29T00:14:07.4Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,0,4,2022-12-29T00:14:08Z,310000,False,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,
32,PT09M16.00S,2022-12-29T00:14:09.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629626,89.53679369250986,56.127450980392155,1610612753,0,6,2022-12-29T00:14:16Z,320000,False,31.0,46.0,1,right,B. Bol driving floating Jump Shot (2 PTS) (F. Wagner 1 AST),"[1629626, 1630532]",1610612753.0,ORL,driving floating,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,5.52,Made,2.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
34,PT09M03.00S,2022-12-29T00:14:22.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,9.116294349540084,57.59803921568628,1610612765,0,6,2022-12-29T00:16:25Z,340000,False,-38.0,33.0,1,left,MISS I. Stewart floating Shot,[1630191],1610612765.0,DET,floating,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,,,,,,,,,,
35,PT09M00.00S,2022-12-29T00:14:25.6Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,0,6,2022-12-29T00:14:26Z,350000,False,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,34.0,2.0,2.0,0.0,,,,
36,PT08M52.00S,2022-12-29T00:14:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629021,64.1754270696452,57.1078431372549,1610612753,0,9,2022-12-29T00:14:40Z,360000,False,36.0,284.0,1,right,M. Wagner 28' 3PT  (3 PTS) (F. Wagner 2 AST),"[1629021, 1630532]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,28.65,Made,3.0,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,,
38,PT08M45.00S,2022-12-29T00:14:45.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,0,9,2022-12-29T00:14:45Z,380000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M31.00S,2022-12-29T00:17:49.2Z,1,REGULAR,violation,kicked ball,[],1629021,,,1610612765,0,9,2022-12-29T00:17:59Z,390000,False,,,0,,M. Wagner kicked ball VIOLATION,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,1628951.0,,,,,,,,,,,,,
40,PT08M21.00S,2022-12-29T00:18:13.7Z,1,REGULAR,3pt,Jump Shot,[],1630191,6.093955321944804,97.05882352941177,1610612765,3,9,2022-12-29T00:18:19Z,400000,False,-235.0,5.0,1,left,I. Stewart 3PT  (3 PTS) (J. Ivey 1 AST),"[1630191, 1631093]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,23.53,Made,3.0,J. Ivey,1631093.0,1.0,,,,,,,,,,,,,,
42,PT08M02.00S,2022-12-29T00:18:32.4Z,1,REGULAR,2pt,Jump Shot,[],1628365,93.08475689881735,28.92156862745098,1610612753,3,9,2022-12-29T00:18:37Z,420000,False,-105.0,13.0,1,right,MISS M. Fultz 10' turnaround Shot,[1628365],1610612753.0,ORL,turnaround,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,10.61,Missed,,,,,,,,,,,,,,,,,,
43,PT07M59.00S,2022-12-29T00:18:35.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,3,9,2022-12-29T00:18:37Z,430000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,42.0,3.0,1.0,2.0,,,,
44,PT07M51.00S,2022-12-29T00:18:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,13.978318002628114,48.28431372549019,1610612765,3,9,2022-12-29T00:18:51Z,440000,False,9.0,79.0,1,left,MISS J. Ivey 7' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,7.94,Missed,,,,,,,,,,,,,,,,,,
45,PT07M48.00S,2022-12-29T00:18:46.7Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,3,9,2022-12-29T00:18:51Z,450000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,44.0,1.0,1.0,0.0,,,,
46,PT07M43.00S,2022-12-29T00:18:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,92.0335085413929,42.64705882352941,1610612753,3,9,2022-12-29T00:19:43Z,460000,False,-37.0,22.0,1,right,MISS M. Fultz driving floating bank Shot,[1628365],1610612753.0,ORL,driving floating bank,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
47,PT07M38.00S,2022-12-29T00:18:56.2Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,3,9,2022-12-29T00:19:24Z,470000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,46.0,1.0,1.0,0.0,,,,
48,PT07M29.00S,2022-12-29T00:19:05.2Z,1,REGULAR,3pt,Jump Shot,[],1630165,32.769382391590014,49.754901960784316,1610612765,6,9,2022-12-29T00:20:06Z,480000,False,1.0,256.0,1,left,K. Hayes 25' 3PT step back (3 PTS),[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,25.55,Made,3.0,,,,,,,,,,,,,,,,,
49,PT07M13.00S,2022-12-29T00:19:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,91.90210249671485,44.607843137254896,1610612753,6,9,2022-12-29T00:19:28Z,490000,False,-27.0,24.0,1,right,MISS P. Banchero cutting Layup,[1631094],1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
50,PT07M11.00S,2022-12-29T00:19:23.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,6,9,2022-12-29T00:19:28Z,500000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,49.0,4.0,2.0,2.0,,,,
51,PT07M02.00S,2022-12-29T00:19:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630165,24.753613666228645,86.76470588235294,1610612765,6,9,2022-12-29T00:19:38Z,510000,False,-184.0,180.0,1,left,MISS K. Hayes 25' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
52,PT06M59.00S,2022-12-29T00:19:35.6Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,6,9,2022-12-29T00:19:38Z,520000,False,,,0,,J. Duren REBOUND (Off:3 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,51.0,5.0,2.0,3.0,,,,
53,PT06M51.00S,2022-12-29T00:19:46.2Z,1,REGULAR,foul,personal,['2freethrow'],1628365,,,1610612765,6,9,2022-12-29T00:20:39Z,530000,False,,,0,,M. Fultz shooting personal FOUL (1 PF) (Hayes 2 FT),"[1628365, 1630165]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Center,,,,,,,202007.0,1.0,0.0,Hayes,1630165.0,,,,,,,,,
55,PT06M51.00S,2022-12-29T00:20:16.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630165,,,1610612765,7,9,2022-12-29T00:20:16Z,550000,False,,,0,,K. Hayes Free Throw 1 of 2 (4 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
56,PT06M51.00S,2022-12-29T00:20:21.8Z,1,REGULAR,substitution,out,[],1630532,,,1610612765,7,9,2022-12-29T00:20:30Z,560000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M51.00S,2022-12-29T00:20:21.8Z,1,REGULAR,substitution,in,[],1630175,,,1610612765,7,9,2022-12-29T00:20:30Z,570000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2022-12-29T00:20:38.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630165,,,1610612765,8,9,2022-12-29T00:20:38Z,580000,False,,,0,,K. Hayes Free Throw 2 of 2 (5 PTS),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
59,PT06M38.00S,2022-12-29T00:20:51.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,93.47897503285151,41.42156862745098,1610612753,8,9,2022-12-29T00:20:55Z,590000,False,-43.0,9.0,1,right,MISS M. Wagner Layup,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
60,PT06M36.00S,2022-12-29T00:20:53.9Z,1,REGULAR,rebound,offensive,[],1629021,,,1610612753,8,9,2022-12-29T00:20:53Z,600000,False,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,59.0,3.0,2.0,1.0,,,,
61,PT06M32.00S,2022-12-29T00:20:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629626,89.14257555847568,43.38235294117647,1610612753,8,9,2022-12-29T00:22:18Z,610000,False,-33.0,50.0,1,right,MISS B. Bol driving finger roll Layup,[1629626],1610612753.0,ORL,driving finger roll,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,5.96,Missed,,,,,,,,,,,,,,,,,,
62,PT06M31.00S,2022-12-29T00:20:59.0Z,1,REGULAR,rebound,offensive,[],1629626,,,1610612753,8,9,2022-12-29T00:22:18Z,620000,False,,,0,,B. Bol REBOUND (Off:1 Def:0),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,61.0,1.0,0.0,1.0,,,,
63,PT06M31.00S,2022-12-29T00:21:05.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629626,94.40999984741211,50.0,1610612753,8,11,2022-12-29T00:22:26Z,630000,False,0.0,0.0,1,right,B. Bol tip Layup (4 PTS),[1629626],1610612753.0,ORL,tip,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
64,PT06M09.00S,2022-12-29T00:21:21.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,8.722076215505908,48.774509803921575,1610612765,8,11,2022-12-29T00:23:16Z,640000,False,6.0,29.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[202711, 1631094]",1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,Banchero,1631094.0,,
65,PT06M09.00S,2022-12-29T00:21:21.1Z,1,REGULAR,block,,[],1631094,,,1610612765,8,11,2022-12-29T00:21:25Z,650000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M09.00S,2022-12-29T00:21:21.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,8,11,2022-12-29T00:21:27Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,64.0,,,,,,,
68,PT06M09.00S,2022-12-29T00:21:35.4Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,8,11,2022-12-29T00:21:44Z,680000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M09.00S,2022-12-29T00:21:35.4Z,1,REGULAR,substitution,in,[],1630180,,,1610612765,8,11,2022-12-29T00:21:44Z,690000,False,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M09.00S,2022-12-29T00:21:45.8Z,1,REGULAR,substitution,out,[],1629021,,,1610612765,8,11,2022-12-29T00:21:53Z,700000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M09.00S,2022-12-29T00:21:45.8Z,1,REGULAR,substitution,in,[],1628976,,,1610612765,8,11,2022-12-29T00:21:53Z,710000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M07.00S,2022-12-29T00:22:03.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202711,10.82457293035479,26.470588235294116,1610612765,10,11,2022-12-29T00:23:51Z,720000,False,118.0,49.0,1,left,B. Bogdanovic 12' Jump Shot (2 PTS) (K. Hayes 1 AST),"[202711, 1630165]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,12.75,Made,2.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,
74,PT05M53.00S,2022-12-29T00:22:18.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,91.37647831800263,51.22549019607843,1610612753,10,13,2022-12-29T00:22:23Z,740000,False,6.0,29.0,1,right,W. Carter Jr. DUNK (2 PTS) (M. Fultz 3 AST),"[1628976, 1628365]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,2.92,Made,2.0,M. Fultz,1628365.0,3.0,,,,,,,,,,,,,,
76,PT05M42.00S,2022-12-29T00:22:28.3Z,1,REGULAR,2pt,Jump Shot,[],1631093,18.84034165571616,74.26470588235294,1610612765,10,13,2022-12-29T00:25:16Z,760000,False,-121.0,125.0,1,left,MISS J. Ivey 17' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,17.39,Missed,,,,,,,,,,,,,,,,,,
77,PT05M40.00S,2022-12-29T00:22:30.3Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,10,13,2022-12-29T00:22:32Z,770000,False,,,0,,M. Fultz REBOUND (Off:0 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,
78,PT05M34.00S,2022-12-29T00:22:37.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,91.90210249671485,52.69607843137255,1610612753,10,15,2022-12-29T00:22:41Z,780000,False,13.0,24.0,1,right,P. Banchero DUNK (2 PTS) (M. Fultz 4 AST),"[1631094, 1628365]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.72,Made,2.0,M. Fultz,1628365.0,4.0,,,,,,,,,,,,,,
80,PT05M22.00S,2022-12-29T00:22:48.5Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,10,15,2022-12-29T00:22:53Z,800000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1631094]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Banchero,1631094.0
81,PT05M22.00S,2022-12-29T00:22:48.5Z,1,REGULAR,steal,,[],1631094,,,1610612753,10,15,2022-12-29T00:22:51Z,810000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
82,PT05M18.00S,2022-12-29T00:22:54.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629626,88.74835742444152,50.49019607843137,1610612753,10,17,2022-12-29T00:23:03Z,820000,False,2.0,53.0,1,right,B. Bol driving floating Jump Shot (6 PTS),[1629626],1610612753.0,ORL,driving floating,,,Bol,B. Bol,,,,,In The Paint (Non-RA),0-8 Center,5.34,Made,6.0,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2022-12-29T00:23:00.4Z,1,REGULAR,foul,personal,['1freethrow'],1631093,,,1610612753,10,17,2022-12-29T00:23:10Z,830000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Bol 1 FT),"[1631093, 1629626]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,1.0,0.0,Bol,1629626.0,,,,,,,,,
