actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
91,PT04M40.00S,2023-01-08T20:26:05.5Z,1,REGULAR,substitution,in,[],202692,,,1610612755,15,22,2023-01-08T20:26:22Z,860000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,
92,PT04M40.00S,2023-01-08T20:26:05.5Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,15,22,2023-01-08T20:26:22Z,870000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,,,,,,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,
93,PT04M25.00S,2023-01-08T20:26:34.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626149,7.30946123521682,49.50980392156863,1610612755,15,24,2023-01-08T20:26:39Z,880000,False,2.0,16.0,1,left,M. Harrell cutting DUNK (10 PTS) (J. Harden 4 AST),"[1626149, 201935]",1610612755.0,PHI,cutting,,,,,,Restricted Area,0-8 Center,1.64,Made,10.0,Harrell,M. Harrell,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
95,PT04M14.00S,2023-01-08T20:26:45.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,92.59198423127464,4.411764705882353,1610612765,15,24,2023-01-08T20:26:50Z,900000,False,-228.0,17.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,22.85,Missed,,Bey,S. Bey,,,,,,,,,,,,,,,,,
96,PT04M11.00S,2023-01-08T20:26:48.0Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,15,24,2023-01-08T20:26:50Z,910000,False,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612755.0,PHI,,,,,,,Left Corner 3,24+ Left,,,,Harden,J. Harden,,,,,,,,,95.0,5.0,4.0,1.0,,,,,
97,PT04M09.00S,2023-01-08T20:26:52.5Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612755,15,24,2023-01-08T20:30:03Z,920000,False,,,0,,J. Harden lost ball TURNOVER (1 TO),"[201935, 1630180]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right Center,,,,Harden,J. Harden,,,,,,,,,,,,,,,1.0,Bey,1630180.0
98,PT04M09.00S,2023-01-08T20:26:52.5Z,1,REGULAR,steal,,[],1630180,,,1610612765,15,24,2023-01-08T20:26:58Z,930000,False,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,,,,Mid-Range,16-24 Right Center,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,
99,PT04M08.00S,2023-01-08T20:27:02.4Z,1,REGULAR,foul,personal,[],201935,,,1610612765,15,24,2023-01-08T21:02:31Z,940000,False,,,0,,J. Harden personal FOUL (1 PF),"[201935, 1630180]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Harden,J. Harden,,,,202058.0,1.0,0.0,Bey,1630180.0,,,,,,,,,
101,PT04M08.00S,2023-01-08T20:27:13.6Z,1,REGULAR,substitution,out,[],1630178,,,1610612765,15,24,2023-01-08T20:27:30Z,975000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
102,PT04M08.00S,2023-01-08T20:27:13.6Z,1,REGULAR,substitution,out,[],1626149,,,1610612765,15,24,2023-01-08T20:27:30Z,987500,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,,,,,,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,
103,PT04M08.00S,2023-01-08T20:27:13.6Z,1,REGULAR,substitution,in,[],1629003,,,1610612765,15,24,2023-01-08T20:27:30Z,993750,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,,,,,,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,
104,PT04M08.00S,2023-01-08T20:27:13.6Z,1,REGULAR,substitution,in,[],1630194,,,1610612765,15,24,2023-01-08T20:27:30Z,996875,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2023-01-08T20:27:42.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630191,92.59198423127464,47.549019607843135,1610612765,15,24,2023-01-08T20:31:55Z,1000000,False,-12.0,17.0,1,right,MISS I. Stewart turnaround Hook,[1630191],1610612765.0,DET,turnaround,,,,,,Restricted Area,0-8 Center,2.11,Missed,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,
106,PT03M48.00S,2023-01-08T20:27:44.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,15,24,2023-01-08T20:27:44Z,1010000,False,,,0,,J. Harden REBOUND (Off:1 Def:5),[201935],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Harden,J. Harden,,,,,,,,,105.0,6.0,5.0,1.0,,,,,
107,PT03M39.00S,2023-01-08T20:27:53.0Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612755,15,24,2023-01-08T20:27:58Z,1020000,False,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1630165]",1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Melton,D. Melton,,,,,,,,,,,,,,,1.0,Hayes,1630165.0
108,PT03M39.00S,2023-01-08T20:27:53.0Z,1,REGULAR,steal,,[],1630165,,,1610612765,15,24,2023-01-08T20:27:55Z,1030000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,
109,PT03M36.00S,2023-01-08T20:27:56.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630165,93.64323258869908,49.26470588235294,1610612765,17,24,2023-01-08T20:28:08Z,1040000,False,-4.0,7.0,1,right,K. Hayes running Layup (7 PTS),[1630165],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,0.82,Made,7.0,Hayes,K. Hayes,,,,,,,,,,,,,,,,,
110,PT03M24.00S,2023-01-08T20:28:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,9.017739816031538,48.28431372549019,1610612755,17,24,2023-01-08T20:28:16Z,1050000,False,9.0,32.0,1,left,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,3.34,Missed,,Harden,J. Harden,,,,,,,,,,,,,,,,,
112,PT03M24.00S,2023-01-08T20:28:08.8Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,17,24,2023-01-08T20:28:16Z,1070000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Reed,P. Reed,,,,,,,,,110.0,1.0,0.0,1.0,,,,,
113,PT03M18.00S,2023-01-08T20:28:14.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629001,7.703679369250986,49.50980392156863,1610612755,17,24,2023-01-08T20:34:23Z,1080000,False,2.0,20.0,1,left,MISS D. Melton driving floating bank Shot,[1629001],1610612755.0,PHI,driving floating bank,,,,,,Restricted Area,0-8 Center,2.01,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,
114,PT03M18.00S,2023-01-08T20:28:14.9Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,17,24,2023-01-08T20:28:21Z,1090000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Hayes,K. Hayes,,,,,,,,,113.0,1.0,1.0,0.0,,,,,
115,PT03M10.00S,2023-01-08T20:28:21.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202711,92.85479632063075,47.05882352941176,1610612765,19,24,2023-01-08T20:34:52Z,1100000,False,-15.0,15.0,1,right,B. Bogdanovic running finger roll Layup (2 PTS) (K. Hayes 1 AST),"[202711, 1630165]",1610612765.0,DET,running finger roll,,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,Bogdanovic,B. Bogdanovic,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,
117,PT03M00.00S,2023-01-08T20:28:31.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,6.783837056504599,47.549019607843135,1610612755,19,26,2023-01-08T20:28:36Z,1120000,False,12.0,11.0,1,left,S. Milton driving reverse Layup (2 PTS),[1629003],1610612755.0,PHI,driving reverse,,,,,,Restricted Area,0-8 Center,1.67,Made,2.0,Milton,S. Milton,,,,,,,,,,,,,,,,,
118,PT02M48.00S,2023-01-08T20:28:46.8Z,1,REGULAR,foul,personal,[],1629003,,,1610612765,19,26,2023-01-08T20:29:19Z,1130000,False,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 202711]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Milton,S. Milton,,,,202058.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,
120,PT02M48.00S,2023-01-08T20:29:16.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,19,26,2023-01-08T20:29:16Z,1150000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M48.00S,2023-01-08T20:31:07.6Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,19,26,2023-01-08T20:31:35Z,1160000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,
122,PT02M48.00S,2023-01-08T20:31:07.6Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,19,26,2023-01-08T20:31:35Z,1170000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,
123,PT02M48.00S,2023-01-08T20:31:07.6Z,1,REGULAR,substitution,out,[],201935,,,1610612765,19,26,2023-01-08T20:31:35Z,1180000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,,,,,,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2023-01-08T20:31:07.6Z,1,REGULAR,substitution,out,[],1629001,,,1610612765,19,26,2023-01-08T20:31:35Z,1190000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,
125,PT02M48.00S,2023-01-08T20:31:07.6Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,19,26,2023-01-08T20:31:35Z,1200000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,
126,PT02M48.00S,2023-01-08T20:31:07.6Z,1,REGULAR,substitution,in,[],203457,,,1610612765,19,26,2023-01-08T20:31:35Z,1210000,False,,,0,,SUB in: N. Noel,[203457],1610612765.0,DET,,,,,,,,,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,
127,PT02M48.00S,2023-01-08T20:31:07.6Z,1,REGULAR,substitution,in,[],1630178,,,1610612765,19,26,2023-01-08T20:31:35Z,1220000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2023-01-08T20:31:07.6Z,1,REGULAR,substitution,in,[],1629680,,,1610612765,19,26,2023-01-08T20:31:35Z,1230000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,
129,PT02M34.00S,2023-01-08T20:32:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,91.67214191852825,50.73529411764706,1610612765,19,26,2023-01-08T20:32:09Z,1240000,False,4.0,26.0,1,right,MISS B. Bogdanovic driving finger roll Layup,[202711],1610612765.0,DET,driving finger roll,,,,,,Restricted Area,0-8 Center,2.61,Missed,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,
130,PT02M32.00S,2023-01-08T20:32:03.7Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612755,19,26,2023-01-08T20:32:03Z,1250000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Niang,G. Niang,,,,,,,,,129.0,1.0,1.0,0.0,,,,,
131,PT02M29.00S,2023-01-08T20:32:06.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,34.37910643889619,17.892156862745097,1610612755,19,26,2023-01-08T20:37:53Z,1260000,False,161.0,271.0,1,left,MISS T. Maxey 31' running 3PT,[1630178],1610612755.0,PHI,running,,,,,,Above the Break 3,24+ Right Center,31.47,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
132,PT02M29.00S,2023-01-08T20:32:06.5Z,1,REGULAR,rebound,defensive,[],202692,,,1610612765,19,26,2023-01-08T20:32:14Z,1270000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Burks,A. Burks,,,,,,,,,131.0,1.0,1.0,0.0,,,,,
133,PT02M22.00S,2023-01-08T20:32:15.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628977,92.06636005256242,46.32352941176471,1610612765,21,26,2023-01-08T20:39:20Z,1280000,False,-18.0,22.0,1,right,H. Diallo running Layup (2 PTS),[1628977],1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,2.88,Made,2.0,Diallo,H. Diallo,,,,,,,,,,,,,,,,,
134,PT02M22.00S,2023-01-08T20:32:20.8Z,1,REGULAR,foul,personal,['1freethrow'],1629003,,,1610612765,21,26,2023-01-08T20:32:31Z,1290000,False,,,0,,S. Milton shooting personal FOUL (2 PF) (Diallo 1 FT),"[1629003, 1628977]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Milton,S. Milton,,,,202027.0,2.0,0.0,Diallo,1628977.0,,,,,,,,,
136,PT02M22.00S,2023-01-08T20:32:44.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628977,,,1610612765,21,26,2023-01-08T20:33:19Z,1310000,False,,,0,,MISS H. Diallo Free Throw 1 of 1,[1628977],1610612765.0,DET,,,,,,,,,,Missed,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,
137,PT02M19.00S,2023-01-08T20:32:47.2Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,21,26,2023-01-08T20:33:19Z,1320000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,,,,,,,,,Thybulle,M. Thybulle,,,,,,,,,136.0,1.0,1.0,0.0,,,,,
138,PT02M01.00S,2023-01-08T20:33:03.9Z,1,REGULAR,3pt,Jump Shot,[],1629003,26.231931668856767,82.84313725490196,1610612755,21,29,2023-01-08T20:40:07Z,1330000,False,-164.0,194.0,1,left,S. Milton 25' 3PT step back (5 PTS),[1629003],1610612755.0,PHI,step back,,,,,,Above the Break 3,24+ Left Center,25.42,Made,5.0,Milton,S. Milton,,,,,,,,,,,,,,,,,
139,PT01M40.00S,2023-01-08T20:33:24.9Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,21,29,2023-01-08T20:33:29Z,1340000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1629680]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,1.0,Thybulle,1629680.0
140,PT01M40.00S,2023-01-08T20:33:24.9Z,1,REGULAR,steal,,[],1629680,,,1610612755,21,29,2023-01-08T20:33:26Z,1350000,False,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,
141,PT01M35.00S,2023-01-08T20:33:30.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627777,6.258212877792378,50.73529411764706,1610612755,21,31,2023-01-08T20:41:06Z,1360000,False,-4.0,6.0,1,left,G. Niang running reverse Layup (2 PTS) (M. Thybulle 1 AST),"[1627777, 1629680]",1610612755.0,PHI,running reverse,,,,,,Restricted Area,0-8 Center,0.73,Made,2.0,Niang,G. Niang,M. Thybulle,1629680.0,1.0,,,,,,,,,,,,,,
143,PT01M31.00S,2023-01-08T20:33:37.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612765,21,31,2023-01-08T20:36:16Z,1380000,False,,,0,,G. Niang flagrant-type-1 personal FOUL (1 PF) (Bogdanovic 2 FT),"[1627777, 202711]",1610612755.0,PHI,flagrant-type-1,,,,,,Above the Break 3,24+ Left Center,,,,Niang,G. Niang,,,,202058.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,
146,PT01M31.00S,2023-01-08T20:36:43.1Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,22,31,2023-01-08T20:37:25Z,1410000,False,,,0,,B. Bogdanovic flagrant Free Throw 1 of 2 (3 PTS),[202711],1610612765.0,DET,flagrant,,,,,,,,,Made,3.0,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,
147,PT01M31.00S,2023-01-08T20:36:43.1Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,23,31,2023-01-08T20:37:25Z,1420000,False,,,0,,B. Bogdanovic flagrant Free Throw 2 of 2 (4 PTS),[202711],1610612765.0,DET,flagrant,,,,,,,,,Made,4.0,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,
148,PT01M25.00S,2023-01-08T20:37:26.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612755,23,31,2023-01-08T20:37:33Z,1430000,False,,,0,,G. Niang personal FOUL (2 PF) (Bogdanovic 2 FT),"[1627777, 202711]",1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right,,,,Niang,G. Niang,,,,202058.0,2.0,0.0,Bogdanovic,202711.0,,,,,,,,,
150,PT01M25.00S,2023-01-08T20:37:49.1Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,24,31,2023-01-08T20:37:49Z,1450000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (5 PTS),[202711],1610612765.0,DET,,,,,,,,,,Made,5.0,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,
151,PT01M25.00S,2023-01-08T20:38:05.5Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,25,31,2023-01-08T20:38:05Z,1460000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (6 PTS),[202711],1610612765.0,DET,,,,,,,,,,Made,6.0,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,
152,PT01M09.00S,2023-01-08T20:38:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.30946123521682,55.14705882352941,1610612755,25,31,2023-01-08T20:42:23Z,1470000,False,-26.0,16.0,1,left,MISS T. Maxey driving reverse Layup,[1630178],1610612755.0,PHI,driving reverse,,,,,,Restricted Area,0-8 Center,3.04,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,
153,PT01M06.00S,2023-01-08T20:38:24.0Z,1,REGULAR,rebound,offensive,[],1630194,,,1610612755,25,31,2023-01-08T20:38:26Z,1480000,False,,,0,,P. Reed REBOUND (Off:2 Def:0),[1630194],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Reed,P. Reed,,,,,,,,,152.0,2.0,0.0,2.0,,,,,
154,PT01M06.00S,2023-01-08T20:38:24.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630194,5.590000152587891,50.0,1610612755,25,33,2023-01-08T20:43:02Z,1490000,False,0.0,0.0,1,left,P. Reed tip Layup (2 PTS),[1630194],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,Reed,P. Reed,,,,,,,,,,,,,,,,,
156,PT00M45.90S,2023-01-08T20:39:03.4Z,1,REGULAR,3pt,Jump Shot,[],1630165,92.72339027595268,97.30392156862744,1610612765,25,33,2023-01-08T20:39:15Z,1510000,False,237.0,16.0,1,right,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.7,Missed,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,
157,PT00M42.50S,2023-01-08T20:39:06.8Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,25,33,2023-01-08T20:39:15Z,1520000,False,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,,Diallo,H. Diallo,,,,,,,,,156.0,1.0,0.0,1.0,,,,,
158,PT00M42.50S,2023-01-08T20:39:13.4Z,1,REGULAR,turnover,out-of-bounds,[],1628977,,,1610612765,25,33,2023-01-08T20:39:23Z,1530000,False,,,0,,H. Diallo step out-of-bounds TURNOVER (1 TO),[1628977],1610612765.0,DET,step,,,,,,In The Paint (Non-RA),0-8 Center,,,,Diallo,H. Diallo,,,,203177.0,,,,,,,,,,,1.0,,
159,PT00M36.10S,2023-01-08T20:39:25.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630194,6.652431011826544,54.41176470588235,1610612755,25,35,2023-01-08T20:39:30Z,1540000,False,-22.0,10.0,1,left,P. Reed alley-oop Layup (4 PTS) (T. Maxey 1 AST),"[1630194, 1630178]",1610612755.0,PHI,alley-oop,,,,,,Restricted Area,0-8 Center,2.43,Made,4.0,Reed,P. Reed,T. Maxey,1630178.0,1.0,,,,,,,,,,,,,,
161,PT00M31.60S,2023-01-08T20:39:33.8Z,1,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,25,35,2023-01-08T20:39:41Z,1560000,False,,,0,,K. Hayes lost ball out-of-bounds TURNOVER (2 TO),[1630165],1610612765.0,DET,lost ball,,,,,,Above the Break 3,24+ Right Center,,,,Hayes,K. Hayes,,,,202058.0,,,,,,,,,,,2.0,,
163,PT00M18.00S,2023-01-08T20:39:56.8Z,1,REGULAR,foul,personal,[],1628977,,,1610612755,25,35,2023-01-08T20:40:06Z,1580000,False,,,0,,H. Diallo personal FOUL (1 PF),"[1628977, 1627777]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Diallo,H. Diallo,,,,203177.0,1.0,0.0,Niang,1627777.0,,,,,,,,,
165,PT00M09.30S,2023-01-08T20:40:17.6Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,25,35,2023-01-08T20:40:23Z,1600000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 203457]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,1.0,Noel,203457.0
166,PT00M09.30S,2023-01-08T20:40:17.6Z,1,REGULAR,steal,,[],203457,,,1610612765,25,35,2023-01-08T20:58:48Z,1610000,False,,,0,,N. Noel STEAL (1 STL),[203457],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,
167,PT00M06.90S,2023-01-08T20:40:20.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202711,93.77463863337714,49.754901960784316,1610612765,27,35,2023-01-08T20:40:29Z,1620000,False,-1.0,6.0,1,right,B. Bogdanovic running DUNK (8 PTS) (A. Burks 1 AST),"[202711, 202692]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,0.61,Made,8.0,Bogdanovic,B. Bogdanovic,A. Burks,202692.0,1.0,,,,,,,,,,,,,,
169,PT00M01.30S,2023-01-08T20:40:31.3Z,1,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,27,35,2023-01-08T20:40:41Z,1640000,False,,,0,,S. Milton lost ball out-of-bounds TURNOVER (1 TO),[1629003],1610612755.0,PHI,lost ball,,,,,,Mid-Range,16-24 Left,,,,Milton,S. Milton,,,,203177.0,,,,,,,,,,,1.0,,
170,PT00M00.40S,2023-01-08T20:41:15.2Z,1,REGULAR,turnover,out-of-bounds,[],1628977,,,1610612765,27,35,2023-01-08T20:41:55Z,1650000,False,,,0,,H. Diallo step out-of-bounds TURNOVER (2 TO),[1628977],1610612765.0,DET,step,,,,,,Above the Break 3,24+ Right Center,,,,Diallo,H. Diallo,,,,203177.0,,,,,,,,,,,2.0,,
173,PT00M00.00S,2023-01-08T20:42:59.9Z,1,REGULAR,period,end,[],0,,,1610612755,27,35,2023-01-08T20:42:59Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-01-08T20:44:54.1Z,2,REGULAR,substitution,out,['startperiod'],1630165,,,1610612755,27,35,2023-01-08T20:45:14Z,1690000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-01-08T20:44:54.1Z,2,REGULAR,substitution,out,['startperiod'],202711,,,1610612755,27,35,2023-01-08T20:45:14Z,1700000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-01-08T20:44:54.1Z,2,REGULAR,substitution,in,['startperiod'],1631093,,,1610612755,27,35,2023-01-08T20:45:14Z,1710000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-01-08T20:44:54.1Z,2,REGULAR,substitution,in,['startperiod'],1628995,,,1610612755,27,35,2023-01-08T20:45:14Z,1720000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,,,,,,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-01-08T20:45:22.4Z,2,REGULAR,period,start,[],0,,,1610612765,27,35,2023-01-08T20:45:22Z,1730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M43.00S,2023-01-08T20:45:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203457,84.05059132720105,38.72549019607843,1610612765,29,35,2023-01-08T20:45:45Z,1740000,False,-56.0,97.0,1,right,N. Noel 11' step back Jump Shot (2 PTS),[203457],1610612765.0,DET,step back,,,,,,In The Paint (Non-RA),8-16 Center,11.26,Made,2.0,Noel,N. Noel,,,,,,,,,,,,,,,,,
