actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
37,PT08M28.00S,2023-04-05T23:15:05.2Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,14,12,2023-04-05T23:15:05Z,370000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,36.0,1.0,0.0,1.0,,,,,,,
38,PT08M22.00S,2023-04-05T23:15:10.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629651,90.8508541392904,50.245098039215684,1610612751,14,14,2023-04-05T23:15:15Z,380000,False,1.0,34.0,1,right,N. Claxton cutting DUNK (2 PTS) (R. O'Neale 1 AST),"[1629651, 1626220]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,3.35,Made,2.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,,,
40,PT08M04.00S,2023-04-05T23:15:29.4Z,1,REGULAR,2pt,Jump Shot,[],1630164,7.670827858081481,25.980392156862735,1610612765,16,14,2023-04-05T23:19:28Z,400000,False,120.0,20.0,1,left,J. Wiseman 12' Jump Shot (5 PTS) (J. Ivey 2 AST),"[1630164, 1631093]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Right,12.17,Made,5.0,J. Ivey,1631093.0,2.0,,,,,,,,,,,,,,
42,PT07M52.00S,2023-04-05T23:15:42.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,94.00459921156373,54.411764705882355,1610612751,16,16,2023-04-05T23:15:47Z,420000,False,22.0,4.0,1,right,N. Claxton alley-oop Layup (4 PTS) (S. Dinwiddie 3 AST),"[1629651, 203915]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.24,Made,4.0,S. Dinwiddie,203915.0,3.0,,,,,,,,,,,,,,
44,PT07M42.00S,2023-04-05T23:15:54.5Z,1,REGULAR,foul,personal,['2freethrow'],203915,,,1610612765,16,16,2023-04-05T23:16:06Z,440000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Wiseman 2 FT),"[203915, 1630164]",1610612751.0,BKN,shooting,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Wiseman,1630164.0
46,PT07M42.00S,2023-04-05T23:16:27.6Z,1,REGULAR,freethrow,1 of 2,[],1630164,,,1610612765,17,16,2023-04-05T23:16:27Z,460000,False,,,0,,J. Wiseman Free Throw 1 of 2 (6 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
47,PT07M42.00S,2023-04-05T23:16:44.9Z,1,REGULAR,freethrow,2 of 2,[],1630164,,,1610612765,18,16,2023-04-05T23:16:44Z,470000,False,,,0,,J. Wiseman Free Throw 2 of 2 (7 PTS),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
51,PT07M33.00S,2023-04-05T23:17:02.8Z,1,REGULAR,2pt,Jump Shot,[],1628969,95.58147174770039,68.87254901960785,1610612751,18,18,2023-04-05T23:17:20Z,480000,False,94.0,-11.0,1,right,M. Bridges 9' pullup Jump Shot (5 PTS) (S. Dinwiddie 4 AST),"[1628969, 203915]",1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,9.5,Made,5.0,S. Dinwiddie,203915.0,4.0,,,,,,,,,,,,,,
52,PT07M33.00S,2023-04-05T23:17:05.7Z,1,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612751,18,18,2023-04-05T23:17:14Z,490000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Bridges 1 FT),"[1630165, 1628969]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1628953.0,1.0,0.0,Bridges,1628969.0
54,PT07M33.00S,2023-04-05T23:17:28.8Z,1,REGULAR,freethrow,1 of 1,[],1628969,,,1610612751,18,18,2023-04-05T23:17:32Z,510000,False,,,0,,MISS M. Bridges Free Throw 1 of 1,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M30.00S,2023-04-05T23:17:31.8Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,18,18,2023-04-05T23:17:32Z,520000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,54.0,3.0,2.0,1.0,,,,,,,
56,PT07M20.00S,2023-04-05T23:17:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631093,7.013797634691201,37.00980392156863,1610612765,18,18,2023-04-05T23:17:45Z,530000,False,65.0,13.0,1,left,MISS J. Ivey 6' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,6.64,Missed,,,,,,,,,,,,,,,,,,
57,PT07M17.00S,2023-04-05T23:17:42.2Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,18,18,2023-04-05T23:17:42Z,540000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,
58,PT07M13.00S,2023-04-05T23:17:46.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,71.48283508541394,83.31035539215686,1610612751,18,18,2023-04-05T23:22:17Z,550000,False,167.0,216.0,1,right,MISS R. O'Neale 27' running 3PT,[1626220],1610612751.0,BKN,running,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,27.25,Missed,,,,,,,,,,,,,,,,,,
59,PT07M11.00S,2023-04-05T23:17:48.5Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,18,18,2023-04-05T23:17:52Z,560000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,
60,PT06M59.00S,2023-04-05T23:18:00.7Z,1,REGULAR,2pt,Jump Shot,[],1631093,17.394875164257556,72.05882352941177,1610612765,20,18,2023-04-05T23:22:45Z,570000,False,-110.0,111.0,1,left,J. Ivey 15' pullup Jump Shot (2 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,15.65,Made,2.0,,,,,,,,,,,,,,,,,
61,PT06M52.00S,2023-04-05T23:18:13.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,20,18,2023-04-05T23:18:13Z,580000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M52.00S,2023-04-05T23:18:14.5Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,20,18,2023-04-05T23:20:52Z,590000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M52.00S,2023-04-05T23:18:14.5Z,1,REGULAR,substitution,in,[],203925,,,1610612751,20,18,2023-04-05T23:20:52Z,600000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M41.00S,2023-04-05T23:21:18.6Z,1,REGULAR,2pt,Jump Shot,[],1628969,77.71024967148489,35.78431372549019,1610612751,20,18,2023-04-05T23:21:23Z,610000,False,-71.0,157.0,1,right,MISS M. Bridges 17' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,17.23,Missed,,,,,,,,,,,,,,,,,,
65,PT06M38.00S,2023-04-05T23:21:21.6Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,20,18,2023-04-05T23:21:23Z,620000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,64.0,2.0,2.0,0.0,,,,,,,
66,PT06M31.00S,2023-04-05T23:21:28.4Z,1,REGULAR,3pt,Jump Shot,[],1630647,6.750985545335084,3.1862745098039227,1610612765,23,18,2023-04-05T23:21:32Z,630000,False,234.0,11.0,1,left,E. Omoruyi 3PT pullup (6 PTS) (J. Ivey 3 AST),"[1630647, 1631093]",1610612765.0,DET,pullup,,,Omoruyi,E. Omoruyi,,,,,Right Corner 3,24+ Right,23.44,Made,6.0,J. Ivey,1631093.0,3.0,,,,,,,,,,,,,,
68,PT06M15.00S,2023-04-05T23:21:44.1Z,1,REGULAR,3pt,Jump Shot,[],203915,68.64323258869908,82.84313725490196,1610612751,23,18,2023-04-05T23:24:25Z,650000,False,164.0,242.0,1,right,MISS S. Dinwiddie 29' pullup 3PT,[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,29.27,Missed,,,,,,,,,,,,,,,,,,
69,PT06M12.00S,2023-04-05T23:21:46.2Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,23,18,2023-04-05T23:21:46Z,660000,False,,,0,,J. Wiseman REBOUND (Off:0 Def:3),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,68.0,3.0,3.0,0.0,,,,,,,
71,PT06M08.00S,2023-04-05T23:21:49.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631105,8.722076215505908,49.50980392156863,1610612765,25,18,2023-04-05T23:21:56Z,670000,False,2.0,29.0,1,left,J. Duren running DUNK (8 PTS) (J. Wiseman 1 AST),"[1631105, 1630164]",1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.96,Made,8.0,J. Wiseman,1630164.0,1.0,,,,,,,,,,,,,,
73,PT05M49.00S,2023-04-05T23:22:09.1Z,1,REGULAR,3pt,Jump Shot,[],203925,75.34494086727989,88.23529411764706,1610612751,25,21,2023-04-05T23:22:14Z,690000,False,191.0,179.0,1,right,J. Harris 26' 3PT  (3 PTS) (M. Bridges 2 AST),"[203925, 1628969]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,26.21,Made,3.0,M. Bridges,1628969.0,2.0,,,,,,,,,,,,,,
75,PT05M28.00S,2023-04-05T23:22:30.4Z,1,REGULAR,2pt,Hook,[],1630164,8.065045992115643,68.62745098039215,1610612765,27,21,2023-04-05T23:22:35Z,710000,False,-93.0,23.0,1,left,J. Wiseman 9' turnaround Hook (9 PTS) (J. Ivey 4 AST),"[1630164, 1631093]",1610612765.0,DET,turnaround,,,Wiseman,J. Wiseman,,,,,Mid-Range,8-16 Left,9.6,Made,9.0,J. Ivey,1631093.0,4.0,,,,,,,,,,,,,,
77,PT05M06.00S,2023-04-05T23:22:52.4Z,1,REGULAR,3pt,Jump Shot,[],203925,70.08869908015768,22.058823529411768,1610612751,27,24,2023-04-05T23:25:11Z,730000,False,-140.0,229.0,1,right,J. Harris 26' 3PT pullup (6 PTS) (R. O'Neale 2 AST),"[203925, 1626220]",1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,26.8,Made,6.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,,,,,
79,PT04M48.00S,2023-04-05T23:23:10.8Z,1,REGULAR,turnover,bad pass,[],1631105,,,1610612765,27,24,2023-04-05T23:23:15Z,750000,False,,,0,,J. Duren bad pass TURNOVER (1 TO),"[1631105, 1629651]",1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,Claxton,1629651.0,,,,,,,,,,,
80,PT04M48.00S,2023-04-05T23:23:10.8Z,1,REGULAR,steal,,[],1629651,,,1610612751,27,24,2023-04-05T23:23:12Z,760000,False,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
81,PT04M42.00S,2023-04-05T23:23:16.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203925,77.44743758212877,91.91176470588235,1610612751,27,27,2023-04-05T23:26:09Z,770000,False,210.0,159.0,1,right,J. Harris 26' 3PT running (9 PTS) (S. Dinwiddie 5 AST),"[203925, 203915]",1610612751.0,BKN,running,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,26.34,Made,9.0,S. Dinwiddie,203915.0,5.0,,,,,,,,,,,,,,
83,PT04M28.00S,2023-04-05T23:23:31.2Z,1,REGULAR,3pt,Jump Shot,[],1631093,28.56438896189225,22.549019607843135,1610612765,27,27,2023-04-05T23:26:21Z,790000,False,137.0,216.0,1,left,MISS J. Ivey 25' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
84,PT04M28.00S,2023-04-05T23:23:31.2Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,27,27,2023-04-05T23:23:35Z,800000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,83.0,1.0,1.0,0.0,,,,,,,
85,PT04M17.00S,2023-04-05T23:23:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612751,27,27,2023-04-05T23:24:00Z,810000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1631105, 203915]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Dinwiddie,203915.0
87,PT04M17.00S,2023-04-05T23:24:07.0Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,27,28,2023-04-05T23:24:07Z,830000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
88,PT04M17.00S,2023-04-05T23:24:07.9Z,1,REGULAR,substitution,out,[],1630164,,,1610612751,27,28,2023-04-05T23:24:26Z,840000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M17.00S,2023-04-05T23:24:07.9Z,1,REGULAR,substitution,out,[],1626220,,,1610612751,27,28,2023-04-05T23:24:26Z,850000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
