actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-19T20:13:06.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-19T20:13:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-19T20:13:09.2Z,1,REGULAR,jumpball,recovered,[],1630245,,,1610612741,0,0,2023-01-19T20:13:09Z,40000,False,,,0,,Jump Ball N. Vucevic vs. I. Stewart: Tip to A. Dosunmu,"[1630245, 202696, 1630191]",1610612741.0,CHI,startperiod,A. Dosunmu,1630245.0,Dosunmu,A. Dosunmu,Vucevic,202696.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-01-19T20:13:24.2Z,1,REGULAR,2pt,Jump Shot,[],202696,4.911300919842304,84.06862745098039,1610612741,0,2,2023-01-19T20:13:30Z,70000,False,-170.0,-6.0,1,left,N. Vucevic 17' Jump Shot (2 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left,17.04,Made,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-01-19T20:13:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630180,89.93101182654402,97.30392156862744,1610612765,0,2,2023-01-19T20:13:47Z,90000,False,237.0,42.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2023-01-19T20:13:46.2Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,0,2,2023-01-19T20:13:47Z,100000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M12.00S,2023-01-19T20:13:53.9Z,1,REGULAR,2pt,Jump Shot,[],202696,26.067674113009204,55.88235294117647,1610612741,0,4,2023-01-19T20:13:59Z,110000,False,-29.0,193.0,1,left,N. Vucevic 19' Jump Shot (4 PTS) (Z. LaVine 1 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,19.47,Made,4.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
13,PT11M01.00S,2023-01-19T20:14:06.6Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612765,0,4,2023-01-19T20:14:18Z,130000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Stewart 2 FT),"[1630245, 1630191]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627541.0,1.0,0.0,Stewart,1630191.0,,,,,
15,PT11M01.00S,2023-01-19T20:14:31.7Z,1,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,1,4,2023-01-19T20:14:31Z,150000,False,,,0,,I. Stewart Free Throw 1 of 2 (1 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
16,PT11M01.00S,2023-01-19T20:14:48.7Z,1,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,2,4,2023-01-19T20:14:48Z,160000,False,,,0,,I. Stewart Free Throw 2 of 2 (2 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M51.00S,2023-01-19T20:15:02.8Z,1,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,2,4,2023-01-19T20:15:13Z,170000,False,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202026.0,,,,,1.0,,,,
18,PT10M34.00S,2023-01-19T20:15:35.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630165,75.87056504599212,50.98039215686275,1610612765,2,4,2023-01-19T20:16:10Z,180000,False,5.0,174.0,1,right,MISS K. Hayes 17' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,17.44,Missed,,,,,,,,,,,,,,,,,,
22,PT10M29.00S,2023-01-19T20:15:40.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,2,4,2023-01-19T20:16:10Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,18.0,,,,,,,,,,,,,
19,PT10M29.00S,2023-01-19T20:16:05.1Z,1,REGULAR,jumpball,recovered,[],1630191,,,1610612765,2,4,2023-01-19T20:16:05Z,200000,False,,,0,,Jump Ball S. Bey vs. D. DeRozan: Tip to I. Stewart,"[1630191, 1630180, 201942]",1610612765.0,DET,heldball,I. Stewart,1630191.0,Stewart,I. Stewart,Bey,1630180.0,DeRozan,201942.0,,,,,,,,,,,,,,,,,,,,,,
23,PT10M23.00S,2023-01-19T20:16:10.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630180,93.34756898817345,49.26470588235294,1610612765,2,4,2023-01-19T20:16:16Z,230000,False,-4.0,10.0,1,right,MISS S. Bey Layup,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,,,,,,
24,PT10M19.00S,2023-01-19T20:16:14.9Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,2,4,2023-01-19T20:16:14Z,240000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,23.0,1.0,0.0,1.0,,,,,,,,,,
25,PT10M19.00S,2023-01-19T20:16:14.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630180,94.40999984741211,50.0,1610612765,2,4,2023-01-19T20:16:14Z,250000,False,0.0,0.0,1,right,MISS S. Bey tip Layup,[1630180],1610612765.0,DET,tip,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
26,PT10M18.00S,2023-01-19T20:16:15.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,4,2023-01-19T20:16:15Z,260000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT10M15.00S,2023-01-19T20:16:19.0Z,1,REGULAR,3pt,Jump Shot,[],202696,31.061103810775293,80.14705882352942,1610612741,2,4,2023-01-19T20:16:26Z,270000,False,-151.0,239.0,1,left,MISS N. Vucevic 28' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,28.3,Missed,,,,,,,,,,,,,,,,,,
28,PT10M12.00S,2023-01-19T20:16:22.0Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,2,4,2023-01-19T20:16:26Z,280000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT10M01.00S,2023-01-19T20:16:33.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,91.11366622864652,48.28431372549019,1610612765,2,4,2023-01-19T20:17:28Z,290000,False,-9.0,31.0,1,right,MISS I. Stewart driving Hook,[1630191],1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,,
30,PT09M59.00S,2023-01-19T20:16:35.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,4,2023-01-19T20:16:37Z,300000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,
31,PT09M49.00S,2023-01-19T20:16:44.9Z,1,REGULAR,3pt,Jump Shot,[],1630172,6.356767411300922,97.30392156862744,1610612741,2,7,2023-01-19T20:16:49Z,310000,False,-237.0,7.0,1,left,P. Williams 3PT  (3 PTS) (N. Vucevic 1 AST),"[1630172, 202696]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,23.66,Made,3.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
33,PT09M31.00S,2023-01-19T20:17:03.5Z,1,REGULAR,3pt,Jump Shot,[],1631093,75.08212877792378,90.44117647058823,1610612765,2,7,2023-01-19T20:17:07Z,330000,False,202.0,182.0,1,right,MISS J. Ivey 27' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,27.18,Missed,,,,,,,,,,,,,,,,,,
34,PT09M28.00S,2023-01-19T20:17:06.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,7,2023-01-19T20:17:07Z,340000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,
35,PT09M21.00S,2023-01-19T20:17:13.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,6.225361366622863,46.07843137254902,1610612741,2,9,2023-01-19T20:17:18Z,350000,False,20.0,6.0,1,left,D. DeRozan driving DUNK (2 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,2.05,Made,2.0,,,,,,,,,,,,,,,,,
36,PT09M21.00S,2023-01-19T20:17:19.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,2,9,2023-01-19T20:17:19Z,360000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT09M06.00S,2023-01-19T20:20:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,85.20039421813404,51.470588235294116,1610612765,4,9,2023-01-19T20:20:44Z,370000,False,7.0,87.0,1,right,B. Bogdanovic 8' pullup Jump Shot (2 PTS) (K. Hayes 1 AST),"[202711, 1630165]",1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,8.69,Made,2.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,
39,PT08M52.00S,2023-01-19T20:20:54.5Z,1,REGULAR,2pt,Jump Shot,[],203897,17.263469119579497,73.52941176470588,1610612741,4,9,2023-01-19T20:21:00Z,390000,False,-118.0,110.0,1,left,MISS Z. LaVine 16' fadeaway bank Shot,[203897],1610612741.0,CHI,fadeaway bank,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left Center,16.09,Missed,,,,,,,,,,,,,,,,,,
40,PT08M49.00S,2023-01-19T20:20:57.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,4,9,2023-01-19T20:21:00Z,400000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Left Center,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,
41,PT08M41.00S,2023-01-19T20:21:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,94.13600525624179,55.14705882352941,1610612765,6,9,2023-01-19T20:21:35Z,410000,False,26.0,3.0,1,right,I. Stewart cutting Layup (4 PTS) (K. Hayes 2 AST),"[1630191, 1630165]",1610612765.0,DET,cutting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.58,Made,4.0,K. Hayes,1630165.0,2.0,,,,,,,,,,,,,,
43,PT08M24.00S,2023-01-19T20:21:22.7Z,1,REGULAR,3pt,Jump Shot,[],1630245,7.539421813403408,2.205882352941174,1610612741,6,9,2023-01-19T20:21:27Z,430000,False,239.0,18.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
44,PT08M21.00S,2023-01-19T20:21:25.7Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,6,9,2023-01-19T20:21:27Z,440000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,
45,PT08M11.00S,2023-01-19T20:21:35.9Z,1,REGULAR,3pt,Jump Shot,[],202711,91.90210249671485,96.32352941176471,1610612765,6,9,2023-01-19T20:21:42Z,450000,False,232.0,24.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
46,PT08M07.00S,2023-01-19T20:21:39.9Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,9,2023-01-19T20:21:42Z,460000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,,,,,45.0,4.0,4.0,0.0,,,,,,,,,,
47,PT07M53.00S,2023-01-19T20:21:54.0Z,1,REGULAR,2pt,Jump Shot,[],201942,21.337056504599218,26.225490196078425,1610612741,6,9,2023-01-19T20:22:26Z,470000,False,119.0,148.0,1,left,MISS D. DeRozan 18' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,18.99,Missed,,,,,,,,,,,,,,,,,,
48,PT07M48.00S,2023-01-19T20:21:59.0Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,6,9,2023-01-19T20:21:59Z,480000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,
49,PT07M44.00S,2023-01-19T20:22:02.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,78.23587385019711,9.068627450980387,1610612765,6,9,2023-01-19T20:23:01Z,490000,False,-205.0,152.0,1,right,MISS S. Bey 25' running 3PT,[1630180],1610612765.0,DET,running,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
50,PT07M42.00S,2023-01-19T20:22:04.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,6,9,2023-01-19T20:22:11Z,500000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,,,,,,,49.0,5.0,5.0,0.0,,,,,,,,,,
51,PT07M40.00S,2023-01-19T20:22:09.6Z,1,REGULAR,foul,personal,[],1631093,,,1610612741,6,9,2023-01-19T20:22:38Z,510000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 203897]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202026.0,1.0,0.0,LaVine,203897.0,,,,,
53,PT07M33.00S,2023-01-19T20:22:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,14.241130091984232,46.81372549019608,1610612741,6,11,2023-01-19T20:22:43Z,530000,False,16.0,81.0,1,left,N. Vucevic 8' floating Jump Shot (6 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,6.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
55,PT07M18.00S,2023-01-19T20:22:53.7Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,6,11,2023-01-19T20:22:58Z,550000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 202696]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Vucevic,202696.0,,
56,PT07M18.00S,2023-01-19T20:22:53.7Z,1,REGULAR,steal,,[],202696,,,1610612741,6,11,2023-01-19T20:22:55Z,560000,False,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M11.00S,2023-01-19T20:23:00.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,5.174113009198422,46.32352941176471,1610612741,6,13,2023-01-19T20:23:05Z,570000,False,18.0,-4.0,1,left,Z. LaVine driving Layup (2 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.88,Made,2.0,,,,,,,,,,,,,,,,,
58,PT06M55.00S,2023-01-19T20:23:17.5Z,1,REGULAR,3pt,Jump Shot,[],202711,72.7168199737188,15.931372549019613,1610612765,9,13,2023-01-19T20:23:22Z,580000,False,-170.0,204.0,1,right,B. Bogdanovic 26' 3PT  (5 PTS) (K. Hayes 3 AST),"[202711, 1630165]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,26.57,Made,5.0,K. Hayes,1630165.0,3.0,,,,,,,,,,,,,,
