actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-27T23:10:28.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-27T23:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-27T23:10:32.2Z,1,REGULAR,jumpball,recovered,[],1626171,,,1610612749,0,0,2023-03-27T23:10:32Z,40000,False,,,0,,Jump Ball B. Lopez vs. J. Wiseman: Tip to B. Portis,"[1626171, 201572, 1630164]",1610612749.0,MIL,startperiod,B. Portis,1626171.0,Portis,B. Portis,Lopez,201572.0,Wiseman,1630164.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-03-27T23:10:44.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,33.952036793692514,59.80392156862745,1610612749,0,0,2023-03-27T23:10:49Z,70000,False,-49.0,267.0,1,left,MISS G. Allen 27' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,27.11,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-03-27T23:10:48.6Z,1,REGULAR,rebound,offensive,[],203114,,,1610612749,0,0,2023-03-27T23:10:49Z,80000,False,,,0,,K. Middleton REBOUND (Off:1 Def:0),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2023-03-27T23:10:54.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201572,31.980946123521676,28.431372549019613,1610612749,0,0,2023-03-27T23:10:58Z,90000,False,108.0,248.0,1,left,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2023-03-27T23:10:56.5Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,0,0,2023-03-27T23:10:58Z,100000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M16.00S,2023-03-27T23:11:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,93.61038107752957,47.549019607843135,1610612765,2,0,2023-03-27T23:11:19Z,110000,False,-12.0,8.0,1,right,I. Livers driving reverse Layup (2 PTS) (J. Ivey 1 AST),"[1630587, 1631093]",1610612765.0,DET,driving reverse,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,2.0,J. Ivey,1631093.0,1.0,,,,,,,,,,
13,PT11M09.00S,2023-03-27T23:11:18.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,11.48160315374507,62.99019607843137,1610612749,2,0,2023-03-27T23:11:59Z,130000,False,-65.0,55.0,1,left,MISS G. Allen 8' driving floating Shot,[1628960],1610612749.0,MIL,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Left,8.54,Missed,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2023-03-27T23:11:19.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,2,0,2023-03-27T23:11:26Z,140000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,13.0,,,,,,,,,,,,,,,,,
16,PT10M58.00S,2023-03-27T23:11:41.0Z,1,REGULAR,3pt,Jump Shot,[],1630164,66.5407358738502,51.71568627450981,1610612765,2,0,2023-03-27T23:11:44Z,160000,False,9.0,262.0,1,right,MISS J. Wiseman 26' 3PT,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Center,26.21,Missed,,,,,,,,,,,,,,,,,,
17,PT10M55.00S,2023-03-27T23:11:44.0Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,2,0,2023-03-27T23:11:44Z,170000,False,,,0,,K. Middleton REBOUND (Off:1 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M49.00S,2023-03-27T23:11:50.8Z,1,REGULAR,2pt,Jump Shot,[],203114,11.087385019710908,87.5,1610612749,2,2,2023-03-27T23:11:56Z,180000,False,-188.0,52.0,1,left,K. Middleton 19' pullup Jump Shot (2 PTS),[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left,19.45,Made,,,,,2.0,,,,,,,,,,,,,
19,PT10M27.00S,2023-03-27T23:12:12.7Z,1,REGULAR,2pt,Jump Shot,[],1631093,71.7969776609724,50.73529411764706,1610612765,4,2,2023-03-27T23:12:17Z,190000,False,4.0,213.0,1,right,J. Ivey 21' pullup Jump Shot (2 PTS),[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,21.26,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M11.00S,2023-03-27T23:12:28.7Z,1,REGULAR,turnover,bad pass,[],1628960,,,1610612749,4,2,2023-03-27T23:12:32Z,200000,False,,,0,,G. Allen bad pass TURNOVER (1 TO),"[1628960, 1630165]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Hayes,1630165.0,,,,,,,
21,PT10M11.00S,2023-03-27T23:12:28.7Z,1,REGULAR,steal,,[],1630165,,,1610612765,4,2,2023-03-27T23:12:31Z,210000,False,,,0,,K. Hayes STEAL (1 STL),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT09M57.00S,2023-03-27T23:12:42.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631093,83.09789750328515,5.14705882352942,1610612765,7,2,2023-03-27T23:13:10Z,220000,False,-224.0,106.0,1,right,J. Ivey 24' 3PT step back (5 PTS),[1631093],1610612765.0,DET,step back,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,24.83,Made,,,,,5.0,,,,,,,,,,,,,
23,PT09M48.00S,2023-03-27T23:12:51.4Z,1,REGULAR,3pt,Jump Shot,[],1626171,31.718134034165573,34.31372549019608,1610612749,7,5,2023-03-27T23:12:55Z,230000,False,78.0,246.0,1,left,B. Portis 25' 3PT  (3 PTS) (K. Middleton 1 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,25.79,Made,,,,,3.0,K. Middleton,203114.0,1.0,,,,,,,,,,
