actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-08T00:10:59.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-08T00:10:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-08T00:11:01.9Z,1,REGULAR,jumpball,recovered,[],1631093,,,1610612765,0,0,2023-03-08T00:11:02Z,40000,False,,,0,,Jump Ball J. Wiseman vs. K. Porzingis: Tip to J. Ivey,"[1631093, 1630164, 204001]",1610612765.0,DET,startperiod,J. Ivey,1631093.0,Ivey,J. Ivey,Wiseman,1630164.0,Porzingis,204001.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-03-08T00:11:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630587,70.48291721419186,82.35294117647058,1610612765,0,0,2023-03-08T00:11:22Z,70000,False,162.0,225.0,1,right,MISS I. Livers 27' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,27.71,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2023-03-08T00:11:20.0Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,0,0,2023-03-08T00:11:22Z,80000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M17.00S,2023-03-08T00:11:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,7.933639947437584,55.14705882352941,1610612764,0,0,2023-03-08T00:12:53Z,90000,False,-26.0,22.0,1,left,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2023-03-08T00:11:43.3Z,1,REGULAR,rebound,offensive,[],203078,,,1610612764,0,0,2023-03-08T00:13:15Z,100000,False,,,0,,B. Beal REBOUND (Off:1 Def:0),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M15.00S,2023-03-08T00:11:44.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203078,5.590000152587891,50.0,1610612764,0,2,2023-03-08T00:13:20Z,110000,False,0.0,0.0,1,left,B. Beal tip Layup (2 PTS),[203078],1610612764.0,WAS,tip,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M04.00S,2023-03-08T00:11:53.7Z,1,REGULAR,turnover,bad pass,[],1630164,,,1610612765,0,2,2023-03-08T00:11:59Z,120000,False,,,0,,J. Wiseman bad pass TURNOVER (1 TO),"[1630164, 1626153]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Wright,1626153.0,,,,,,,,,,
13,PT11M04.00S,2023-03-08T00:11:53.7Z,1,REGULAR,steal,,[],1626153,,,1610612764,0,2,2023-03-08T00:11:55Z,130000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2023-03-08T00:12:02.3Z,1,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612764,0,2,2023-03-08T00:12:13Z,140000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Porzingis 2 FT),"[1631093, 204001]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,1.0,0.0,Porzingis,204001.0,,,,,
