actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-02-25T17:10:26.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-25T17:10:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-25T17:10:28.8Z,1,REGULAR,jumpball,recovered,[],1630165,,,1610612765,0,0,2023-02-25T17:10:28Z,40000,False,,,0,,Jump Ball J. Wiseman vs. J. Poeltl: Tip to K. Hayes,"[1630165, 1630164, 1627751]",1610612765.0,DET,startperiod,K. Hayes,1630165.0,Hayes,K. Hayes,Wiseman,1630164.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-02-25T17:10:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,7.802233902759525,57.35294117647059,1610612765,2,0,2023-02-25T17:10:45Z,70000,False,-37.0,21.0,1,left,J. Wiseman Layup (2 PTS) (J. Ivey 1 AST),"[1630164, 1631093]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,4.23,Made,2.0,J. Ivey,1631093.0,1.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-02-25T17:10:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,82.44086727989487,54.65686274509804,1610612761,2,0,2023-02-25T17:11:29Z,90000,False,23.0,113.0,1,right,MISS P. Siakam 11' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,11.5,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2023-02-25T17:10:58.2Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,2,0,2023-02-25T17:11:01Z,100000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:0),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M19.00S,2023-02-25T17:11:08.8Z,1,REGULAR,turnover,traveling,[],1629018,,,1610612761,2,0,2023-02-25T17:11:17Z,110000,False,,,0,,G. Trent Jr. traveling TURNOVER (1 TO),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,1.0,,,,,,,,
12,PT11M06.00S,2023-02-25T17:11:33.6Z,1,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,2,0,2023-02-25T17:11:48Z,120000,False,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1630165],1610612765.0,DET,bad pass,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1628951.0,1.0,,,,,,,,
13,PT10M50.00S,2023-02-25T17:11:54.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630567,92.55913272010513,40.68627450980392,1610612761,2,0,2023-02-25T17:12:42Z,130000,False,-47.0,17.0,1,right,MISS S. Barnes driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2023-02-25T17:11:57.4Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,2,0,2023-02-25T17:12:01Z,140000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M38.00S,2023-02-25T17:12:06.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630164,7.670827858081481,47.30392156862745,1610612765,4,0,2023-02-25T17:12:10Z,150000,False,13.0,20.0,1,left,J. Wiseman DUNK (4 PTS) (J. Ivey 2 AST),"[1630164, 1631093]",1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,2.38,Made,4.0,J. Ivey,1631093.0,2.0,,,,,,,,,,,,,,
