actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
19,PT09M55.00S,2022-11-30T00:12:58.2Z,1,REGULAR,3pt,Jump Shot,[],1630191,23.308147174770042,88.48039215686275,1610612765,2,8,2022-11-30T00:13:07Z,190000,False,-192.0,167.0,1,left,MISS I. Stewart 25' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,25.45,Missed,,,,,,,,,,,,,,,,,,
20,PT09M52.00S,2022-11-30T00:13:01.2Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,2,8,2022-11-30T00:13:07Z,200000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,
21,PT09M49.00S,2022-11-30T00:13:04.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202711,28.56438896189225,19.607843137254903,1610612765,5,8,2022-11-30T00:13:09Z,210000,False,152.0,216.0,1,left,B. Bogdanovic 26' 3PT  (3 PTS) (M. Bagley III 1 AST),"[202711, 1628963]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,26.41,Made,3.0,M. Bagley III,1628963.0,1.0,,,,,,,,,,,,,,
23,PT09M37.00S,2022-11-30T00:13:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,94.61235216819973,45.592064950980394,1610612752,5,10,2022-11-30T00:13:22Z,230000,False,-22.0,-2.0,1,right,J. Brunson driving Layup (2 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,,,,,,,,,,,,,,,,,
24,PT09M23.00S,2022-11-30T00:13:30.6Z,1,REGULAR,turnover,lost ball,[],1630191,,,1610612765,5,10,2022-11-30T00:13:34Z,240000,False,,,0,,I. Stewart lost ball TURNOVER (1 TO),"[1630191, 1629656]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,Grimes,1629656.0,,,,,,
25,PT09M23.00S,2022-11-30T00:13:30.6Z,1,REGULAR,steal,,[],1629656,,,1610612752,5,10,2022-11-30T00:13:32Z,250000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
26,PT09M15.00S,2022-11-30T00:13:38.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,79.28712220762155,10.294117647058826,1610612752,5,10,2022-11-30T00:15:32Z,260000,False,-199.0,142.0,1,right,MISS J. Randle 24' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,24.42,Missed,,,,,,,,,,,,,,,,,,
27,PT09M11.00S,2022-11-30T00:13:42.5Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,5,10,2022-11-30T00:13:43Z,270000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,,,,,26.0,2.0,1.0,1.0,,,,,,,,,,
28,PT09M02.00S,2022-11-30T00:13:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,14.241130091984232,44.607843137254896,1610612765,7,10,2022-11-30T00:13:56Z,280000,False,27.0,81.0,1,left,B. Bogdanovic 8' pullup Jump Shot (5 PTS),[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,8.58,Made,5.0,,,,,,,,,,,,,,,,,
29,PT08M46.00S,2022-11-30T00:14:06.9Z,1,REGULAR,3pt,Jump Shot,[],203944,67.06636005256242,54.65686274509804,1610612752,7,13,2022-11-30T00:14:12Z,290000,False,23.0,257.0,1,right,J. Randle 25' 3PT  (9 PTS) (M. Robinson 1 AST),"[203944, 1629011]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,25.82,Made,9.0,M. Robinson,1629011.0,1.0,,,,,,,,,,,,,,
32,PT08M23.00S,2022-11-30T00:14:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628963,31.01593298291722,29.633884803921575,1610612765,10,13,2022-11-30T00:14:54Z,320000,False,102.0,239.0,1,left,M. Bagley III 25' 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[1628963, 202711]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,25.98,Made,3.0,B. Bogdanovic,202711.0,1.0,,,,,,,,,,,,,,
34,PT08M04.00S,2022-11-30T00:15:06.6Z,1,REGULAR,3pt,Jump Shot,[],203944,85.72601839684626,96.32352941176471,1610612752,10,16,2022-11-30T00:17:05Z,340000,False,232.0,82.0,1,right,J. Randle 24' 3PT step back (12 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,24.56,Made,12.0,,,,,,,,,,,,,,,,,
35,PT07M49.00S,2022-11-30T00:15:21.3Z,1,REGULAR,2pt,Jump Shot,[],202711,14.766754270696453,67.64705882352942,1610612765,12,16,2022-11-30T00:15:26Z,350000,False,-88.0,86.0,1,left,B. Bogdanovic 12' turnaround Jump Shot (7 PTS),[202711],1610612765.0,DET,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,12.34,Made,7.0,,,,,,,,,,,,,,,,,
36,PT07M38.00S,2022-11-30T00:15:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,90.5880420499343,50.49019607843137,1610612752,12,16,2022-11-30T00:17:43Z,360000,False,2.0,36.0,1,right,MISS J. Brunson driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,,,,
37,PT07M30.00S,2022-11-30T00:15:40.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,12,16,2022-11-30T00:15:40Z,370000,False,,,0,,M. Robinson REBOUND (Off:1 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,36.0,1.0,0.0,1.0,,,,,,,,,,
38,PT07M30.00S,2022-11-30T00:15:40.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,12,16,2022-11-30T00:15:44Z,380000,False,0.0,0.0,1,right,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
39,PT07M30.00S,2022-11-30T00:15:40.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,12,16,2022-11-30T00:15:44Z,390000,False,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,38.0,2.0,0.0,2.0,,,,,,,,,,
40,PT07M29.00S,2022-11-30T00:15:43.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629011,94.40999984741211,50.0,1610612752,12,18,2022-11-30T00:18:33Z,400000,False,0.0,0.0,1,right,M. Robinson tip DUNK (4 PTS),[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
41,PT07M26.00S,2022-11-30T00:15:48.3Z,1,REGULAR,foul,offensive,[],1628963,,,1610612765,12,18,2022-11-30T00:16:21Z,410000,False,,,0,,M. Bagley III offensive FOUL (1 PF),"[1628963, 1629011]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1162.0,,,,1.0,0.0,Robinson,1629011.0,,
43,PT07M26.00S,2022-11-30T00:15:48.3Z,1,REGULAR,turnover,offensive foul,[],1628963,,,1610612765,12,18,2022-11-30T00:16:21Z,430000,False,,,0,,M. Bagley III offensive foul TURNOVER (2 TO),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1162.0,2.0,,,,,,,,
44,PT07M19.00S,2022-11-30T00:16:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,66.67214191852825,51.71568627450981,1610612752,12,18,2022-11-30T00:16:13Z,440000,False,9.0,261.0,1,right,MISS J. Randle 26' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
45,PT07M19.00S,2022-11-30T00:16:06.1Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,12,18,2022-11-30T00:16:13Z,450000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,44.0,3.0,2.0,1.0,,,,,,,,,,
46,PT07M07.00S,2022-11-30T00:16:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,19.760183968462556,54.65686274509804,1610612765,14,18,2022-11-30T00:19:22Z,460000,False,-23.0,133.0,1,left,K. Hayes 13' step back Jump Shot (4 PTS),[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,13.52,Made,4.0,,,,,,,,,,,,,,,,,
47,PT06M50.00S,2022-11-30T00:16:34.9Z,1,REGULAR,3pt,Jump Shot,[],203944,66.80354796320631,62.254901960784316,1610612752,14,18,2022-11-30T00:19:41Z,470000,False,61.0,260.0,1,right,MISS J. Randle 26' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
48,PT06M48.00S,2022-11-30T00:16:36.9Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,14,18,2022-11-30T00:16:44Z,480000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:3),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,47.0,4.0,3.0,1.0,,,,,,,,,,
49,PT06M43.00S,2022-11-30T00:16:42.7Z,1,REGULAR,turnover,lost ball,[],202711,,,1610612765,14,18,2022-11-30T00:16:49Z,490000,False,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 1629656]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Grimes,1629656.0,,,,,,
50,PT06M43.00S,2022-11-30T00:16:42.7Z,1,REGULAR,steal,,[],1629656,,,1610612752,14,18,2022-11-30T00:16:44Z,500000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
51,PT06M37.00S,2022-11-30T00:16:50.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628973,95.45006570302233,4.656862745098039,1610612752,14,21,2022-11-30T00:20:56Z,510000,False,-227.0,-10.0,1,right,J. Brunson 3PT running (5 PTS) (R. Barrett 2 AST),"[1628973, 1629628]",1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,22.69,Made,5.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,,,
53,PT06M37.00S,2022-11-30T00:17:00.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,14,21,2022-11-30T00:17:00Z,530000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M20.00S,2022-11-30T00:20:00.8Z,1,REGULAR,3pt,Jump Shot,[],1628963,2.5459921156373184,3.67647058823529,1610612765,17,21,2022-11-30T00:20:06Z,540000,False,232.0,-29.0,1,left,M. Bagley III 3PT  (6 PTS) (I. Livers 1 AST),"[1628963, 1630587]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Right Corner 3,24+ Right,23.34,Made,6.0,I. Livers,1630587.0,1.0,,,,,,,,,,,,,,
56,PT05M53.00S,2022-11-30T00:20:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.30289093298292,54.411764705882355,1610612752,17,21,2022-11-30T00:20:34Z,560000,False,22.0,67.0,1,right,MISS R. Barrett 7' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,,
57,PT05M51.00S,2022-11-30T00:20:29.7Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,17,21,2022-11-30T00:20:34Z,570000,False,,,0,,M. Robinson REBOUND (Off:3 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,56.0,3.0,0.0,3.0,,,,,,,,,,
58,PT05M48.00S,2022-11-30T00:20:34.9Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612752,17,21,2022-11-30T00:20:49Z,580000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Barrett 2 FT),"[1630191, 1629628]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203177.0,,,,1.0,0.0,Barrett,1629628.0,,
60,PT05M48.00S,2022-11-30T00:20:59.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629628,,,1610612752,17,22,2022-11-30T00:20:59Z,600000,False,,,0,,R. Barrett Free Throw 1 of 2 (1 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
61,PT05M48.00S,2022-11-30T00:21:10.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629628,,,1610612752,17,23,2022-11-30T00:21:10Z,610000,False,,,0,,R. Barrett Free Throw 2 of 2 (2 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
62,PT05M33.00S,2022-11-30T00:21:27.2Z,1,REGULAR,turnover,bad pass,[],202711,,,1610612765,17,23,2022-11-30T00:21:31Z,620000,False,,,0,,B. Bogdanovic bad pass TURNOVER (2 TO),"[202711, 1629011]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Robinson,1629011.0,,,,,,
63,PT05M33.00S,2022-11-30T00:21:27.2Z,1,REGULAR,steal,,[],1629011,,,1610612752,17,23,2022-11-30T00:21:29Z,630000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
64,PT05M23.00S,2022-11-30T00:21:37.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,85.85742444152432,41.42156862745098,1610612752,17,25,2022-11-30T00:21:43Z,640000,False,-43.0,80.0,1,right,J. Brunson 9' driving floating Jump Shot (7 PTS) (J. Randle 1 AST),"[1628973, 203944]",1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.11,Made,7.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
66,PT05M06.00S,2022-11-30T00:21:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,7.539421813403408,44.85294117647059,1610612765,19,25,2022-11-30T00:22:00Z,660000,False,26.0,18.0,1,left,M. Bagley III alley-oop Layup (8 PTS) (K. Hayes 1 AST),"[1628963, 1630165]",1610612765.0,DET,alley-oop,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.16,Made,8.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,
68,PT04M52.00S,2022-11-30T00:22:07.8Z,1,REGULAR,3pt,Jump Shot,[],1629656,75.21353482260184,12.74509803921569,1610612752,19,28,2022-11-30T00:23:44Z,680000,False,-186.0,180.0,1,right,Q. Grimes 25' 3PT pullup (3 PTS) (J. Randle 2 AST),"[1629656, 203944]",1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,25.94,Made,3.0,J. Randle,203944.0,2.0,,,,,,,,,,,,,,
70,PT04M36.00S,2022-11-30T00:22:23.5Z,1,REGULAR,3pt,Jump Shot,[],1630165,32.11235216819975,30.14705882352942,1610612765,22,28,2022-11-30T00:24:08Z,700000,False,99.0,249.0,1,left,K. Hayes 26' 3PT pullup (7 PTS) (I. Stewart 1 AST),"[1630165, 1630191]",1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,26.84,Made,7.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,,,,
72,PT04M19.00S,2022-11-30T00:22:40.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,95.31865965834429,40.19607843137255,1610612752,22,28,2022-11-30T00:24:42Z,720000,False,-49.0,-8.0,1,right,MISS R. Barrett driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,4.97,Missed,,,,,,,,,,,,,,,,,,
73,PT04M17.00S,2022-11-30T00:22:42.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,22,28,2022-11-30T00:22:46Z,730000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,
74,PT04M14.00S,2022-11-30T00:22:46.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630191,31.061103810775293,72.79411764705883,1610612765,22,28,2022-11-30T00:25:38Z,740000,False,-114.0,239.0,1,left,MISS I. Stewart 26' running 3PT,[1630191],1610612765.0,DET,running,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,26.52,Missed,,,,,,,,,,,,,,,,,,
75,PT04M10.00S,2022-11-30T00:22:50.8Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,22,28,2022-11-30T00:22:52Z,750000,False,,,0,,M. Robinson REBOUND (Off:3 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,74.0,4.0,1.0,3.0,,,,,,,,,,
76,PT04M06.00S,2022-11-30T00:22:58.3Z,1,REGULAR,foul,offensive,[],1629011,,,1610612752,22,28,2022-11-30T01:05:05Z,760000,False,,,0,,M. Robinson offensive FOUL (1 PF),"[1629011, 1630165]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202053.0,,,,1.0,0.0,Hayes,1630165.0,,
78,PT04M06.00S,2022-11-30T00:22:58.3Z,1,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,22,28,2022-11-30T00:28:06Z,780000,False,,,0,,M. Robinson offensive foul TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202053.0,1.0,,,,,,,,
79,PT04M06.00S,2022-11-30T00:23:12.6Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,22,28,2022-11-30T00:23:26Z,790000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M06.00S,2022-11-30T00:23:12.6Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,22,28,2022-11-30T00:23:26Z,800000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M06.00S,2022-11-30T00:23:12.6Z,1,REGULAR,substitution,out,[],1629628,,,1610612765,22,28,2022-11-30T00:23:26Z,810000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M06.00S,2022-11-30T00:23:12.6Z,1,REGULAR,substitution,out,[],1628973,,,1610612765,22,28,2022-11-30T00:23:26Z,820000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M06.00S,2022-11-30T00:23:12.6Z,1,REGULAR,substitution,out,[],1629011,,,1610612765,22,28,2022-11-30T00:23:26Z,830000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M06.00S,2022-11-30T00:23:12.6Z,1,REGULAR,substitution,in,[],202709,,,1610612765,22,28,2022-11-30T00:23:26Z,840000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M06.00S,2022-11-30T00:23:12.6Z,1,REGULAR,substitution,in,[],1631105,,,1610612765,22,28,2022-11-30T00:23:26Z,850000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
