actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
431,PT05M58.00S,2023-02-11T01:35:15.1Z,3,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612759,73,65,2023-02-11T01:35:26Z,4250000,False,,,0,,K. Hayes shooting personal FOUL (1 PF) (Branham 2 FT),"[1630165, 1631103]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1151.0,1.0,0.0,Branham,1631103.0,,,,
434,PT05M58.00S,2023-02-11T01:35:52.9Z,3,REGULAR,freethrow,1 of 2,[],1631103,,,1610612759,73,66,2023-02-11T01:35:52Z,4270000,False,,,0,,M. Branham Free Throw 1 of 2 (13 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,,
435,PT05M58.00S,2023-02-11T01:36:01.8Z,3,REGULAR,substitution,out,[],1630191,,,1610612759,73,66,2023-02-11T01:36:10Z,4280000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M58.00S,2023-02-11T01:36:01.8Z,3,REGULAR,substitution,in,[],1628977,,,1610612759,73,66,2023-02-11T01:36:10Z,4290000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT05M58.00S,2023-02-11T01:36:23.3Z,3,REGULAR,freethrow,2 of 2,[],1631103,,,1610612759,73,67,2023-02-11T01:36:23Z,4300000,False,,,0,,M. Branham Free Throw 2 of 2 (14 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,Made,,,,,,14.0,,,,,,,,,,,,
438,PT05M47.00S,2023-02-11T01:36:39.0Z,3,REGULAR,turnover,out-of-bounds,[],202711,,,1610612765,73,67,2023-02-11T01:36:47Z,4310000,False,,,0,,B. Bogdanovic bad pass out-of-bounds TURNOVER (1 TO),[202711],1610612765.0,DET,bad pass,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,,,1151.0,,,,,,,,
439,PT05M34.00S,2023-02-11T01:36:59.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631103,69.46452036793693,70.83333333333334,1610612759,73,70,2023-02-11T01:37:04Z,4320000,False,104.0,235.0,1,right,M. Branham 25' 3PT  (17 PTS) (Z. Collins 3 AST),"[1631103, 1628380]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,25.66,Made,,,,,,17.0,Z. Collins,1628380.0,3.0,,,,,,,,,
441,PT05M18.00S,2023-02-11T01:37:16.1Z,3,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612765,73,70,2023-02-11T01:37:41Z,4340000,False,,,0,,Z. Collins shooting personal FOUL (3 PF) (Diallo 2 FT),"[1628380, 1628977]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1830.0,3.0,0.0,Diallo,1628977.0,,,,
443,PT05M18.00S,2023-02-11T01:37:52.2Z,3,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,74,70,2023-02-11T01:37:52Z,4360000,False,,,0,,H. Diallo Free Throw 1 of 2 (4 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
444,PT05M18.00S,2023-02-11T01:37:53.3Z,3,REGULAR,substitution,out,[],1628966,,,1610612765,74,70,2023-02-11T01:37:59Z,4370000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M18.00S,2023-02-11T01:37:53.3Z,3,REGULAR,substitution,in,[],1626169,,,1610612765,74,70,2023-02-11T01:37:59Z,4380000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M18.00S,2023-02-11T01:38:01.9Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,74,70,2023-02-11T01:38:09Z,4390000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M18.00S,2023-02-11T01:38:01.9Z,3,REGULAR,substitution,in,[],202692,,,1610612765,74,70,2023-02-11T01:38:09Z,4400000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M18.00S,2023-02-11T01:38:23.3Z,3,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,75,70,2023-02-11T01:38:23Z,4410000,False,,,0,,H. Diallo Free Throw 2 of 2 (5 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
449,PT05M09.00S,2023-02-11T01:38:35.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202711,,,1610612759,75,70,2023-02-11T01:38:47Z,4420000,False,,,0,,B. Bogdanovic personal FOUL (3 PF) (Graham 2 FT),"[202711, 1628984]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1151.0,3.0,0.0,Graham,1628984.0,,,,
451,PT05M09.00S,2023-02-11T01:39:08.0Z,3,REGULAR,freethrow,1 of 2,[],1628984,,,1610612759,75,71,2023-02-11T01:39:08Z,4440000,False,,,0,,D. Graham Free Throw 1 of 2 (8 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
452,PT05M09.00S,2023-02-11T01:39:09.2Z,3,REGULAR,substitution,out,[],1628380,,,1610612759,75,71,2023-02-11T01:39:14Z,4450000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M09.00S,2023-02-11T01:39:09.2Z,3,REGULAR,substitution,in,[],1631230,,,1610612759,75,71,2023-02-11T01:39:14Z,4460000,False,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M09.00S,2023-02-11T01:39:34.1Z,3,REGULAR,freethrow,2 of 2,[],1628984,,,1610612759,75,72,2023-02-11T01:39:34Z,4470000,False,,,0,,D. Graham Free Throw 2 of 2 (9 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Made,,,,,,9.0,,,,,,,,,,,,
455,PT04M57.00S,2023-02-11T01:39:46.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612765,75,72,2023-02-11T01:40:21Z,4480000,False,,,0,,D. Barlow shooting personal FOUL (2 PF) (Duren 2 FT),"[1631230, 1631105]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1151.0,2.0,0.0,Duren,1631105.0,,,,
457,PT04M57.00S,2023-02-11T01:40:23.1Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,75,72,2023-02-11T01:40:23Z,4500000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
458,PT04M57.00S,2023-02-11T01:40:23.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,75,72,2023-02-11T01:40:23Z,4510000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,457.0,,,,,,,,,,,,,,,,,
459,PT04M57.00S,2023-02-11T01:40:38.3Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,76,72,2023-02-11T01:40:38Z,4520000,False,,,0,,J. Duren Free Throw 2 of 2 (19 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
460,PT04M50.00S,2023-02-11T01:40:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,89.70105124835742,45.09803921568628,1610612759,76,74,2023-02-11T01:45:58Z,4530000,False,-25.0,44.0,1,right,D. Graham driving reverse Layup (11 PTS),[1628984],1610612759.0,SAS,driving reverse,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,,11.0,,,,,,,,,,,,
461,PT04M50.00S,2023-02-11T01:40:52.4Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630165,,,1610612759,76,74,2023-02-11T01:41:01Z,4540000,False,,,0,,K. Hayes shooting personal FOUL (2 PF) (Graham 1 FT),"[1630165, 1628984]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1830.0,2.0,0.0,Graham,1628984.0,,,,
463,PT04M50.00S,2023-02-11T01:41:14.8Z,3,REGULAR,substitution,out,[],1630165,,,1610612759,76,74,2023-02-11T01:41:25Z,4560000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M50.00S,2023-02-11T01:41:14.8Z,3,REGULAR,substitution,out,[],202711,,,1610612759,76,74,2023-02-11T01:41:25Z,4570000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M50.00S,2023-02-11T01:41:14.8Z,3,REGULAR,substitution,in,[],202709,,,1610612759,76,74,2023-02-11T01:41:25Z,4580000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M50.00S,2023-02-11T01:41:14.8Z,3,REGULAR,substitution,in,[],1630587,,,1610612759,76,74,2023-02-11T01:41:25Z,4590000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M50.00S,2023-02-11T01:41:41.7Z,3,REGULAR,freethrow,1 of 1,[],1628984,,,1610612759,76,75,2023-02-11T01:41:41Z,4600000,False,,,0,,D. Graham Free Throw 1 of 1 (12 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
468,PT04M36.00S,2023-02-11T01:41:56.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628977,6.783837056504599,49.01960784313725,1610612765,78,75,2023-02-11T01:42:01Z,4610000,False,5.0,11.0,1,left,H. Diallo cutting DUNK (7 PTS) (J. Duren 2 AST),"[1628977, 1631105]",1610612765.0,DET,cutting,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,7.0,J. Duren,1631105.0,2.0,,,,,,,,,
470,PT04M24.00S,2023-02-11T01:42:11.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612759,78,75,2023-02-11T01:42:41Z,4630000,False,,,0,,C. Joseph personal FOUL (2 PF) (Barlow 2 FT),"[202709, 1631230]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1628954.0,2.0,0.0,Barlow,1631230.0,,,,
472,PT04M24.00S,2023-02-11T01:42:47.8Z,3,REGULAR,freethrow,1 of 2,[],1631230,,,1610612759,78,75,2023-02-11T01:42:47Z,4650000,False,,,0,,MISS D. Barlow Free Throw 1 of 2,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
473,PT04M24.00S,2023-02-11T01:42:47.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,78,75,2023-02-11T01:42:47Z,4660000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,
474,PT04M24.00S,2023-02-11T01:42:49.6Z,3,REGULAR,substitution,out,[],1631103,,,1610612759,78,75,2023-02-11T01:42:53Z,4670000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M24.00S,2023-02-11T01:42:49.6Z,3,REGULAR,substitution,in,[],203476,,,1610612759,78,75,2023-02-11T01:42:53Z,4680000,False,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT04M24.00S,2023-02-11T01:43:06.4Z,3,REGULAR,freethrow,2 of 2,[],1631230,,,1610612759,78,76,2023-02-11T01:43:06Z,4690000,False,,,0,,D. Barlow Free Throw 2 of 2 (3 PTS),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
477,PT04M12.00S,2023-02-11T01:43:28.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626169,,,1610612765,78,76,2023-02-11T01:43:38Z,4700000,False,,,0,,S. Johnson personal FOUL (1 PF) (Duren 2 FT),"[1626169, 1631105]",1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1830.0,1.0,0.0,Duren,1631105.0,,,,
479,PT04M12.00S,2023-02-11T01:43:51.5Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,79,76,2023-02-11T01:43:51Z,4720000,False,,,0,,J. Duren Free Throw 1 of 2 (20 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,20.0,,,,,,,,,,,,
480,PT04M12.00S,2023-02-11T01:44:15.4Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,80,76,2023-02-11T01:44:15Z,4730000,False,,,0,,J. Duren Free Throw 2 of 2 (21 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,21.0,,,,,,,,,,,,
481,PT04M01.00S,2023-02-11T01:44:29.2Z,3,REGULAR,3pt,Jump Shot,[],203926,94.82588699080158,4.901960784313726,1610612759,80,76,2023-02-11T01:44:35Z,4740000,False,-225.0,-4.0,1,right,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
482,PT03M55.00S,2023-02-11T01:44:35.2Z,3,REGULAR,rebound,defensive,[],202692,,,1610612765,80,76,2023-02-11T01:44:35Z,4750000,False,,,0,,A. Burks REBOUND (Off:2 Def:1),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,,,481.0,3.0,1.0,2.0,,,,,,,,,,,,,,
483,PT03M44.00S,2023-02-11T01:44:44.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,12.434296977660972,52.94117647058824,1610612765,82,76,2023-02-11T01:44:52Z,4760000,False,-15.0,64.0,1,left,H. Diallo 6' driving floating Jump Shot (9 PTS) (A. Burks 1 AST),"[1628977, 202692]",1610612765.0,DET,driving floating,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,,,,,,9.0,A. Burks,202692.0,1.0,,,,,,,,,
485,PT03M21.00S,2023-02-11T01:45:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,89.70105124835742,42.64705882352941,1610612759,82,76,2023-02-11T01:48:54Z,4780000,False,-37.0,44.0,1,right,MISS S. Johnson driving Layup,[1626169],1610612759.0,SAS,driving,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
486,PT03M18.00S,2023-02-11T01:45:10.7Z,3,REGULAR,rebound,offensive,[],1626169,,,1610612759,82,76,2023-02-11T01:45:16Z,4790000,False,,,0,,S. Johnson REBOUND (Off:2 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,485.0,3.0,1.0,2.0,,,,,,,,,,,,,,
487,PT03M16.00S,2023-02-11T01:45:12.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,67.36202365308804,60.78431372549019,1610612759,82,79,2023-02-11T01:45:20Z,4800000,False,54.0,254.0,1,right,D. Graham 25' 3PT  (15 PTS) (S. Johnson 1 AST),"[1628984, 1626169]",1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,25.99,Made,,,,,,15.0,S. Johnson,1626169.0,1.0,,,,,,,,,
489,PT02M56.00S,2023-02-11T01:45:35.9Z,3,REGULAR,turnover,traveling,[],202692,,,1610612765,82,79,2023-02-11T01:45:44Z,4820000,False,,,0,,A. Burks traveling TURNOVER (2 TO),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,,,,,,,2.0,,,,,1830.0,,,,,,,,
490,PT02M56.00S,2023-02-11T01:45:44.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,82,79,2023-02-11T01:45:44Z,4830000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT02M56.00S,2023-02-11T01:45:49.2Z,3,REGULAR,substitution,out,[],203926,,,1610612759,82,79,2023-02-11T01:48:09Z,4840000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT02M56.00S,2023-02-11T01:45:49.2Z,3,REGULAR,substitution,in,[],1628966,,,1610612759,82,79,2023-02-11T01:48:09Z,4850000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M43.00S,2023-02-11T01:48:45.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628966,91.5407358738502,45.34313725490196,1610612759,82,81,2023-02-11T01:48:54Z,4860000,False,-23.0,27.0,1,right,K. Bates-Diop driving Layup (11 PTS),[1628966],1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,3.57,Made,,,,,,11.0,,,,,,,,,,,,
494,PT02M24.00S,2023-02-11T01:49:04.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630587,7.966491458607096,44.11764705882353,1610612765,84,81,2023-02-11T01:49:10Z,4870000,False,29.0,22.0,1,left,I. Livers driving Layup (8 PTS) (H. Diallo 1 AST),"[1630587, 1628977]",1610612765.0,DET,driving,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,3.7,Made,,,,,,8.0,H. Diallo,1628977.0,1.0,,,,,,,,,
495,PT02M23.00S,2023-02-11T01:49:15.1Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612759,84,81,2023-02-11T01:50:18Z,4880000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,
497,PT02M06.00S,2023-02-11T01:49:31.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,90.3580814717477,52.450980392156865,1610612759,84,81,2023-02-11T01:51:33Z,4890000,False,12.0,38.0,1,right,MISS K. Bates-Diop cutting Layup,[1628966],1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
498,PT02M02.00S,2023-02-11T01:49:35.8Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,84,81,2023-02-11T01:49:36Z,4900000,False,,,0,,J. Duren REBOUND (Off:4 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,497.0,9.0,5.0,4.0,,,,,,,,,,,,,,
499,PT01M55.00S,2023-02-11T01:49:42.0Z,3,REGULAR,3pt,Jump Shot,[],202692,27.677398160315374,16.911764705882355,1610612765,84,81,2023-02-11T01:49:52Z,4910000,False,165.0,208.0,1,left,MISS A. Burks 26' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,26.55,Missed,,,,,,,,,,,,,,,,,,
500,PT01M50.00S,2023-02-11T01:49:47.0Z,3,REGULAR,rebound,defensive,[],1626169,,,1610612759,84,81,2023-02-11T01:49:52Z,4920000,False,,,0,,S. Johnson REBOUND (Off:2 Def:2),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Above the Break 3,24+ Right Center,,,499.0,4.0,2.0,2.0,,,,,,,,,,,,,,
501,PT01M48.00S,2023-02-11T01:49:49.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626169,92.72339027595268,55.63725490196079,1610612759,84,81,2023-02-11T01:52:26Z,4930000,False,28.0,16.0,1,right,MISS S. Johnson running Layup - blocked,"[1626169, 1631105]",1610612759.0,SAS,running,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,Duren,1631105.0,,
502,PT01M48.00S,2023-02-11T01:49:49.6Z,3,REGULAR,block,,[],1631105,,,1610612759,84,81,2023-02-11T01:50:53Z,4940000,False,,,0,,J. Duren BLOCK (2 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
503,PT01M48.00S,2023-02-11T01:49:49.6Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,84,81,2023-02-11T01:49:58Z,4950000,False,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,501.0,1.0,1.0,0.0,,,,,,,,,,,,,,
504,PT01M47.00S,2023-02-11T01:49:58.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631230,,,1610612765,84,81,2023-02-11T01:50:14Z,4960000,False,,,0,,D. Barlow personal FOUL (3 PF) (Joseph 2 FT),"[1631230, 202709]",1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1628954.0,3.0,0.0,Joseph,202709.0,,,,
506,PT01M47.00S,2023-02-11T01:50:45.5Z,3,REGULAR,freethrow,1 of 2,[],202709,,,1610612765,85,81,2023-02-11T01:50:45Z,4980000,False,,,0,,C. Joseph Free Throw 1 of 2 (6 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
538,PT01M47.00S,2023-02-11T01:50:59.1Z,3,REGULAR,substitution,out,[],1631105,,,1610612765,85,81,2023-02-11T01:55:44Z,4985000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT01M47.00S,2023-02-11T01:50:59.1Z,3,REGULAR,substitution,in,[],1630191,,,1610612765,85,81,2023-02-11T01:55:44Z,4987500,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT01M47.00S,2023-02-11T01:50:54.4Z,3,REGULAR,freethrow,2 of 2,[],202709,,,1610612765,86,81,2023-02-11T01:50:54Z,4990000,False,,,0,,C. Joseph Free Throw 2 of 2 (7 PTS),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
508,PT01M36.00S,2023-02-11T01:51:12.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612759,86,81,2023-02-11T01:51:31Z,5000000,False,,,0,,I. Stewart personal FOUL (4 PF) (Dieng 2 FT),"[1630191, 203476]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1830.0,4.0,0.0,Dieng,203476.0,,,,
510,PT01M36.00S,2023-02-11T01:51:43.2Z,3,REGULAR,freethrow,1 of 2,[],203476,,,1610612759,86,82,2023-02-11T01:51:43Z,5020000,False,,,0,,G. Dieng Free Throw 1 of 2 (4 PTS),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
511,PT01M36.00S,2023-02-11T01:51:58.3Z,3,REGULAR,freethrow,2 of 2,[],203476,,,1610612759,86,83,2023-02-11T01:51:58Z,5030000,False,,,0,,G. Dieng Free Throw 2 of 2 (5 PTS),[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
512,PT01M20.00S,2023-02-11T01:52:15.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,18.610381077529567,45.588235294117645,1610612765,88,83,2023-02-11T01:59:30Z,5040000,False,22.0,122.0,1,left,H. Diallo 12' driving floating Jump Shot (11 PTS),[1628977],1610612765.0,DET,driving floating,,,Diallo,H. Diallo,,,,,In The Paint (Non-RA),8-16 Center,12.44,Made,,,,,,11.0,,,,,,,,,,,,
513,PT01M12.00S,2023-02-11T01:52:27.2Z,3,REGULAR,3pt,Jump Shot,[],1628984,67.62483574244416,68.87254901960785,1610612759,88,83,2023-02-11T02:03:21Z,5050000,False,94.0,252.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
514,PT01M10.00S,2023-02-11T01:52:29.2Z,3,REGULAR,rebound,defensive,[],202692,,,1610612765,88,83,2023-02-11T02:03:21Z,5060000,False,,,0,,A. Burks REBOUND (Off:2 Def:2),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,513.0,4.0,2.0,2.0,,,,,,,,,,,,,,
579,PT01M09.00S,2023-02-11T01:52:30.3Z,3,REGULAR,turnover,lost ball,[],202692,,,1610612765,88,83,2023-02-11T02:03:39Z,5065000,False,,,0,,A. Burks lost ball TURNOVER (3 TO),"[202692, 1626169]",1610612765.0,DET,,,,Burks,A. Burks,,,,,Mid-Range,8-16 Right,,,,,,,3.0,,,,,,,,,,,,Johnson,1626169.0
580,PT01M09.00S,2023-02-11T01:52:30.3Z,3,REGULAR,steal,,[],1626169,,,1610612759,88,83,2023-02-11T02:03:39Z,5067500,False,,,0,,S. Johnson STEAL (2 STL),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
