actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-27T23:11:15.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-27T23:11:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-11-27T23:11:33.2Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2022-11-27T23:11:33Z,40000,False,,,0,,Jump Ball R. Lopez vs. M. Bagley III: Tip to E. Mobley,"[1630596, 201577, 1628963]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Lopez,201577.0,Bagley III,1628963.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-11-27T23:11:47.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,11.383048620236531,45.588235294117645,1610612739,0,0,2022-11-27T23:11:55Z,70000,False,22.0,55.0,1,left,MISS R. Lopez turnaround Hook,[201577],1610612739.0,CLE,turnaround,,,Lopez,R. Lopez,,,,,In The Paint (Non-RA),0-8 Center,5.88,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-11-27T23:11:51.9Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,0,0,2022-11-27T23:11:55Z,80000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2022-11-27T23:12:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,89.04402102496715,54.65686274509803,1610612765,0,0,2022-11-27T23:12:16Z,90000,False,23.0,50.0,1,right,MISS M. Bagley III pullup Shot,[1628963],1610612765.0,DET,pullup,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2022-11-27T23:12:14.4Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,0,2022-11-27T23:12:16Z,100000,False,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M11.00S,2022-11-27T23:12:19.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,19.66162943495401,91.91176470588235,1610612739,0,0,2022-11-27T23:12:28Z,110000,False,-210.0,132.0,1,left,MISS D. Mitchell 24' pullup 3PT,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2022-11-27T23:12:20.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,0,0,2022-11-27T23:12:28Z,120000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,11.0,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2022-11-27T23:12:50.7Z,1,REGULAR,3pt,Jump Shot,[],203585,83.65637319316689,4.6568627450980395,1610612765,0,0,2022-11-27T23:12:54Z,140000,False,-227.0,101.0,1,right,MISS R. McGruder 24' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
15,PT10M45.00S,2022-11-27T23:12:52.7Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,0,2022-11-27T23:12:54Z,150000,False,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,14.0,2.0,2.0,0.0,,,,,,,,,,,,,,
16,PT10M39.00S,2022-11-27T23:12:58.5Z,1,REGULAR,2pt,Jump Shot,[],1629636,21.76412614980289,57.35294117647059,1610612739,0,0,2022-11-27T23:13:04Z,160000,False,-37.0,152.0,1,left,MISS D. Garland 15' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,8-16 Center,15.65,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2022-11-27T23:13:01.5Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,0,0,2022-11-27T23:13:04Z,170000,False,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,Mid-Range,8-16 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
