actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-29T00:11:17.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-29T00:11:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-01-29T00:11:20.2Z,1,REGULAR,jumpball,recovered,[],1631093,,,1610612765,0,0,2023-01-29T00:11:20Z,40000,False,,,0,,Jump Ball J. Duren vs. J. Smith Jr.: Tip to J. Ivey,"[1631093, 1631105, 1631095]",1610612765.0,DET,startperiod,J. Ivey,1631093.0,Ivey,J. Ivey,Duren,1631105.0,Smith Jr.,1631095.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2023-01-29T00:11:44.5Z,1,REGULAR,foul,personal,['2freethrow'],1630227,,,1610612765,0,0,2023-01-29T00:11:56Z,70000,False,,,0,,D. Nix shooting personal FOUL (1 PF) (Duren 2 FT),"[1630227, 1631105]",1610612745.0,HOU,shooting,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,201245.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
9,PT11M34.00S,2023-01-29T00:12:18.0Z,1,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,1,0,2023-01-29T00:12:18Z,90000,False,,,0,,J. Duren Free Throw 1 of 2 (1 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M34.00S,2023-01-29T00:12:59.4Z,1,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,2,0,2023-01-29T00:12:59Z,100000,False,,,0,,J. Duren Free Throw 2 of 2 (2 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M13.00S,2023-01-29T00:13:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,91.24507227332458,47.79411764705882,1610612745,2,2,2023-01-29T00:13:27Z,110000,False,-11.0,30.0,1,right,E. Gordon driving Layup (2 PTS) (D. Nix 1 AST),"[201569, 1630227]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.18,D. Nix,1630227.0,1.0,,,,,,,,,
12,PT11M03.00S,2023-01-29T00:13:30.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,8.459264126149804,44.36274509803921,1610612765,4,2,2023-01-29T00:13:40Z,120000,False,28.0,27.0,1,left,J. Ivey running Layup (2 PTS),[1631093],1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.9,,,,,,,,,,,,
13,PT10M51.00S,2023-01-29T00:13:42.3Z,1,REGULAR,turnover,bad pass,[],1630231,,,1610612745,4,2,2023-01-29T00:13:48Z,130000,False,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 1631093]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,Ivey,1631093.0,,,,,,
14,PT10M51.00S,2023-01-29T00:13:42.3Z,1,REGULAR,steal,,[],1631093,,,1610612765,4,2,2023-01-29T00:13:44Z,140000,False,,,0,,J. Ivey STEAL (1 STL),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2023-01-29T00:13:47.6Z,1,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612765,4,2,2023-01-29T00:14:00Z,150000,False,,,0,,K. Martin Jr. shooting personal FOUL (1 PF) (Ivey 2 FT),"[1630231, 1631093]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,1627524.0,1.0,0.0,Ivey,1631093.0,,,,,,,,,,,,,,,
17,PT10M49.00S,2023-01-29T00:14:18.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1631093,,,1610612765,5,2,2023-01-29T00:14:18Z,170000,False,,,0,,J. Ivey Free Throw 1 of 2 (3 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
18,PT10M49.00S,2023-01-29T00:14:29.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1631093,,,1610612765,6,2,2023-01-29T00:14:29Z,180000,False,,,0,,J. Ivey Free Throw 2 of 2 (4 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
19,PT10M32.00S,2023-01-29T00:14:46.8Z,1,REGULAR,3pt,Jump Shot,[],1631106,81.91524310118265,92.8921568627451,1610612745,6,2,2023-01-29T00:14:52Z,190000,False,214.0,117.0,1,right,MISS T. Eason 24' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,24.46,,,,,,,,,,,,
20,PT10M29.00S,2023-01-29T00:14:49.8Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,6,2,2023-01-29T00:14:52Z,200000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,19.0,1.0,0.0,1.0,,
21,PT10M27.00S,2023-01-29T00:14:52.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631095,94.66162943495401,26.960784313725497,1610612745,6,2,2023-01-29T00:15:01Z,210000,False,-115.0,-2.0,1,right,MISS J. Smith Jr. 11' turnaround Shot,[1631095],1610612745.0,HOU,turnaround,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,Missed,,11.52,,,,,,,,,,,,
22,PT10M25.00S,2023-01-29T00:14:54.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,6,2,2023-01-29T00:15:01Z,220000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,21.0,,,,,
24,PT10M08.00S,2023-01-29T00:15:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,14.109724047306173,52.450980392156865,1610612765,6,2,2023-01-29T00:15:25Z,240000,False,-12.0,80.0,1,left,MISS B. Bogdanovic 8' pullup Shot,[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,8.1,,,,,,,,,,,,
25,PT10M06.00S,2023-01-29T00:15:21.1Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,6,2,2023-01-29T00:15:25Z,250000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,24.0,1.0,0.0,1.0,,
