actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
16,PT10M59.00S,2022-12-18T23:12:17.0Z,1,REGULAR,3pt,Jump Shot,[],1630191,93.11760840998686,96.56862745098039,1610612765,2,2,2022-12-18T23:12:22Z,160000,False,233.0,12.0,1,right,MISS I. Stewart 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
17,PT10M56.00S,2022-12-18T23:12:20.0Z,1,REGULAR,rebound,offensive,[],1630165,,,1610612765,2,2,2022-12-18T23:12:22Z,170000,False,,,0,,K. Hayes REBOUND (Off:1 Def:0),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
18,PT10M52.00S,2022-12-18T23:12:24.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630165,77.4802890932983,42.8921568627451,1610612765,4,2,2022-12-18T23:12:29Z,180000,False,-36.0,159.0,1,right,K. Hayes 16' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,16.31,Made,,,,,,,,,,2.0,,,,,,,,
19,PT10M41.00S,2022-12-18T23:12:38.3Z,1,REGULAR,foul,personal,[],202711,,,1610612751,4,2,2022-12-18T23:12:49Z,190000,False,,,0,,B. Bogdanovic personal FOUL (1 PF),"[202711, 201142]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,201638.0,1.0,0.0,Durant,201142.0,,,,,,,,,
21,PT10M31.00S,2022-12-18T23:12:58.3Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612751,4,2,2022-12-18T23:13:02Z,210000,False,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1630191]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Stewart,1630191.0,,,,,
22,PT10M31.00S,2022-12-18T23:12:58.3Z,1,REGULAR,steal,,[],1630191,,,1610612765,4,2,2022-12-18T23:13:00Z,220000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M24.00S,2022-12-18T23:13:09.1Z,1,REGULAR,foul,personal,[],202681,,,1610612765,4,2,2022-12-18T23:13:13Z,230000,False,,,0,,K. Irving personal FOUL (1 PF),"[202681, 202711]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Left,,,,,,,1628954.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,
25,PT10M10.00S,2022-12-18T23:13:36.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630165,90.3580814717477,59.55882352941176,1610612765,6,2,2022-12-18T23:13:41Z,250000,False,48.0,38.0,1,right,K. Hayes 6' fadeaway Jump Shot (4 PTS),[1630165],1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,,,,,,,,,,4.0,,,,,,,,
26,PT09M58.00S,2022-12-18T23:13:48.0Z,1,REGULAR,3pt,Jump Shot,[],202681,32.013797634691194,60.78431372549019,1610612751,6,2,2022-12-18T23:14:12Z,260000,False,-54.0,248.0,1,left,MISS K. Irving 25' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,25.42,Missed,,,,,,,,,,,,,,,,,,
27,PT09M55.00S,2022-12-18T23:13:51.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,6,2,2022-12-18T23:13:52Z,270000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M41.00S,2022-12-18T23:14:05.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,83.26215505913272,55.14705882352941,1610612765,8,2,2022-12-18T23:14:47Z,280000,False,26.0,105.0,1,right,B. Bogdanovic 10' fadeaway Jump Shot (4 PTS) (K. Hayes 1 AST),"[202711, 1630165]",1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,10.79,Made,,,,,,,,,,4.0,,,,K. Hayes,1630165.0,1.0,,
30,PT09M28.00S,2022-12-18T23:14:18.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,10.5946123521682,63.23529411764706,1610612751,8,2,2022-12-18T23:14:25Z,300000,False,-66.0,47.0,1,left,MISS K. Durant 8' driving floating bank Shot,[201142],1610612751.0,BKN,driving floating bank,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,8.12,Missed,,,,,,,,,,,,,,,,,,
31,PT09M26.00S,2022-12-18T23:14:20.9Z,1,REGULAR,rebound,offensive,[],202681,,,1610612751,8,2,2022-12-18T23:14:20Z,310000,False,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Left,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,
32,PT09M22.00S,2022-12-18T23:14:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626220,6.652431011826544,50.98039215686274,1610612751,8,4,2022-12-18T23:14:29Z,320000,False,-5.0,10.0,1,left,R. O'Neale driving Layup (2 PTS) (K. Irving 1 AST),"[1626220, 202681]",1610612751.0,BKN,driving,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,2.0,,,,K. Irving,202681.0,1.0,,
34,PT09M08.00S,2022-12-18T23:14:38.8Z,1,REGULAR,3pt,Jump Shot,[],1630191,74.85216819973719,87.00980392156863,1610612765,8,4,2022-12-18T23:14:43Z,340000,False,185.0,184.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
35,PT09M04.00S,2022-12-18T23:14:42.8Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,8,4,2022-12-18T23:14:43Z,350000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT08M57.00S,2022-12-18T23:14:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,11.251642575558476,52.450980392156865,1610612751,8,4,2022-12-18T23:16:29Z,360000,False,-12.0,53.0,1,left,MISS B. Simmons floating Shot,[1627732],1610612751.0,BKN,floating,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
37,PT08M54.00S,2022-12-18T23:14:51.7Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,8,4,2022-12-18T23:14:51Z,370000,False,,,0,,K. Hayes REBOUND (Off:1 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,36.0,2.0,1.0,1.0,,,,,,,,,,,,,,
38,PT08M38.00S,2022-12-18T23:15:08.3Z,1,REGULAR,2pt,Jump Shot,[],202711,89.56964520367937,22.058823529411764,1610612765,8,4,2022-12-18T23:15:15Z,380000,False,-140.0,46.0,1,right,MISS B. Bogdanovic 14' fadeaway Shot,[202711],1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,14.69,Missed,,,,,,,,,,,,,,,,,,
39,PT08M37.00S,2022-12-18T23:15:09.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,8,4,2022-12-18T23:19:06Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Left,,,38.0,,,,,,,,,,,,,,,,,
40,PT08M37.00S,2022-12-18T23:15:15.6Z,1,REGULAR,foul,personal,[],1631105,,,1610612751,8,4,2022-12-18T23:19:06Z,400000,False,,,0,,J. Duren loose ball personal FOUL (1 PF),"[1631105, 201142]",1610612765.0,DET,loose ball,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204059.0,1.0,0.0,Durant,201142.0,,,,,,,,,
43,PT08M22.00S,2022-12-18T23:15:39.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,11.12023653088042,49.754901960784316,1610612751,8,4,2022-12-18T23:19:40Z,430000,False,1.0,52.0,1,left,MISS R. O'Neale driving floating Shot,[1626220],1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,,
44,PT08M19.00S,2022-12-18T23:15:42.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,8,4,2022-12-18T23:15:44Z,440000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT08M15.00S,2022-12-18T23:15:47.8Z,1,REGULAR,2pt,Jump Shot,[],1630165,88.12417871222075,31.61764705882353,1610612765,8,4,2022-12-18T23:15:53Z,450000,False,-92.0,59.0,1,right,MISS K. Hayes 10' floating Shot,[1630165],1610612765.0,DET,floating,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,10.93,Missed,,,,,,,,,,,,,,,,,,
46,PT08M13.00S,2022-12-18T23:15:49.9Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,8,4,2022-12-18T23:15:49Z,460000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,,,45.0,3.0,2.0,1.0,,,,,,,,,,,,,,
47,PT08M11.00S,2022-12-18T23:15:51.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630191,77.61169513797634,89.70588235294117,1610612765,11,4,2022-12-18T23:15:56Z,470000,False,199.0,158.0,1,right,I. Stewart 25' 3PT  (3 PTS) (J. Duren 1 AST),"[1630191, 1631105]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,25.37,Made,,,,,,,,,,3.0,,,,J. Duren,1631105.0,1.0,,
49,PT07M50.00S,2022-12-18T23:16:12.1Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612751,11,4,2022-12-18T23:16:16Z,490000,False,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1631105]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Duren,1631105.0,,,,,
50,PT07M50.00S,2022-12-18T23:16:12.1Z,1,REGULAR,steal,,[],1631105,,,1610612765,11,4,2022-12-18T23:16:13Z,500000,False,,,0,,J. Duren STEAL (1 STL),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M47.00S,2022-12-18T23:16:15.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202711,93.64323258869908,3.6764705882352944,1610612765,14,4,2022-12-18T23:20:59Z,510000,False,-232.0,7.0,1,right,B. Bogdanovic 3PT running (7 PTS) (K. Hayes 2 AST),"[202711, 1630165]",1610612765.0,DET,running,,,Bogdanovic,B. Bogdanovic,,,,,Left Corner 3,24+ Left,23.17,Made,,,,,,,,,,7.0,,,,K. Hayes,1630165.0,2.0,,
53,PT07M46.00S,2022-12-18T23:16:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,14,4,2022-12-18T23:16:22Z,530000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M29.00S,2022-12-18T23:19:31.4Z,1,REGULAR,2pt,Jump Shot,[],201142,22.026938239159,70.09803921568627,1610612751,14,6,2022-12-18T23:19:36Z,540000,False,-100.0,155.0,1,left,K. Durant 18' pullup Jump Shot (2 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,18.44,Made,,,,,,,,,,2.0,,,,,,,,
55,PT07M14.00S,2022-12-18T23:19:47.9Z,1,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612765,14,6,2022-12-18T23:19:55Z,550000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[1629651, 202711]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,204059.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,
57,PT07M14.00S,2022-12-18T23:20:16.7Z,1,REGULAR,freethrow,1 of 2,[],202711,,,1610612765,15,6,2022-12-18T23:20:16Z,570000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (8 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
58,PT07M14.00S,2022-12-18T23:20:32.8Z,1,REGULAR,freethrow,2 of 2,[],202711,,,1610612765,16,6,2022-12-18T23:20:32Z,580000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (9 PTS),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,,,,,,,,,,9.0,,,,,,,,
60,PT07M02.00S,2022-12-18T23:20:56.7Z,1,REGULAR,2pt,Jump Shot,[],202681,23.47240473061761,29.901960784313726,1610612751,16,8,2022-12-18T23:21:01Z,600000,False,100.0,168.0,1,left,K. Irving 19' pullup Jump Shot (2 PTS) (B. Simmons 1 AST),"[202681, 1627732]",1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,19.59,Made,,,,,,,,,,2.0,,,,B. Simmons,1627732.0,1.0,,
61,PT06M49.00S,2022-12-18T23:21:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.72339027595268,53.67647058823529,1610612765,16,8,2022-12-18T23:21:32Z,610000,False,18.0,16.0,1,right,MISS J. Ivey driving Layup - blocked,"[1631093, 1629651]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0
62,PT06M49.00S,2022-12-18T23:21:11.4Z,1,REGULAR,block,,[],1629651,,,1610612765,16,8,2022-12-18T23:21:13Z,620000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M48.00S,2022-12-18T23:21:12.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,16,8,2022-12-18T23:21:32Z,630000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,61.0,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2022-12-18T23:21:20.1Z,1,REGULAR,substitution,out,[],1627732,,,1610612751,16,8,2022-12-18T23:21:25Z,650000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M48.00S,2022-12-18T23:21:20.1Z,1,REGULAR,substitution,in,[],1629139,,,1610612751,16,8,2022-12-18T23:21:25Z,660000,False,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M34.00S,2022-12-18T23:21:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,9.806176084099869,58.08823529411765,1610612751,16,8,2022-12-18T23:21:54Z,670000,False,-40.0,40.0,1,left,MISS K. Durant driving floating Shot,[201142],1610612751.0,BKN,driving floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,5.66,Missed,,,,,,,,,,,,,,,,,,
68,PT06M31.00S,2022-12-18T23:21:50.8Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,16,8,2022-12-18T23:21:54Z,680000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,67.0,4.0,3.0,1.0,,,,,,,,,,,,,,
69,PT06M25.00S,2022-12-18T23:22:00.3Z,1,REGULAR,foul,personal,[],1629651,,,1610612765,16,8,2022-12-18T23:22:24Z,690000,False,,,0,,N. Claxton personal FOUL (2 PF),"[1629651, 1631105]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201638.0,2.0,0.0,Duren,1631105.0,,,,,,,,,
71,PT06M25.00S,2022-12-18T23:22:07.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612765,16,8,2022-12-18T23:22:16Z,710000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M25.00S,2022-12-18T23:22:07.9Z,1,REGULAR,substitution,in,[],202693,,,1610612765,16,8,2022-12-18T23:22:16Z,720000,False,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M18.00S,2022-12-18T23:22:29.7Z,1,REGULAR,3pt,Jump Shot,[],1630165,78.0059132720105,90.68627450980392,1610612765,16,8,2022-12-18T23:22:33Z,730000,False,203.0,154.0,1,right,MISS K. Hayes 25' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
74,PT06M14.00S,2022-12-18T23:22:33.7Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612751,16,8,2022-12-18T23:22:33Z,740000,False,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Above the Break 3,24+ Right Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT06M04.00S,2022-12-18T23:22:43.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629139,10.200394218134035,35.78431372549019,1610612751,16,8,2022-12-18T23:22:48Z,750000,False,71.0,43.0,1,left,MISS Y. Watanabe 8' fadeaway bank Shot,[1629139],1610612751.0,BKN,fadeaway bank,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),8-16 Right,8.33,Missed,,,,,,,,,,,,,,,,,,
76,PT06M03.00S,2022-12-18T23:22:44.0Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,16,8,2022-12-18T23:22:48Z,760000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Right,,,75.0,5.0,4.0,1.0,,,,,,,,,,,,,,
77,PT05M58.00S,2022-12-18T23:22:50.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,93.24901445466492,49.50980392156863,1610612765,18,8,2022-12-18T23:24:25Z,770000,False,-2.0,11.0,1,right,J. Ivey running finger roll Layup (2 PTS) (K. Hayes 3 AST),"[1631093, 1630165]",1610612765.0,DET,running finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,2.0,,,,K. Hayes,1630165.0,3.0,,
79,PT05M33.00S,2022-12-18T23:23:13.9Z,1,REGULAR,3pt,Jump Shot,[],1626220,17.16491458607096,94.85294117647058,1610612751,18,8,2022-12-18T23:23:17Z,790000,False,-224.0,109.0,1,left,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
80,PT05M31.00S,2022-12-18T23:23:15.9Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,18,8,2022-12-18T23:23:18Z,800000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,,,
81,PT05M15.00S,2022-12-18T23:23:33.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,93.24901445466492,53.431372549019606,1610612765,20,8,2022-12-18T23:23:36Z,810000,False,17.0,11.0,1,right,I. Stewart driving Layup (5 PTS) (B. Bogdanovic 1 AST),"[1630191, 202711]",1610612765.0,DET,driving,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,,,,5.0,,,,B. Bogdanovic,202711.0,1.0,,
83,PT05M01.00S,2022-12-18T23:23:45.8Z,1,REGULAR,3pt,Jump Shot,[],201142,32.013797634691194,39.21568627450981,1610612751,20,8,2022-12-18T23:23:49Z,830000,False,54.0,248.0,1,left,MISS K. Durant 25' pullup 3PT,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,25.42,Missed,,,,,,,,,,,,,,,,,,
84,PT04M59.00S,2022-12-18T23:23:47.8Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,20,8,2022-12-18T23:23:49Z,840000,False,,,0,,J. Duren REBOUND (Off:1 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,83.0,6.0,5.0,1.0,,,,,,,,,,,,,,
