actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
237,PT06M53.00S,2023-02-04T00:48:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,91.67214191852825,49.01960784313725,1610612765,45,45,2023-02-04T00:48:10Z,2310000,False,-5.0,26.0,1,right,H. Diallo Layup (4 PTS) (J. Ivey 4 AST),"[1628977, 1631093]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.63,Made,Diallo,H. Diallo,,,,,,,,4.0,J. Ivey,1631093.0,4.0,,,,,,,,
239,PT06M53.00S,2023-02-04T00:48:08.7Z,2,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612765,45,45,2023-02-04T00:48:26Z,2330000,False,,,0,,N. Richards shooting personal FOUL (3 PF) (Diallo 1 FT),"[1630208, 1628977]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,,,Richards,N. Richards,,,,,,,,,,,,,,2005.0,3.0,0.0,Diallo,1628977.0,
241,PT06M53.00S,2023-02-04T00:48:27.4Z,2,REGULAR,substitution,out,[],1630180,,,1610612765,45,45,2023-02-04T00:49:01Z,2350000,False,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
242,PT06M53.00S,2023-02-04T00:48:27.4Z,2,REGULAR,substitution,out,[],1630163,,,1610612765,45,45,2023-02-04T00:49:01Z,2360000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
243,PT06M53.00S,2023-02-04T00:48:27.4Z,2,REGULAR,substitution,out,[],1630208,,,1610612765,45,45,2023-02-04T00:49:01Z,2370000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,
244,PT06M53.00S,2023-02-04T00:48:27.4Z,2,REGULAR,substitution,out,[],1628372,,,1610612765,45,45,2023-02-04T00:49:01Z,2380000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,
245,PT06M53.00S,2023-02-04T00:48:27.4Z,2,REGULAR,substitution,in,[],202692,,,1610612765,45,45,2023-02-04T00:49:01Z,2390000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
246,PT06M53.00S,2023-02-04T00:48:27.4Z,2,REGULAR,substitution,in,[],203486,,,1610612765,45,45,2023-02-04T00:49:01Z,2400000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
247,PT06M53.00S,2023-02-04T00:48:27.4Z,2,REGULAR,substitution,in,[],1626179,,,1610612765,45,45,2023-02-04T00:49:01Z,2410000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
248,PT06M53.00S,2023-02-04T00:48:27.4Z,2,REGULAR,substitution,in,[],1629667,,,1610612765,45,45,2023-02-04T00:49:01Z,2420000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
249,PT06M53.00S,2023-02-04T00:48:50.4Z,2,REGULAR,freethrow,1 of 1,[],1628977,,,1610612765,46,45,2023-02-04T00:48:50Z,2430000,False,,,0,,H. Diallo Free Throw 1 of 1 (5 PTS),[1628977],1610612765.0,DET,,,,,,,,,,Made,Diallo,H. Diallo,,,,,,,,5.0,,,,,,,,,,,
250,PT06M34.00S,2023-02-04T00:49:09.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,7.703679369250986,42.15686274509804,1610612766,46,47,2023-02-04T00:49:15Z,2440000,False,39.0,20.0,1,left,G. Hayward driving floating Jump Shot (10 PTS),[202330],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.4,Made,Hayward,G. Hayward,,,,,,,,10.0,,,,,,,,,,,
251,PT06M20.00S,2023-02-04T00:49:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,92.9862023653088,54.41176470588235,1610612765,46,47,2023-02-04T00:49:28Z,2450000,False,22.0,13.0,1,right,MISS J. Ivey driving Layup,[1631093],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.58,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,
252,PT06M18.00S,2023-02-04T00:49:25.8Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,46,47,2023-02-04T00:49:28Z,2460000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,McDaniels,J. McDaniels,251.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
253,PT06M14.00S,2023-02-04T00:49:29.9Z,2,REGULAR,turnover,bad pass,[],1626179,,,1610612766,46,47,2023-02-04T00:49:34Z,2470000,False,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1628977]",1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,Rozier,T. Rozier,,,,,1.0,Diallo,1628977.0,,,,,,,,,,,,
254,PT06M14.00S,2023-02-04T00:49:29.9Z,2,REGULAR,steal,,[],1628977,,,1610612765,46,47,2023-02-04T00:49:32Z,2480000,False,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,
255,PT06M05.00S,2023-02-04T00:49:39.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631093,75.24638633377135,49.50980392156863,1610612765,48,47,2023-02-04T00:49:44Z,2490000,False,-2.0,180.0,1,right,J. Ivey 18' pullup Jump Shot (10 PTS) (A. Burks 1 AST),"[1631093, 202692]",1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Center,18.02,Made,Ivey,J. Ivey,,,,,,,,10.0,A. Burks,202692.0,1.0,,,,,,,,
257,PT05M51.00S,2023-02-04T00:49:58.4Z,2,REGULAR,foul,personal,['2freethrow'],1628977,,,1610612766,48,47,2023-02-04T00:50:06Z,2510000,False,,,0,,H. Diallo shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1628977, 203486]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Diallo,H. Diallo,,,,,,,,,,,,,,2005.0,1.0,0.0,Plumlee,203486.0,
259,PT05M51.00S,2023-02-04T00:50:28.3Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,48,48,2023-02-04T00:50:28Z,2530000,False,,,0,,M. Plumlee Free Throw 1 of 2 (3 PTS),[203486],1610612766.0,CHA,,,,,,,,,,Made,Plumlee,M. Plumlee,,,,,,,,3.0,,,,,,,,,,,
260,PT05M51.00S,2023-02-04T00:50:29.4Z,2,REGULAR,substitution,out,[],202330,,,1610612766,48,48,2023-02-04T00:50:38Z,2540000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
261,PT05M51.00S,2023-02-04T00:50:29.4Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,48,48,2023-02-04T00:50:38Z,2550000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
262,PT05M51.00S,2023-02-04T00:50:29.4Z,2,REGULAR,substitution,in,[],1630550,,,1610612766,48,48,2023-02-04T00:50:38Z,2560000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,,,,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,
263,PT05M51.00S,2023-02-04T00:50:29.4Z,2,REGULAR,substitution,in,[],1630163,,,1610612766,48,48,2023-02-04T00:50:38Z,2570000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
264,PT05M51.00S,2023-02-04T00:50:52.3Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,48,49,2023-02-04T00:50:52Z,2580000,False,,,0,,M. Plumlee Free Throw 2 of 2 (4 PTS),[203486],1610612766.0,CHA,,,,,,,,,,Made,Plumlee,M. Plumlee,,,,,,,,4.0,,,,,,,,,,,
265,PT05M32.00S,2023-02-04T00:51:13.6Z,2,REGULAR,3pt,Jump Shot,[],202692,91.5407358738502,2.2058823529411766,1610612765,51,49,2023-02-04T00:51:19Z,2590000,False,-239.0,27.0,1,right,A. Burks 24' 3PT  (3 PTS) (B. Bogdanovic 1 AST),"[202692, 202711]",1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,24.05,Made,Burks,A. Burks,,,,,,,,3.0,B. Bogdanovic,202711.0,1.0,,,,,,,,
267,PT05M20.00S,2023-02-04T00:51:32.3Z,2,REGULAR,foul,personal,[],1631105,,,1610612766,51,49,2023-02-04T00:51:41Z,2610000,False,,,0,,J. Duren personal FOUL (2 PF),"[1631105, 1630163]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,,,,,,,,,,,,,,200834.0,2.0,0.0,Ball,1630163.0,
269,PT05M19.00S,2023-02-04T00:51:59.2Z,2,REGULAR,foul,personal,[],1631093,,,1610612766,51,49,2023-02-04T00:52:22Z,2630000,False,,,0,,J. Ivey personal FOUL (2 PF),"[1631093, 1630163]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,Ivey,J. Ivey,,,,,,,,,,,,,,2005.0,2.0,0.0,Ball,1630163.0,
271,PT05M13.00S,2023-02-04T00:52:31.3Z,2,REGULAR,turnover,traveling,[],1630163,,,1610612766,51,49,2023-02-04T00:52:42Z,2650000,False,,,0,,L. Ball traveling TURNOVER (2 TO),[1630163],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,Ball,L. Ball,,,,,2.0,,,,,,,,,200834.0,,,,,
272,PT05M02.00S,2023-02-04T00:52:55.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202692,66.83639947437582,67.40196078431373,1610612765,51,49,2023-02-04T00:53:01Z,2660000,False,87.0,259.0,1,right,MISS A. Burks 27' pullup 3PT,[202692],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Right Center,27.34,Missed,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
273,PT04M59.00S,2023-02-04T00:52:58.7Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,51,49,2023-02-04T00:53:01Z,2670000,False,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Rozier,T. Rozier,272.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
274,PT04M59.00S,2023-02-04T00:53:06.6Z,2,REGULAR,foul,offensive,[],203486,,,1610612766,51,49,2023-02-04T03:35:38Z,2680000,False,,,0,,M. Plumlee charge offensive FOUL (2 PF),"[203486, 1628977]",1610612766.0,CHA,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,203593.0,2.0,0.0,Diallo,1628977.0,
276,PT04M59.00S,2023-02-04T00:53:06.6Z,2,REGULAR,turnover,offensive foul,[],203486,,,1610612766,51,49,2023-02-04T00:53:06Z,2700000,False,,,0,,M. Plumlee offensive foul TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Plumlee,M. Plumlee,,,,,1.0,,,,,,,,,203593.0,,,,,
277,PT04M41.00S,2023-02-04T00:53:49.9Z,2,REGULAR,foul,personal,[],1630163,,,1610612765,51,49,2023-02-04T00:54:15Z,2710000,False,,,0,,L. Ball personal FOUL (1 PF),"[1630163, 202711]",1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Ball,L. Ball,,,,,,,,,,,,,,203593.0,1.0,0.0,Bogdanovic,202711.0,
279,PT04M33.00S,2023-02-04T00:54:16.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202692,95.0886990801577,2.696078431372549,1610612765,51,49,2023-02-04T00:54:20Z,2730000,False,-237.0,-6.0,1,right,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,23.66,Missed,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
280,PT04M30.00S,2023-02-04T00:54:19.4Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,51,49,2023-02-04T00:54:20Z,2740000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,McDaniels,J. McDaniels,279.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
281,PT04M21.00S,2023-02-04T00:54:27.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,21.76412614980289,91.66666666666666,1610612766,51,49,2023-02-04T00:54:32Z,2750000,False,-208.0,152.0,1,left,MISS T. Rozier 25' pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Left Center,25.79,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
282,PT04M18.00S,2023-02-04T00:54:30.3Z,2,REGULAR,rebound,defensive,[],202692,,,1610612765,51,49,2023-02-04T00:54:30Z,2760000,False,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Burks,A. Burks,281.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
283,PT04M11.00S,2023-02-04T00:54:37.4Z,2,REGULAR,3pt,Jump Shot,[],202711,86.5473061760841,96.81372549019608,1610612765,54,49,2023-02-04T00:54:41Z,2770000,False,234.0,74.0,1,right,B. Bogdanovic 24' 3PT  (14 PTS) (H. Diallo 1 AST),"[202711, 1628977]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,24.55,Made,Bogdanovic,B. Bogdanovic,,,,,,,,14.0,H. Diallo,1628977.0,1.0,,,,,,,,
285,PT03M58.00S,2023-02-04T00:54:50.3Z,2,REGULAR,2pt,Jump Shot,[],1629667,2.7102496714848883,68.13725490196079,1610612766,54,51,2023-02-04T00:54:56Z,2790000,False,-91.0,-27.0,1,left,J. McDaniels 9' fadeaway Jump Shot (6 PTS),[1629667],1610612766.0,CHA,fadeaway,,,,,,Mid-Range,8-16 Left,9.46,Made,McDaniels,J. McDaniels,,,,,,,,6.0,,,,,,,,,,,
286,PT03M44.00S,2023-02-04T00:55:05.0Z,2,REGULAR,turnover,bad pass,[],1631093,,,1610612765,54,51,2023-02-04T00:55:09Z,2800000,False,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1629667]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Ivey,J. Ivey,,,,,1.0,McDaniels,1629667.0,,,,,,,,,,,,
287,PT03M44.00S,2023-02-04T00:55:05.0Z,2,REGULAR,steal,,[],1629667,,,1610612766,54,51,2023-02-04T00:55:07Z,2810000,False,,,0,,J. McDaniels STEAL (3 STL),[1629667],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
288,PT03M37.00S,2023-02-04T00:55:12.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,16.113666228646515,96.81372549019608,1610612766,54,54,2023-02-04T00:55:17Z,2820000,False,-234.0,99.0,1,left,L. Ball 25' 3PT  (10 PTS) (M. Plumlee 4 AST),"[1630163, 203486]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,25.42,Made,Ball,L. Ball,,,,,,,,10.0,M. Plumlee,203486.0,4.0,,,,,,,,
290,PT03M31.00S,2023-02-04T00:55:22.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,54,54,2023-02-04T00:55:23Z,2840000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M31.00S,2023-02-04T00:55:24.0Z,2,REGULAR,substitution,out,[],1628977,,,1610612765,54,54,2023-02-04T00:58:11Z,2850000,False,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,
292,PT03M31.00S,2023-02-04T00:55:24.0Z,2,REGULAR,substitution,in,[],1630165,,,1610612765,54,54,2023-02-04T00:58:11Z,2860000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
293,PT03M18.00S,2023-02-04T00:58:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,92.72339027595268,54.166666666666664,1610612765,56,54,2023-02-04T00:58:44Z,2870000,False,21.0,16.0,1,right,J. Duren Layup (6 PTS),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,2.62,Made,Duren,J. Duren,,,,,,,,6.0,,,,,,,,,,,
294,PT03M04.00S,2023-02-04T00:58:58.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612766,56,54,2023-02-04T00:59:06Z,2880000,False,,,0,,J. Duren shooting personal FOUL (3 PF) (Rozier 2 FT),"[1631105, 1626179]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,,,,,,,,,,,,,,2005.0,3.0,0.0,Rozier,1626179.0,
296,PT03M04.00S,2023-02-04T00:59:25.0Z,2,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,56,55,2023-02-04T00:59:25Z,2900000,False,,,0,,T. Rozier Free Throw 1 of 2 (10 PTS),[1626179],1610612766.0,CHA,,,,,,,,,,Made,Rozier,T. Rozier,,,,,,,,10.0,,,,,,,,,,,
297,PT03M04.00S,2023-02-04T00:59:25.9Z,2,REGULAR,substitution,out,[],1631105,,,1610612766,56,55,2023-02-04T00:59:29Z,2910000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,
298,PT03M04.00S,2023-02-04T00:59:25.9Z,2,REGULAR,substitution,in,[],1630191,,,1610612766,56,55,2023-02-04T00:59:29Z,2920000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
299,PT03M04.00S,2023-02-04T00:59:47.2Z,2,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,56,56,2023-02-04T00:59:47Z,2930000,False,,,0,,T. Rozier Free Throw 2 of 2 (11 PTS),[1626179],1610612766.0,CHA,,,,,,,,,,Made,Rozier,T. Rozier,,,,,,,,11.0,,,,,,,,,,,
300,PT02M49.00S,2023-02-04T01:00:03.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,91.67214191852825,54.90196078431373,1610612765,58,56,2023-02-04T01:00:10Z,2940000,False,25.0,26.0,1,right,I. Stewart driving DUNK (4 PTS) (K. Hayes 3 AST),"[1630191, 1630165]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,3.56,Made,Stewart,I. Stewart,,,,,,,,4.0,K. Hayes,1630165.0,3.0,,,,,,,,
302,PT02M36.00S,2023-02-04T01:00:16.2Z,2,REGULAR,3pt,Jump Shot,[],1630163,27.151773981603156,4.901960784313726,1610612766,58,59,2023-02-04T01:00:51Z,2960000,False,225.0,203.0,1,left,L. Ball 30' 3PT pullup (13 PTS),[1630163],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Right Center,30.32,Made,Ball,L. Ball,,,,,,,,13.0,,,,,,,,,,,
303,PT02M13.00S,2023-02-04T01:00:39.9Z,2,REGULAR,3pt,Jump Shot,[],1631093,90.75229960578186,1.715686274509804,1610612765,61,59,2023-02-04T01:00:45Z,2970000,False,-241.0,34.0,1,right,J. Ivey 24' 3PT  (13 PTS) (B. Bogdanovic 2 AST),"[1631093, 202711]",1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,24.38,Made,Ivey,J. Ivey,,,,,,,,13.0,B. Bogdanovic,202711.0,2.0,,,,,,,,
305,PT02M03.00S,2023-02-04T01:00:56.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631093,,,1610612766,61,59,2023-02-04T01:01:05Z,2990000,False,,,0,,J. Ivey personal FOUL (3 PF) (Ball 2 FT),"[1631093, 1630163]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Left,,,Ivey,J. Ivey,,,,,,,,,,,,,,203593.0,3.0,0.0,Ball,1630163.0,
307,PT02M03.00S,2023-02-04T01:01:22.5Z,2,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,61,60,2023-02-04T01:01:22Z,3010000,False,,,0,,L. Ball Free Throw 1 of 2 (14 PTS),[1630163],1610612766.0,CHA,,,,,,,,,,Made,Ball,L. Ball,,,,,,,,14.0,,,,,,,,,,,
308,PT02M03.00S,2023-02-04T01:01:23.5Z,2,REGULAR,substitution,out,[],1631093,,,1610612766,61,60,2023-02-04T01:01:29Z,3020000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,
309,PT02M03.00S,2023-02-04T01:01:23.5Z,2,REGULAR,substitution,out,[],1630550,,,1610612766,61,60,2023-02-04T01:01:29Z,3030000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,,,,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,
310,PT02M03.00S,2023-02-04T01:01:23.5Z,2,REGULAR,substitution,in,[],1630180,,,1610612766,61,60,2023-02-04T01:01:29Z,3040000,False,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
311,PT02M03.00S,2023-02-04T01:01:23.5Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,61,60,2023-02-04T01:01:29Z,3050000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
312,PT02M03.00S,2023-02-04T01:01:49.3Z,2,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,61,61,2023-02-04T01:01:49Z,3060000,False,,,0,,L. Ball Free Throw 2 of 2 (15 PTS),[1630163],1610612766.0,CHA,,,,,,,,,,Made,Ball,L. Ball,,,,,,,,15.0,,,,,,,,,,,
313,PT01M50.00S,2023-02-04T01:02:03.3Z,2,REGULAR,3pt,Jump Shot,[],202711,67.09921156373193,31.127450980392158,1610612765,64,61,2023-02-04T01:02:11Z,3070000,False,-94.0,257.0,1,right,B. Bogdanovic 27' 3PT  (17 PTS) (K. Hayes 4 AST),"[202711, 1630165]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,27.36,Made,Bogdanovic,B. Bogdanovic,,,,,,,,17.0,K. Hayes,1630165.0,4.0,,,,,,,,
315,PT01M37.00S,2023-02-04T01:02:15.0Z,2,REGULAR,3pt,Jump Shot,[],1630163,34.37910643889619,16.911764705882355,1610612766,64,61,2023-02-04T01:03:04Z,3090000,False,165.0,271.0,1,left,MISS L. Ball 31' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Right Center,31.72,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
316,PT01M36.00S,2023-02-04T01:02:17.4Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,64,61,2023-02-04T01:02:17Z,3100000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:1),[203486],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Right Center,,,Plumlee,M. Plumlee,315.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
317,PT01M31.00S,2023-02-04T01:02:23.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612766,64,61,2023-02-04T01:02:38Z,3110000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1630191, 203486]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Stewart,I. Stewart,,,,,,,,,,,,,,2005.0,1.0,0.0,Plumlee,203486.0,
319,PT01M31.00S,2023-02-04T01:02:55.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203486,,,1610612766,64,62,2023-02-04T01:02:55Z,3130000,False,,,0,,M. Plumlee Free Throw 1 of 2 (5 PTS),[203486],1610612766.0,CHA,,,,,,,,,,Made,Plumlee,M. Plumlee,,,,,,,,5.0,,,,,,,,,,,
320,PT01M31.00S,2023-02-04T01:03:12.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203486,,,1610612766,64,63,2023-02-04T01:03:12Z,3140000,False,,,0,,M. Plumlee Free Throw 2 of 2 (6 PTS),[203486],1610612766.0,CHA,,,,,,,,,,Made,Plumlee,M. Plumlee,,,,,,,,6.0,,,,,,,,,,,
321,PT01M21.00S,2023-02-04T01:03:25.1Z,2,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612765,64,63,2023-02-04T01:03:46Z,3150000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Stewart 2 FT),"[1629023, 1630191]",1610612766.0,CHA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Washington,P. Washington,,,,,,,,,,,,,,200834.0,1.0,0.0,Stewart,1630191.0,
323,PT01M21.00S,2023-02-04T01:03:48.5Z,2,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,65,63,2023-02-04T01:03:48Z,3170000,False,,,0,,I. Stewart Free Throw 1 of 2 (5 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,Stewart,I. Stewart,,,,,,,,5.0,,,,,,,,,,,
324,PT01M21.00S,2023-02-04T01:03:49.3Z,2,REGULAR,substitution,out,[],203486,,,1610612765,65,63,2023-02-04T01:03:53Z,3180000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
325,PT01M21.00S,2023-02-04T01:03:49.3Z,2,REGULAR,substitution,in,[],1631109,,,1610612765,65,63,2023-02-04T01:03:53Z,3190000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,,,,,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,
326,PT01M21.00S,2023-02-04T01:04:08.6Z,2,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,66,63,2023-02-04T01:04:08Z,3200000,False,,,0,,I. Stewart Free Throw 2 of 2 (6 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Made,Stewart,I. Stewart,,,,,,,,6.0,,,,,,,,,,,
