actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
69,PT06M21.00S,2023-02-04T00:21:35.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,15,10,2023-02-04T00:23:08Z,690000,False,,,0,,J. Duren REBOUND (Off:0 Def:4),[1631105],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Duren,J. Duren,68.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
70,PT06M19.00S,2023-02-04T00:21:39.5Z,1,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,15,10,2023-02-04T00:21:45Z,700000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (3 TO),[1631105],1610612765.0,DET,bad pass,,,,,,Above the Break 3,24+ Right Center,,,Duren,J. Duren,,,,,3.0,,,,,,,,,203593.0,,,,,
71,PT06M08.00S,2023-02-04T00:21:57.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626179,8.623521681997373,64.4607843137255,1610612766,15,10,2023-02-04T00:22:04Z,710000,False,-72.0,29.0,1,left,MISS T. Rozier 7' turnaround Shot,[1626179],1610612766.0,CHA,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
72,PT06M05.00S,2023-02-04T00:22:00.9Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,15,10,2023-02-04T00:22:04Z,720000,False,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Rozier,T. Rozier,71.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
73,PT06M04.00S,2023-02-04T00:22:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626179,5.469776609724048,54.65686274509803,1610612766,15,12,2023-02-04T00:22:06Z,730000,False,-23.0,-1.0,1,left,T. Rozier Layup (6 PTS),[1626179],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,2.33,Made,Rozier,T. Rozier,,,,,,,,6.0,,,,,,,,,,,
74,PT05M56.00S,2023-02-04T00:22:11.0Z,1,REGULAR,foul,personal,[],203486,,,1610612765,15,12,2023-02-04T00:22:25Z,740000,False,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 1630191]",1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,203593.0,1.0,0.0,Stewart,1630191.0,
76,PT05M56.00S,2023-02-04T00:22:19.8Z,1,REGULAR,substitution,out,[],202692,,,1610612765,15,12,2023-02-04T00:22:35Z,760000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
77,PT05M56.00S,2023-02-04T00:22:19.8Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,15,12,2023-02-04T00:22:35Z,770000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
78,PT05M56.00S,2023-02-04T00:22:19.8Z,1,REGULAR,substitution,out,[],202330,,,1610612765,15,12,2023-02-04T00:22:35Z,780000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,
79,PT05M56.00S,2023-02-04T00:22:19.8Z,1,REGULAR,substitution,in,[],1630180,,,1610612765,15,12,2023-02-04T00:22:35Z,790000,False,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
80,PT05M56.00S,2023-02-04T00:22:19.8Z,1,REGULAR,substitution,in,[],1630165,,,1610612765,15,12,2023-02-04T00:22:35Z,800000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
81,PT05M56.00S,2023-02-04T00:22:19.8Z,1,REGULAR,substitution,in,[],1629667,,,1610612765,15,12,2023-02-04T00:22:35Z,810000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
82,PT05M43.00S,2023-02-04T00:23:01.4Z,1,REGULAR,3pt,Jump Shot,[],1630180,91.27792378449409,2.941176470588235,1610612765,15,12,2023-02-04T00:23:10Z,820000,False,-235.0,29.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,23.71,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
83,PT05M43.00S,2023-02-04T00:23:06.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,15,12,2023-02-04T00:23:06Z,830000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,,,82.0,,,,,,,,,,,,,,,,,,
85,PT05M33.00S,2023-02-04T00:23:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202711,93.51182654402102,53.431372549019606,1610612765,17,12,2023-02-04T00:23:31Z,850000,False,17.0,8.0,1,right,B. Bogdanovic driving Layup (9 PTS),[202711],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.92,Made,Bogdanovic,B. Bogdanovic,,,,,,,,9.0,,,,,,,,,,,
86,PT05M22.00S,2023-02-04T00:23:41.3Z,1,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612766,17,12,2023-02-04T00:23:54Z,860000,False,,,0,,J. Ivey shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1631093, 203486]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Ivey,J. Ivey,,,,,,,,,,,,,,200834.0,1.0,0.0,Plumlee,203486.0,
88,PT05M22.00S,2023-02-04T00:24:11.1Z,1,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,17,13,2023-02-04T00:24:11Z,880000,False,,,0,,M. Plumlee Free Throw 1 of 2 (1 PTS),[203486],1610612766.0,CHA,,,,,,,,,,Made,Plumlee,M. Plumlee,,,,,,,,1.0,,,,,,,,,,,
89,PT05M22.00S,2023-02-04T00:24:30.4Z,1,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,17,14,2023-02-04T00:24:30Z,890000,False,,,0,,M. Plumlee Free Throw 2 of 2 (2 PTS),[203486],1610612766.0,CHA,,,,,,,,,,Made,Plumlee,M. Plumlee,,,,,,,,2.0,,,,,,,,,,,
90,PT05M06.00S,2023-02-04T00:24:46.3Z,1,REGULAR,3pt,Jump Shot,[],202711,72.48685939553219,12.009803921568627,1610612765,17,14,2023-02-04T00:24:54Z,900000,False,-190.0,206.0,1,right,MISS B. Bogdanovic 28' 3PT,[202711],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,28.03,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
91,PT05M04.00S,2023-02-04T00:24:48.8Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,17,14,2023-02-04T00:24:48Z,910000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,,,McDaniels,J. McDaniels,90.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
92,PT05M02.00S,2023-02-04T00:24:53.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,28.597240473061763,82.59803921568627,1610612766,17,14,2023-02-04T00:26:09Z,920000,False,-163.0,216.0,1,left,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,27.08,Missed,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
93,PT05M00.00S,2023-02-04T00:24:55.5Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,17,14,2023-02-04T00:26:09Z,930000,False,,,0,,J. Duren REBOUND (Off:0 Def:5),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Duren,J. Duren,92.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
94,PT04M47.00S,2023-02-04T00:25:06.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,91.67214191852825,97.05882352941177,1610612765,17,14,2023-02-04T00:25:15Z,940000,False,235.0,26.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.67,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
95,PT04M44.00S,2023-02-04T00:25:09.2Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,17,14,2023-02-04T00:25:09Z,950000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Ivey,J. Ivey,94.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
96,PT04M33.00S,2023-02-04T00:25:19.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202711,91.67214191852825,50.98039215686274,1610612765,19,14,2023-02-04T00:25:23Z,960000,False,5.0,26.0,1,right,B. Bogdanovic driving floating Jump Shot (11 PTS) (K. Hayes 1 AST),"[202711, 1630165]",1610612765.0,DET,driving floating,,,,,,Restricted Area,0-8 Center,2.63,Made,Bogdanovic,B. Bogdanovic,,,,,,,,11.0,K. Hayes,1630165.0,1.0,,,,,,,,
98,PT04M11.00S,2023-02-04T00:25:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,5.469776609724048,61.029411764705884,1610612766,19,16,2023-02-04T00:25:47Z,980000,False,-55.0,-1.0,1,left,J. McDaniels floating Jump Shot (2 PTS) (M. Plumlee 2 AST),"[1629667, 203486]",1610612766.0,CHA,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.51,Made,McDaniels,J. McDaniels,,,,,,,,2.0,M. Plumlee,203486.0,2.0,,,,,,,,
99,PT03M55.00S,2023-02-04T00:25:57.5Z,1,REGULAR,2pt,Jump Shot,[],1630165,84.97043363994744,31.127450980392158,1610612765,19,16,2023-02-04T00:26:03Z,990000,False,-94.0,89.0,1,right,MISS K. Hayes 12' step back Shot,[1630165],1610612765.0,DET,step back,,,,,,Mid-Range,8-16 Left,12.96,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,
100,PT03M53.00S,2023-02-04T00:25:59.5Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,19,16,2023-02-04T00:26:03Z,1000000,False,,,0,,L. Ball REBOUND (Off:0 Def:5),[1630163],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Left,,,Ball,L. Ball,99.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
101,PT03M42.00S,2023-02-04T00:26:11.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,28.33442838370565,82.1078431372549,1610612766,19,19,2023-02-04T00:26:16Z,1010000,False,-161.0,214.0,1,left,L. Ball 26' 3PT  (5 PTS) (M. Plumlee 3 AST),"[1630163, 203486]",1610612766.0,CHA,,,,,,,Above the Break 3,24+ Left Center,26.73,Made,Ball,L. Ball,,,,,,,,5.0,M. Plumlee,203486.0,3.0,,,,,,,,
103,PT03M42.00S,2023-02-04T00:26:17.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,19,19,2023-02-04T00:26:17Z,1030000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,19,19,2023-02-04T00:29:10Z,1040000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,
106,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,19,19,2023-02-04T00:29:10Z,1050000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,
107,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,out,[],1630163,,,1610612765,19,19,2023-02-04T00:29:10Z,1060000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
108,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,out,[],203486,,,1610612765,19,19,2023-02-04T00:29:10Z,1070000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,
109,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,out,[],1629023,,,1610612765,19,19,2023-02-04T00:29:10Z,1080000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,
110,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,19,19,2023-02-04T00:29:10Z,1090000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,,,,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,
111,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,in,[],1630191,,,1610612765,19,19,2023-02-04T00:29:10Z,1100000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
112,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,in,[],1630208,,,1610612765,19,19,2023-02-04T00:29:10Z,1110000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,
113,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,in,[],1630550,,,1610612765,19,19,2023-02-04T00:29:10Z,1120000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,,,,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,
114,PT03M42.00S,2023-02-04T00:26:18.1Z,1,REGULAR,substitution,in,[],1628372,,,1610612765,19,19,2023-02-04T00:29:10Z,1130000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,
115,PT03M27.00S,2023-02-04T00:29:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,94.03745072273325,53.18627450980392,1610612765,19,19,2023-02-04T00:29:34Z,1140000,False,16.0,4.0,1,right,MISS B. Bogdanovic floating Shot,[202711],1610612765.0,DET,floating,,,,,,Restricted Area,0-8 Center,1.63,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
116,PT03M21.00S,2023-02-04T00:29:33.1Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,19,19,2023-02-04T00:29:33Z,1150000,False,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Stewart,I. Stewart,115.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
117,PT03M21.00S,2023-02-04T00:29:33.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630191,94.40999984741211,50.0,1610612765,19,19,2023-02-04T00:29:36Z,1160000,False,0.0,0.0,1,right,MISS I. Stewart tip Layup,[1630191],1610612765.0,DET,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,
118,PT03M21.00S,2023-02-04T00:29:33.1Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,19,19,2023-02-04T00:29:36Z,1170000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Bey,S. Bey,117.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
119,PT03M19.00S,2023-02-04T00:29:35.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630180,93.9060446780552,47.549019607843135,1610612765,21,19,2023-02-04T00:29:45Z,1180000,False,-12.0,5.0,1,right,S. Bey driving Layup (2 PTS),[1630180],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,1.32,Made,Bey,S. Bey,,,,,,,,2.0,,,,,,,,,,,
120,PT03M04.00S,2023-02-04T00:29:50.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630550,6.521024967148489,61.029411764705884,1610612766,21,21,2023-02-04T00:29:58Z,1190000,False,-55.0,9.0,1,left,J. Thor bank Jump Shot (2 PTS) (T. Rozier 1 AST),"[1630550, 1626179]",1610612766.0,CHA,bank,,,,,,In The Paint (Non-RA),0-8 Center,5.58,Made,Thor,J. Thor,,,,,,,,2.0,T. Rozier,1626179.0,1.0,,,,,,,,
121,PT02M57.00S,2023-02-04T00:29:57.6Z,1,REGULAR,3pt,Jump Shot,[],1630180,95.48291721419186,2.2058823529411766,1610612765,21,21,2023-02-04T00:30:02Z,1200000,False,-239.0,-10.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,23.92,Missed,Bey,S. Bey,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2023-02-04T00:29:59.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,21,21,2023-02-04T00:30:02Z,1210000,False,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,,,Richards,N. Richards,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
123,PT02M38.00S,2023-02-04T00:30:17.0Z,1,REGULAR,3pt,Jump Shot,[],1626179,21.50131406044678,7.598039215686274,1610612766,21,24,2023-02-04T00:30:22Z,1220000,False,212.0,150.0,1,left,T. Rozier 25' 3PT pullup (9 PTS),[1626179],1610612766.0,CHA,pullup,,,,,,Above the Break 3,24+ Right Center,25.95,Made,Rozier,T. Rozier,,,,,,,,9.0,,,,,,,,,,,
124,PT02M21.00S,2023-02-04T00:30:34.2Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,21,24,2023-02-04T00:30:42Z,1230000,False,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1629667]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Hayes,K. Hayes,,,,,1.0,McDaniels,1629667.0,,,,,,,,,,,,
125,PT02M21.00S,2023-02-04T00:30:34.2Z,1,REGULAR,steal,,[],1629667,,,1610612766,21,24,2023-02-04T00:30:36Z,1240000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
126,PT02M19.00S,2023-02-04T00:30:37.8Z,1,REGULAR,foul,personal,['2freethrow'],202711,,,1610612766,21,24,2023-02-04T00:30:48Z,1250000,False,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (McDaniels 2 FT),"[202711, 1629667]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,203593.0,1.0,0.0,McDaniels,1629667.0,
128,PT02M19.00S,2023-02-04T00:31:08.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629667,,,1610612766,21,25,2023-02-04T00:31:08Z,1270000,False,,,0,,J. McDaniels Free Throw 1 of 2 (3 PTS),[1629667],1610612766.0,CHA,,,,,,,,,,Made,McDaniels,J. McDaniels,,,,,,,,3.0,,,,,,,,,,,
129,PT02M19.00S,2023-02-04T00:31:09.7Z,1,REGULAR,substitution,out,[],202711,,,1610612766,21,25,2023-02-04T00:31:12Z,1280000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,
130,PT02M19.00S,2023-02-04T00:31:09.7Z,1,REGULAR,substitution,in,[],1628977,,,1610612766,21,25,2023-02-04T00:31:12Z,1290000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,
131,PT02M19.00S,2023-02-04T00:31:28.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629667,,,1610612766,21,26,2023-02-04T00:31:28Z,1300000,False,,,0,,J. McDaniels Free Throw 2 of 2 (4 PTS),[1629667],1610612766.0,CHA,,,,,,,,,,Made,McDaniels,J. McDaniels,,,,,,,,4.0,,,,,,,,,,,
132,PT02M04.00S,2023-02-04T00:31:46.6Z,1,REGULAR,3pt,Jump Shot,[],1630587,70.25295663600527,76.7156862745098,1610612765,21,26,2023-02-04T00:31:58Z,1310000,False,134.0,227.0,1,right,MISS I. Livers 26' 3PT,[1630587],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.35,Missed,Livers,I. Livers,,,,,,,,,,,,,,,,,,,
133,PT01M57.00S,2023-02-04T00:31:53.6Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,21,26,2023-02-04T00:31:58Z,1320000,False,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,Diallo,H. Diallo,132.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
134,PT01M56.00S,2023-02-04T00:31:54.2Z,1,REGULAR,turnover,bad pass,[],1628977,,,1610612765,21,26,2023-02-04T00:32:02Z,1330000,False,,,0,,H. Diallo bad pass TURNOVER (1 TO),"[1628977, 1629667]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,Diallo,H. Diallo,,,,,1.0,McDaniels,1629667.0,,,,,,,,,,,,
135,PT01M56.00S,2023-02-04T00:31:54.2Z,1,REGULAR,steal,,[],1629667,,,1610612766,21,26,2023-02-04T00:31:55Z,1340000,False,,,0,,J. McDaniels STEAL (2 STL),[1629667],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
136,PT01M51.00S,2023-02-04T00:31:58.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,10.068988173455978,2.941176470588235,1610612766,21,26,2023-02-04T00:33:06Z,1350000,False,235.0,42.0,1,left,MISS T. Rozier pullup 3PT,[1626179],1610612766.0,CHA,pullup,,,,,,Right Corner 3,24+ Right,23.9,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
137,PT01M48.00S,2023-02-04T00:32:01.7Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,21,26,2023-02-04T00:32:01Z,1360000,False,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,,,Livers,I. Livers,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
138,PT01M47.00S,2023-02-04T00:32:05.6Z,1,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612765,21,26,2023-02-04T00:32:17Z,1370000,False,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Bey 2 FT),"[1628372, 1630180]",1610612766.0,CHA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,203593.0,1.0,0.0,Bey,1630180.0,
140,PT01M47.00S,2023-02-04T00:32:28.9Z,1,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,22,26,2023-02-04T00:32:28Z,1390000,False,,,0,,S. Bey Free Throw 1 of 2 (3 PTS),[1630180],1610612765.0,DET,,,,,,,,,,Made,Bey,S. Bey,,,,,,,,3.0,,,,,,,,,,,
141,PT01M47.00S,2023-02-04T00:32:29.7Z,1,REGULAR,substitution,out,[],1626179,,,1610612765,22,26,2023-02-04T00:32:33Z,1400000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
142,PT01M47.00S,2023-02-04T00:32:29.7Z,1,REGULAR,substitution,in,[],1630163,,,1610612765,22,26,2023-02-04T00:32:33Z,1410000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,
143,PT01M47.00S,2023-02-04T00:32:45.5Z,1,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,23,26,2023-02-04T00:32:45Z,1420000,False,,,0,,S. Bey Free Throw 2 of 2 (4 PTS),[1630180],1610612765.0,DET,,,,,,,,,,Made,Bey,S. Bey,,,,,,,,4.0,,,,,,,,,,,
144,PT01M30.00S,2023-02-04T00:33:02.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,14.4053876478318,41.42156862745098,1610612766,23,26,2023-02-04T00:33:07Z,1430000,False,43.0,83.0,1,left,MISS J. McDaniels 9' fadeaway Shot,[1629667],1610612766.0,CHA,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,9.33,Missed,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
145,PT01M28.00S,2023-02-04T00:33:04.8Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,23,26,2023-02-04T00:33:04Z,1440000,False,,,0,,I. Stewart REBOUND (Off:1 Def:4),[1630191],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Stewart,I. Stewart,144.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
146,PT01M23.00S,2023-02-04T00:33:12.4Z,1,REGULAR,turnover,out-of-bounds,[],1630587,,,1610612765,23,26,2023-02-04T00:33:23Z,1450000,False,,,0,,I. Livers bad pass out-of-bounds TURNOVER (1 TO),[1630587],1610612765.0,DET,bad pass,,,,,,Right Corner 3,24+ Right,,,Livers,I. Livers,,,,,1.0,,,,,,,,,203593.0,,,,,
147,PT01M10.00S,2023-02-04T00:33:45.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630208,9.017739816031538,50.98039215686274,1610612766,23,28,2023-02-04T00:34:54Z,1460000,False,-5.0,32.0,1,left,N. Richards cutting DUNK (2 PTS) (L. Ball 1 AST),"[1630208, 1630163]",1610612766.0,CHA,cutting,,,,,,Restricted Area,0-8 Center,3.27,Made,Richards,N. Richards,,,,,,,,2.0,L. Ball,1630163.0,1.0,,,,,,,,
